id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,related_events_1,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,ball_receipt,counterpress,under_pressure,dribble,shot,goalkeeper,interception,out,clearance,duel,miscontrol,injury_stoppage,foul_committed,foul_won,ball_recovery,substitution,block,pass,related_events_2,carry_end_location_0,carry_end_location_1,dribble_outcome_id,dribble_outcome_name,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_open_goal,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_first_time,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,related_events,location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_switch,clearance_right_foot,pass_aerial_won,related_events_3,injury_stoppage_in_chain,player,position,interception_outcome_id,interception_outcome_name,duel_outcome_id,duel_outcome_name,pass_miscommunication,pass_through_ball,pass_technique_id,pass_technique_name,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,dribble_overrun,dribble_nutmeg,pass_cut_back,clearance_left_foot,pass_inswinging,pass_goal_assist,shot_one_on_one
4a1e163a-0c4b-4547-af12-7f9e01d60e23,12,1,00:00:08.733,0,8,30,Pass,3,217,Barcelona,1,Regular Play,217,Barcelona,0.892248,,05592356-6dcd-4552-9cf7-471fe8fda306,6d86c8a4-8c29-4308-9a09-41d8940f8ee0,,4324.0,Daniel Alves da Silva,2.0,Right Back,21.8,48.8,5470.0,Ivan Rakitić,7.8873315,-0.88417476,2.0,Low Pass,26.8,42.7,70.0,Other,64.0,Interception,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05592356-6dcd-4552-9cf7-471fe8fda306,13,1,00:00:09.625,0,9,42,Ball Receipt*,3,217,Barcelona,1,Regular Play,217,Barcelona,,,4a1e163a-0c4b-4547-af12-7f9e01d60e23,,,5470.0,Ivan Rakitić,15.0,Left Center Midfield,26.8,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
df2cfa58-7af8-4637-8dd8-21ba81bd01a5,14,1,00:00:09.625,0,9,43,Carry,3,217,Barcelona,1,Regular Play,217,Barcelona,1.113728,,05592356-6dcd-4552-9cf7-471fe8fda306,90559f72-e82c-4a98-9dc3-b70e9b9980ed,,5470.0,Ivan Rakitić,15.0,Left Center Midfield,26.8,42.7,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,9bca725f-f493-43af-a508-823dfbaf2daf,30.4,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90559f72-e82c-4a98-9dc3-b70e9b9980ed,15,1,00:00:10.293,0,10,17,Pressure,3,217,Barcelona,1,Regular Play,216,Getafe,0.652808,,9bca725f-f493-43af-a508-823dfbaf2daf,df2cfa58-7af8-4637-8dd8-21ba81bd01a5,,15893.0,Víctor Rodríguez Romero,16.0,Left Midfield,87.3,37.7,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9bca725f-f493-43af-a508-823dfbaf2daf,16,1,00:00:10.739,0,10,30,Pass,3,217,Barcelona,1,Regular Play,217,Barcelona,1.020003,,323dad53-9da2-4213-88bc-6ee9e8c6b114,90559f72-e82c-4a98-9dc3-b70e9b9980ed,,5470.0,Ivan Rakitić,15.0,Left Center Midfield,30.4,40.2,6379.0,Sergi Roberto Carnicer,16.171888,-0.60515356,3.0,High Pass,43.7,31.0,40.0,Right Foot,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323dad53-9da2-4213-88bc-6ee9e8c6b114,17,1,00:00:11.759,0,11,42,Ball Receipt*,3,217,Barcelona,1,Regular Play,217,Barcelona,,,9bca725f-f493-43af-a508-823dfbaf2daf,,,6379.0,Sergi Roberto Carnicer,13.0,Right Center Midfield,43.7,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c62763f-aa72-4149-917b-27d2c6b3a8a1,18,1,00:00:11.799,0,11,30,Pass,3,217,Barcelona,1,Regular Play,217,Barcelona,1.237122,,5680fcc1-5603-45ca-8b7c-6f130cea4c6f,,,6379.0,Sergi Roberto Carnicer,13.0,Right Center Midfield,43.7,31.0,5203.0,Sergio Busquets i Burgos,10.599056,-2.9034789,2.0,Low Pass,33.4,28.5,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5680fcc1-5603-45ca-8b7c-6f130cea4c6f,19,1,00:00:13.036,0,13,42,Ball Receipt*,3,217,Barcelona,1,Regular Play,217,Barcelona,,,7c62763f-aa72-4149-917b-27d2c6b3a8a1,,,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,33.4,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8652a60b-27f2-48e1-b177-3caca9abe20d,20,1,00:00:13.036,0,13,43,Carry,3,217,Barcelona,1,Regular Play,217,Barcelona,1.453386,,5680fcc1-5603-45ca-8b7c-6f130cea4c6f,949cb7c3-bd0e-4307-9742-7ef80011d262,,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,33.4,28.5,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,adc1f918-9b72-45c3-b3ea-a232badec58e,29.3,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949cb7c3-bd0e-4307-9742-7ef80011d262,21,1,00:00:13.939,0,13,17,Pressure,3,217,Barcelona,1,Regular Play,216,Getafe,0.758224,,8652a60b-27f2-48e1-b177-3caca9abe20d,adc1f918-9b72-45c3-b3ea-a232badec58e,,25881.0,Juan Antonio Rodríguez Villamuela,9.0,Right Defensive Midfield,86.4,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
