id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,related_events_1,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,ball_receipt,counterpress,under_pressure,dribble,shot,goalkeeper,interception,out,clearance,duel,miscontrol,injury_stoppage,foul_committed,foul_won,ball_recovery,substitution,block,pass,related_events_2,carry_end_location_0,carry_end_location_1,dribble_outcome_id,dribble_outcome_name,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_open_goal,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_first_time,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,related_events,location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_switch,clearance_right_foot,pass_aerial_won,related_events_3,injury_stoppage_in_chain,player,position,interception_outcome_id,interception_outcome_name,duel_outcome_id,duel_outcome_name,pass_miscommunication,pass_through_ball,pass_technique_id,pass_technique_name,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,dribble_overrun,dribble_nutmeg,pass_cut_back,clearance_left_foot,pass_inswinging,pass_goal_assist,shot_one_on_one
adc1f918-9b72-45c3-b3ea-a232badec58e,22,1,00:00:14.489,0,14,30,Pass,3,217,Barcelona,1,Regular Play,217,Barcelona,1.922922,,949cb7c3-bd0e-4307-9742-7ef80011d262,bb782a89-67d9-4906-b319-3147fffbacee,,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,29.3,23.9,4691.0,Claudio Andrés Bravo Muñoz,28.429737,2.630736,1.0,Ground Pass,4.5,37.8,40.0,Right Foot,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb782a89-67d9-4906-b319-3147fffbacee,23,1,00:00:16.412,0,16,42,Ball Receipt*,3,217,Barcelona,1,Regular Play,217,Barcelona,,,adc1f918-9b72-45c3-b3ea-a232badec58e,,,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,4.5,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428b1340-b77e-4860-aaff-08e9a56b5ee3,24,1,00:00:16.412,0,16,43,Carry,3,217,Barcelona,1,Regular Play,217,Barcelona,0.901622,,bb782a89-67d9-4906-b319-3147fffbacee,de8af495-c241-412c-a21a-369f23d3602c,,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,4.5,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de8af495-c241-412c-a21a-369f23d3602c,25,1,00:00:17.314,0,17,30,Pass,3,217,Barcelona,1,Regular Play,217,Barcelona,1.774843,,78b03b7d-8b07-4fe1-ae22-2599b8e979b1,,,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,2.8,42.2,10609.0,Jérémy Mathieu,28.614857,-1.3631201,1.0,Ground Pass,8.7,14.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78b03b7d-8b07-4fe1-ae22-2599b8e979b1,26,1,00:00:19.089,0,19,42,Ball Receipt*,3,217,Barcelona,1,Regular Play,217,Barcelona,,,de8af495-c241-412c-a21a-369f23d3602c,,,10609.0,Jérémy Mathieu,5.0,Left Center Back,8.7,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e00cec6-fa2b-4446-840c-fab019762401,27,1,00:00:19.089,0,19,43,Carry,3,217,Barcelona,1,Regular Play,217,Barcelona,1.009264,,78b03b7d-8b07-4fe1-ae22-2599b8e979b1,cde0d19d-9876-428d-a383-5ee95bf1a0a3,,10609.0,Jérémy Mathieu,5.0,Left Center Back,8.7,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cde0d19d-9876-428d-a383-5ee95bf1a0a3,28,1,00:00:20.098,0,20,30,Pass,3,217,Barcelona,1,Regular Play,217,Barcelona,1.431714,,08f2ec07-8878-4d28-ba39-077cf4f35fb7,,,10609.0,Jérémy Mathieu,5.0,Left Center Back,8.6,7.5,6379.0,Sergi Roberto Carnicer,23.864828,0.11759834,1.0,Ground Pass,32.3,10.3,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08f2ec07-8878-4d28-ba39-077cf4f35fb7,29,1,00:00:21.530,0,21,42,Ball Receipt*,3,217,Barcelona,1,Regular Play,217,Barcelona,,,cde0d19d-9876-428d-a383-5ee95bf1a0a3,,,6379.0,Sergi Roberto Carnicer,13.0,Right Center Midfield,32.3,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7be47b05-a4e3-414e-af29-f611bc169111,30,1,00:00:21.530,0,21,43,Carry,3,217,Barcelona,1,Regular Play,217,Barcelona,4.440282,,08f2ec07-8878-4d28-ba39-077cf4f35fb7,3c5539a5-36ea-4373-a440-22b78e9f5df9,,6379.0,Sergi Roberto Carnicer,13.0,Right Center Midfield,32.3,10.3,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,f1cb5646-0382-47ef-bd10-e8dd85aa74b3,68.7,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c5539a5-36ea-4373-a440-22b78e9f5df9,31,1,00:00:25.472,0,25,17,Pressure,3,217,Barcelona,1,Regular Play,216,Getafe,0.429973,,7be47b05-a4e3-414e-af29-f611bc169111,,,6627.0,Damián Nicolás Suárez Suárez,2.0,Right Back,50.1,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a229c010-b11e-422a-94b6-962419b9bc3b,32,1,00:00:25.970,0,25,39,Dribbled Past,3,217,Barcelona,1,Regular Play,216,Getafe,0.0,,f1cb5646-0382-47ef-bd10-e8dd85aa74b3,ff8c5e59-957a-4fdc-bb56-efe495bdc27f,,6627.0,Damián Nicolás Suárez Suárez,2.0,Right Back,51.4,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1cb5646-0382-47ef-bd10-e8dd85aa74b3,33,1,00:00:25.970,0,25,14,Dribble,3,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,a229c010-b11e-422a-94b6-962419b9bc3b,,,6379.0,Sergi Roberto Carnicer,13.0,Right Center Midfield,68.7,11.4,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
