id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,under_pressure,duel,clearance,counterpress,interception,out,foul_won,off_camera,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,dribble,block,foul_committed,ball_recovery,substitution,related_events,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure,pass_type_id,pass_type_name,related_events_2,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_head,shot_end_location_2,shot_first_time,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,pass_switch,dribble_outcome_id,dribble_outcome_name,related_events_3,related_events_4,pass_goal_assist,pass_technique_id,pass_technique_name,pass_through_ball
55bb839c-e819-4c8e-921d-773b4d3f5129,2112,2,00:04:07.734,49,7,23,Goal Keeper,102,217,Barcelona,1,Regular Play,219,RC Deportivo La Coruña,0.0,,4a151624-de25-4f87-ac9f-a0ac48ca994c,27457,Manuel Fernández Muñíz,1,Goalkeeper,5.4,41.4,,,,,,,,,,,,,46.0,Standing,44.0,Set,,,32.0,Shot Faced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d0b0337c-daa7-42cd-af2f-43696f48a8c3,2117,2,00:04:31.555,49,31,2,Ball Recovery,104,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,84eff54b-0eb2-4b1a-a8d9-1ae2ba26ef1e,5211,Jordi Alba Ramos,6,Left Back,28.0,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897ca7b7-6b19-4120-9aa7-dba3522d8405,2118,2,00:04:31.555,49,31,43,Carry,104,217,Barcelona,1,Regular Play,217,Barcelona,1.24259,,677e2eef-78eb-40b7-88fe-2041ffeaee97,5211,Jordi Alba Ramos,6,Left Back,28.0,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d0b0337c-daa7-42cd-af2f-43696f48a8c3,28.2,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677e2eef-78eb-40b7-88fe-2041ffeaee97,2119,2,00:04:32.798,49,32,30,Pass,104,217,Barcelona,1,Regular Play,217,Barcelona,1.951,,5b4d576b-eb26-44ea-8a1f-466134eead98,5211,Jordi Alba Ramos,6,Left Back,28.2,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,29.33428,-0.51703197,3.0,High Pass,53.7,10.2,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b4d576b-eb26-44ea-8a1f-466134eead98,2120,2,00:04:34.749,49,34,42,Ball Receipt*,104,217,Barcelona,1,Regular Play,217,Barcelona,,,677e2eef-78eb-40b7-88fe-2041ffeaee97,5216,Andrés Iniesta Luján,15,Left Center Midfield,53.7,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b75fbc9-eca4-4ad4-9ee9-755c3d55ea7d,2121,2,00:04:34.749,49,34,30,Pass,104,217,Barcelona,1,Regular Play,217,Barcelona,1.250826,,9f4e1292-cfa0-434b-9a15-f78dfdcf8358,5216,Andrés Iniesta Luján,15,Left Center Midfield,53.5,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,15.125145,1.7435535,1.0,Ground Pass,50.9,26.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f4e1292-cfa0-434b-9a15-f78dfdcf8358,2122,2,00:04:36.000,49,36,42,Ball Receipt*,104,217,Barcelona,1,Regular Play,217,Barcelona,,,5b75fbc9-eca4-4ad4-9ee9-755c3d55ea7d,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,50.9,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0fc13f3c-07af-4266-8835-b29abb68a966,2123,2,00:04:36.000,49,36,43,Carry,104,217,Barcelona,1,Regular Play,217,Barcelona,1.347974,,9f4e1292-cfa0-434b-9a15-f78dfdcf8358,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,50.9,26.4,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,c3599323-a8b2-40ea-9c23-57b1734efcc4,54.1,28.0,,,,,,,,,,,,,,,,,,d170881a-671d-412d-8320-f129b420a150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3599323-a8b2-40ea-9c23-57b1734efcc4,2124,2,00:04:37.346,49,37,17,Pressure,104,217,Barcelona,1,Regular Play,219,RC Deportivo La Coruña,0.479097,,0fc13f3c-07af-4266-8835-b29abb68a966,6732,Lucas Pérez Martínez,24,Left Center Forward,71.7,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d170881a-671d-412d-8320-f129b420a150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d170881a-671d-412d-8320-f129b420a150,2125,2,00:04:37.348,49,37,30,Pass,104,217,Barcelona,1,Regular Play,217,Barcelona,1.548287,,08f0572c-57dc-4f75-b8ae-6c6b87f6f2f8,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,54.1,28.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,c3599323-a8b2-40ea-9c23-57b1734efcc4,,,5470.0,Ivan Rakitić,15.383432,1.6749928,1.0,Ground Pass,52.5,43.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08f0572c-57dc-4f75-b8ae-6c6b87f6f2f8,2126,2,00:04:38.896,49,38,42,Ball Receipt*,104,217,Barcelona,1,Regular Play,217,Barcelona,,,d170881a-671d-412d-8320-f129b420a150,5470,Ivan Rakitić,13,Right Center Midfield,52.5,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cec520b3-5a63-4f67-be17-3835016252fe,2127,2,00:04:38.896,49,38,43,Carry,104,217,Barcelona,1,Regular Play,217,Barcelona,1.103756,,08f0572c-57dc-4f75-b8ae-6c6b87f6f2f8,5470,Ivan Rakitić,13,Right Center Midfield,52.5,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c350d99c-f206-4a3d-919c-4ad353e15058,53.3,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c350d99c-f206-4a3d-919c-4ad353e15058,2128,2,00:04:40.000,49,40,30,Pass,104,217,Barcelona,1,Regular Play,217,Barcelona,2.579557,,80715c13-44b3-4bfd-8ff0-193e91d64aa6,5470,Ivan Rakitić,13,Right Center Midfield,53.3,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,33.909584,1.2247968,1.0,Ground Pass,64.8,75.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80715c13-44b3-4bfd-8ff0-193e91d64aa6,2129,2,00:04:42.579,49,42,42,Ball Receipt*,104,217,Barcelona,1,Regular Play,217,Barcelona,,,c350d99c-f206-4a3d-919c-4ad353e15058,4324,Daniel Alves da Silva,2,Right Back,64.8,75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88afdf03-0cc0-4abc-8d5a-8edd250b38da,2130,2,00:04:42.579,49,42,43,Carry,104,217,Barcelona,1,Regular Play,217,Barcelona,6.5275,,80715c13-44b3-4bfd-8ff0-193e91d64aa6,4324,Daniel Alves da Silva,2,Right Back,64.8,75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d95a7d41-2469-42f7-931e-356b5bad982d,111.1,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d95a7d41-2469-42f7-931e-356b5bad982d,2131,2,00:04:49.107,49,49,30,Pass,104,217,Barcelona,1,Regular Play,217,Barcelona,1.3222,,6048e1b2-0eb4-43d6-9a1f-7473d6b320af,4324,Daniel Alves da Silva,2,Right Back,111.1,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa8155df-3de9-4a81-bd9c-dc83329403d1,,,5503.0,Lionel Andrés Messi Cuccittini,25.34285,-1.7093452,3.0,High Pass,107.6,41.9,40.0,Right Foot,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6048e1b2-0eb4-43d6-9a1f-7473d6b320af,2132,2,00:04:50.429,49,50,42,Ball Receipt*,104,217,Barcelona,1,Regular Play,217,Barcelona,,,d95a7d41-2469-42f7-931e-356b5bad982d,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,106.6,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fa8155df-3de9-4a81-bd9c-dc83329403d1,2133,2,00:04:50.429,49,50,9,Clearance,104,217,Barcelona,1,Regular Play,219,RC Deportivo La Coruña,0.0,,d95a7d41-2469-42f7-931e-356b5bad982d,6733,Pedro Mosquera Parada,10,Center Defensive Midfield,12.5,38.2,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Head,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4a453e8-9737-4939-b1e4-5e9922b0a014,2134,2,00:04:52.271,49,52,2,Ball Recovery,104,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,5470,Ivan Rakitić,13,Right Center Midfield,91.3,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317336ae-abdd-445b-aad9-b127b7056e58,2135,2,00:04:52.351,49,52,16,Shot,104,217,Barcelona,1,Regular Play,217,Barcelona,1.4538,,4f6f4db5-ae1d-45a6-bcd9-894bdbef18ee,5470,Ivan Rakitić,13,Right Center Midfield,94.7,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013807261,120.0,24.3,,95.0,Volley,40.0,Right Foot,87.0,Open Play,98.0,Off T,118.4,42.3,27457.0,Manuel Fernández Muñíz,1.0,Goalkeeper,False,112.5,45.8,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,True,110.8,36.1,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,True,112.2,65.2,4324.0,Daniel Alves da Silva,2.0,Right Back,True,89.8,47.4,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,True,87.6,22.1,5211.0,Jordi Alba Ramos,6.0,Left Back,True,103.0,48.6,6913.0,Fernando Navarro i Corbacho,5.0,Left Center Back,False,94.6,41.1,23806.0,Alejandro Bergantiños García,13.0,Right Center Midfield,False,102.5,52.9,5582.0,Celso Borges Mora,15.0,Left Center Midfield,False,,,,,,,1.3,True,104.2,41.6,6733.0,Pedro Mosquera Parada,10.0,Center Defensive Midfield,False,107.7,61.9,6738.0,Juan Francisco Moreno Fuertes,6.0,Left Back,False,104.4,39.2,6777.0,Sidnei Rechel da Silva Júnior,3.0,Right Center Back,False,103.8,36.0,23800.0,Laureano Sanabria Ruiz,2.0,Right Back,False,105.0,40.3,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,True,96.0,58.9,25921.0,Rubén Gracia Calmache,19.0,Center Attacking Midfield,False,,,,,,,,,
4f6f4db5-ae1d-45a6-bcd9-894bdbef18ee,2136,2,00:04:53.805,49,53,23,Goal Keeper,104,217,Barcelona,1,Regular Play,219,RC Deportivo La Coruña,0.0,,317336ae-abdd-445b-aad9-b127b7056e58,27457,Manuel Fernández Muñíz,1,Goalkeeper,1.7,37.8,,,,,,,,,,,,,,,44.0,Set,,,32.0,Shot Faced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e43b63-f1e8-4e15-ace4-d957bbbad648,2139,2,00:05:21.258,50,21,30,Pass,106,217,Barcelona,4,From Throw In,217,Barcelona,1.492664,,a4aa3c7e-2100-4169-93a9-0c53e58bcaa7,4324,Daniel Alves da Silva,2,Right Back,49.6,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,7.420243,-0.9192091,2.0,Low Pass,54.1,74.1,,,,,,,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4aa3c7e-2100-4169-93a9-0c53e58bcaa7,2140,2,00:05:22.751,50,22,42,Ball Receipt*,106,217,Barcelona,4,From Throw In,217,Barcelona,,,62e43b63-f1e8-4e15-ace4-d957bbbad648,5470,Ivan Rakitić,13,Right Center Midfield,54.1,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d479eaf1-3180-47bd-8fc5-69fd3c82c4a6,2141,2,00:05:22.751,50,22,43,Carry,106,217,Barcelona,4,From Throw In,217,Barcelona,0.0344,,46d124b5-8c69-479f-a450-68a8740f6e37,5470,Ivan Rakitić,13,Right Center Midfield,54.1,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a4aa3c7e-2100-4169-93a9-0c53e58bcaa7,53.5,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46d124b5-8c69-479f-a450-68a8740f6e37,2142,2,00:05:22.785,50,22,30,Pass,106,217,Barcelona,4,From Throw In,217,Barcelona,0.8709,,ef99f2ab-1cef-4c97-acc2-f52cf42b30b7,5470,Ivan Rakitić,13,Right Center Midfield,53.5,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,9.021087,2.5935688,2.0,Low Pass,45.8,78.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ef99f2ab-1cef-4c97-acc2-f52cf42b30b7,2143,2,00:05:23.656,50,23,42,Ball Receipt*,106,217,Barcelona,4,From Throw In,217,Barcelona,,,46d124b5-8c69-479f-a450-68a8740f6e37,4324,Daniel Alves da Silva,2,Right Back,45.8,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cb240e0a-54b7-402d-a03a-6289d8df6164,2144,2,00:05:23.656,50,23,43,Carry,106,217,Barcelona,4,From Throw In,217,Barcelona,1.1756,,308e8f51-e8ff-4493-82f5-34ce66f1baef,4324,Daniel Alves da Silva,2,Right Back,45.8,78.8,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,7aee58ad-294b-4d9d-89d3-1c258c9d62fb,45.6,77.8,,,,,,,,,,,,,,,,,,ef99f2ab-1cef-4c97-acc2-f52cf42b30b7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7aee58ad-294b-4d9d-89d3-1c258c9d62fb,2145,2,00:05:24.525,50,24,17,Pressure,106,217,Barcelona,4,From Throw In,219,RC Deportivo La Coruña,0.491124,,308e8f51-e8ff-4493-82f5-34ce66f1baef,25921,Rubén Gracia Calmache,19,Center Attacking Midfield,67.4,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cb240e0a-54b7-402d-a03a-6289d8df6164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308e8f51-e8ff-4493-82f5-34ce66f1baef,2146,2,00:05:24.832,50,24,30,Pass,106,217,Barcelona,4,From Throw In,217,Barcelona,5.2521,,6813681b-499f-422b-92a6-83b7a1e2ec1e,4324,Daniel Alves da Silva,2,Right Back,45.6,77.8,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,7aee58ad-294b-4d9d-89d3-1c258c9d62fb,,,5506.0,Javier Alejandro Mascherano,55.06814,-1.8523387,3.0,High Pass,30.3,24.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
6813681b-499f-422b-92a6-83b7a1e2ec1e,2147,2,00:05:30.084,50,30,42,Ball Receipt*,106,217,Barcelona,4,From Throw In,217,Barcelona,,,308e8f51-e8ff-4493-82f5-34ce66f1baef,5506,Javier Alejandro Mascherano,5,Left Center Back,30.3,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
