id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,duel,counterpress,ball_recovery,ball_receipt,interception,out,off_camera,dribble,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,shot,clearance,substitution,foul_committed,foul_won,block,bad_behaviour,50_50,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,pass_outcome_id,pass_outcome_name,related_events_1,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,carry_end_location_0,carry_end_location_1,related_events_2,dribble_outcome_id,dribble_outcome_name,related_events_3,related_events_4,pass_assisted_shot_id,pass_shot_assist,pass_technique_id,pass_technique_name,pass_through_ball,shot_one_on_one,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,related_events,duel_type_id,duel_type_name,pass_aerial_won
71dea225-d574-41c7-8df5-475e11c9102f,3433,2,00:43:18.653,88,18,30,Pass,175,217,Barcelona,1,Regular Play,217,Barcelona,0.8408,,ad0c8a6f-8835-4bfc-b2ab-6142189ded38,22102,Adriano Correia Claro,6,Left Back,34.3,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,6.946222,1.4553697,2.0,Low Pass,35.1,15.1,40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad0c8a6f-8835-4bfc-b2ab-6142189ded38,3434,2,00:43:19.493,88,19,42,Ball Receipt*,175,217,Barcelona,1,Regular Play,217,Barcelona,,,71dea225-d574-41c7-8df5-475e11c9102f,5203,Sergio Busquets i Burgos,15,Left Center Midfield,35.1,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f6789716-d636-4808-9415-94a61807fddd,3435,2,00:43:19.493,88,19,30,Pass,175,217,Barcelona,1,Regular Play,217,Barcelona,2.1238,,ae9f0170-1fab-43aa-8233-0cb50c200e4d,5203,Sergio Busquets i Burgos,15,Left Center Midfield,34.5,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,21.986359,-0.5450997,2.0,Low Pass,53.3,3.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ae9f0170-1fab-43aa-8233-0cb50c200e4d,3436,2,00:43:21.617,88,21,42,Ball Receipt*,175,217,Barcelona,1,Regular Play,217,Barcelona,,,f6789716-d636-4808-9415-94a61807fddd,4320,Neymar da Silva Santos Junior,21,Left Wing,53.3,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82e1ba69-fe0b-45e4-884f-40e21d04c7b4,3437,2,00:43:21.617,88,21,43,Carry,175,217,Barcelona,1,Regular Play,217,Barcelona,1.330383,,129aa57a-e5d4-490f-a345-03d3cb626701,4320,Neymar da Silva Santos Junior,21,Left Wing,53.3,3.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98ac9110-996d-45e9-b02b-c7a5e9cb256d,,,,,61.7,4.5,ae9f0170-1fab-43aa-8233-0cb50c200e4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129aa57a-e5d4-490f-a345-03d3cb626701,3438,2,00:43:21.948,88,21,17,Pressure,175,217,Barcelona,1,Regular Play,208,Las Palmas,1.139934,,7555283e-2d30-4dc5-a3ec-dfa67f42c2eb,27522,Antolín Alcáraz Viveros,3,Right Center Back,62.9,73.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82e1ba69-fe0b-45e4-884f-40e21d04c7b4,,,,,,,98ac9110-996d-45e9-b02b-c7a5e9cb256d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3e9be9e-7638-4dc8-8ee9-00ceb5c8d8b5,3439,2,00:43:22.948,88,22,39,Dribbled Past,175,217,Barcelona,1,Regular Play,208,Las Palmas,0.0,,7555283e-2d30-4dc5-a3ec-dfa67f42c2eb,27522,Antolín Alcáraz Viveros,3,Right Center Back,58.4,75.6,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98ac9110-996d-45e9-b02b-c7a5e9cb256d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98ac9110-996d-45e9-b02b-c7a5e9cb256d,3440,2,00:43:22.948,88,22,14,Dribble,175,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,129aa57a-e5d4-490f-a345-03d3cb626701,4320,Neymar da Silva Santos Junior,21,Left Wing,61.7,4.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f3e9be9e-7638-4dc8-8ee9-00ceb5c8d8b5,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7555283e-2d30-4dc5-a3ec-dfa67f42c2eb,3441,2,00:43:22.948,88,22,43,Carry,175,217,Barcelona,1,Regular Play,217,Barcelona,4.887257,,129aa57a-e5d4-490f-a345-03d3cb626701,4320,Neymar da Silva Santos Junior,21,Left Wing,61.7,4.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4823a912-07ca-44f4-82b4-bbc2b5b76094,,,,,98.8,18.0,98ac9110-996d-45e9-b02b-c7a5e9cb256d,,,cb5cee58-c2f0-4f13-ac52-ca7bddc94f7e,f3e9be9e-7638-4dc8-8ee9-00ceb5c8d8b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cb5cee58-c2f0-4f13-ac52-ca7bddc94f7e,3442,2,00:43:27.835,88,27,39,Dribbled Past,175,217,Barcelona,1,Regular Play,208,Las Palmas,0.0,,4823a912-07ca-44f4-82b4-bbc2b5b76094,8440,Aythami Artiles Oliva,4,Center Back,21.3,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7555283e-2d30-4dc5-a3ec-dfa67f42c2eb,,,,,,,fe0a8a0e-d661-4e23-8713-f6c96b34bdc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4823a912-07ca-44f4-82b4-bbc2b5b76094,3443,2,00:43:27.835,88,27,14,Dribble,175,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,cb5cee58-c2f0-4f13-ac52-ca7bddc94f7e,4320,Neymar da Silva Santos Junior,21,Left Wing,98.8,18.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0a8a0e-d661-4e23-8713-f6c96b34bdc5,3444,2,00:43:27.835,88,27,43,Carry,175,217,Barcelona,1,Regular Play,217,Barcelona,0.72556,,4823a912-07ca-44f4-82b4-bbc2b5b76094,4320,Neymar da Silva Santos Junior,21,Left Wing,98.8,18.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9c100c86-e4dd-40b7-bda8-87eb25f3f586,,,,,99.7,23.9,cb5cee58-c2f0-4f13-ac52-ca7bddc94f7e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c100c86-e4dd-40b7-bda8-87eb25f3f586,3445,2,00:43:28.560,88,28,30,Pass,175,217,Barcelona,1,Regular Play,217,Barcelona,1.4361,,ca3bd174-6d81-4f11-b9c1-f98f066c5e75,4320,Neymar da Silva Santos Junior,21,Left Wing,99.7,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,3508.0,Sandro Ramírez Castillo,23.464441,1.2544366,1.0,Ground Pass,107.0,46.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,f9e8deef-1899-475d-a837-2153e6d73065,True,108.0,Through Ball,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca3bd174-6d81-4f11-b9c1-f98f066c5e75,3446,2,00:43:29.997,88,29,42,Ball Receipt*,175,217,Barcelona,1,Regular Play,217,Barcelona,,,9c100c86-e4dd-40b7-bda8-87eb25f3f586,3508,Sandro Ramírez Castillo,17,Right Wing,107.0,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b9f4937-cc25-4d1b-9aae-e49347dbf5ef,3447,2,00:43:29.997,88,29,43,Carry,175,217,Barcelona,1,Regular Play,217,Barcelona,0.745,,ca3bd174-6d81-4f11-b9c1-f98f066c5e75,3508,Sandro Ramírez Castillo,17,Right Wing,107.0,46.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f9e8deef-1899-475d-a837-2153e6d73065,,,,,110.3,47.8,ffe75937-5b11-4cf5-a41a-13fd5cacc7ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ffe75937-5b11-4cf5-a41a-13fd5cacc7ef,3448,2,00:43:30.400,88,30,17,Pressure,175,217,Barcelona,1,Regular Play,208,Las Palmas,0.5606,,4b9f4937-cc25-4d1b-9aae-e49347dbf5ef,26753,Javier Varas Herrera,1,Goalkeeper,14.1,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f9e8deef-1899-475d-a837-2153e6d73065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9e8deef-1899-475d-a837-2153e6d73065,3449,2,00:43:30.742,88,30,16,Shot,175,217,Barcelona,1,Regular Play,217,Barcelona,0.4927,,c36ded18-e723-4f00-bdbc-571af1061d32,3508,Sandro Ramírez Castillo,17,Right Wing,110.3,47.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ffe75937-5b11-4cf5-a41a-13fd5cacc7ef,,,,,,,,,,,,,,,,,True,0.2075036,120.0,45.0,0.0,9c100c86-e4dd-40b7-bda8-87eb25f3f586,93.0,Normal,40.0,Right Foot,87.0,Open Play,98.0,Off T,102.2,23.3,8440.0,Aythami Artiles Oliva,4.0,Center Back,False,109.4,46.2,6932.0,Dani Castellano Betancor,8.0,Left Wing Back,False,103.8,23.7,27521.0,Juan Emmanuel Culio,10.0,Center Defensive Midfield,False,109.9,27.1,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,True,111.4,33.0,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,True,109.4,33.4,27522.0,Antolín Alcáraz Viveros,3.0,Right Center Back,False,109.2,37.6,7907.0,Pedro Bigas Rigo,5.0,Left Center Back,False,114.8,44.2,26753.0,Javier Varas Herrera,1.0,Goalkeeper,False,,,,,,
c36ded18-e723-4f00-bdbc-571af1061d32,3450,2,00:43:31.234,88,31,23,Goal Keeper,175,217,Barcelona,1,Regular Play,208,Las Palmas,0.0,,f9e8deef-1899-475d-a837-2153e6d73065,26753,Javier Varas Herrera,1,Goalkeeper,5.3,35.9,,,,,,,,,,,,32.0,Shot Faced,,,,,44.0,Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,35.9,,,,
028d1428-0a4e-43f0-bf82-4b465f9fa700,3469,2,00:44:03.622,89,3,30,Pass,177,217,Barcelona,4,From Throw In,217,Barcelona,1.413262,,169a3c2f-64a2-4fe9-b50a-2334cfb0b816,6379,Sergi Roberto Carnicer,2,Right Back,57.2,80.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,23.212496,-2.830741,3.0,High Pass,35.1,72.9,,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169a3c2f-64a2-4fe9-b50a-2334cfb0b816,3470,2,00:44:05.035,89,5,42,Ball Receipt*,177,217,Barcelona,4,From Throw In,217,Barcelona,,,028d1428-0a4e-43f0-bf82-4b465f9fa700,5213,Gerard Piqué Bernabéu,3,Right Center Back,35.1,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19b1e488-20e2-4c87-8139-d7c26e966c1e,3471,2,00:44:05.475,89,5,30,Pass,177,217,Barcelona,4,From Throw In,217,Barcelona,3.476836,,3296a704-dc33-42d8-b6cb-7e721b3ae0ba,5213,Gerard Piqué Bernabéu,3,Right Center Back,33.1,71.3,,,,,,,,,,True,,,,,,,,,,,,,,,,,,20055.0,Marc-André ter Stegen,37.275864,-2.3315315,1.0,Ground Pass,7.4,44.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3296a704-dc33-42d8-b6cb-7e721b3ae0ba,3472,2,00:44:08.952,89,8,42,Ball Receipt*,177,217,Barcelona,4,From Throw In,217,Barcelona,,,19b1e488-20e2-4c87-8139-d7c26e966c1e,20055,Marc-André ter Stegen,1,Goalkeeper,7.4,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3334db1-16da-43af-9fb2-5b3f913a7a99,3473,2,00:44:10.731,89,10,30,Pass,177,217,Barcelona,4,From Throw In,217,Barcelona,3.4435,,63497727-a171-4254-aa39-9cd8bbbef0a0,20055,Marc-André ter Stegen,1,Goalkeeper,7.4,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,62.94839,-0.119428925,3.0,High Pass,69.9,36.4,40.0,Right Foot,,,,9.0,Incomplete,8c0657a9-2f1f-4a4e-a13e-b55ba2177a50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
