id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,under_pressure,duel,carry,ball_receipt,interception,counterpress,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,dribble,clearance,out,miscontrol,foul_committed,foul_won,shot,ball_recovery,block,substitution,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,goalkeeper,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_head,clearance_body_part_id,clearance_body_part_name,related_events,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_type_id,pass_type_name,pass_switch,ball_recovery_recovery_failure,pass_cross,pass_aerial_won,clearance_right_foot,foul_committed_penalty,foul_won_penalty,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name
12dee2a4-e174-40a2-ab11-5f3310302483,2462,2,00:12:47.624,57,47,43,Carry,134,217,Barcelona,1,Regular Play,217,Barcelona,3.542644,,66b9a06a-d06c-434c-a623-37340f4da270,,4324,Daniel Alves da Silva,2,Right Back,103.8,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6f9eb306-91af-45be-9fa0-7f3cab915528,,98.0,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f9eb306-91af-45be-9fa0-7f3cab915528,2463,2,00:12:51.167,57,51,30,Pass,134,217,Barcelona,1,Regular Play,217,Barcelona,0.6667,,14bb7672-7509-4e8f-b7f1-68820cffbc1c,,4324,Daniel Alves da Silva,2,Right Back,98.0,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,6616.0,Munir El Haddadi Mohamed,6.1073728,-0.87815446,1.0,Ground Pass,101.9,57.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7a4e848-bab1-4087-a0e2-a9cc2a649e1e,2464,2,00:12:51.228,57,51,17,Pressure,134,217,Barcelona,1,Regular Play,221,Levante UD,0.627381,,14bb7672-7509-4e8f-b7f1-68820cffbc1c,,26023,Juan Francisco García García,5,Left Center Back,15.3,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f3958aff-8095-471c-9392-7624bb72c36e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14bb7672-7509-4e8f-b7f1-68820cffbc1c,2465,2,00:12:51.834,57,51,42,Ball Receipt*,134,217,Barcelona,1,Regular Play,217,Barcelona,,,6f9eb306-91af-45be-9fa0-7f3cab915528,,6616,Munir El Haddadi Mohamed,17,Right Wing,101.9,57.6,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e7a4e848-bab1-4087-a0e2-a9cc2a649e1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3958aff-8095-471c-9392-7624bb72c36e,2466,2,00:12:51.834,57,51,43,Carry,134,217,Barcelona,1,Regular Play,217,Barcelona,0.12,,14bb7672-7509-4e8f-b7f1-68820cffbc1c,,6616,Munir El Haddadi Mohamed,17,Right Wing,101.9,57.6,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8a3bb111-f250-4360-8909-1cd111ed11e0,e7a4e848-bab1-4087-a0e2-a9cc2a649e1e,101.6,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8a3bb111-f250-4360-8909-1cd111ed11e0,2467,2,00:12:51.954,57,51,38,Miscontrol,134,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,,6616,Munir El Haddadi Mohamed,17,Right Wing,101.6,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1e5566a9-2a84-4b19-b45f-0078e594e1b8,2468,2,00:12:52.627,57,52,17,Pressure,134,217,Barcelona,1,Regular Play,217,Barcelona,0.676503,,6f717b34-c9eb-45b8-841d-6c8c7ca97117,,6616,Munir El Haddadi Mohamed,17,Right Wing,98.0,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e16e7a46-c809-4c84-92f8-e12ed686eadc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caa04a1d-b103-49c9-be9e-6b4107f9a015,2480,2,00:13:04.523,58,4,30,Pass,136,217,Barcelona,4,From Throw In,217,Barcelona,1.618038,,4db3b614-5021-4f89-a952-fc9839d5f72a,True,5470,Ivan Rakitić,9,Right Defensive Midfield,86.2,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7068.0,Marc Bartra Aregall,22.62145,-2.9728103,2.0,Low Pass,63.9,76.2,,,,,,,,,,,,,,,,,,,,,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,
4db3b614-5021-4f89-a952-fc9839d5f72a,2481,2,00:13:06.141,58,6,42,Ball Receipt*,136,217,Barcelona,4,From Throw In,217,Barcelona,,,caa04a1d-b103-49c9-be9e-6b4107f9a015,,7068,Marc Bartra Aregall,3,Right Center Back,63.9,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e3e79f5-8226-40fe-8910-39e6baf389dc,2482,2,00:13:06.875,58,6,30,Pass,136,217,Barcelona,4,From Throw In,217,Barcelona,1.880187,,3acf10f4-44b8-44b0-8da9-fe9b17191ad6,,7068,Marc Bartra Aregall,3,Right Center Back,65.6,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,38.611526,-1.8950039,1.0,Ground Pass,53.3,37.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3acf10f4-44b8-44b0-8da9-fe9b17191ad6,2483,2,00:13:08.755,58,8,42,Ball Receipt*,136,217,Barcelona,4,From Throw In,217,Barcelona,,,9e3e79f5-8226-40fe-8910-39e6baf389dc,,5506,Javier Alejandro Mascherano,5,Left Center Back,53.3,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6c527ced-478f-47d4-a8db-1dc4f801144c,2484,2,00:13:08.755,58,8,43,Carry,136,217,Barcelona,4,From Throw In,217,Barcelona,2.360913,,3acf10f4-44b8-44b0-8da9-fe9b17191ad6,,5506,Javier Alejandro Mascherano,5,Left Center Back,53.3,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70a7a354-14c5-4524-b557-d230385f8829,,60.8,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70a7a354-14c5-4524-b557-d230385f8829,2485,2,00:13:11.116,58,11,30,Pass,136,217,Barcelona,4,From Throw In,217,Barcelona,1.178304,,843fb9a2-530b-49c2-a94a-f9f4cbeba5c6,,5506,Javier Alejandro Mascherano,5,Left Center Back,60.8,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,22102.0,Adriano Correia Claro,25.609568,-1.0109553,1.0,Ground Pass,74.4,9.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843fb9a2-530b-49c2-a94a-f9f4cbeba5c6,2486,2,00:13:12.294,58,12,42,Ball Receipt*,136,217,Barcelona,4,From Throw In,217,Barcelona,,,70a7a354-14c5-4524-b557-d230385f8829,,22102,Adriano Correia Claro,6,Left Back,74.4,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f63d2b70-8947-4225-b1a0-2171db62abc4,2487,2,00:13:12.294,58,12,43,Carry,136,217,Barcelona,4,From Throw In,217,Barcelona,1.398496,,2fbe7a64-f6a2-408d-8137-8e957aec57f3,,22102,Adriano Correia Claro,6,Left Back,74.4,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843fb9a2-530b-49c2-a94a-f9f4cbeba5c6,,75.8,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2fbe7a64-f6a2-408d-8137-8e957aec57f3,2488,2,00:13:13.693,58,13,30,Pass,136,217,Barcelona,4,From Throw In,217,Barcelona,1.399509,,d225701b-5fca-4d72-af94-3f7be3d4b474,,22102,Adriano Correia Claro,6,Left Back,75.8,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,17.03291,-0.27346098,1.0,Ground Pass,92.2,4.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d225701b-5fca-4d72-af94-3f7be3d4b474,2489,2,00:13:15.092,58,15,42,Ball Receipt*,136,217,Barcelona,4,From Throw In,217,Barcelona,,,2fbe7a64-f6a2-408d-8137-8e957aec57f3,,4320,Neymar da Silva Santos Junior,21,Left Wing,92.2,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c6145e3-e730-4a72-aa60-06154986659e,2490,2,00:13:15.092,58,15,43,Carry,136,217,Barcelona,4,From Throw In,217,Barcelona,5.976991,,1de937a0-fe4a-48c0-a8f1-eaf2863d75b2,,4320,Neymar da Silva Santos Junior,21,Left Wing,92.2,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d225701b-5fca-4d72-af94-3f7be3d4b474,,98.4,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1de937a0-fe4a-48c0-a8f1-eaf2863d75b2,2491,2,00:13:21.069,58,21,30,Pass,136,217,Barcelona,4,From Throw In,217,Barcelona,1.078488,,066ca650-54f6-4856-9191-665fd79bdbe0,,4320,Neymar da Silva Santos Junior,21,Left Wing,98.4,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,22102.0,Adriano Correia Claro,12.010412,3.09995,1.0,Ground Pass,86.4,10.1,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8c577b79-e829-4b6b-a800-99ee3a029fe2,2492,2,00:13:21.327,58,21,17,Pressure,136,217,Barcelona,4,From Throw In,221,Levante UD,1.316,,066ca650-54f6-4856-9191-665fd79bdbe0,,6659,Víctor Camarasa Ferrando,13,Right Center Midfield,27.6,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109aff31-bd58-46f7-af75-f7ce90ff53f6,8cd41dd0-9d23-42d1-bebc-d9dc1583494d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
066ca650-54f6-4856-9191-665fd79bdbe0,2493,2,00:13:22.148,58,22,42,Ball Receipt*,136,217,Barcelona,4,From Throw In,217,Barcelona,,,1de937a0-fe4a-48c0-a8f1-eaf2863d75b2,,22102,Adriano Correia Claro,6,Left Back,86.4,10.1,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8c577b79-e829-4b6b-a800-99ee3a029fe2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109aff31-bd58-46f7-af75-f7ce90ff53f6,2494,2,00:13:22.148,58,22,43,Carry,136,217,Barcelona,4,From Throw In,217,Barcelona,0.226129,,066ca650-54f6-4856-9191-665fd79bdbe0,,22102,Adriano Correia Claro,6,Left Back,86.4,10.1,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8c577b79-e829-4b6b-a800-99ee3a029fe2,8cd41dd0-9d23-42d1-bebc-d9dc1583494d,86.1,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8cd41dd0-9d23-42d1-bebc-d9dc1583494d,2495,2,00:13:22.374,58,22,30,Pass,136,217,Barcelona,4,From Throw In,217,Barcelona,1.224396,,8c577b79-e829-4b6b-a800-99ee3a029fe2,,22102,Adriano Correia Claro,6,Left Back,86.1,9.7,,True,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,13.871553,-0.37649032,1.0,Ground Pass,99.0,4.6,40.0,Right Foot,,bb3ea0ec-d911-4a7c-b243-c4d310b192f2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb3ea0ec-d911-4a7c-b243-c4d310b192f2,2496,2,00:13:23.598,58,23,42,Ball Receipt*,136,217,Barcelona,4,From Throw In,217,Barcelona,,,8cd41dd0-9d23-42d1-bebc-d9dc1583494d,,4320,Neymar da Silva Santos Junior,21,Left Wing,99.0,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0fa74ea4-fae5-4d0e-b2a9-fb51216503e7,2497,2,00:13:23.598,58,23,43,Carry,136,217,Barcelona,4,From Throw In,217,Barcelona,4.151387,,bb3ea0ec-d911-4a7c-b243-c4d310b192f2,,4320,Neymar da Silva Santos Junior,21,Left Wing,99.0,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db94c758-5f3a-4822-bab3-bcc9321c9a4c,,98.5,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
db94c758-5f3a-4822-bab3-bcc9321c9a4c,2498,2,00:13:27.750,58,27,30,Pass,136,217,Barcelona,4,From Throw In,217,Barcelona,1.376903,,d3b81b20-6153-4fa0-9e07-2ae33b9a71c6,,4320,Neymar da Silva Santos Junior,21,Left Wing,98.5,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,22102.0,Adriano Correia Claro,15.358385,2.997854,1.0,Ground Pass,83.3,6.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3b81b20-6153-4fa0-9e07-2ae33b9a71c6,2499,2,00:13:29.127,58,29,42,Ball Receipt*,136,217,Barcelona,4,From Throw In,217,Barcelona,,,db94c758-5f3a-4822-bab3-bcc9321c9a4c,,22102,Adriano Correia Claro,6,Left Back,83.3,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b983c21e-feb3-461d-8a7d-90c2394a31c2,2500,2,00:13:29.127,58,29,43,Carry,136,217,Barcelona,4,From Throw In,217,Barcelona,0.59141,,187a5c02-eca3-463c-acc1-cb35b10075a0,,22102,Adriano Correia Claro,6,Left Back,83.3,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d3b81b20-6153-4fa0-9e07-2ae33b9a71c6,,85.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187a5c02-eca3-463c-acc1-cb35b10075a0,2501,2,00:13:29.718,58,29,30,Pass,136,217,Barcelona,4,From Throw In,217,Barcelona,1.731077,,92a7faf6-7b52-4cc3-bcee-c2aa34143f83,,22102,Adriano Correia Claro,6,Left Back,85.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,21.541124,2.2245107,1.0,Ground Pass,71.9,24.6,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92a7faf6-7b52-4cc3-bcee-c2aa34143f83,2502,2,00:13:31.449,58,31,42,Ball Receipt*,136,217,Barcelona,4,From Throw In,217,Barcelona,,,187a5c02-eca3-463c-acc1-cb35b10075a0,,5506,Javier Alejandro Mascherano,5,Left Center Back,71.9,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad0a7a3f-81f7-4cd3-95bf-0e0de261b275,2503,2,00:13:31.449,58,31,43,Carry,136,217,Barcelona,4,From Throw In,217,Barcelona,1.26411,,8bd3ff40-1b64-4ece-8db6-01239c03061a,,5506,Javier Alejandro Mascherano,5,Left Center Back,71.9,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92a7faf6-7b52-4cc3-bcee-c2aa34143f83,,70.9,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8bd3ff40-1b64-4ece-8db6-01239c03061a,2504,2,00:13:32.713,58,32,30,Pass,136,217,Barcelona,4,From Throw In,217,Barcelona,1.123976,,52ed9aeb-41f3-48f1-b73d-cb4045a7b0d1,,5506,Javier Alejandro Mascherano,5,Left Center Back,70.9,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,24.572546,1.2606282,1.0,Ground Pass,78.4,55.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52ed9aeb-41f3-48f1-b73d-cb4045a7b0d1,2505,2,00:13:33.837,58,33,42,Ball Receipt*,136,217,Barcelona,4,From Throw In,217,Barcelona,,,8bd3ff40-1b64-4ece-8db6-01239c03061a,,5470,Ivan Rakitić,9,Right Defensive Midfield,78.4,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f83d2e23-5585-4a2e-b700-9a74ea8227d2,2506,2,00:13:33.837,58,33,43,Carry,136,217,Barcelona,4,From Throw In,217,Barcelona,2.446924,,47244137-53ff-416d-9279-f31b4a8497aa,,5470,Ivan Rakitić,9,Right Defensive Midfield,78.4,55.5,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52ed9aeb-41f3-48f1-b73d-cb4045a7b0d1,6c78015c-5368-4128-afbd-532016459d6e,86.2,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6c78015c-5368-4128-afbd-532016459d6e,2507,2,00:13:35.118,58,35,17,Pressure,136,217,Barcelona,4,From Throw In,221,Levante UD,0.941702,,f83d2e23-5585-4a2e-b700-9a74ea8227d2,,6684,Roger Martí Salvador,24,Left Center Forward,34.4,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47244137-53ff-416d-9279-f31b4a8497aa,2508,2,00:13:36.284,58,36,30,Pass,136,217,Barcelona,4,From Throw In,217,Barcelona,0.926208,,6a0fc8ce-7603-4aea-92e4-053f0b93bb77,,5470,Ivan Rakitić,9,Right Defensive Midfield,86.2,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,3508.0,Sandro Ramírez Castillo,13.296617,-0.76412475,1.0,Ground Pass,95.8,45.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1ec2825-d22c-47a9-b86c-bd644247f782,2509,2,00:13:37.014,58,37,17,Pressure,136,217,Barcelona,4,From Throw In,221,Levante UD,0.13845,,,,6647,Zouhair Feddal,4,Center Back,22.3,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6a0fc8ce-7603-4aea-92e4-053f0b93bb77,2510,2,00:13:37.210,58,37,42,Ball Receipt*,136,217,Barcelona,4,From Throw In,217,Barcelona,,,47244137-53ff-416d-9279-f31b4a8497aa,,3508,Sandro Ramírez Castillo,23,Center Forward,95.8,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ec37fac-3cf4-4672-a365-d4e87eb83832,2511,2,00:13:37.210,58,37,43,Carry,136,217,Barcelona,4,From Throw In,217,Barcelona,0.039992,,6a0fc8ce-7603-4aea-92e4-053f0b93bb77,,3508,Sandro Ramírez Castillo,23,Center Forward,95.8,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9139c89c-59b3-49a5-8631-7c9d57f4f9a8,,95.6,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9139c89c-59b3-49a5-8631-7c9d57f4f9a8,2512,2,00:13:37.250,58,37,30,Pass,136,217,Barcelona,4,From Throw In,217,Barcelona,0.44589,,aead178b-c705-4fd9-8a1f-53905d9165b7,,3508,Sandro Ramírez Castillo,23,Center Forward,95.6,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,6616.0,Munir El Haddadi Mohamed,5.470832,1.2548261,1.0,Ground Pass,97.3,50.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aead178b-c705-4fd9-8a1f-53905d9165b7,2513,2,00:13:37.696,58,37,42,Ball Receipt*,136,217,Barcelona,4,From Throw In,217,Barcelona,,,9139c89c-59b3-49a5-8631-7c9d57f4f9a8,,6616,Munir El Haddadi Mohamed,17,Right Wing,97.3,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e95c788-d4fc-41c3-9856-757832957473,2514,2,00:13:37.696,58,37,43,Carry,136,217,Barcelona,4,From Throw In,217,Barcelona,0.50041,,7bb2bf71-f7d3-4849-8c26-b986969451de,,6616,Munir El Haddadi Mohamed,17,Right Wing,97.3,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aead178b-c705-4fd9-8a1f-53905d9165b7,,96.8,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7bb2bf71-f7d3-4849-8c26-b986969451de,2515,2,00:13:38.197,58,38,30,Pass,136,217,Barcelona,4,From Throw In,217,Barcelona,0.882008,,0167dd68-c28e-424b-bbce-e673c2570607,,6616,Munir El Haddadi Mohamed,17,Right Wing,96.8,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,7.33553,-2.6596544,1.0,Ground Pass,90.3,45.6,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0167dd68-c28e-424b-bbce-e673c2570607,2516,2,00:13:39.079,58,39,42,Ball Receipt*,136,217,Barcelona,4,From Throw In,217,Barcelona,,,7bb2bf71-f7d3-4849-8c26-b986969451de,,5470,Ivan Rakitić,9,Right Defensive Midfield,90.3,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a98a5b4-00ea-4b19-8c5f-add2c9a65dea,2517,2,00:13:39.079,58,39,43,Carry,136,217,Barcelona,4,From Throw In,217,Barcelona,0.039992,,0167dd68-c28e-424b-bbce-e673c2570607,,5470,Ivan Rakitić,9,Right Defensive Midfield,90.3,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d3f05583-0e86-4600-b999-dd411d93e494,,90.8,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3f05583-0e86-4600-b999-dd411d93e494,2518,2,00:13:39.119,58,39,30,Pass,136,217,Barcelona,4,From Throw In,217,Barcelona,0.745244,,35e9fdce-bcce-4c35-bfc1-1b5aa0d86951,,5470,Ivan Rakitić,9,Right Defensive Midfield,90.8,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,11.85116,-1.4778446,1.0,Ground Pass,91.9,34.3,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ae1feab-0f05-43c4-978f-ffb12a614860,2519,2,00:13:39.182,58,39,17,Pressure,136,217,Barcelona,4,From Throw In,221,Levante UD,0.255747,,,,27250,Nabil Ghilas,22,Right Center Forward,25.5,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35e9fdce-bcce-4c35-bfc1-1b5aa0d86951,2520,2,00:13:39.864,58,39,42,Ball Receipt*,136,217,Barcelona,4,From Throw In,217,Barcelona,,,d3f05583-0e86-4600-b999-dd411d93e494,,5503,Lionel Andrés Messi Cuccittini,19,Center Attacking Midfield,91.9,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70ad49ff-b6bd-40ed-9a84-22136ba0625f,2521,2,00:13:39.864,58,39,43,Carry,136,217,Barcelona,4,From Throw In,217,Barcelona,1.604408,,2981616e-507d-46e8-8309-bf0cb8cbd687,,5503,Lionel Andrés Messi Cuccittini,19,Center Attacking Midfield,91.9,34.3,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35e9fdce-bcce-4c35-bfc1-1b5aa0d86951,c975f107-f19e-40c2-b525-0091452e1ce9,94.8,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2981616e-507d-46e8-8309-bf0cb8cbd687,2522,2,00:13:39.877,58,39,17,Pressure,136,217,Barcelona,4,From Throw In,221,Levante UD,0.52893,,70ad49ff-b6bd-40ed-9a84-22136ba0625f,,24149,José Antonio García Rabasco,10,Center Defensive Midfield,27.4,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c975f107-f19e-40c2-b525-0091452e1ce9,2523,2,00:13:41.468,58,41,30,Pass,136,217,Barcelona,4,From Throw In,217,Barcelona,4.043203,,3c56f1ba-f9a0-4032-bb9f-bac0d6c10bae,,5503,Lionel Andrés Messi Cuccittini,19,Center Attacking Midfield,94.8,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,30.938164,-0.6777697,1.0,Ground Pass,118.9,10.8,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad6fd050-0e3b-48f7-be37-f49ac5871026,2524,2,00:13:43.957,58,43,17,Pressure,136,217,Barcelona,4,From Throw In,221,Levante UD,3.39541,,3c56f1ba-f9a0-4032-bb9f-bac0d6c10bae,,8801,Iván López Mendoza,7,Right Wing Back,7.7,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1a68637-8373-4c7e-a151-3af2afea2c79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c56f1ba-f9a0-4032-bb9f-bac0d6c10bae,2525,2,00:13:45.512,58,45,42,Ball Receipt*,136,217,Barcelona,4,From Throw In,217,Barcelona,,,ad6fd050-0e3b-48f7-be37-f49ac5871026,,4320,Neymar da Silva Santos Junior,21,Left Wing,118.9,10.8,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c975f107-f19e-40c2-b525-0091452e1ce9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
