id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,interception,dribble,duel,counterpress,clearance,out,foul_won,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,foul_committed,shot,substitution,block,ball_recovery,50_50,related_events,location,goalkeeper,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_switch,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,ball_recovery_recovery_failure,pass_recipient_id,pass_recipient_name,pass_aerial_won,related_events_3,dribble_outcome_id,dribble_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,pass_deflected,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,related_events_4,foul_committed_advantage,foul_won_advantage,pass_cross,pass_cut_back,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,goalkeeper_body_part_id,goalkeeper_body_part_name,foul_committed_card_id,foul_committed_card_name,player,position
d6d7ce95-ff92-47d1-adb5-6ff7aa5b0cf2,2581,2,00:29:22.845,74,22,30,Pass,158,217,Barcelona,3,From Free Kick,217,Barcelona,2.2172,,4df374c9-012a-4541-bd42-082cc07e889b,,6379.0,Sergi Roberto Carnicer,2.0,Right Back,45.8,64.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a547a37c-0105-4251-bfda-7ff514e92b1f,,,,15.979049,0.8784619,2.0,Low Pass,56.0,76.8,,,,66.0,Recovery,,,,5503.0,Lionel Andrés Messi Cuccittini,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a547a37c-0105-4251-bfda-7ff514e92b1f,2582,2,00:29:25.062,74,25,42,Ball Receipt*,158,217,Barcelona,3,From Free Kick,217,Barcelona,,,d6d7ce95-ff92-47d1-adb5-6ff7aa5b0cf2,,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,56.0,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f942e33-616a-4f3b-9753-30c7ce586931,2583,2,00:29:25.062,74,25,43,Carry,158,217,Barcelona,3,From Free Kick,217,Barcelona,1.2391,,a547a37c-0105-4251-bfda-7ff514e92b1f,,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,56.0,76.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b9ac0b7a-74e4-4e4d-b4b2-74c2340ae341,d90f79c0-d75d-4218-ab94-599c12593f37,55.8,77.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d90f79c0-d75d-4218-ab94-599c12593f37,2584,2,00:29:25.219,74,25,17,Pressure,158,217,Barcelona,3,From Free Kick,223,Málaga,1.116316,,4f942e33-616a-4f3b-9753-30c7ce586931,,6559.0,Juan Carlos Pérez López,21.0,Left Wing,63.5,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b9ac0b7a-74e4-4e4d-b4b2-74c2340ae341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b9ac0b7a-74e4-4e4d-b4b2-74c2340ae341,2585,2,00:29:26.301,74,26,30,Pass,158,217,Barcelona,3,From Free Kick,217,Barcelona,0.9584,,a1ca1f7d-7496-41b6-86e6-a5450e3e96d2,,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,55.8,77.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d90f79c0-d75d-4218-ab94-599c12593f37,,,,11.132385,-1.815775,1.0,Ground Pass,53.1,66.6,,38.0,Left Foot,,,,,,6998.0,Rafael Alcântara do Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1ca1f7d-7496-41b6-86e6-a5450e3e96d2,2586,2,00:29:27.259,74,27,42,Ball Receipt*,158,217,Barcelona,3,From Free Kick,217,Barcelona,,,b9ac0b7a-74e4-4e4d-b4b2-74c2340ae341,,6998.0,Rafael Alcântara do Nascimento,13.0,Right Center Midfield,53.1,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1bf643f-fb7a-4a88-b7c6-1cdde8ad9389,2587,2,00:29:27.259,74,27,43,Carry,158,217,Barcelona,3,From Free Kick,217,Barcelona,0.4009,,a1ca1f7d-7496-41b6-86e6-a5450e3e96d2,,6998.0,Rafael Alcântara do Nascimento,13.0,Right Center Midfield,53.1,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d277e9d1-a208-49d7-8ce7-ae152da68541,,51.1,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d277e9d1-a208-49d7-8ce7-ae152da68541,2588,2,00:29:27.660,74,27,30,Pass,158,217,Barcelona,3,From Free Kick,217,Barcelona,1.4489,,24c2f003-71ee-42da-bf24-7fecdd50dccc,,6998.0,Rafael Alcântara do Nascimento,13.0,Right Center Midfield,51.1,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.168275,-2.833234,1.0,Ground Pass,37.6,61.1,,38.0,Left Foot,,,,,,5506.0,Javier Alejandro Mascherano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24c2f003-71ee-42da-bf24-7fecdd50dccc,2589,2,00:29:29.109,74,29,42,Ball Receipt*,158,217,Barcelona,3,From Free Kick,217,Barcelona,,,d277e9d1-a208-49d7-8ce7-ae152da68541,,5506.0,Javier Alejandro Mascherano,3.0,Right Center Back,37.6,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5853796f-c4ce-4ed9-bff0-625c953de44f,2590,2,00:29:29.109,74,29,43,Carry,158,217,Barcelona,3,From Free Kick,217,Barcelona,1.8663,,24c2f003-71ee-42da-bf24-7fecdd50dccc,,5506.0,Javier Alejandro Mascherano,3.0,Right Center Back,37.6,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626c36e0-f0d9-4c44-bb16-1401a8f22a5f,,37.0,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626c36e0-f0d9-4c44-bb16-1401a8f22a5f,2591,2,00:29:30.976,74,30,30,Pass,158,217,Barcelona,3,From Free Kick,217,Barcelona,1.461613,,1aa0df36-cb2e-4189-a4d8-c0cbcc7670b9,,5506.0,Javier Alejandro Mascherano,3.0,Right Center Back,37.0,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.370751,-1.2325864,1.0,Ground Pass,42.1,48.0,,38.0,Left Foot,,,,,,5203.0,Sergio Busquets i Burgos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1aa0df36-cb2e-4189-a4d8-c0cbcc7670b9,2592,2,00:29:32.437,74,32,42,Ball Receipt*,158,217,Barcelona,3,From Free Kick,217,Barcelona,,,626c36e0-f0d9-4c44-bb16-1401a8f22a5f,,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,42.1,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ddc6625-8277-4598-a0e9-d3d83e0605eb,2593,2,00:29:32.437,74,32,43,Carry,158,217,Barcelona,3,From Free Kick,217,Barcelona,1.439587,,1aa0df36-cb2e-4189-a4d8-c0cbcc7670b9,,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,42.1,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7b91f499-0203-41f2-8ab1-7cd0239459f4,,43.5,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
