id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,dribble,counterpress,duel,ball_receipt,out,ball_recovery,clearance,shot,goalkeeper,interception,block,foul_committed,foul_won,bad_behaviour,substitution,pass,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,related_events_3,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_aerial_won,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,pass_through_ball,pass_technique_id,pass_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,related_events,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate
5a023687-ef9d-43ef-8899-d0d78141c989,1840,2,00:07:43.405,52,43,30,Pass,142,217,Barcelona,9,From Kick Off,217,Barcelona,0.584905,,742a3d85-878a-4ad7-ac71-2b5238a3d80f,,5246,Luis Alberto Suárez Díaz,23,Center Forward,61.0,40.1,4320.0,Neymar da Silva Santos Junior,2.236068,-2.0344439,1.0,Ground Pass,60.0,38.1,38.0,Left Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742a3d85-878a-4ad7-ac71-2b5238a3d80f,1841,2,00:07:43.990,52,43,42,Ball Receipt*,142,217,Barcelona,9,From Kick Off,217,Barcelona,,,5a023687-ef9d-43ef-8899-d0d78141c989,,4320,Neymar da Silva Santos Junior,21,Left Wing,60.0,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329469af-006c-44b7-98a8-7a1254516e9b,1842,2,00:07:43.990,52,43,43,Carry,142,217,Barcelona,9,From Kick Off,217,Barcelona,0.864858,,742a3d85-878a-4ad7-ac71-2b5238a3d80f,,4320,Neymar da Silva Santos Junior,21,Left Wing,60.0,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d8a6c621-92df-41e4-ab96-3544cbca9219,59.3,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d8a6c621-92df-41e4-ab96-3544cbca9219,1843,2,00:07:44.855,52,44,30,Pass,142,217,Barcelona,9,From Kick Off,217,Barcelona,1.266312,,4b24509c-0a08-43a7-a6b8-e2ffa5bcdfd5,,4320,Neymar da Silva Santos Junior,21,Left Wing,59.3,38.5,5470.0,Ivan Rakitić,14.921796,2.0974236,1.0,Ground Pass,51.8,51.4,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b24509c-0a08-43a7-a6b8-e2ffa5bcdfd5,1844,2,00:07:46.121,52,46,42,Ball Receipt*,142,217,Barcelona,9,From Kick Off,217,Barcelona,,,d8a6c621-92df-41e4-ab96-3544cbca9219,,5470,Ivan Rakitić,13,Right Center Midfield,51.8,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65d5fab7-329c-4d38-9e19-86e7fcbdae4d,1845,2,00:07:46.121,52,46,30,Pass,142,217,Barcelona,9,From Kick Off,217,Barcelona,1.190589,,1be7f522-f408-47be-9389-bdab803f40b6,,5470,Ivan Rakitić,13,Right Center Midfield,51.6,51.6,5506.0,Javier Alejandro Mascherano,11.360018,-2.2125368,1.0,Ground Pass,44.8,42.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1be7f522-f408-47be-9389-bdab803f40b6,1846,2,00:07:47.311,52,47,42,Ball Receipt*,142,217,Barcelona,9,From Kick Off,217,Barcelona,,,65d5fab7-329c-4d38-9e19-86e7fcbdae4d,,5506,Javier Alejandro Mascherano,10,Center Defensive Midfield,44.8,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eca1eba-6123-4c53-9c10-ecc7be1283f0,1847,2,00:07:47.311,52,47,43,Carry,142,217,Barcelona,9,From Kick Off,217,Barcelona,1.570583,,1be7f522-f408-47be-9389-bdab803f40b6,,5506,Javier Alejandro Mascherano,10,Center Defensive Midfield,44.8,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be5ccc7a-dc97-4508-83ef-e1c1c3330016,47.0,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be5ccc7a-dc97-4508-83ef-e1c1c3330016,1848,2,00:07:48.882,52,48,30,Pass,142,217,Barcelona,9,From Kick Off,217,Barcelona,1.492848,,068061a0-b5b4-4af5-90e3-63cd97cfa12f,,5506,Javier Alejandro Mascherano,10,Center Defensive Midfield,47.0,50.2,6379.0,Sergi Roberto Carnicer,23.930107,1.1258382,1.0,Ground Pass,57.3,71.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3000593-4191-46b9-8da3-705d290b6268,1849,2,00:07:50.090,52,50,17,Pressure,142,217,Barcelona,9,From Kick Off,213,Sevilla,0.537019,,068061a0-b5b4-4af5-90e3-63cd97cfa12f,,6356,Michael Krohn-Dehli,21,Left Wing,59.7,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce73435b-5f43-4e02-abe7-9eaa294a2957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
