id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,dribble,counterpress,duel,ball_receipt,out,ball_recovery,clearance,shot,goalkeeper,interception,block,foul_committed,foul_won,bad_behaviour,substitution,pass,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,related_events_3,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_aerial_won,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,pass_through_ball,pass_technique_id,pass_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,related_events,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate
068061a0-b5b4-4af5-90e3-63cd97cfa12f,1850,2,00:07:50.375,52,50,42,Ball Receipt*,142,217,Barcelona,9,From Kick Off,217,Barcelona,,,be5ccc7a-dc97-4508-83ef-e1c1c3330016,,6379,Sergi Roberto Carnicer,2,Right Back,57.3,71.8,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,e3000593-4191-46b9-8da3-705d290b6268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce73435b-5f43-4e02-abe7-9eaa294a2957,1851,2,00:07:50.375,52,50,43,Carry,142,217,Barcelona,9,From Kick Off,217,Barcelona,0.435837,,068061a0-b5b4-4af5-90e3-63cd97cfa12f,,6379,Sergi Roberto Carnicer,2,Right Back,57.3,71.8,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,8cc19c9e-6923-4de0-8af5-41f3b9d4d94e,57.5,70.0,94682ce3-2118-4c72-8249-92d2ec5c5d0a,e3000593-4191-46b9-8da3-705d290b6268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8cc19c9e-6923-4de0-8af5-41f3b9d4d94e,1852,2,00:07:50.811,52,50,22,Foul Committed,142,217,Barcelona,9,From Kick Off,213,Sevilla,0.0,,94682ce3-2118-4c72-8249-92d2ec5c5d0a,,6356,Michael Krohn-Dehli,21,Left Wing,62.6,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce73435b-5f43-4e02-abe7-9eaa294a2957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94682ce3-2118-4c72-8249-92d2ec5c5d0a,1853,2,00:07:50.811,52,50,21,Foul Won,142,217,Barcelona,9,From Kick Off,217,Barcelona,0.0,,8cc19c9e-6923-4de0-8af5-41f3b9d4d94e,,6379,Sergi Roberto Carnicer,2,Right Back,57.5,70.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f55964b-7fa6-494e-9c22-408bdb41422a,1854,2,00:08:06.615,53,6,30,Pass,143,217,Barcelona,3,From Free Kick,217,Barcelona,1.229272,,fc73e820-d88e-4146-b215-3d1650f8bdd3,,5213,Gerard Piqué Bernabéu,3,Right Center Back,47.5,75.4,6379.0,Sergi Roberto Carnicer,10.245975,0.32792333,1.0,Ground Pass,57.2,78.7,40.0,Right Foot,62.0,Free Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc73e820-d88e-4146-b215-3d1650f8bdd3,1855,2,00:08:07.844,53,7,42,Ball Receipt*,143,217,Barcelona,3,From Free Kick,217,Barcelona,,,9f55964b-7fa6-494e-9c22-408bdb41422a,,6379,Sergi Roberto Carnicer,2,Right Back,57.2,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c52f0ec2-95df-42cf-8f7e-ee136eaa3747,1856,2,00:08:07.844,53,7,43,Carry,143,217,Barcelona,3,From Free Kick,217,Barcelona,1.221083,,1bd63b52-90a7-439b-9b6f-7c843d68e4e0,,6379,Sergi Roberto Carnicer,2,Right Back,57.2,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fc73e820-d88e-4146-b215-3d1650f8bdd3,57.2,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1bd63b52-90a7-439b-9b6f-7c843d68e4e0,1857,2,00:08:09.065,53,9,30,Pass,143,217,Barcelona,3,From Free Kick,217,Barcelona,1.307326,,1de55bf3-5060-4d82-8bdc-82a239af2f7b,,6379,Sergi Roberto Carnicer,2,Right Back,57.2,78.7,5213.0,Gerard Piqué Bernabéu,11.326517,-2.9008965,1.0,Ground Pass,46.2,76.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1de55bf3-5060-4d82-8bdc-82a239af2f7b,1858,2,00:08:10.372,53,10,42,Ball Receipt*,143,217,Barcelona,3,From Free Kick,217,Barcelona,,,1bd63b52-90a7-439b-9b6f-7c843d68e4e0,,5213,Gerard Piqué Bernabéu,3,Right Center Back,46.2,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e07b10f7-a7d6-4557-bf35-50d8d85fff4a,1859,2,00:08:10.372,53,10,43,Carry,143,217,Barcelona,3,From Free Kick,217,Barcelona,1.287029,,1de55bf3-5060-4d82-8bdc-82a239af2f7b,,5213,Gerard Piqué Bernabéu,3,Right Center Back,46.2,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b69d584e-174f-4050-a447-380775deaba6,45.6,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b69d584e-174f-4050-a447-380775deaba6,1860,2,00:08:11.659,53,11,30,Pass,143,217,Barcelona,3,From Free Kick,217,Barcelona,1.348333,,26380a64-d32b-451a-9c2e-3051c0d8097f,,5213,Gerard Piqué Bernabéu,3,Right Center Back,45.6,76.2,5506.0,Javier Alejandro Mascherano,22.020445,-2.5044494,1.0,Ground Pass,27.9,63.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26380a64-d32b-451a-9c2e-3051c0d8097f,1861,2,00:08:13.008,53,13,42,Ball Receipt*,143,217,Barcelona,3,From Free Kick,217,Barcelona,,,b69d584e-174f-4050-a447-380775deaba6,,5506,Javier Alejandro Mascherano,10,Center Defensive Midfield,27.9,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18b24552-9b32-44c2-8d36-6c9d7f6debb8,1862,2,00:08:13.008,53,13,43,Carry,143,217,Barcelona,3,From Free Kick,217,Barcelona,3.764791,,0e1c64d1-a8cb-450f-a309-59edc8e45d64,,5506,Javier Alejandro Mascherano,10,Center Defensive Midfield,27.9,63.1,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,26380a64-d32b-451a-9c2e-3051c0d8097f,36.2,62.3,3c73f72d-3df3-464a-8450-9f96f8c0bc45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e1c64d1-a8cb-450f-a309-59edc8e45d64,1863,2,00:08:15.810,53,15,17,Pressure,143,217,Barcelona,3,From Free Kick,213,Sevilla,1.052098,,18b24552-9b32-44c2-8d36-6c9d7f6debb8,,6401,Kevin Gameiro,23,Center Forward,84.7,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3c73f72d-3df3-464a-8450-9f96f8c0bc45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c73f72d-3df3-464a-8450-9f96f8c0bc45,1864,2,00:08:16.772,53,16,30,Pass,143,217,Barcelona,3,From Free Kick,217,Barcelona,2.034742,,0e1c64d1-a8cb-450f-a309-59edc8e45d64,,5506,Javier Alejandro Mascherano,10,Center Defensive Midfield,36.2,62.3,5246.0,Luis Alberto Suárez Díaz,45.03887,-0.39906093,3.0,High Pass,77.7,44.8,40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,a1d054cc-b103-4d2a-aeac-e811f3863e13,,,e9ccb24c-f27d-421c-80c0-4610a1f42b96,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
