id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,related_events,player,position,location,pass,carry,under_pressure,ball_receipt,out,duel,clearance,shot,goalkeeper,counterpress,foul_committed,foul_won,dribble,off_camera,interception,ball_recovery,miscontrol,substitution,block,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,pass_aerial_won,duel_outcome_id,duel_outcome_name,related_events_3,pass_switch,pass_deflected,foul_committed_type_id,foul_committed_type_name,foul_committed_advantage,pass_cross,clearance_head,clearance_body_part_id,clearance_body_part_name
e6c80595-df90-49c6-b9fe-9d651aeccc5a,11,1,00:00:04.489,0,4,30,Pass,2,217,Barcelona,9,From Kick Off,217,Barcelona,1.8404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a0bfb386-8da0-4056-a7f7-514a302a4a9b,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,46.1,39.6,4324.0,Daniel Alves da Silva,33.778397,1.6389399,1.0,Ground Pass,43.8,73.3,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,
a0bfb386-8da0-4056-a7f7-514a302a4a9b,12,1,00:00:06.329,0,6,42,Ball Receipt*,2,217,Barcelona,9,From Kick Off,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e6c80595-df90-49c6-b9fe-9d651aeccc5a,4324.0,Daniel Alves da Silva,2.0,Right Back,43.8,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60cabd27-f34c-4e68-b863-c8a344918e50,13,1,00:00:06.329,0,6,43,Carry,2,217,Barcelona,9,From Kick Off,217,Barcelona,1.689657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01deabb8-8da4-4809-80df-e7660e5d6ce2,4324.0,Daniel Alves da Silva,2.0,Right Back,43.8,73.3,,,,,,,,,,,,,a0bfb386-8da0-4056-a7f7-514a302a4a9b,43.5,71.5,,,,,,,,,,,,,,,,,,,,
01deabb8-8da4-4809-80df-e7660e5d6ce2,14,1,00:00:08.019,0,8,30,Pass,2,217,Barcelona,9,From Kick Off,217,Barcelona,2.134653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a829a48-cbc5-4b7a-8c62-3d68213119d8,4324.0,Daniel Alves da Silva,2.0,Right Back,43.5,71.5,5213.0,Gerard Piqué Bernabéu,24.617474,-2.3274667,1.0,Ground Pass,26.6,53.6,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,
0a829a48-cbc5-4b7a-8c62-3d68213119d8,15,1,00:00:10.153,0,10,42,Ball Receipt*,2,217,Barcelona,9,From Kick Off,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01deabb8-8da4-4809-80df-e7660e5d6ce2,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,26.6,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192c3418-c552-4ac3-a201-f1a7bb57c8a1,16,1,00:00:10.153,0,10,43,Carry,2,217,Barcelona,9,From Kick Off,217,Barcelona,1.32369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a829a48-cbc5-4b7a-8c62-3d68213119d8,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,26.6,53.6,,,,,,,,,,,,,c7e45260-c585-4994-91ba-44b2fd4de872,26.6,53.6,,,,,,,,,,,,,,,,,,,,
c7e45260-c585-4994-91ba-44b2fd4de872,17,1,00:00:11.477,0,11,30,Pass,2,217,Barcelona,9,From Kick Off,217,Barcelona,1.365544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad310153-a30e-4011-95f4-93650eb24488,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,26.6,53.6,5506.0,Javier Alejandro Mascherano,35.254787,-1.6645379,1.0,Ground Pass,23.3,18.5,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,
ad310153-a30e-4011-95f4-93650eb24488,18,1,00:00:12.843,0,12,42,Ball Receipt*,2,217,Barcelona,9,From Kick Off,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c7e45260-c585-4994-91ba-44b2fd4de872,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,23.3,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992a228a-6b8e-4178-886d-fa07f026e40d,19,1,00:00:12.843,0,12,43,Carry,2,217,Barcelona,9,From Kick Off,217,Barcelona,1.785556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,4e88dba9-a9df-4c14-ad5c-ad6450ba140c,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,23.3,18.5,,,,,,,,,,,,,6ca9624c-85d4-4916-a18d-db73f2f6ff60,18.9,17.3,ad310153-a30e-4011-95f4-93650eb24488,,,,,,,,,,,,,,,,,,,
6ca9624c-85d4-4916-a18d-db73f2f6ff60,20,1,00:00:13.057,0,13,17,Pressure,2,217,Barcelona,9,From Kick Off,212,Atlético Madrid,1.2638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992a228a-6b8e-4178-886d-fa07f026e40d,5487.0,Antoine Griezmann,22.0,Right Center Forward,91.6,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e88dba9-a9df-4c14-ad5c-ad6450ba140c,21,1,00:00:14.628,0,14,30,Pass,2,217,Barcelona,9,From Kick Off,217,Barcelona,2.566046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fdc91266-2667-430f-bc8a-bbcc07f99c5f,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,18.9,17.3,5213.0,Gerard Piqué Bernabéu,36.501232,1.5790154,1.0,Ground Pass,18.6,53.8,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,
fdc91266-2667-430f-bc8a-bbcc07f99c5f,22,1,00:00:17.194,0,17,42,Ball Receipt*,2,217,Barcelona,9,From Kick Off,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e88dba9-a9df-4c14-ad5c-ad6450ba140c,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,18.6,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1e7a6d5-213f-4b7b-95fb-202517e4b4b6,23,1,00:00:17.194,0,17,43,Carry,2,217,Barcelona,9,From Kick Off,217,Barcelona,0.793519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,55a85473-8391-4b44-8eb1-a545ef2c9109,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,18.6,53.8,,,,,,,,,,,,,577c5ab5-5bcb-4f22-97d5-675a917cd2c5,20.0,53.7,fdc91266-2667-430f-bc8a-bbcc07f99c5f,,,,,,,,,,,,,,,,,,,
577c5ab5-5bcb-4f22-97d5-675a917cd2c5,24,1,00:00:17.394,0,17,17,Pressure,2,217,Barcelona,9,From Kick Off,212,Atlético Madrid,0.7735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55a85473-8391-4b44-8eb1-a545ef2c9109,5633.0,Yannick Ferreira Carrasco,24.0,Left Center Forward,98.5,30.0,,,,,,,,,,,,,d1e7a6d5-213f-4b7b-95fb-202517e4b4b6,,,,,,,,,,,,,,,,,,,,,,
55a85473-8391-4b44-8eb1-a545ef2c9109,25,1,00:00:17.988,0,17,30,Pass,2,217,Barcelona,9,From Kick Off,217,Barcelona,1.250907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,1b2ba102-fa7e-4745-b8d9-4c6ee329841b,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,20.0,53.7,4324.0,Daniel Alves da Silva,22.777182,1.2768164,1.0,Ground Pass,26.6,75.5,,,40.0,Right Foot,577c5ab5-5bcb-4f22-97d5-675a917cd2c5,,,,,,,,,,,,,,,,,,,,,,
1b2ba102-fa7e-4745-b8d9-4c6ee329841b,26,1,00:00:19.239,0,19,42,Ball Receipt*,2,217,Barcelona,9,From Kick Off,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55a85473-8391-4b44-8eb1-a545ef2c9109,4324.0,Daniel Alves da Silva,2.0,Right Back,26.6,75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179f6647-1dbc-4b3e-b861-2f5abce4e9fc,27,1,00:00:19.239,0,19,43,Carry,2,217,Barcelona,9,From Kick Off,217,Barcelona,2.814628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b2ba102-fa7e-4745-b8d9-4c6ee329841b,4324.0,Daniel Alves da Silva,2.0,Right Back,26.6,75.5,,,,,,,,,,,,,ff058446-c63e-4a14-b094-3349d6fc5667,26.9,75.5,,,,,,,,,,,,,,,,,,,,
ff058446-c63e-4a14-b094-3349d6fc5667,28,1,00:00:22.053,0,22,30,Pass,2,217,Barcelona,9,From Kick Off,217,Barcelona,1.617584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39505369-e5fb-4cf6-affa-5a7d616c2c97,4324.0,Daniel Alves da Silva,2.0,Right Back,26.9,75.5,5213.0,Gerard Piqué Bernabéu,16.090992,-2.5777233,1.0,Ground Pass,13.3,66.9,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,
39505369-e5fb-4cf6-affa-5a7d616c2c97,29,1,00:00:23.671,0,23,42,Ball Receipt*,2,217,Barcelona,9,From Kick Off,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff058446-c63e-4a14-b094-3349d6fc5667,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,13.3,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44c57570-0403-4352-99ac-54a437c0affb,30,1,00:00:23.671,0,23,43,Carry,2,217,Barcelona,9,From Kick Off,217,Barcelona,0.03627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39505369-e5fb-4cf6-affa-5a7d616c2c97,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,13.3,66.9,,,,,,,,,,,,,88ad0fee-d9e7-4b57-9e58-29a97aec2be0,13.3,65.5,,,,,,,,,,,,,,,,,,,,
88ad0fee-d9e7-4b57-9e58-29a97aec2be0,31,1,00:00:23.707,0,23,30,Pass,2,217,Barcelona,9,From Kick Off,217,Barcelona,1.806238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b11684e-766a-4b6d-af34-25f7949db5be,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,13.3,65.5,4691.0,Claudio Andrés Bravo Muñoz,22.188286,-2.0586329,1.0,Ground Pass,2.9,45.9,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,
fa6c6b18-d2ee-4bf4-b23a-ff1a61b9ed63,32,1,00:00:25.261,0,25,17,Pressure,2,217,Barcelona,9,From Kick Off,212,Atlético Madrid,1.2734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b11684e-766a-4b6d-af34-25f7949db5be,5633.0,Yannick Ferreira Carrasco,24.0,Left Center Forward,112.1,28.9,,,,,,,,,,,,,c9af7ddb-eefa-4469-974d-b48d7e1c5db3,,,,,,,,,,,,,,,,,,,,,,
9b11684e-766a-4b6d-af34-25f7949db5be,33,1,00:00:25.513,0,25,42,Ball Receipt*,2,217,Barcelona,9,From Kick Off,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,88ad0fee-d9e7-4b57-9e58-29a97aec2be0,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,2.9,45.9,,,,,,,,,,,,,fa6c6b18-d2ee-4bf4-b23a-ff1a61b9ed63,,,,,,,,,,,,,,,,,,,,,,
c9af7ddb-eefa-4469-974d-b48d7e1c5db3,34,1,00:00:25.513,0,25,43,Carry,2,217,Barcelona,9,From Kick Off,217,Barcelona,1.55434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,2fad81f5-869d-40c7-9ffa-f7b781832de4,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,2.9,45.9,,,,,,,,,,,,,9b11684e-766a-4b6d-af34-25f7949db5be,7.5,45.9,fa6c6b18-d2ee-4bf4-b23a-ff1a61b9ed63,,,,,,,,,,,,,,,,,,,
2fad81f5-869d-40c7-9ffa-f7b781832de4,35,1,00:00:27.068,0,27,30,Pass,2,217,Barcelona,9,From Kick Off,217,Barcelona,1.8284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51fd473c-7330-4db8-8b8f-d421b028311d,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,7.5,45.9,5506.0,Javier Alejandro Mascherano,36.111217,-1.5458708,1.0,Ground Pass,8.4,9.8,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,
51fd473c-7330-4db8-8b8f-d421b028311d,36,1,00:00:28.896,0,28,42,Ball Receipt*,2,217,Barcelona,9,From Kick Off,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2fad81f5-869d-40c7-9ffa-f7b781832de4,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,8.4,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4024482f-d04b-446b-a432-1474901c2753,37,1,00:00:28.896,0,28,43,Carry,2,217,Barcelona,9,From Kick Off,217,Barcelona,0.745722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51fd473c-7330-4db8-8b8f-d421b028311d,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,8.4,9.8,,,,,,,,,,,,,7cfd177b-589f-4941-bea6-89d2387d5c98,8.4,9.8,,,,,,,,,,,,,,,,,,,,
