id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,off_camera,duel,ball_receipt,clearance,interception,counterpress,dribble,foul_committed,shot,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,out,block,miscontrol,foul_won,50_50,ball_recovery,substitution,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events_2,foul_committed_advantage,foul_won_advantage,related_events_3,related_events,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,foul_won_defensive,ball_recovery_recovery_failure,foul_committed_card_id,foul_committed_card_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,pass_goal_assist,dribble_nutmeg,dribble_outcome_id,dribble_outcome_name,related_events_4
5acb8590-87df-4c47-a17a-bd17d4e26c5b,3311,2,00:30:18.927,75,18,23,Goal Keeper,167,217,Barcelona,5,Other,322,Eibar,0.0,,36874b07-67b8-4503-ac3a-e997d2063436,10763,Asier Riesgo Unamuno,1,Goalkeeper,1.0,40.0,,,,,,,,,,,,,44.0,Set,28.0,Penalty Conceded,55.0,No Touch,46.0,Standing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e0ff72bb-cc89-4d74-a05a-89422bd44d37,3322,2,00:31:14.833,76,14,2,Ball Recovery,169,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,3f51c0ef-e08a-4465-a68c-9a0cd732a9f9,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,2.5,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8c231ed8-142b-4df3-bd6c-10d8ba9c53b5,3323,2,00:31:14.833,76,14,43,Carry,169,217,Barcelona,1,Regular Play,217,Barcelona,7.4619,,a3a573b9-ded3-4f0d-9461-6bf6b4925319,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,2.5,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e0ff72bb-cc89-4d74-a05a-89422bd44d37,14.4,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3a573b9-ded3-4f0d-9461-6bf6b4925319,3324,2,00:31:22.295,76,22,30,Pass,169,217,Barcelona,1,Regular Play,217,Barcelona,2.211828,,eb997404-e376-4c2c-97ee-b079f075d4e7,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,14.4,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,19.60102,1.5605927,1.0,Ground Pass,14.6,65.0,69.0,Keeper Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eb997404-e376-4c2c-97ee-b079f075d4e7,3325,2,00:31:24.507,76,24,42,Ball Receipt*,169,217,Barcelona,1,Regular Play,217,Barcelona,,,a3a573b9-ded3-4f0d-9461-6bf6b4925319,5213,Gerard Piqué Bernabéu,3,Right Center Back,14.6,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6da360aa-7ffe-4738-92a1-8d5e3306574f,3326,2,00:31:24.507,76,24,43,Carry,169,217,Barcelona,1,Regular Play,217,Barcelona,0.850672,,018ae4d7-8809-4f20-94ba-9070428c7312,5213,Gerard Piqué Bernabéu,3,Right Center Back,14.6,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eb997404-e376-4c2c-97ee-b079f075d4e7,14.9,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
018ae4d7-8809-4f20-94ba-9070428c7312,3327,2,00:31:25.358,76,25,30,Pass,169,217,Barcelona,1,Regular Play,217,Barcelona,0.9782,,bc002e9e-6216-4f45-8023-032b49a261e7,5213,Gerard Piqué Bernabéu,3,Right Center Back,14.9,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,13.200758,0.8712084,1.0,Ground Pass,23.4,77.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bc002e9e-6216-4f45-8023-032b49a261e7,3328,2,00:31:26.336,76,26,42,Ball Receipt*,169,217,Barcelona,1,Regular Play,217,Barcelona,,,018ae4d7-8809-4f20-94ba-9070428c7312,4324,Daniel Alves da Silva,2,Right Back,23.4,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b597b25-d675-4a59-a879-5a14fcad0205,3329,2,00:31:26.336,76,26,43,Carry,169,217,Barcelona,1,Regular Play,217,Barcelona,5.698,,448c0363-d324-418a-ae34-b6567e28546e,4324,Daniel Alves da Silva,2,Right Back,23.4,77.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,bc002e9e-6216-4f45-8023-032b49a261e7,31.5,55.7,,,,,,,,,,,e4e2f056-e438-4f95-b33f-b2a4f6bcc6e9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4e2f056-e438-4f95-b33f-b2a4f6bcc6e9,3330,2,00:31:29.124,76,29,17,Pressure,169,217,Barcelona,1,Regular Play,322,Eibar,1.771621,,0b597b25-d675-4a59-a879-5a14fcad0205,6700,Sergio Enrich Ametller,23,Center Forward,98.5,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
