id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,under_pressure,counterpress,duel,foul_won,interception,clearance,dribble,foul_committed,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,out,miscontrol,ball_recovery,block,bad_behaviour,injury_stoppage,substitution,goalkeeper_body_part_id,goalkeeper_body_part_name,related_events_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_outcome_id,pass_outcome_name,goalkeeper,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,pass_type_id,pass_type_name,related_events_2,carry_end_location_0,carry_end_location_1,pass_miscommunication,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,pass_technique_id,pass_technique_name,pass_through_ball
be1c0c07-059e-4dfa-b7bc-5704f22610c5,3211,2,00:39:29.750,84,29,23,Goal Keeper,181,217,Barcelona,1,Regular Play,222,Villarreal,0.0,,cc721907-026f-4e87-9445-73f041f58b0e,,3379,Alphonse Areola,1,Goalkeeper,4.9,40.8,,,,,,,,,,,,,46.0,Standing,55.0,No Touch,26.0,Goal Conceded,44.0,Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d98706c4-c722-4bc8-bbf7-3a27b4fdb8e3,3251,2,00:41:16.626,86,16,23,Goal Keeper,183,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,3cee3bc6-f659-4b3e-91db-7fb520817c05,,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,2.8,38.8,,,,,,,,,,,,,46.0,Standing,15.0,Success,33.0,Shot Saved,44.0,Set,,,,,,,,35.0,Both Hands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a694ebf-c482-4540-bc0a-d49920d04654,3252,2,00:41:24.626,86,24,30,Pass,184,217,Barcelona,8,From Keeper,217,Barcelona,2.675375,,5fa6339f-edad-4a30-be8b-5ad1f0bca150,,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,5.6,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e935862f-bd88-47ec-93b8-85da646d4e06,3508.0,Sandro Ramírez Castillo,50.030792,0.39386863,3.0,High Pass,51.8,64.3,69.0,Keeper Arm,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fa6339f-edad-4a30-be8b-5ad1f0bca150,3253,2,00:41:27.301,86,27,42,Ball Receipt*,184,217,Barcelona,8,From Keeper,217,Barcelona,,,2a694ebf-c482-4540-bc0a-d49920d04654,,3508,Sandro Ramírez Castillo,17,Right Wing,53.7,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e935862f-bd88-47ec-93b8-85da646d4e06,3254,2,00:41:27.301,86,27,10,Interception,184,217,Barcelona,8,From Keeper,222,Villarreal,0.0,,2a694ebf-c482-4540-bc0a-d49920d04654,,6828,Jaume Vicent Costa Jordá,6,Left Back,68.3,15.8,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eea3e231-72f8-484d-893e-7cc72640d360,3255,2,00:41:29.129,86,29,30,Pass,185,217,Barcelona,8,From Keeper,217,Barcelona,1.033818,,d311466d-7319-4cdb-8c21-324e9fd15982,,6379,Sergi Roberto Carnicer,13,Right Center Midfield,44.5,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,10.756393,1.4683524,1.0,Ground Pass,45.6,74.2,38.0,Left Foot,,,,,,,,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d311466d-7319-4cdb-8c21-324e9fd15982,3256,2,00:41:30.163,86,30,42,Ball Receipt*,185,217,Barcelona,8,From Keeper,217,Barcelona,,,eea3e231-72f8-484d-893e-7cc72640d360,,4324,Daniel Alves da Silva,2,Right Back,45.6,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfa47fe4-332f-48e6-9239-01e3d7fee3d8,3257,2,00:41:30.163,86,30,43,Carry,185,217,Barcelona,8,From Keeper,217,Barcelona,1.218141,,155b45d4-ca6d-46dc-b964-fbd97c188a71,,4324,Daniel Alves da Silva,2,Right Back,45.6,74.2,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,1f94706c-1f59-4e29-af65-a8db775724cf,,,,,,,,,,,,,,,,,,,,d311466d-7319-4cdb-8c21-324e9fd15982,47.3,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155b45d4-ca6d-46dc-b964-fbd97c188a71,3258,2,00:41:30.956,86,30,17,Pressure,185,217,Barcelona,8,From Keeper,222,Villarreal,0.779217,,1f94706c-1f59-4e29-af65-a8db775724cf,,6609,Denis Suárez Fernández,16,Left Midfield,73.6,6.6,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,cfa47fe4-332f-48e6-9239-01e3d7fee3d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1f94706c-1f59-4e29-af65-a8db775724cf,3259,2,00:41:31.381,86,31,30,Pass,185,217,Barcelona,8,From Keeper,217,Barcelona,2.340972,,155b45d4-ca6d-46dc-b964-fbd97c188a71,,4324,Daniel Alves da Silva,2,Right Back,47.3,73.5,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,1f7d90e7-f86d-4155-94ba-3e1624dfd3db,3508.0,Sandro Ramírez Castillo,10.1242285,0.06919628,1.0,Ground Pass,57.4,74.2,40.0,Right Foot,9.0,Incomplete,,,,,,,,24ed7217-f0e6-4b29-9fdb-e88d3e3e5996,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
