id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,dribble,counterpress,duel,ball_receipt,out,ball_recovery,clearance,shot,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,interception,block,foul_committed,foul_won,bad_behaviour,substitution,goalkeeper,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events,pass_outcome_id,pass_outcome_name,foul_won_defensive,pass_type_id,pass_type_name,dribble_outcome_id,dribble_outcome_name,related_events_3,location,bad_behaviour_card_id,bad_behaviour_card_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_left_foot,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,interception_outcome_id,interception_outcome_name,pass_aerial_won,pass_cross,pass_switch,pass_cut_back,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,clearance_head,pass_outswinging,pass_technique_id,pass_technique_name,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,shot_deflected,block_deflection,ball_recovery_recovery_failure,pass_inswinging,foul_committed_type_id,foul_committed_type_name,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,block_offensive,shot_freeze_frame_17_location_0,shot_freeze_frame_17_location_1,shot_freeze_frame_17_player_id,shot_freeze_frame_17_player_name,shot_freeze_frame_17_position_id,shot_freeze_frame_17_position_name,shot_freeze_frame_17_teammate,player,position
95d0081b-7b2b-4ce1-8281-48cdfd664570,2644,2,00:32:48.042,77,48,43,Carry,189,217,Barcelona,1,Regular Play,217,Barcelona,1.769825,,040c4ec2-fa84-4277-ad65-69c30ee0cd92,,4324.0,Daniel Alves da Silva,2.0,Right Back,52.5,78.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,279ad4be-92f3-4b08-850d-62a3dd3a88b4,4cdc2f16-1ab8-4142-8894-c9a691c04c6a,51.0,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279ad4be-92f3-4b08-850d-62a3dd3a88b4,2645,2,00:32:49.282,77,49,17,Pressure,189,217,Barcelona,1,Regular Play,213,Sevilla,0.622393,,040c4ec2-fa84-4277-ad65-69c30ee0cd92,,23816.0,José Antonio Reyes Calderón,19.0,Center Attacking Midfield,65.1,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95d0081b-7b2b-4ce1-8281-48cdfd664570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040c4ec2-fa84-4277-ad65-69c30ee0cd92,2646,2,00:32:49.812,77,49,30,Pass,189,217,Barcelona,1,Regular Play,217,Barcelona,1.298697,,279ad4be-92f3-4b08-850d-62a3dd3a88b4,,4324.0,Daniel Alves da Silva,2.0,Right Back,51.0,78.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,bac70a15-242e-4a44-8f14-876a5954c540,,,,3508.0,Sandro Ramírez Castillo,13.619472,-0.13255154,1.0,Ground Pass,64.5,77.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bac70a15-242e-4a44-8f14-876a5954c540,2647,2,00:32:51.111,77,51,42,Ball Receipt*,189,217,Barcelona,1,Regular Play,217,Barcelona,,,040c4ec2-fa84-4277-ad65-69c30ee0cd92,,3508.0,Sandro Ramírez Castillo,17.0,Right Wing,64.5,77.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9bc1cbbd-18db-45d8-8720-66ea759db467,2648,2,00:32:51.111,77,51,43,Carry,189,217,Barcelona,1,Regular Play,217,Barcelona,0.507253,,bac70a15-242e-4a44-8f14-876a5954c540,,3508.0,Sandro Ramírez Castillo,17.0,Right Wing,64.5,77.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d5663ba6-84db-472a-a16e-538b0ecd86f9,,62.5,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5663ba6-84db-472a-a16e-538b0ecd86f9,2649,2,00:32:51.618,77,51,30,Pass,189,217,Barcelona,1,Regular Play,217,Barcelona,1.268901,,dbf9f551-51f5-46d3-bf45-428f0b911aba,,3508.0,Sandro Ramírez Castillo,17.0,Right Wing,62.5,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,10.948059,-2.8545103,1.0,Ground Pass,52.0,73.7,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dbf9f551-51f5-46d3-bf45-428f0b911aba,2650,2,00:32:52.887,77,52,42,Ball Receipt*,189,217,Barcelona,1,Regular Play,217,Barcelona,,,d5663ba6-84db-472a-a16e-538b0ecd86f9,,4324.0,Daniel Alves da Silva,2.0,Right Back,52.0,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1fe23468-baff-496e-ad5d-3d3e8fe3eac0,2651,2,00:32:52.887,77,52,43,Carry,189,217,Barcelona,1,Regular Play,217,Barcelona,3.950137,,1465d1bb-d2eb-4e2c-bb47-03de9b610230,,4324.0,Daniel Alves da Silva,2.0,Right Back,52.0,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dbf9f551-51f5-46d3-bf45-428f0b911aba,,54.5,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465d1bb-d2eb-4e2c-bb47-03de9b610230,2652,2,00:32:56.837,77,56,30,Pass,189,217,Barcelona,1,Regular Play,217,Barcelona,1.194086,,b94b4e7f-13e5-4f4e-a270-0dc244fdf29c,,4324.0,Daniel Alves da Silva,2.0,Right Back,54.5,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3508.0,Sandro Ramírez Castillo,14.43087,0.24497867,1.0,Ground Pass,68.5,72.7,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b94b4e7f-13e5-4f4e-a270-0dc244fdf29c,2653,2,00:32:58.031,77,58,42,Ball Receipt*,189,217,Barcelona,1,Regular Play,217,Barcelona,,,1465d1bb-d2eb-4e2c-bb47-03de9b610230,,3508.0,Sandro Ramírez Castillo,17.0,Right Wing,68.5,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ee2f6245-bb8c-4339-817d-7198bcb760d3,2654,2,00:32:58.031,77,58,43,Carry,189,217,Barcelona,1,Regular Play,217,Barcelona,2.148456,,0f4d387c-7267-4762-9d03-544413038aa7,,3508.0,Sandro Ramírez Castillo,17.0,Right Wing,68.5,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b94b4e7f-13e5-4f4e-a270-0dc244fdf29c,,77.5,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0f4d387c-7267-4762-9d03-544413038aa7,2655,2,00:33:00.179,78,0,30,Pass,189,217,Barcelona,1,Regular Play,217,Barcelona,2.520161,,af4e641e-0cea-4af2-814c-d723f948d0d2,,3508.0,Sandro Ramírez Castillo,17.0,Right Wing,77.5,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,52.799335,-1.2208927,3.0,High Pass,95.6,9.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af4e641e-0cea-4af2-814c-d723f948d0d2,2656,2,00:33:02.700,78,2,42,Ball Receipt*,189,217,Barcelona,1,Regular Play,217,Barcelona,,,0f4d387c-7267-4762-9d03-544413038aa7,,5211.0,Jordi Alba Ramos,6.0,Left Back,95.6,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6f252d5-60fd-42bc-8b0e-d35458024857,2657,2,00:33:02.700,78,2,43,Carry,189,217,Barcelona,1,Regular Play,217,Barcelona,2.838433,,a47fcae3-6201-4f14-be4d-8a56ae18fc64,,5211.0,Jordi Alba Ramos,6.0,Left Back,95.6,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,af4e641e-0cea-4af2-814c-d723f948d0d2,,99.5,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a47fcae3-6201-4f14-be4d-8a56ae18fc64,2658,2,00:33:05.538,78,5,30,Pass,189,217,Barcelona,1,Regular Play,217,Barcelona,1.023903,,9ec49d54-6915-41fa-a7d2-9711e97c8642,,5211.0,Jordi Alba Ramos,6.0,Left Back,99.5,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,10.720541,1.8836975,1.0,Ground Pass,96.2,26.4,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ec49d54-6915-41fa-a7d2-9711e97c8642,2659,2,00:33:06.562,78,6,42,Ball Receipt*,189,217,Barcelona,1,Regular Play,217,Barcelona,,,a47fcae3-6201-4f14-be4d-8a56ae18fc64,,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,96.2,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ceb2c262-ef87-46e6-a007-ed93e3094860,2660,2,00:33:06.562,78,6,43,Carry,189,217,Barcelona,1,Regular Play,217,Barcelona,0.647153,,35846488-c25c-47ed-ab4b-8048ed767f7e,,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,96.2,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9ec49d54-6915-41fa-a7d2-9711e97c8642,,95.4,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35846488-c25c-47ed-ab4b-8048ed767f7e,2661,2,00:33:07.209,78,7,30,Pass,189,217,Barcelona,1,Regular Play,217,Barcelona,2.281788,,24c5860a-33fd-4633-ad04-d56ca4a274e8,,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,95.4,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c445ffc-afb1-41ae-adce-cf3295c86bd1,,,,5211.0,Jordi Alba Ramos,18.886238,0.20258762,3.0,High Pass,113.9,35.2,40.0,Right Foot,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24c5860a-33fd-4633-ad04-d56ca4a274e8,2662,2,00:33:09.491,78,9,42,Ball Receipt*,189,217,Barcelona,1,Regular Play,217,Barcelona,,,35846488-c25c-47ed-ab4b-8048ed767f7e,,5211.0,Jordi Alba Ramos,6.0,Left Back,113.9,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4acb7cc1-87b3-4fa7-8074-c1eb993d095d,2665,2,00:33:23.844,78,23,30,Pass,191,217,Barcelona,1,Regular Play,217,Barcelona,1.449046,,4672bf85-4a73-4269-b43f-e407ab6e8d8c,True,6379.0,Sergi Roberto Carnicer,15.0,Left Center Midfield,66.0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b73aa0da-f9ac-456b-b3bb-b19ceb72a7f8,,,,5211.0,Jordi Alba Ramos,6.8767724,-0.7133581,2.0,Low Pass,71.2,19.4,37.0,Head,,,,,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4672bf85-4a73-4269-b43f-e407ab6e8d8c,2666,2,00:33:25.293,78,25,42,Ball Receipt*,191,217,Barcelona,1,Regular Play,217,Barcelona,,,4acb7cc1-87b3-4fa7-8074-c1eb993d095d,,5211.0,Jordi Alba Ramos,6.0,Left Back,71.2,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a83dcaf7-a8ff-4aa2-b0fe-ec5fc2e0dade,2667,2,00:33:25.675,78,25,17,Pressure,191,217,Barcelona,1,Regular Play,213,Sevilla,1.241712,,06fb9a71-4331-465c-a0a6-898ae5932b85,,5737.0,Steven N''Kemboanza Mike Christopher Nzonzi,11.0,Left Defensive Midfield,46.0,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06fb9a71-4331-465c-a0a6-898ae5932b85,2668,2,00:33:26.700,78,26,30,Pass,191,217,Barcelona,1,Regular Play,217,Barcelona,1.155661,,a83dcaf7-a8ff-4aa2-b0fe-ec5fc2e0dade,,5211.0,Jordi Alba Ramos,6.0,Left Back,78.7,14.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,be01ef79-a179-4370-bf4c-a30f2616ef94,,,,4320.0,Neymar da Silva Santos Junior,11.827087,1.5031033,1.0,Ground Pass,79.5,25.8,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be01ef79-a179-4370-bf4c-a30f2616ef94,2669,2,00:33:27.856,78,27,42,Ball Receipt*,191,217,Barcelona,1,Regular Play,217,Barcelona,,,06fb9a71-4331-465c-a0a6-898ae5932b85,,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,79.5,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ffad9e7-4f1a-46d3-a93d-44417e4d45bd,2670,2,00:33:27.856,78,27,43,Carry,191,217,Barcelona,1,Regular Play,217,Barcelona,2.46562,,3d47fb33-c18f-41d3-acde-31b55e815add,,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,79.5,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be01ef79-a179-4370-bf4c-a30f2616ef94,,89.1,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d47fb33-c18f-41d3-acde-31b55e815add,2671,2,00:33:30.322,78,30,30,Pass,191,217,Barcelona,1,Regular Play,217,Barcelona,1.894975,,ba9eabb1-ce9f-44ae-9dba-d9eab192977f,,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,89.1,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,21.7,0.0,1.0,Ground Pass,110.8,23.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba9eabb1-ce9f-44ae-9dba-d9eab192977f,2672,2,00:33:32.216,78,32,42,Ball Receipt*,191,217,Barcelona,1,Regular Play,217,Barcelona,,,3d47fb33-c18f-41d3-acde-31b55e815add,,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,110.8,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
