id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,interception,dribble,duel,out,clearance,off_camera,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,ball_recovery,foul_committed,block,foul_won,miscontrol,injury_stoppage,substitution,bad_behaviour,50_50,interception_outcome_id,interception_outcome_name,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_technique_id,pass_technique_name,pass_through_ball,related_events,related_events_2,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_switch,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,related_events_3,pass_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,location,clearance_right_foot,foul_committed_card_id,foul_committed_card_name,foul_committed_advantage,foul_committed_type_id,foul_committed_type_name,pass_cross,clearance_left_foot,goalkeeper_body_part_id,goalkeeper_body_part_name,player,position
b832f504-564a-4835-96b0-769c4cb4cfb4,2986,2,00:40:35.935,85,35,43,Carry,202,217,Barcelona,1,Regular Play,217,Barcelona,0.119999,,bc0cf831-b803-489c-97d9-b24ad5bb8753,6616.0,Munir El Haddadi Mohamed,17.0,Right Wing,63.5,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ee06d06d-fe6f-480f-8291-3c6349728b1d,63.6,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bc0cf831-b803-489c-97d9-b24ad5bb8753,2987,2,00:40:36.055,85,36,30,Pass,202,217,Barcelona,1,Regular Play,217,Barcelona,0.719766,,77ca6088-5549-4286-b79a-282aaf22a7c0,6616.0,Munir El Haddadi Mohamed,17.0,Right Wing,63.6,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,18.240889,-0.633633,1.0,Ground Pass,78.3,68.0,38.0,Left Foot,108.0,Through Ball,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77ca6088-5549-4286-b79a-282aaf22a7c0,2988,2,00:40:36.775,85,36,42,Ball Receipt*,202,217,Barcelona,1,Regular Play,217,Barcelona,,,bc0cf831-b803-489c-97d9-b24ad5bb8753,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,78.3,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4d92e6e-14f0-4559-bb0c-86cbc6ad0582,2989,2,00:40:36.775,85,36,43,Carry,202,217,Barcelona,1,Regular Play,217,Barcelona,0.04,,6b09f789-8168-4e23-9d74-10451d446e68,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,78.3,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77ca6088-5549-4286-b79a-282aaf22a7c0,78.3,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b09f789-8168-4e23-9d74-10451d446e68,2990,2,00:40:36.815,85,36,38,Miscontrol,202,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,78.3,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fb39ddb7-f98a-4d1b-bcde-2ea8a21475a4,2991,2,00:40:39.196,85,39,17,Pressure,202,217,Barcelona,1,Regular Play,217,Barcelona,1.86228,,4dc7bffb-91b1-4778-b04f-72d5c7805cc7,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,102.1,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81d87eea-1580-40a4-8ef9-5fb8e744a526,,,,,,,,,,,,,,,,,88b5a812-6488-4656-ab50-828f71ec27af,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d4490fc-bf97-4093-b142-523eb9111776,2995,2,00:40:44.594,85,44,30,Pass,204,217,Barcelona,4,From Throw In,217,Barcelona,1.048861,,52a009cd-f8bc-4057-a046-5a7b2e87597e,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,113.3,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6616.0,Munir El Haddadi Mohamed,7.102816,-2.5262532,2.0,Low Pass,107.5,75.9,,,,,,,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52a009cd-f8bc-4057-a046-5a7b2e87597e,2996,2,00:40:45.643,85,45,42,Ball Receipt*,204,217,Barcelona,4,From Throw In,217,Barcelona,,,2d4490fc-bf97-4093-b142-523eb9111776,6616.0,Munir El Haddadi Mohamed,17.0,Right Wing,107.5,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38f6e7c3-5925-4470-918d-d960edbd4049,2997,2,00:40:45.643,85,45,43,Carry,204,217,Barcelona,4,From Throw In,217,Barcelona,0.958701,,52a009cd-f8bc-4057-a046-5a7b2e87597e,6616.0,Munir El Haddadi Mohamed,17.0,Right Wing,107.5,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986d91cf-b536-46a2-b47e-6b83ac11717c,110.7,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986d91cf-b536-46a2-b47e-6b83ac11717c,2998,2,00:40:46.602,85,46,38,Miscontrol,204,217,Barcelona,4,From Throw In,217,Barcelona,0.0,,,6616.0,Munir El Haddadi Mohamed,17.0,Right Wing,110.7,78.5,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c45b1f20-e896-4e33-ba3d-557234e85b4f,2999,2,00:40:46.790,85,46,17,Pressure,204,217,Barcelona,4,From Throw In,322,Eibar,1.237436,,,23799.0,Eddy Silvestre Pascual İsrafilov,11.0,Left Defensive Midfield,8.1,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe1f234-8af8-46f3-a011-553146022607,3023,2,00:41:35.294,86,35,30,Pass,206,217,Barcelona,4,From Throw In,217,Barcelona,0.606592,,3103f73b-6801-43ef-91d5-6bcf12cdc705,4324.0,Daniel Alves da Silva,2.0,Right Back,33.8,80.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,9.052072,-0.76977444,2.0,Low Pass,40.3,73.7,,,,,,,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3103f73b-6801-43ef-91d5-6bcf12cdc705,3024,2,00:41:35.901,86,35,42,Ball Receipt*,206,217,Barcelona,4,From Throw In,217,Barcelona,,,afe1f234-8af8-46f3-a011-553146022607,5470.0,Ivan Rakitić,13.0,Right Center Midfield,40.3,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8c42ca8d-3cec-4e40-a428-a0a9e0e8cca4,3025,2,00:41:35.901,86,35,30,Pass,206,217,Barcelona,4,From Throw In,217,Barcelona,1.161135,,9226ff53-b2f8-4da8-8de6-4dc0699a044e,5470.0,Ivan Rakitić,13.0,Right Center Midfield,40.5,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,6.935416,2.3969882,1.0,Ground Pass,35.4,78.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9226ff53-b2f8-4da8-8de6-4dc0699a044e,3026,2,00:41:37.062,86,37,42,Ball Receipt*,206,217,Barcelona,4,From Throw In,217,Barcelona,,,8c42ca8d-3cec-4e40-a428-a0a9e0e8cca4,4324.0,Daniel Alves da Silva,2.0,Right Back,35.4,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea14832e-3cd0-45fb-ad14-c82ce28cd630,3027,2,00:41:37.062,86,37,43,Carry,206,217,Barcelona,4,From Throw In,217,Barcelona,0.709558,,8013b550-f2a4-4092-bef9-156674ead31d,4324.0,Daniel Alves da Silva,2.0,Right Back,35.4,78.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9226ff53-b2f8-4da8-8de6-4dc0699a044e,35.3,79.4,,,,,,,,,,,,,,,9fff453f-394d-4d30-9a49-53d200f2b753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9fff453f-394d-4d30-9a49-53d200f2b753,3028,2,00:41:37.067,86,37,17,Pressure,206,217,Barcelona,4,From Throw In,322,Eibar,0.729638,,8013b550-f2a4-4092-bef9-156674ead31d,6700.0,Sergio Enrich Ametller,19.0,Center Attacking Midfield,83.4,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea14832e-3cd0-45fb-ad14-c82ce28cd630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8013b550-f2a4-4092-bef9-156674ead31d,3029,2,00:41:37.772,86,37,30,Pass,206,217,Barcelona,4,From Throw In,217,Barcelona,2.797692,,6e58c54d-49df-4a26-a2ee-d92c7f56a014,4324.0,Daniel Alves da Silva,2.0,Right Back,35.3,79.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90ef15e4-2771-4ab2-8069-24cd36d5151c,,,5246.0,Luis Alberto Suárez Díaz,43.061466,-0.05343745,3.0,High Pass,78.3,77.1,40.0,Right Foot,,,,,9fff453f-394d-4d30-9a49-53d200f2b753,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,
6e58c54d-49df-4a26-a2ee-d92c7f56a014,3030,2,00:41:40.569,86,40,42,Ball Receipt*,206,217,Barcelona,4,From Throw In,217,Barcelona,,,8013b550-f2a4-4092-bef9-156674ead31d,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,76.7,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,
90ef15e4-2771-4ab2-8069-24cd36d5151c,3031,2,00:41:40.569,86,40,30,Pass,206,217,Barcelona,4,From Throw In,322,Eibar,0.728001,,48e8b35c-91eb-45d2-b15f-cbdb71a59ad5,27239.0,Aleksandar Pantić,5.0,Left Center Back,41.8,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8013b550-f2a4-4092-bef9-156674ead31d,,,6776.0,David Juncà Reñé,5.5226803,-0.55284125,2.0,Low Pass,46.5,0.1,38.0,Left Foot,,,,,,66.0,Recovery,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,
48e8b35c-91eb-45d2-b15f-cbdb71a59ad5,3032,2,00:41:41.297,86,41,42,Ball Receipt*,206,217,Barcelona,4,From Throw In,322,Eibar,,,90ef15e4-2771-4ab2-8069-24cd36d5151c,6776.0,David Juncà Reñé,6.0,Left Back,53.2,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,
29ba7bd0-0dd4-46c9-a1ce-a6c84be00a4a,3033,2,00:41:50.096,86,50,30,Pass,207,217,Barcelona,4,From Throw In,217,Barcelona,0.768687,,4fd4a12b-eac1-4d13-80de-e9c1423bb105,4324.0,Daniel Alves da Silva,2.0,Right Back,67.3,80.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,6616.0,Munir El Haddadi Mohamed,5.8189344,-0.3326197,2.0,Low Pass,72.8,78.1,,,,,,,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4fd4a12b-eac1-4d13-80de-e9c1423bb105,3034,2,00:41:50.865,86,50,42,Ball Receipt*,207,217,Barcelona,4,From Throw In,217,Barcelona,,,29ba7bd0-0dd4-46c9-a1ce-a6c84be00a4a,6616.0,Munir El Haddadi Mohamed,17.0,Right Wing,72.8,78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e76eb34-28b8-418e-8527-91cfe90005ca,3035,2,00:41:50.865,86,50,30,Pass,207,217,Barcelona,4,From Throw In,217,Barcelona,0.765449,,d15bc3fc-eb11-492a-88dc-4ed3e50d6143,6616.0,Munir El Haddadi Mohamed,17.0,Right Wing,72.8,78.1,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,5.9774575,-2.8357139,1.0,Ground Pass,67.1,76.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d15bc3fc-eb11-492a-88dc-4ed3e50d6143,3036,2,00:41:51.630,86,51,42,Ball Receipt*,207,217,Barcelona,4,From Throw In,217,Barcelona,,,4e76eb34-28b8-418e-8527-91cfe90005ca,4324.0,Daniel Alves da Silva,2.0,Right Back,67.1,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3573ea17-7c3a-4ea4-9a29-ef1522c8a7f3,3037,2,00:41:51.643,86,51,30,Pass,207,217,Barcelona,4,From Throw In,217,Barcelona,0.863389,,7fceaf44-34e9-4ee9-8681-6b24ae47c528,4324.0,Daniel Alves da Silva,2.0,Right Back,67.1,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6616.0,Munir El Haddadi Mohamed,6.545991,0.32658145,2.0,Low Pass,73.3,78.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7fceaf44-34e9-4ee9-8681-6b24ae47c528,3038,2,00:41:52.506,86,52,42,Ball Receipt*,207,217,Barcelona,4,From Throw In,217,Barcelona,,,3573ea17-7c3a-4ea4-9a29-ef1522c8a7f3,6616.0,Munir El Haddadi Mohamed,17.0,Right Wing,73.3,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8874d260-935c-4435-8d10-6a5ed9ce4f2a,3039,2,00:41:52.506,86,52,43,Carry,207,217,Barcelona,4,From Throw In,217,Barcelona,0.018651,,7fceaf44-34e9-4ee9-8681-6b24ae47c528,6616.0,Munir El Haddadi Mohamed,17.0,Right Wing,73.3,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dd2ba9d1-5b23-4f0e-9bd5-24077df78098,73.3,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd2ba9d1-5b23-4f0e-9bd5-24077df78098,3040,2,00:41:52.525,86,52,30,Pass,207,217,Barcelona,4,From Throw In,217,Barcelona,1.281292,,14099774-5386-4511-80ff-530a0607894d,6616.0,Munir El Haddadi Mohamed,17.0,Right Wing,73.3,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37714046-a010-4ac4-81b3-4fa0f25bc658,,,4324.0,Daniel Alves da Silva,8.190848,-1.8809644,1.0,Ground Pass,70.8,70.6,38.0,Left Foot,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,
83bd0866-c6eb-4ecf-a29d-f72e00b9246a,3041,2,00:41:53.523,86,53,17,Pressure,207,217,Barcelona,4,From Throw In,217,Barcelona,0.480645,,37714046-a010-4ac4-81b3-4fa0f25bc658,4324.0,Daniel Alves da Silva,2.0,Right Back,71.8,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14099774-5386-4511-80ff-530a0607894d,3042,2,00:41:53.806,86,53,42,Ball Receipt*,207,217,Barcelona,4,From Throw In,217,Barcelona,,,dd2ba9d1-5b23-4f0e-9bd5-24077df78098,4324.0,Daniel Alves da Silva,2.0,Right Back,70.8,71.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,
37714046-a010-4ac4-81b3-4fa0f25bc658,3043,2,00:41:53.806,86,53,30,Pass,207,217,Barcelona,4,From Throw In,322,Eibar,0.589653,,83bd0866-c6eb-4ecf-a29d-f72e00b9246a,6700.0,Sergio Enrich Ametller,19.0,Center Attacking Midfield,49.3,9.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dd2ba9d1-5b23-4f0e-9bd5-24077df78098,,,23799.0,Eddy Silvestre Pascual İsrafilov,5.5362444,2.7912784,1.0,Ground Pass,44.1,11.4,40.0,Right Foot,,,,,e4c91b16-b631-4ec7-93df-5afcb39aacbc,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4c91b16-b631-4ec7-93df-5afcb39aacbc,3044,2,00:41:54.396,86,54,42,Ball Receipt*,207,217,Barcelona,4,From Throw In,322,Eibar,,,37714046-a010-4ac4-81b3-4fa0f25bc658,23799.0,Eddy Silvestre Pascual İsrafilov,11.0,Left Defensive Midfield,44.1,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3652354a-644b-41b8-86ac-afadea4f9ce1,3045,2,00:41:54.396,86,54,43,Carry,207,217,Barcelona,4,From Throw In,322,Eibar,1.317273,,6e6ffd55-c10b-445f-95e6-90c732018e52,23799.0,Eddy Silvestre Pascual İsrafilov,11.0,Left Defensive Midfield,44.1,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e4c91b16-b631-4ec7-93df-5afcb39aacbc,43.4,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6e6ffd55-c10b-445f-95e6-90c732018e52,3046,2,00:41:55.713,86,55,30,Pass,207,217,Barcelona,4,From Throw In,322,Eibar,4.689195,,5d3f8d19-fbeb-4bbf-8839-f9f79aabfe93,23799.0,Eddy Silvestre Pascual İsrafilov,11.0,Left Defensive Midfield,43.4,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8cfac1e6-b565-4825-bec7-14ae6f852ba9,,,6699.0,Ander Capa Rodríguez,68.55983,1.1959778,3.0,High Pass,68.5,75.5,40.0,Right Foot,,,,,,,,9.0,Incomplete,,,True,,,,,,,,,,,,,,,,,,,,,,,,
5d3f8d19-fbeb-4bbf-8839-f9f79aabfe93,3047,2,00:42:00.402,87,0,42,Ball Receipt*,207,217,Barcelona,4,From Throw In,322,Eibar,,,6e6ffd55-c10b-445f-95e6-90c732018e52,6699.0,Ander Capa Rodríguez,2.0,Right Back,58.5,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,
8cfac1e6-b565-4825-bec7-14ae6f852ba9,3048,2,00:42:00.402,87,0,30,Pass,207,217,Barcelona,4,From Throw In,217,Barcelona,1.515281,,6e6ffd55-c10b-445f-95e6-90c732018e52,5211.0,Jordi Alba Ramos,6.0,Left Back,51.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a124165e-ab97-41d5-bd40-089c76ca659f,,,4320.0,Neymar da Silva Santos Junior,27.5632,0.35961992,3.0,High Pass,77.4,14.3,38.0,Left Foot,,,,,,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a124165e-ab97-41d5-bd40-089c76ca659f,3049,2,00:42:01.917,87,1,42,Ball Receipt*,207,217,Barcelona,4,From Throw In,217,Barcelona,,,8cfac1e6-b565-4825-bec7-14ae6f852ba9,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,77.4,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
