id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,out,ball_receipt,off_camera,duel,clearance,counterpress,dribble,foul_committed,foul_won,interception,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,block,ball_recovery,substitution,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,goalkeeper,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_no_touch,pass_outcome_id,pass_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_head,related_events,related_events_3,dribble_outcome_id,dribble_outcome_name,pass_assisted_shot_id,pass_shot_assist,pass_technique_id,pass_technique_name,pass_through_ball,shot_one_on_one,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,pass_type_id,pass_type_name,ball_receipt_outcome_id,ball_receipt_outcome_name
e0300775-7a3a-4549-b8c6-7bfbf95032ca,2029,2,00:08:59.252,53,59,30,Pass,121,217,Barcelona,1,Regular Play,217,Barcelona,1.2154,,a169e5ab-4ea2-4572-bb54-28dc072f4b6e,5216,Andrés Iniesta Luján,13,Right Center Midfield,53.1,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,18.55694,-1.0396187,1.0,Ground Pass,62.5,32.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a169e5ab-4ea2-4572-bb54-28dc072f4b6e,2030,2,00:09:00.468,54,0,42,Ball Receipt*,121,217,Barcelona,1,Regular Play,217,Barcelona,,,e0300775-7a3a-4549-b8c6-7bfbf95032ca,4320,Neymar da Silva Santos Junior,21,Left Wing,62.5,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42be3463-6da8-49f1-9c00-3c961e89aa46,2031,2,00:09:00.468,54,0,43,Carry,121,217,Barcelona,1,Regular Play,217,Barcelona,0.036351003,,75418d83-ad36-43c4-b2e4-bc6b0645a3ec,4320,Neymar da Silva Santos Junior,21,Left Wing,62.5,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a169e5ab-4ea2-4572-bb54-28dc072f4b6e,,62.5,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75418d83-ad36-43c4-b2e4-bc6b0645a3ec,2032,2,00:09:00.504,54,0,30,Pass,121,217,Barcelona,1,Regular Play,217,Barcelona,1.790149,,f8f4ecf1-d3b3-41f2-b239-0ee9210af82f,4320,Neymar da Silva Santos Junior,21,Left Wing,62.5,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10609.0,Jérémy Mathieu,12.20041,-1.1842017,1.0,Ground Pass,67.1,21.6,106.0,No Touch,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8f4ecf1-d3b3-41f2-b239-0ee9210af82f,2033,2,00:09:02.294,54,2,42,Ball Receipt*,121,217,Barcelona,1,Regular Play,217,Barcelona,,,75418d83-ad36-43c4-b2e4-bc6b0645a3ec,10609,Jérémy Mathieu,6,Left Back,67.1,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da870de6-4871-49ee-aded-d7e9b7b20d8b,2034,2,00:09:02.294,54,2,43,Carry,121,217,Barcelona,1,Regular Play,217,Barcelona,4.958442,,4e9457c3-0215-42fb-a9f4-8d736b8f357f,10609,Jérémy Mathieu,6,Left Back,67.1,21.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c627d5e5-834b-43de-a0db-ea67eeb6ecdf,f8f4ecf1-d3b3-41f2-b239-0ee9210af82f,79.5,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e9457c3-0215-42fb-a9f4-8d736b8f357f,2035,2,00:09:07.102,54,7,17,Pressure,121,217,Barcelona,1,Regular Play,360,Rayo Vallecano,0.281664,,c627d5e5-834b-43de-a0db-ea67eeb6ecdf,26848,Roberto Trashorras Gayoso,15,Left Center Midfield,38.5,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da870de6-4871-49ee-aded-d7e9b7b20d8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c627d5e5-834b-43de-a0db-ea67eeb6ecdf,2036,2,00:09:07.253,54,7,30,Pass,121,217,Barcelona,1,Regular Play,217,Barcelona,0.983758,,4e9457c3-0215-42fb-a9f4-8d736b8f357f,10609,Jérémy Mathieu,6,Left Back,79.5,23.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beade8ad-26fb-4b81-940c-4cc258da569e,,,,5503.0,Lionel Andrés Messi Cuccittini,18.0025,1.5541312,1.0,Ground Pass,79.8,41.3,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beade8ad-26fb-4b81-940c-4cc258da569e,2037,2,00:09:08.237,54,8,42,Ball Receipt*,121,217,Barcelona,1,Regular Play,217,Barcelona,,,c627d5e5-834b-43de-a0db-ea67eeb6ecdf,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,79.8,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4bf0428e-c753-44ee-9019-54aa8daf54a6,2038,2,00:09:08.237,54,8,43,Carry,121,217,Barcelona,1,Regular Play,217,Barcelona,0.036000002,,beade8ad-26fb-4b81-940c-4cc258da569e,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,79.8,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c0084a9e-199f-4707-8da4-46e4ea76aad5,,79.5,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c0084a9e-199f-4707-8da4-46e4ea76aad5,2039,2,00:09:08.273,54,8,30,Pass,121,217,Barcelona,1,Regular Play,217,Barcelona,1.430709,,231208a6-d741-4cc6-9d24-6e7fd7938340,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,79.5,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,7.206941,-2.077895,1.0,Ground Pass,76.0,35.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231208a6-d741-4cc6-9d24-6e7fd7938340,2040,2,00:09:09.703,54,9,42,Ball Receipt*,121,217,Barcelona,1,Regular Play,217,Barcelona,,,c0084a9e-199f-4707-8da4-46e4ea76aad5,5216,Andrés Iniesta Luján,13,Right Center Midfield,76.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711dfe1d-c46d-46e2-8df6-295c43a0afb3,2041,2,00:09:09.703,54,9,43,Carry,121,217,Barcelona,1,Regular Play,217,Barcelona,0.195491,,231208a6-d741-4cc6-9d24-6e7fd7938340,5216,Andrés Iniesta Luján,13,Right Center Midfield,76.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e6ce17cf-4d8d-499f-90fd-77b323c2b66a,,76.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6ce17cf-4d8d-499f-90fd-77b323c2b66a,2042,2,00:09:09.899,54,9,30,Pass,121,217,Barcelona,1,Regular Play,217,Barcelona,1.141437,,d2af7851-61b1-4ae9-b938-7e668bb5483f,5216,Andrés Iniesta Luján,13,Right Center Midfield,76.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,16.219742,1.5214537,1.0,Ground Pass,76.8,51.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2af7851-61b1-4ae9-b938-7e668bb5483f,2043,2,00:09:11.040,54,11,42,Ball Receipt*,121,217,Barcelona,1,Regular Play,217,Barcelona,,,e6ce17cf-4d8d-499f-90fd-77b323c2b66a,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,76.8,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac871c85-d44d-40c7-8745-50d595510b59,2044,2,00:09:11.040,54,11,43,Carry,121,217,Barcelona,1,Regular Play,217,Barcelona,0.574963,,95ca1bc4-3fa5-46c9-b16c-5bfd91422eda,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,76.8,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d2af7851-61b1-4ae9-b938-7e668bb5483f,,79.3,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95ca1bc4-3fa5-46c9-b16c-5bfd91422eda,2045,2,00:09:11.615,54,11,30,Pass,121,217,Barcelona,1,Regular Play,217,Barcelona,0.3207,,0956ca3d-1b98-4484-8573-4beaa3c5ea7e,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,79.3,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.61643,-0.0656948,3.0,High Pass,86.9,49.5,38.0,Left Foot,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0956ca3d-1b98-4484-8573-4beaa3c5ea7e,2046,2,00:09:11.936,54,11,9,Clearance,121,217,Barcelona,1,Regular Play,360,Rayo Vallecano,0.0,,95ca1bc4-3fa5-46c9-b16c-5bfd91422eda,6914,Roberto Román Triguero,6,Left Back,33.2,30.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Head,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84575eac-9920-4854-86ef-c1d4a075262a,2047,2,00:09:13.791,54,13,2,Ball Recovery,121,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,5470,Ivan Rakitić,15,Left Center Midfield,73.9,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b833df33-cdea-46bf-9160-5b8170d115e0,2048,2,00:09:13.791,54,13,43,Carry,121,217,Barcelona,1,Regular Play,217,Barcelona,0.797368,,84575eac-9920-4854-86ef-c1d4a075262a,5470,Ivan Rakitić,15,Left Center Midfield,73.9,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d7f0807b-a806-479f-9bcf-3d3fa2462caf,,73.0,57.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d7f0807b-a806-479f-9bcf-3d3fa2462caf,2049,2,00:09:14.589,54,14,30,Pass,121,217,Barcelona,1,Regular Play,217,Barcelona,0.716582,,814293fc-c86a-4cc5-ab6d-48d6a8da982d,5470,Ivan Rakitić,15,Left Center Midfield,73.0,57.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,8.516455,-1.2973354,1.0,Ground Pass,75.3,49.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
