id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,out,off_camera,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,clearance,dribble,duel,50_50,interception,ball_recovery,foul_committed,foul_won,substitution,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,related_events,pass_type_id,pass_type_name,pass_through_ball,pass_technique_id,pass_technique_name,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,related_events_3,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,dribble_nutmeg,dribble_outcome_id,dribble_outcome_name,clearance_head,clearance_body_part_id,clearance_body_part_name
5f5f55fb-5ccf-4380-9185-539c87f09114,3705,2,00:39:49.194,84,49,42,Ball Receipt*,188,217,Barcelona,1,Regular Play,217,Barcelona,,,b0144136-d4d5-4525-8a48-7e373ad9d223,22102,Adriano Correia Claro,15,Left Center Midfield,56.7,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d16c4087-9dc9-4786-a1ad-e41eecc640c3,3706,2,00:39:49.194,84,49,43,Carry,188,217,Barcelona,1,Regular Play,217,Barcelona,1.1782,,5f5f55fb-5ccf-4380-9185-539c87f09114,22102,Adriano Correia Claro,15,Left Center Midfield,56.7,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,ce5d44eb-48fa-4027-9624-055a371b2873,56.5,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce5d44eb-48fa-4027-9624-055a371b2873,3707,2,00:39:50.372,84,50,30,Pass,188,217,Barcelona,1,Regular Play,217,Barcelona,4.7542,,18185db1-9916-427a-bf61-95e4bb247ad6,22102,Adriano Correia Claro,15,Left Center Midfield,56.5,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,54.500366,-0.0036697083,3.0,High Pass,111.0,7.9,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18185db1-9916-427a-bf61-95e4bb247ad6,3708,2,00:39:55.126,84,55,42,Ball Receipt*,188,217,Barcelona,1,Regular Play,217,Barcelona,,,ce5d44eb-48fa-4027-9624-055a371b2873,4320,Neymar da Silva Santos Junior,21,Left Wing,111.0,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322b7d9d-3632-49bb-9425-bbdbeee946df,3709,2,00:39:55.126,84,55,43,Carry,188,217,Barcelona,1,Regular Play,217,Barcelona,5.9664,,18185db1-9916-427a-bf61-95e4bb247ad6,4320,Neymar da Silva Santos Junior,21,Left Wing,111.0,7.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,5427bbe8-1e5f-4017-95a1-f7668be1b7b4,111.6,24.9,,,,,,,,,,,f667fce4-2a46-47c3-921e-b016391af2bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5427bbe8-1e5f-4017-95a1-f7668be1b7b4,3710,2,00:39:57.596,84,57,17,Pressure,188,217,Barcelona,1,Regular Play,1049,Granada,1.823343,,322b7d9d-3632-49bb-9425-bbdbeee946df,6702,David Rodríguez Lombán,4,Center Back,12.7,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f667fce4-2a46-47c3-921e-b016391af2bd,3711,2,00:40:01.093,85,1,30,Pass,188,217,Barcelona,1,Regular Play,217,Barcelona,0.3164,,bc467689-13ae-4d24-84d2-a3462a610157,4320,Neymar da Silva Santos Junior,21,Left Wing,111.6,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,fa916be9-5c75-4fbf-aca9-476d36d7b082,,,5246.0,Luis Alberto Suárez Díaz,3.8600519,2.2091162,1.0,Ground Pass,109.3,28.0,40.0,Right Foot,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fa916be9-5c75-4fbf-aca9-476d36d7b082,3712,2,00:40:01.409,85,1,42,Ball Receipt*,188,217,Barcelona,1,Regular Play,217,Barcelona,,,f667fce4-2a46-47c3-921e-b016391af2bd,5246,Luis Alberto Suárez Díaz,23,Center Forward,105.3,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bc467689-13ae-4d24-84d2-a3462a610157,3713,2,00:40:01.409,85,1,10,Interception,188,217,Barcelona,1,Regular Play,1049,Granada,0.0,,f667fce4-2a46-47c3-921e-b016391af2bd,6599,Rubén Salvador Pérez Del Mármol,15,Left Center Midfield,10.8,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ddff377-98e7-478d-b0ad-0515cd5f705b,3714,2,00:40:02.296,85,2,2,Ball Recovery,188,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,4320,Neymar da Silva Santos Junior,21,Left Wing,111.2,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988a2faf-87d3-47ec-a4e6-79c2bae8df2a,3715,2,00:40:02.296,85,2,43,Carry,188,217,Barcelona,1,Regular Play,217,Barcelona,2.140784,,05292798-e6fc-4fc2-926b-9432a3554b8b,4320,Neymar da Silva Santos Junior,21,Left Wing,111.2,29.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,8ddff377-98e7-478d-b0ad-0515cd5f705b,109.8,31.7,,,,,,,,,,,dfcf7b47-90f3-4d77-b890-0fe2a614fc33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dfcf7b47-90f3-4d77-b890-0fe2a614fc33,3716,2,00:40:03.095,85,3,17,Pressure,188,217,Barcelona,1,Regular Play,1049,Granada,0.901018,,988a2faf-87d3-47ec-a4e6-79c2bae8df2a,4418,Matheus Dória Macedo,5,Left Center Back,9.5,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05292798-e6fc-4fc2-926b-9432a3554b8b,3717,2,00:40:04.437,85,4,30,Pass,188,217,Barcelona,1,Regular Play,217,Barcelona,0.715739,,4097c11f-b60b-433c-b431-149ec1852a8c,4320,Neymar da Silva Santos Junior,21,Left Wing,109.8,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,6.3906183,-2.7901478,1.0,Ground Pass,103.8,29.5,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118d6246-88b7-4a51-ae9e-f2b4c2c4ad21,3718,2,00:40:04.836,85,4,17,Pressure,188,217,Barcelona,1,Regular Play,1049,Granada,0.917,,2aafd016-3485-4fff-8903-8be1fc9e8f19,16338,Uche Henry Agbo,10,Center Defensive Midfield,20.0,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,4097c11f-b60b-433c-b431-149ec1852a8c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4097c11f-b60b-433c-b431-149ec1852a8c,3719,2,00:40:05.152,85,5,42,Ball Receipt*,188,217,Barcelona,1,Regular Play,217,Barcelona,,,05292798-e6fc-4fc2-926b-9432a3554b8b,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,103.8,29.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,118d6246-88b7-4a51-ae9e-f2b4c2c4ad21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
