id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,out,off_camera,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,clearance,dribble,duel,50_50,interception,ball_recovery,foul_committed,foul_won,substitution,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,related_events,pass_type_id,pass_type_name,pass_through_ball,pass_technique_id,pass_technique_name,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,related_events_3,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,dribble_nutmeg,dribble_outcome_id,dribble_outcome_name,clearance_head,clearance_body_part_id,clearance_body_part_name
535d8907-46a3-4e8e-b1d4-54d88e3e213f,3632,2,00:37:42.656,82,42,23,Goal Keeper,186,217,Barcelona,1,Regular Play,1049,Granada,0.0,,39de2e57-6854-465b-8e2f-1b8cb9fd14dc,8697,Andrés Eduardo Fernández Moreno,1,Goalkeeper,1.0,43.3,,,,,,,,,55.0,No Touch,46.0,Standing,43.0,Prone,26.0,Goal Conceded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9566605-1c7e-4c20-a520-5c039a8b9e4b,3696,2,00:39:36.131,84,36,2,Ball Recovery,188,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,f581d63c-1daa-4a13-bde9-dd8da2e04236,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,7.4,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3bd7515-7aab-49b7-b9d1-eb55cb889481,3697,2,00:39:36.131,84,36,43,Carry,188,217,Barcelona,1,Regular Play,217,Barcelona,3.0499,,00110024-7f2c-4043-9100-c38715646f10,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,7.4,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,f9566605-1c7e-4c20-a520-5c039a8b9e4b,11.6,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00110024-7f2c-4043-9100-c38715646f10,3698,2,00:39:39.181,84,39,30,Pass,188,217,Barcelona,1,Regular Play,217,Barcelona,2.668228,,f67134e7-c6a5-48ef-b2e2-4b8dc2f532db,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,11.6,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,31.119125,0.9774462,2.0,Low Pass,29.0,52.8,69.0,Keeper Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f67134e7-c6a5-48ef-b2e2-4b8dc2f532db,3699,2,00:39:41.849,84,41,42,Ball Receipt*,188,217,Barcelona,1,Regular Play,217,Barcelona,,,00110024-7f2c-4043-9100-c38715646f10,5213,Gerard Piqué Bernabéu,3,Right Center Back,29.0,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b1f6d4d-6d2b-420e-877a-01f8d6945dd9,3700,2,00:39:41.849,84,41,43,Carry,188,217,Barcelona,1,Regular Play,217,Barcelona,3.111736,,1b1acd6c-4245-4256-bd13-842cd072beb5,5213,Gerard Piqué Bernabéu,3,Right Center Back,29.0,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,f67134e7-c6a5-48ef-b2e2-4b8dc2f532db,40.3,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1b1acd6c-4245-4256-bd13-842cd072beb5,3701,2,00:39:44.961,84,44,30,Pass,188,217,Barcelona,1,Regular Play,217,Barcelona,1.261052,,d1a1c852-e8d2-4d59-b4d8-9839277244e2,5213,Gerard Piqué Bernabéu,3,Right Center Back,40.3,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6379.0,Sergi Roberto Carnicer,17.994722,-1.2367442,1.0,Ground Pass,46.2,36.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1a1c852-e8d2-4d59-b4d8-9839277244e2,3702,2,00:39:46.222,84,46,42,Ball Receipt*,188,217,Barcelona,1,Regular Play,217,Barcelona,,,1b1acd6c-4245-4256-bd13-842cd072beb5,6379,Sergi Roberto Carnicer,10,Center Defensive Midfield,46.2,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607dcc43-014b-41db-8068-255d71b44b90,3703,2,00:39:46.222,84,46,43,Carry,188,217,Barcelona,1,Regular Play,217,Barcelona,1.371684,,b0144136-d4d5-4525-8a48-7e373ad9d223,6379,Sergi Roberto Carnicer,10,Center Defensive Midfield,46.2,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,d1a1c852-e8d2-4d59-b4d8-9839277244e2,49.6,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0144136-d4d5-4525-8a48-7e373ad9d223,3704,2,00:39:47.594,84,47,30,Pass,188,217,Barcelona,1,Regular Play,217,Barcelona,1.6,,5f5f55fb-5ccf-4380-9185-539c87f09114,6379,Sergi Roberto Carnicer,10,Center Defensive Midfield,49.6,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22102.0,Adriano Correia Claro,25.412004,-1.2876319,1.0,Ground Pass,56.7,8.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
