id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,out,shot,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,clearance,ball_recovery,counterpress,dribble,duel,interception,off_camera,foul_won,foul_committed,block,substitution,miscontrol,related_events_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,related_events_2,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,dribble_outcome_id,dribble_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name
79801cb8-a3aa-45f8-a751-f5e4a39ba274,334,1,00:07:56.705,7,56,17,Pressure,18,217,Barcelona,7,From Goal Kick,208,Las Palmas,7.308276,,fa361b13-1620-4eb7-904b-3e6f771c5de4,6928,Pedro Taunausú Domínguez Placeres,13,Right Center Midfield,86.3,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5a156f2-a5a7-4eeb-8d63-d20c7a99cc6c,335,1,00:08:05.401,8,5,39,Dribbled Past,18,217,Barcelona,7,From Goal Kick,208,Las Palmas,0.0,,6218153d-aefb-4718-abb1-3e834fa438a3,6928,Pedro Taunausú Domínguez Placeres,13,Right Center Midfield,54.3,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,f089b023-a2c1-4e37-8d7c-dcdc8dc2be75,,,,,,,,,,,,,,,,,,,,,,,,
f089b023-a2c1-4e37-8d7c-dcdc8dc2be75,336,1,00:08:05.401,8,5,14,Dribble,18,217,Barcelona,7,From Goal Kick,217,Barcelona,0.0,,a5a156f2-a5a7-4eeb-8d63-d20c7a99cc6c,11094,Arda Turan,13,Right Center Midfield,66.7,76.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Complete,,
6218153d-aefb-4718-abb1-3e834fa438a3,337,1,00:08:05.401,8,5,43,Carry,18,217,Barcelona,7,From Goal Kick,217,Barcelona,1.102591,,a5a156f2-a5a7-4eeb-8d63-d20c7a99cc6c,11094,Arda Turan,13,Right Center Midfield,66.7,76.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,f089b023-a2c1-4e37-8d7c-dcdc8dc2be75,,,,,,,,,,,,,,fd85afd9-e8aa-437d-81cc-b7b48380b990,72.6,78.1,,,,,,,,
fd85afd9-e8aa-437d-81cc-b7b48380b990,338,1,00:08:06.504,8,6,30,Pass,18,217,Barcelona,7,From Goal Kick,217,Barcelona,3.245,,2188be56-2519-43b5-92f2-e197ce719608,11094,Arda Turan,13,Right Center Midfield,72.6,78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,7d9ce41e-0600-4330-bb3e-0a4ce8e96357,5246.0,Luis Alberto Suárez Díaz,42.22381,-0.30302614,1.0,Ground Pass,112.9,65.5,40.0,Right Foot,,,,,,,9.0,Incomplete,,,,,,
7d9ce41e-0600-4330-bb3e-0a4ce8e96357,339,1,00:08:09.749,8,9,42,Ball Receipt*,18,217,Barcelona,7,From Goal Kick,217,Barcelona,,,fd85afd9-e8aa-437d-81cc-b7b48380b990,5246,Luis Alberto Suárez Díaz,23,Center Forward,96.9,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,
2188be56-2519-43b5-92f2-e197ce719608,340,1,00:08:09.749,8,9,23,Goal Keeper,18,217,Barcelona,7,From Goal Kick,208,Las Palmas,0.0,,fd85afd9-e8aa-437d-81cc-b7b48380b990,26753,Javier Varas Herrera,1,Goalkeeper,8.1,15.5,,,,,True,,,,,,27.0,Keeper Sweeper,48.0,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,Left Foot
82c371a2-f42c-407f-afd9-b9ecfb11233e,341,1,00:08:16.372,8,16,30,Pass,19,217,Barcelona,4,From Throw In,217,Barcelona,0.4657,,27c7ef0a-02c9-45d0-9555-ff78723b9501,11094,Arda Turan,13,Right Center Midfield,91.5,80.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,5246.0,Luis Alberto Suárez Díaz,9.900505,-0.7711134,2.0,Low Pass,98.6,73.1,,,67.0,Throw-in,,,,,,,,,,,,
27c7ef0a-02c9-45d0-9555-ff78723b9501,342,1,00:08:16.837,8,16,42,Ball Receipt*,19,217,Barcelona,4,From Throw In,217,Barcelona,,,82c371a2-f42c-407f-afd9-b9ecfb11233e,5246,Luis Alberto Suárez Díaz,23,Center Forward,98.6,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88fdcb44-29db-46c6-9042-bb21870b81c3,343,1,00:08:16.947,8,16,30,Pass,19,217,Barcelona,4,From Throw In,217,Barcelona,0.828372,,42601552-8700-4d03-8ce1-0bdf13b82a60,5246,Luis Alberto Suárez Díaz,23,Center Forward,98.6,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11094.0,Arda Turan,7.1867933,2.1279206,2.0,Low Pass,94.8,79.2,40.0,Right Foot,,,,,,,,,,,,,,
42601552-8700-4d03-8ce1-0bdf13b82a60,344,1,00:08:17.776,8,17,42,Ball Receipt*,19,217,Barcelona,4,From Throw In,217,Barcelona,,,88fdcb44-29db-46c6-9042-bb21870b81c3,11094,Arda Turan,13,Right Center Midfield,94.8,79.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b2f64db-25c8-407e-86e5-9a1e451e85ba,345,1,00:08:17.776,8,17,43,Carry,19,217,Barcelona,4,From Throw In,217,Barcelona,0.552904,,22599dc9-3a4c-4e76-ba9b-0b29ed21d781,11094,Arda Turan,13,Right Center Midfield,94.8,79.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,42601552-8700-4d03-8ce1-0bdf13b82a60,,,,,,,,,,,,,,bed554c3-ddaf-4d0f-bc7f-9f9c991b6b97,94.2,77.9,,,,,,,,
bed554c3-ddaf-4d0f-bc7f-9f9c991b6b97,346,1,00:08:18.020,8,18,17,Pressure,19,217,Barcelona,4,From Throw In,208,Las Palmas,0.580944,,0b2f64db-25c8-407e-86e5-9a1e451e85ba,6934,Jerónimo Figueroa Cabrera,16,Left Midfield,30.2,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,22599dc9-3a4c-4e76-ba9b-0b29ed21d781,,,,,,,,,,,,,,,,,,,,,,,,
22599dc9-3a4c-4e76-ba9b-0b29ed21d781,347,1,00:08:18.328,8,18,30,Pass,19,217,Barcelona,4,From Throw In,217,Barcelona,1.283624,,bed554c3-ddaf-4d0f-bc7f-9f9c991b6b97,11094,Arda Turan,13,Right Center Midfield,94.2,77.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,d4b04206-32ad-42ad-81a7-154f24452139,5503.0,Lionel Andrés Messi Cuccittini,10.978616,-2.4141939,1.0,Ground Pass,86.0,70.6,40.0,Right Foot,,,,,,,,,,,,,,
f897cbc6-b4eb-4b6e-b206-f370c1a6ff20,348,1,00:08:19.063,8,19,17,Pressure,19,217,Barcelona,4,From Throw In,208,Las Palmas,0.840816,,101451f3-b214-4343-88c9-62d101026616,10755,Jonathan Viera Ramos,15,Left Center Midfield,31.2,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,4093806a-4ffd-46eb-af2f-45ccd9453cc2,,,,,,,,,,,,,,d4b04206-32ad-42ad-81a7-154f24452139,,,,,,,,,,
d4b04206-32ad-42ad-81a7-154f24452139,349,1,00:08:19.612,8,19,42,Ball Receipt*,19,217,Barcelona,4,From Throw In,217,Barcelona,,,22599dc9-3a4c-4e76-ba9b-0b29ed21d781,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,86.0,70.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,f897cbc6-b4eb-4b6e-b206-f370c1a6ff20,,,,,,,,,,,,,,,,,,,,,,,,
4093806a-4ffd-46eb-af2f-45ccd9453cc2,350,1,00:08:19.612,8,19,43,Carry,19,217,Barcelona,4,From Throw In,217,Barcelona,0.08,,101451f3-b214-4343-88c9-62d101026616,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,86.0,70.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,d4b04206-32ad-42ad-81a7-154f24452139,,,,,,,,,,,,,,f897cbc6-b4eb-4b6e-b206-f370c1a6ff20,85.0,71.4,,,,,,,,
101451f3-b214-4343-88c9-62d101026616,351,1,00:08:19.692,8,19,30,Pass,19,217,Barcelona,4,From Throw In,217,Barcelona,0.754323,,3ec13d29-9b8f-4f13-9745-a1e2132f50e6,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,85.0,71.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,f897cbc6-b4eb-4b6e-b206-f370c1a6ff20,4324.0,Daniel Alves da Silva,6.7178864,2.3456686,1.0,Ground Pass,80.3,76.2,38.0,Left Foot,,,,,,,,,,,,,,
3ec13d29-9b8f-4f13-9745-a1e2132f50e6,352,1,00:08:20.446,8,20,42,Ball Receipt*,19,217,Barcelona,4,From Throw In,217,Barcelona,,,101451f3-b214-4343-88c9-62d101026616,4324,Daniel Alves da Silva,2,Right Back,80.3,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602e4fe4-084a-483a-859d-5691311164ce,353,1,00:08:20.446,8,20,43,Carry,19,217,Barcelona,4,From Throw In,217,Barcelona,1.003062,,3ec13d29-9b8f-4f13-9745-a1e2132f50e6,4324,Daniel Alves da Silva,2,Right Back,80.3,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,80f0c0af-de33-47eb-bfa9-db6855ab262d,,,,,,,,,,,,,,,80.3,76.2,,,,,,,,
80f0c0af-de33-47eb-bfa9-db6855ab262d,354,1,00:08:21.449,8,21,30,Pass,19,217,Barcelona,4,From Throw In,217,Barcelona,0.554126,,c58ee001-a100-4e64-b4b9-2b1d0ef32eb3,4324,Daniel Alves da Silva,2,Right Back,80.3,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,5.9808025,-1.929567,1.0,Ground Pass,78.2,70.6,40.0,Right Foot,,,,,,,,,,,,,,
c58ee001-a100-4e64-b4b9-2b1d0ef32eb3,355,1,00:08:22.004,8,22,42,Ball Receipt*,19,217,Barcelona,4,From Throw In,217,Barcelona,,,80f0c0af-de33-47eb-bfa9-db6855ab262d,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,78.2,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4475ca93-d6da-4445-b2d4-3c892e804a48,356,1,00:08:22.004,8,22,43,Carry,19,217,Barcelona,4,From Throw In,217,Barcelona,1.64209,,3fc717c3-f4df-4e27-930a-7b90a99b4946,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,78.2,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,c58ee001-a100-4e64-b4b9-2b1d0ef32eb3,,,,,,,,,,,,,,,77.8,66.8,,,,,,,,
3fc717c3-f4df-4e27-930a-7b90a99b4946,357,1,00:08:23.646,8,23,30,Pass,19,217,Barcelona,4,From Throw In,217,Barcelona,1.224199,,b91104ec-984f-457e-bae2-ad361cd13a09,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,77.8,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,6379.0,Sergi Roberto Carnicer,13.122881,-2.0889974,1.0,Ground Pass,71.3,55.4,38.0,Left Foot,,,,,,,,,,,,,,
b91104ec-984f-457e-bae2-ad361cd13a09,358,1,00:08:24.870,8,24,42,Ball Receipt*,19,217,Barcelona,4,From Throw In,217,Barcelona,,,3fc717c3-f4df-4e27-930a-7b90a99b4946,6379,Sergi Roberto Carnicer,10,Center Defensive Midfield,71.3,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c253706-d10b-4732-b8b6-83eb7e6a9cad,359,1,00:08:24.870,8,24,43,Carry,19,217,Barcelona,4,From Throw In,217,Barcelona,0.16,,b91104ec-984f-457e-bae2-ad361cd13a09,6379,Sergi Roberto Carnicer,10,Center Defensive Midfield,71.3,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,fd33ac75-9fc9-4e8f-80c5-de08bd33c223,,,,,,,,,,,,,,,71.3,55.4,,,,,,,,
fd33ac75-9fc9-4e8f-80c5-de08bd33c223,360,1,00:08:25.030,8,25,30,Pass,19,217,Barcelona,4,From Throw In,217,Barcelona,1.4052,,908ed28f-2348-41e3-827b-932d49126bff,6379,Sergi Roberto Carnicer,10,Center Defensive Midfield,71.3,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,13.041856,2.481222,1.0,Ground Pass,61.0,63.4,40.0,Right Foot,,,,,,,,,,,,,,
908ed28f-2348-41e3-827b-932d49126bff,361,1,00:08:26.435,8,26,42,Ball Receipt*,19,217,Barcelona,4,From Throw In,217,Barcelona,,,fd33ac75-9fc9-4e8f-80c5-de08bd33c223,5506,Javier Alejandro Mascherano,3,Right Center Back,61.0,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6bdfc24f-3618-4b37-86ed-f896683603e5,362,1,00:08:26.435,8,26,43,Carry,19,217,Barcelona,4,From Throw In,217,Barcelona,0.437684,,8a980117-52b4-4dd0-b512-9ba9ee0f22cb,5506,Javier Alejandro Mascherano,3,Right Center Back,61.0,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,908ed28f-2348-41e3-827b-932d49126bff,,,,,,,,,,,,,,,60.4,63.0,,,,,,,,
