id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,under_pressure,dribble,duel,shot,goalkeeper,off_camera,clearance,foul_committed,counterpress,ball_recovery,interception,foul_won,out,bad_behaviour,block,substitution,miscontrol,related_events_0,related_events_1,carry_end_location_0,carry_end_location_1,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_outcome_id,pass_outcome_name,location,pass_recipient_id,pass_recipient_name,pass_switch,related_events_2,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,foul_committed_type_id,foul_committed_type_name,pass_type_id,pass_type_name,dribble_outcome_id,dribble_outcome_name,clearance_head,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,interception_outcome_id,interception_outcome_name,pass_aerial_won,pass_through_ball,pass_technique_id,pass_technique_name,pass_cross,clearance_left_foot,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,foul_committed_card_id,foul_committed_card_name,shot_first_time
3e55984b-7c93-410b-b002-8388488f8aa6,245,1,00:06:10.904,6,10,17,Pressure,11,217,Barcelona,1,Regular Play,222,Villarreal,0.977592,,,6829,Samuel Castillejo Azuaga,16,Left Midfield,78.1,37.1,,,,,,,,,,,,True,,,,,,,,,9b8b627c-5a58-4dc7-b2ad-0d1d7002cc9c,f272a4a1-a1ff-4b8a-b5c4-9b3ec3f77818,,,,,,,,,,,,,,,,,ff338210-1b54-4af9-98f8-2d7ac7fa3d7f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ff338210-1b54-4af9-98f8-2d7ac7fa3d7f,246,1,00:06:11.085,6,11,42,Ball Receipt*,11,217,Barcelona,1,Regular Play,217,Barcelona,,,,5246,Luis Alberto Suárez Díaz,23,Center Forward,48.5,34.1,,,,True,,,,,,,,,,,,,,,,,3e55984b-7c93-410b-b002-8388488f8aa6,3fc16e3c-48a8-4275-a031-6a6caa57f282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b8b627c-5a58-4dc7-b2ad-0d1d7002cc9c,247,1,00:06:11.085,6,11,43,Carry,11,217,Barcelona,1,Regular Play,217,Barcelona,0.440544,,,5246,Luis Alberto Suárez Díaz,23,Center Forward,48.5,34.1,,,,True,,,,,,,,,,,,,,,,,3e55984b-7c93-410b-b002-8388488f8aa6,f272a4a1-a1ff-4b8a-b5c4-9b3ec3f77818,48.8,34.5,,,,,,,,,,,,,,,ff338210-1b54-4af9-98f8-2d7ac7fa3d7f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f272a4a1-a1ff-4b8a-b5c4-9b3ec3f77818,248,1,00:06:11.526,6,11,30,Pass,11,217,Barcelona,1,Regular Play,217,Barcelona,1.014683,,,5246,Luis Alberto Suárez Díaz,23,Center Forward,48.8,34.5,,,,True,,,,,,,,,,,,,,,,,3e55984b-7c93-410b-b002-8388488f8aa6,55772422-cc64-423b-b67d-0872047a6737,,,11.378049,1.3492675,1.0,Ground Pass,51.3,45.6,40.0,Right Foot,,,,5503.0,Lionel Andrés Messi Cuccittini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55772422-cc64-423b-b67d-0872047a6737,249,1,00:06:12.540,6,12,42,Ball Receipt*,11,217,Barcelona,1,Regular Play,217,Barcelona,,,,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,51.3,45.6,,,,,,,,,,,,,,,,,,,,,f272a4a1-a1ff-4b8a-b5c4-9b3ec3f77818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70011ae8-fdf8-443e-8f47-85e9226251e3,250,1,00:06:12.540,6,12,43,Carry,11,217,Barcelona,1,Regular Play,217,Barcelona,0.122281,,,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,51.3,45.6,,,,,,,,,,,,,,,,,,,,,55772422-cc64-423b-b67d-0872047a6737,6e0fb4b4-3853-4615-a88f-751a5d5240d5,51.3,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6e0fb4b4-3853-4615-a88f-751a5d5240d5,251,1,00:06:12.663,6,12,30,Pass,11,217,Barcelona,1,Regular Play,217,Barcelona,0.7589,,,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,51.3,45.6,,,,,,,,,,,,,,,,,,,,,8808f25d-1c89-4471-8bd9-9cc205ed2ef4,,,,8.01561,-3.0791738,1.0,Ground Pass,43.3,45.1,38.0,Left Foot,,,,5470.0,Ivan Rakitić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8808f25d-1c89-4471-8bd9-9cc205ed2ef4,252,1,00:06:13.422,6,13,42,Ball Receipt*,11,217,Barcelona,1,Regular Play,217,Barcelona,,,,5470,Ivan Rakitić,13,Right Center Midfield,43.3,45.1,,,,,,,,,,,,,,,,,,,,,6e0fb4b4-3853-4615-a88f-751a5d5240d5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8f2723a-8877-4eac-ae3e-af7a1ca39c36,253,1,00:06:13.422,6,13,43,Carry,11,217,Barcelona,1,Regular Play,217,Barcelona,0.023989001,,,5470,Ivan Rakitić,13,Right Center Midfield,43.3,45.1,,,,,,,,,,,,,,,,,,,,,8808f25d-1c89-4471-8bd9-9cc205ed2ef4,aeb3629e-a48c-4228-821c-62289d6d4b66,43.3,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aeb3629e-a48c-4228-821c-62289d6d4b66,254,1,00:06:13.446,6,13,30,Pass,11,217,Barcelona,1,Regular Play,217,Barcelona,2.824593,,,5470,Ivan Rakitić,13,Right Center Midfield,43.3,45.1,,,,,,,,,,,,,,,,,,,,,5c5b10cb-65e7-4bf3-804d-06bbabb12bb5,,,,25.322124,0.9849843,1.0,Ground Pass,57.3,66.2,40.0,Right Foot,,,,6379.0,Sergi Roberto Carnicer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c5b10cb-65e7-4bf3-804d-06bbabb12bb5,255,1,00:06:16.270,6,16,42,Ball Receipt*,11,217,Barcelona,1,Regular Play,217,Barcelona,,,,6379,Sergi Roberto Carnicer,2,Right Back,57.3,66.2,,,,,,,,,,,,,,,,,,,,,aeb3629e-a48c-4228-821c-62289d6d4b66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1dd29c9-bd22-4712-bbe1-256567d4ae0f,256,1,00:06:16.270,6,16,43,Carry,11,217,Barcelona,1,Regular Play,217,Barcelona,0.752402,,,6379,Sergi Roberto Carnicer,2,Right Back,57.3,66.2,,,,,,,,,,,,,,,,,,,,,5c5b10cb-65e7-4bf3-804d-06bbabb12bb5,df279208-f6e4-44f5-906a-644426e2c230,57.1,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
df279208-f6e4-44f5-906a-644426e2c230,257,1,00:06:17.023,6,17,30,Pass,11,217,Barcelona,1,Regular Play,217,Barcelona,1.117629,,,6379,Sergi Roberto Carnicer,2,Right Back,57.1,67.2,,,,,,,,,,,,,,,,,,,,,b35b7f75-8891-4355-824c-aa76dd71e362,,,,8.160882,-2.1995926,1.0,Ground Pass,52.3,60.6,40.0,Right Foot,,,,5503.0,Lionel Andrés Messi Cuccittini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b35b7f75-8891-4355-824c-aa76dd71e362,258,1,00:06:18.140,6,18,42,Ball Receipt*,11,217,Barcelona,1,Regular Play,217,Barcelona,,,,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,52.3,60.6,,,,,,,,,,,,,,,,,,,,,df279208-f6e4-44f5-906a-644426e2c230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12ab9ccd-1ee6-4eda-83e1-1dbb3d3b359c,259,1,00:06:18.140,6,18,43,Carry,11,217,Barcelona,1,Regular Play,217,Barcelona,5.582687,,,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,52.3,60.6,,,,True,,,,,,,,,,,,,,,,,11eead11-f8d2-4aaa-9b2e-7ee3ab74dc5b,5b1aed73-cdcf-4388-9625-d9e9ac2f3f79,70.5,49.7,,,,,,,,,,,,,,,b35b7f75-8891-4355-824c-aa76dd71e362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b1aed73-cdcf-4388-9625-d9e9ac2f3f79,260,1,00:06:23.088,6,23,17,Pressure,11,217,Barcelona,1,Regular Play,222,Villarreal,0.703512,,,6771,Manuel Trigueros Muñoz,9,Right Defensive Midfield,48.1,32.3,,,,,,,,,,,,,,,,,,,,,11eead11-f8d2-4aaa-9b2e-7ee3ab74dc5b,12ab9ccd-1ee6-4eda-83e1-1dbb3d3b359c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11eead11-f8d2-4aaa-9b2e-7ee3ab74dc5b,261,1,00:06:23.723,6,23,30,Pass,11,217,Barcelona,1,Regular Play,217,Barcelona,2.1052,,,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,70.5,49.7,,,,True,,,,,,,,,,,,,,,,,5b1aed73-cdcf-4388-9625-d9e9ac2f3f79,6aaac2cf-c83b-4d05-bb02-043c8dbe465c,,,36.687054,-1.6718211,3.0,High Pass,66.8,13.2,40.0,Right Foot,,,,5211.0,Jordi Alba Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6aaac2cf-c83b-4d05-bb02-043c8dbe465c,262,1,00:06:25.828,6,25,42,Ball Receipt*,11,217,Barcelona,1,Regular Play,217,Barcelona,,,,5211,Jordi Alba Ramos,6,Left Back,66.8,13.2,,,,,,,,,,,,,,,,,,,,,11eead11-f8d2-4aaa-9b2e-7ee3ab74dc5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8788582b-3875-44b4-9e86-cfcf605f6a08,263,1,00:06:25.828,6,25,43,Carry,11,217,Barcelona,1,Regular Play,217,Barcelona,0.815,,,5211,Jordi Alba Ramos,6,Left Back,66.8,13.2,,,,,,,,,,,,,,,,,,,,,6aaac2cf-c83b-4d05-bb02-043c8dbe465c,7c39835b-a62f-418f-89e5-289d14338a3b,66.8,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c39835b-a62f-418f-89e5-289d14338a3b,264,1,00:06:26.643,6,26,30,Pass,11,217,Barcelona,1,Regular Play,217,Barcelona,1.266516,,,5211,Jordi Alba Ramos,6,Left Back,66.8,13.2,,,,,,,,,,,,,,,,,,,,,0341f8ba-5524-4069-8117-25df9c07a5e5,,,,12.872451,-0.16387154,1.0,Ground Pass,79.5,11.1,40.0,Right Foot,,,,4320.0,Neymar da Silva Santos Junior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0341f8ba-5524-4069-8117-25df9c07a5e5,265,1,00:06:27.910,6,27,42,Ball Receipt*,11,217,Barcelona,1,Regular Play,217,Barcelona,,,,4320,Neymar da Silva Santos Junior,21,Left Wing,79.5,11.1,,,,,,,,,,,,,,,,,,,,,7c39835b-a62f-418f-89e5-289d14338a3b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541c78d9-e465-4e46-886c-6a8cd0111506,266,1,00:06:27.910,6,27,43,Carry,11,217,Barcelona,1,Regular Play,217,Barcelona,0.039984003,,,4320,Neymar da Silva Santos Junior,21,Left Wing,79.5,11.1,,,,,,,,,,,,,,,,,,,,,0341f8ba-5524-4069-8117-25df9c07a5e5,55930931-bff8-48dd-9f43-2d119f0c1178,79.5,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55930931-bff8-48dd-9f43-2d119f0c1178,267,1,00:06:27.950,6,27,30,Pass,11,217,Barcelona,1,Regular Play,217,Barcelona,1.5072,,,4320,Neymar da Silva Santos Junior,21,Left Wing,79.5,11.1,,,,,,,,,,,,,,,,,,,,,c4fe9c40-7890-48a3-ba70-0baf96f72dab,,,,10.25768,2.6212373,1.0,Ground Pass,70.6,16.2,38.0,Left Foot,,,,5211.0,Jordi Alba Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4fe9c40-7890-48a3-ba70-0baf96f72dab,268,1,00:06:29.457,6,29,42,Ball Receipt*,11,217,Barcelona,1,Regular Play,217,Barcelona,,,,5211,Jordi Alba Ramos,6,Left Back,70.6,16.2,,,,,,,,,,,,,,,,,,,,,55930931-bff8-48dd-9f43-2d119f0c1178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4702346-3718-436c-abf8-cb680a939786,269,1,00:06:29.457,6,29,30,Pass,11,217,Barcelona,1,Regular Play,217,Barcelona,0.833878,,,5211,Jordi Alba Ramos,6,Left Back,70.6,16.2,,,,,,,,,,,,,,,,,,,,,d30e04d8-92b5-49f7-b767-fc70727ffc59,,,,6.92026,2.2229676,1.0,Ground Pass,66.4,21.7,38.0,Left Foot,,,,11094.0,Arda Turan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d30e04d8-92b5-49f7-b767-fc70727ffc59,270,1,00:06:30.291,6,30,42,Ball Receipt*,11,217,Barcelona,1,Regular Play,217,Barcelona,,,,11094,Arda Turan,15,Left Center Midfield,66.4,21.7,,,,,,,,,,,,,,,,,,,,,e4702346-3718-436c-abf8-cb680a939786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53294e07-24b2-4739-9432-61322d3ffa62,271,1,00:06:30.291,6,30,43,Carry,11,217,Barcelona,1,Regular Play,217,Barcelona,1.796999,,,11094,Arda Turan,15,Left Center Midfield,66.4,21.7,,,,,,,,,,,,,,,,,,,,,257e58a6-7c1b-47e8-9962-439037936d0c,d30e04d8-92b5-49f7-b767-fc70727ffc59,65.8,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257e58a6-7c1b-47e8-9962-439037936d0c,272,1,00:06:32.088,6,32,30,Pass,11,217,Barcelona,1,Regular Play,217,Barcelona,1.343696,,,11094,Arda Turan,15,Left Center Midfield,65.8,24.2,,,,,,,,,,,,,,,,,,,,,35c828f3-ac2a-4c4d-a908-9e80d7c9fc97,,,,12.301626,1.884835,1.0,Ground Pass,62.0,35.9,38.0,Left Foot,,,,5203.0,Sergio Busquets i Burgos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35c828f3-ac2a-4c4d-a908-9e80d7c9fc97,273,1,00:06:33.431,6,33,42,Ball Receipt*,11,217,Barcelona,1,Regular Play,217,Barcelona,,,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,62.0,35.9,,,,,,,,,,,,,,,,,,,,,257e58a6-7c1b-47e8-9962-439037936d0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a022d255-3530-47b0-a08b-9ca1c511205d,274,1,00:06:33.431,6,33,43,Carry,11,217,Barcelona,1,Regular Play,217,Barcelona,6.440777,,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,62.0,35.9,,,,,,,,,,,,,,,,,,,,,17065485-e267-4638-a77d-e635f7e302fa,35c828f3-ac2a-4c4d-a908-9e80d7c9fc97,63.6,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17065485-e267-4638-a77d-e635f7e302fa,275,1,00:06:39.872,6,39,30,Pass,11,217,Barcelona,1,Regular Play,217,Barcelona,2.34165,,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,63.6,46.6,,,,,,,,,,,,,,,,,,,,,06b16c24-2d3f-4eee-975f-9a9aa7096db9,,,,23.195257,1.4801364,1.0,Ground Pass,65.7,69.7,40.0,Right Foot,,,,5213.0,Gerard Piqué Bernabéu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
