id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,under_pressure,carry,ball_receipt,interception,dribble,duel,counterpress,shot,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,clearance,miscontrol,out,foul_committed,foul_won,ball_recovery,block,substitution,bad_behaviour,related_events_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate
75c0dd63-351d-4b68-bffd-331b470af3c6,3458,2,00:42:13.200,87,13,30,Pass,147,217,Barcelona,1,Regular Play,1041,Sporting Gijón,1.0169,,2fdece34-f7b3-487b-ac64-2f1cee3809e4,,24686,Roberto Canella Suárez,6,Left Back,31.2,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24173.0,Carlos Castro García,13.991783,0.11460353,1.0,Ground Pass,45.1,24.7,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2fdece34-f7b3-487b-ac64-2f1cee3809e4,3459,2,00:42:14.217,87,14,42,Ball Receipt*,147,217,Barcelona,1,Regular Play,1041,Sporting Gijón,,,75c0dd63-351d-4b68-bffd-331b470af3c6,,24173,Carlos Castro García,19,Center Attacking Midfield,45.1,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06dcf0b3-7923-4b97-9124-2c8bd775602d,3460,2,00:42:14.217,87,14,43,Carry,147,217,Barcelona,1,Regular Play,1041,Sporting Gijón,0.0698,,04d3cb37-f256-451d-a9d0-7ab9518a9926,,24173,Carlos Castro García,19,Center Attacking Midfield,45.1,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2fdece34-f7b3-487b-ac64-2f1cee3809e4,,,,,,,,,,,,,,45.1,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04d3cb37-f256-451d-a9d0-7ab9518a9926,3461,2,00:42:14.287,87,14,30,Pass,147,217,Barcelona,1,Regular Play,1041,Sporting Gijón,2.046952,,942eb782-2b52-432e-b688-a28a1e3e133c,,24173,Carlos Castro García,19,Center Attacking Midfield,45.1,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,afbf1322-0d5e-4ee3-8bcc-57f46e3e3706,23994.0,Alejandro Menéndez Díez,14.886235,-2.1066077,1.0,Ground Pass,37.5,11.9,38.0,Left Foot,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942eb782-2b52-432e-b688-a28a1e3e133c,3462,2,00:42:16.333,87,16,42,Ball Receipt*,147,217,Barcelona,1,Regular Play,1041,Sporting Gijón,,,04d3cb37-f256-451d-a9d0-7ab9518a9926,,23994,Alejandro Menéndez Díez,21,Left Wing,35.6,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afbf1322-0d5e-4ee3-8bcc-57f46e3e3706,3463,2,00:42:16.333,87,16,2,Ball Recovery,147,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,04d3cb37-f256-451d-a9d0-7ab9518a9926,,4324,Daniel Alves da Silva,2,Right Back,82.6,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0be8b234-7c77-4dbf-aa07-7069aba077fa,3464,2,00:42:16.333,87,16,43,Carry,147,217,Barcelona,1,Regular Play,217,Barcelona,2.005648,,945b2612-1089-480e-a830-aba7bda66513,,4324,Daniel Alves da Silva,2,Right Back,82.6,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,afbf1322-0d5e-4ee3-8bcc-57f46e3e3706,,,,,,,,,,,,,,97.3,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945b2612-1089-480e-a830-aba7bda66513,3465,2,00:42:18.339,87,18,30,Pass,147,217,Barcelona,1,Regular Play,217,Barcelona,1.667585,,be8bef42-c957-44b4-9f67-91a15658c7b7,,4324,Daniel Alves da Silva,2,Right Back,97.3,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,8.848164,-2.1713374,1.0,Ground Pass,92.3,49.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be8bef42-c957-44b4-9f67-91a15658c7b7,3466,2,00:42:20.007,87,20,42,Ball Receipt*,147,217,Barcelona,1,Regular Play,217,Barcelona,,,945b2612-1089-480e-a830-aba7bda66513,,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,92.3,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b30b10bf-932b-44ba-b268-6de67dff9f54,3467,2,00:42:20.007,87,20,43,Carry,147,217,Barcelona,1,Regular Play,217,Barcelona,0.869815,,be8bef42-c957-44b4-9f67-91a15658c7b7,,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,92.3,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfec78e2-a922-45f8-b3f9-f6a3e3f9c02e,,,,,,,,,,,,,,94.8,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dfec78e2-a922-45f8-b3f9-f6a3e3f9c02e,3468,2,00:42:20.877,87,20,30,Pass,147,217,Barcelona,1,Regular Play,217,Barcelona,1.236528,,70860be9-4694-4801-b3de-b7bee1a697b8,,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,94.8,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,17.132717,-0.5394185,1.0,Ground Pass,109.5,33.5,38.0,Left Foot,,,,,,,,,,,,9a79a27e-0524-490d-8828-aa6996d23d74,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70860be9-4694-4801-b3de-b7bee1a697b8,3469,2,00:42:22.113,87,22,42,Ball Receipt*,147,217,Barcelona,1,Regular Play,217,Barcelona,,,dfec78e2-a922-45f8-b3f9-f6a3e3f9c02e,,5246,Luis Alberto Suárez Díaz,23,Center Forward,109.5,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a79a27e-0524-490d-8828-aa6996d23d74,3470,2,00:42:22.259,87,22,16,Shot,147,217,Barcelona,1,Regular Play,217,Barcelona,0.6618,,c9da85b7-238b-41aa-a7b4-3eb94d8de703,,5246,Luis Alberto Suárez Díaz,23,Center Forward,108.8,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21101259,120.0,36.4,0.6,dfec78e2-a922-45f8-b3f9-f6a3e3f9c02e,93.0,Normal,40.0,Right Foot,87.0,Open Play,97.0,Goal,True,118.3,38.8,6610.0,Iván Cuéllar Sacristán,1.0,Goalkeeper,False,107.7,33.9,18398.0,Omar Mascarell González,9.0,Right Defensive Midfield,False,108.7,37.1,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,True,107.3,40.0,26256.0,Igor Lichnovsky Osorio,5.0,Left Center Back,False,109.2,45.6,4324.0,Daniel Alves da Silva,2.0,Right Back,True,106.2,43.3,24686.0,Roberto Canella Suárez,6.0,Left Back,False,103.1,36.6,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,True,104.0,36.0,6561.0,Luis Hernández Rodríguez,3.0,Right Center Back,False,103.5,50.6,23994.0,Alejandro Menéndez Díez,21.0,Left Wing,False,102.7,60.6,11094.0,Arda Turan,13.0,Right Center Midfield,True,95.2,46.8,6926.0,Alen Halilović,17.0,Right Wing,False,96.3,33.6,6880.0,Arnaldo Antonio Sanabria Ayala,23.0,Center Forward,False,101.7,18.6,5211.0,Jordi Alba Ramos,6.0,Left Back,True
