id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,ball_recovery,interception,duel,dribble,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,off_camera,out,clearance,foul_committed,foul_won,block,substitution,miscontrol,injury_stoppage,related_events,location,goalkeeper,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,dribble_outcome_id,dribble_outcome_name,related_events_3,related_events_4,related_events_5,foul_committed_advantage,foul_won_advantage,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,pass_aerial_won,player,position,pass_cross,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_first_time,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate
fd566aab-afb5-4fd9-b865-64972e0fc844,2938,2,00:24:54.799,69,54,23,Goal Keeper,173,217,Barcelona,1,Regular Play,360,Rayo Vallecano,0.0,,c7111a39-6469-4e38-8947-b0b92979400a,26070.0,Antonio Rodríguez Martínez,1.0,Goalkeeper,7.2,32.9,,,,,,,,,,,46.0,Standing,43.0,Prone,26.0,Goal Conceded,55.0,No Touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19abe430-7957-40d6-a6e2-c53393743398,2939,2,00:25:54.342,70,54,19,Substitution,173,217,Barcelona,1,Regular Play,360,Rayo Vallecano,0.0,,,7900.0,Tiago Manuel Dias Correia,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,103.0,Tactical,11539.0,Adrián Embarba Blázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d6581e6-71d9-4512-a9c3-3ff0cc5fb992,2967,2,00:26:32.413,71,32,30,Pass,176,217,Barcelona,4,From Throw In,217,Barcelona,0.746842,,1d7a795a-2e9f-40ab-b49b-42af19dce5d3,4324.0,Daniel Alves da Silva,2.0,Right Back,41.1,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,7.6275816,-0.9718851,2.0,Low Pass,45.4,73.7,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1d7a795a-2e9f-40ab-b49b-42af19dce5d3,2968,2,00:26:33.160,71,33,42,Ball Receipt*,176,217,Barcelona,4,From Throw In,217,Barcelona,,,8d6581e6-71d9-4512-a9c3-3ff0cc5fb992,5470.0,Ivan Rakitić,13.0,Right Center Midfield,45.4,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
081d1c49-75d3-443f-8011-72e356716bd2,2969,2,00:26:33.160,71,33,30,Pass,176,217,Barcelona,4,From Throw In,217,Barcelona,0.854814,,9b158517-d956-4e67-9d70-56cd5125733a,5470.0,Ivan Rakitić,13.0,Right Center Midfield,45.4,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,9.295698,2.4399674,1.0,Ground Pass,38.3,79.7,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b158517-d956-4e67-9d70-56cd5125733a,2970,2,00:26:34.015,71,34,42,Ball Receipt*,176,217,Barcelona,4,From Throw In,217,Barcelona,,,081d1c49-75d3-443f-8011-72e356716bd2,4324.0,Daniel Alves da Silva,2.0,Right Back,38.3,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cb3fa9b9-18ca-4678-a3d8-fb839303fbac,2971,2,00:26:34.015,71,34,43,Carry,176,217,Barcelona,4,From Throw In,217,Barcelona,1.632483,,21e08a7d-f94b-426c-8b86-145a42d36e98,4324.0,Daniel Alves da Silva,2.0,Right Back,38.3,79.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e2f22b1-ec0c-4531-86cb-337cbe35110b,9b158517-d956-4e67-9d70-56cd5125733a,38.8,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3e2f22b1-ec0c-4531-86cb-337cbe35110b,2972,2,00:26:35.045,71,35,17,Pressure,176,217,Barcelona,4,From Throw In,360,Rayo Vallecano,0.692096,,21e08a7d-f94b-426c-8b86-145a42d36e98,6852.0,Jozabed Sánchez Ruiz,11.0,Left Defensive Midfield,78.1,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cb3fa9b9-18ca-4678-a3d8-fb839303fbac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21e08a7d-f94b-426c-8b86-145a42d36e98,2973,2,00:26:35.647,71,35,30,Pass,176,217,Barcelona,4,From Throw In,217,Barcelona,1.100588,,3e2f22b1-ec0c-4531-86cb-337cbe35110b,4324.0,Daniel Alves da Silva,2.0,Right Back,38.8,79.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,13.061394,-1.7711949,1.0,Ground Pass,36.2,66.7,,,40.0,Right Foot,feccc9b3-40fc-4141-8989-e84eb8e98586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669d9c93-655a-4039-a513-28467565b73c,2974,2,00:26:36.234,71,36,17,Pressure,176,217,Barcelona,4,From Throw In,360,Rayo Vallecano,0.477305,,,11542.0,Javier Guerra Rodríguez,23.0,Center Forward,84.1,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feccc9b3-40fc-4141-8989-e84eb8e98586,2975,2,00:26:36.748,71,36,42,Ball Receipt*,176,217,Barcelona,4,From Throw In,217,Barcelona,,,21e08a7d-f94b-426c-8b86-145a42d36e98,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,36.2,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5772ef0-c2aa-4e7c-b70b-280b86563f31,2976,2,00:26:36.748,71,36,43,Carry,176,217,Barcelona,4,From Throw In,217,Barcelona,0.039999,,b1c5e0d9-eca0-424c-8621-baec834770e4,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,36.2,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feccc9b3-40fc-4141-8989-e84eb8e98586,,35.8,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1c5e0d9-eca0-424c-8621-baec834770e4,2977,2,00:26:36.788,71,36,30,Pass,176,217,Barcelona,4,From Throw In,217,Barcelona,0.899727,,5ae196b2-3ae7-4e46-af4f-39fa2f546188,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,35.8,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,13.787313,1.7753042,1.0,Ground Pass,33.0,78.7,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ae196b2-3ae7-4e46-af4f-39fa2f546188,2978,2,00:26:37.687,71,37,42,Ball Receipt*,176,217,Barcelona,4,From Throw In,217,Barcelona,,,b1c5e0d9-eca0-424c-8621-baec834770e4,4324.0,Daniel Alves da Silva,2.0,Right Back,33.0,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8be9a678-fce8-40e6-b0c3-0b01c26ef3b6,2979,2,00:26:37.687,71,37,43,Carry,176,217,Barcelona,4,From Throw In,217,Barcelona,1.021696,,5ae196b2-3ae7-4e46-af4f-39fa2f546188,4324.0,Daniel Alves da Silva,2.0,Right Back,33.0,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b3bc489-532f-491b-9a7b-cd8f6e35886c,,30.0,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b3bc489-532f-491b-9a7b-cd8f6e35886c,2980,2,00:26:38.709,71,38,30,Pass,176,217,Barcelona,4,From Throw In,217,Barcelona,1.91664,,d42df843-7fe1-47e5-a79c-4bb1938502c7,4324.0,Daniel Alves da Silva,2.0,Right Back,30.0,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10609.0,Jérémy Mathieu,38.5161,-1.8523057,3.0,High Pass,19.3,41.7,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d42df843-7fe1-47e5-a79c-4bb1938502c7,2981,2,00:26:40.626,71,40,42,Ball Receipt*,176,217,Barcelona,4,From Throw In,217,Barcelona,,,9b3bc489-532f-491b-9a7b-cd8f6e35886c,10609.0,Jérémy Mathieu,5.0,Left Center Back,19.3,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06b7fae3-7e51-4c94-bf91-bc81afd8c8b1,2982,2,00:26:40.626,71,40,43,Carry,176,217,Barcelona,4,From Throw In,217,Barcelona,2.370629,,6f5a66e2-8c0e-4940-a888-6ac497d285df,10609.0,Jérémy Mathieu,5.0,Left Center Back,19.3,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d42df843-7fe1-47e5-a79c-4bb1938502c7,,27.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f5a66e2-8c0e-4940-a888-6ac497d285df,2983,2,00:26:42.996,71,42,30,Pass,176,217,Barcelona,4,From Throw In,217,Barcelona,1.150583,,500823e2-f933-4e52-a11b-4d7d4c884e63,10609.0,Jérémy Mathieu,5.0,Left Center Back,27.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6379.0,Sergi Roberto Carnicer,21.257704,-0.1558682,1.0,Ground Pass,48.0,36.7,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
