id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,ball_recovery,interception,duel,dribble,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,off_camera,out,clearance,foul_committed,foul_won,block,substitution,miscontrol,injury_stoppage,related_events,location,goalkeeper,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,dribble_outcome_id,dribble_outcome_name,related_events_3,related_events_4,related_events_5,foul_committed_advantage,foul_won_advantage,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,pass_aerial_won,player,position,pass_cross,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_first_time,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate
500823e2-f933-4e52-a11b-4d7d4c884e63,2984,2,00:26:44.147,71,44,42,Ball Receipt*,176,217,Barcelona,4,From Throw In,217,Barcelona,,,6f5a66e2-8c0e-4940-a888-6ac497d285df,6379.0,Sergi Roberto Carnicer,15.0,Left Center Midfield,48.0,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd4ca55f-e02a-4842-952d-4c8c3f3939ea,2985,2,00:26:44.147,71,44,43,Carry,176,217,Barcelona,4,From Throw In,217,Barcelona,2.429129,,02ad78e9-a992-4845-8452-e12bccb956a9,6379.0,Sergi Roberto Carnicer,15.0,Left Center Midfield,48.0,36.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32f90703-5339-4e58-8bfe-d7f47d7439ac,500823e2-f933-4e52-a11b-4d7d4c884e63,51.8,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32f90703-5339-4e58-8bfe-d7f47d7439ac,2986,2,00:26:45.957,71,45,17,Pressure,176,217,Barcelona,4,From Throw In,360,Rayo Vallecano,0.585193,,dd4ca55f-e02a-4842-952d-4c8c3f3939ea,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,72.1,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5617c02b-3f4b-4170-82e1-03d376bb39a0,2987,2,00:26:46.576,71,46,39,Dribbled Past,176,217,Barcelona,4,From Throw In,360,Rayo Vallecano,0.0,,02ad78e9-a992-4845-8452-e12bccb956a9,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,68.3,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d0475c0e-e5da-404a-a724-823efe8f3611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02ad78e9-a992-4845-8452-e12bccb956a9,2988,2,00:26:46.576,71,46,14,Dribble,176,217,Barcelona,4,From Throw In,217,Barcelona,0.0,,5617c02b-3f4b-4170-82e1-03d376bb39a0,6379.0,Sergi Roberto Carnicer,15.0,Left Center Midfield,51.8,50.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d0475c0e-e5da-404a-a724-823efe8f3611,2989,2,00:26:46.576,71,46,43,Carry,176,217,Barcelona,4,From Throw In,217,Barcelona,2.037888,,02ad78e9-a992-4845-8452-e12bccb956a9,6379.0,Sergi Roberto Carnicer,15.0,Left Center Midfield,51.8,50.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50bed816-f89e-4213-8c89-5f763444f26a,5617c02b-3f4b-4170-82e1-03d376bb39a0,62.5,57.3,,,a254662a-8fc0-4558-9c97-48907ec3dfba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50bed816-f89e-4213-8c89-5f763444f26a,2990,2,00:26:47.101,71,47,17,Pressure,176,217,Barcelona,4,From Throw In,360,Rayo Vallecano,4.193798,,650550e8-03c2-45fb-954c-47becb065571,11539.0,Adrián Embarba Blázquez,21.0,Left Wing,62.1,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80091856-e08b-4e02-982d-6ddc8258d558,a254662a-8fc0-4558-9c97-48907ec3dfba,,,,,c1a7662d-7b3a-4429-8d4b-5970726de231,cd65994f-604b-41a2-94f1-4a640c604cb5,d0475c0e-e5da-404a-a724-823efe8f3611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ee34270-45b7-4b01-a5ec-5816b3df24e6,2991,2,00:26:48.614,71,48,39,Dribbled Past,176,217,Barcelona,4,From Throw In,360,Rayo Vallecano,0.0,,650550e8-03c2-45fb-954c-47becb065571,11539.0,Adrián Embarba Blázquez,21.0,Left Wing,57.6,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a254662a-8fc0-4558-9c97-48907ec3dfba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a254662a-8fc0-4558-9c97-48907ec3dfba,2992,2,00:26:48.614,71,48,14,Dribble,176,217,Barcelona,4,From Throw In,217,Barcelona,0.0,,4ee34270-45b7-4b01-a5ec-5816b3df24e6,6379.0,Sergi Roberto Carnicer,15.0,Left Center Midfield,62.5,57.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50bed816-f89e-4213-8c89-5f763444f26a,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650550e8-03c2-45fb-954c-47becb065571,2993,2,00:26:48.614,71,48,43,Carry,176,217,Barcelona,4,From Throw In,217,Barcelona,1.575472,,0552285d-0999-421c-89b7-cba98ed8897f,6379.0,Sergi Roberto Carnicer,15.0,Left Center Midfield,62.5,57.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ee34270-45b7-4b01-a5ec-5816b3df24e6,50bed816-f89e-4213-8c89-5f763444f26a,72.8,60.9,,,80091856-e08b-4e02-982d-6ddc8258d558,a254662a-8fc0-4558-9c97-48907ec3dfba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0552285d-0999-421c-89b7-cba98ed8897f,2994,2,00:26:50.189,71,50,22,Foul Committed,176,217,Barcelona,4,From Throw In,360,Rayo Vallecano,0.0,,650550e8-03c2-45fb-954c-47becb065571,11539.0,Adrián Embarba Blázquez,21.0,Left Wing,47.3,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80091856-e08b-4e02-982d-6ddc8258d558,c1a7662d-7b3a-4429-8d4b-5970726de231,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
