id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,under_pressure,carry,ball_receipt,interception,dribble,duel,counterpress,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,clearance,miscontrol,out,foul_committed,foul_won,ball_recovery,block,substitution,bad_behaviour,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_switch,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_aerial_won,interception_outcome_id,interception_outcome_name,related_events,player,position,location
8b1c709e-86f4-4d2d-ad58-5cfe95949940,3539,2,00:45:26.682,90,26,42,Ball Receipt*,151,217,Barcelona,1,Regular Play,217,Barcelona,,,0ab8143d-2fca-4a91-aa5a-e81e0314bc88,,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,63.3,35.6,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65baf6ca-096b-42ff-b717-b875a95f8ada,,,,,,,,,,,,,,,
0bca2d25-60f3-470b-b0da-c1083d855466,3540,2,00:45:26.682,90,26,43,Carry,151,217,Barcelona,1,Regular Play,217,Barcelona,0.0324,,0ab8143d-2fca-4a91-aa5a-e81e0314bc88,,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,63.3,35.6,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6ee45fa9-f50e-478d-b788-d972f77aa92e,64.3,34.6,,8b1c709e-86f4-4d2d-ad58-5cfe95949940,,,,,,,,,,,
6ee45fa9-f50e-478d-b788-d972f77aa92e,3541,2,00:45:26.714,90,26,30,Pass,151,217,Barcelona,1,Regular Play,217,Barcelona,1.1762,,0ab8143d-2fca-4a91-aa5a-e81e0314bc88,,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,64.3,34.6,,True,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,12.182364,0.17324567,1.0,Ground Pass,76.3,36.7,38.0,Left Foot,,,,3103c382-7c80-445b-9c6d-a704bfab0b47,,,,821eb2c7-14b0-481b-8869-bf5ce89e3f1e,9.0,Incomplete,,,,,,,,,
3103c382-7c80-445b-9c6d-a704bfab0b47,3542,2,00:45:27.890,90,27,42,Ball Receipt*,151,217,Barcelona,1,Regular Play,217,Barcelona,,,6ee45fa9-f50e-478d-b788-d972f77aa92e,,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,80.1,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,
cfc8e6fc-eed1-42b5-8563-b0261606c35d,3558,2,00:45:59.121,90,59,30,Pass,154,217,Barcelona,1,Regular Play,217,Barcelona,2.3,,07e2d91d-ba18-4426-ac2a-35cdb02a5e94,,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,68.9,68.4,,True,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,15.984055,-0.94981956,3.0,High Pass,78.2,55.4,,,66.0,Recovery,,a4fbd9b7-4670-4903-b439-b3f560065732,,,,de791530-a8ba-402b-8b21-016d98fb8142,,,,,True,,,,,,
07e2d91d-ba18-4426-ac2a-35cdb02a5e94,3559,2,00:46:01.421,91,1,42,Ball Receipt*,154,217,Barcelona,1,Regular Play,217,Barcelona,,,cfc8e6fc-eed1-42b5-8563-b0261606c35d,,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,78.2,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da383df2-9b13-4412-82ae-11934c1f9227,3560,2,00:46:01.421,91,1,43,Carry,154,217,Barcelona,1,Regular Play,217,Barcelona,1.1476,,07e2d91d-ba18-4426-ac2a-35cdb02a5e94,,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,78.2,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba223740-3caf-41b0-9fc7-9d3c303ee533,85.3,49.7,,,,,,,,,,,,,
ba223740-3caf-41b0-9fc7-9d3c303ee533,3561,2,00:46:02.569,91,2,30,Pass,154,217,Barcelona,1,Regular Play,217,Barcelona,1.441608,,2ac43acd-b69f-4db9-8662-9d527d808d02,,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,85.3,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,25.492155,-1.1159204,1.0,Ground Pass,96.5,26.8,38.0,Left Foot,,,,,,,,,,,,,,,,,,,
2ac43acd-b69f-4db9-8662-9d527d808d02,3562,2,00:46:04.010,91,4,42,Ball Receipt*,154,217,Barcelona,1,Regular Play,217,Barcelona,,,ba223740-3caf-41b0-9fc7-9d3c303ee533,,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,96.5,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ec48e9f-47ad-4304-be03-3395c4ff32d7,3563,2,00:46:04.010,91,4,43,Carry,154,217,Barcelona,1,Regular Play,217,Barcelona,5.058692,,2ac43acd-b69f-4db9-8662-9d527d808d02,,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,96.5,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b09852f5-59f6-4b09-b0ea-a4e0ff5700de,104.0,24.9,,,,,,,,,,,,,
b09852f5-59f6-4b09-b0ea-a4e0ff5700de,3564,2,00:46:09.069,91,9,30,Pass,154,217,Barcelona,1,Regular Play,217,Barcelona,0.806679,,753609c4-56ee-4329-bf36-6e4eb02d0193,,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,104.0,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,9.62133,2.230928,1.0,Ground Pass,98.1,32.5,40.0,Right Foot,,,,bbb532fe-9d9d-4741-be63-ec415e40805e,,,,,9.0,Incomplete,,,,,,,,,
753609c4-56ee-4329-bf36-6e4eb02d0193,3565,2,00:46:09.876,91,9,42,Ball Receipt*,154,217,Barcelona,1,Regular Play,217,Barcelona,,,b09852f5-59f6-4b09-b0ea-a4e0ff5700de,,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,99.8,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,
