id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,ball_receipt,counterpress,duel,shot,goalkeeper,off_camera,dribble,interception,out,clearance,foul_committed,foul_won,block,substitution,ball_recovery,pass,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,duel_type_id,duel_type_name,pass_aerial_won,related_events,related_events_3,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,shot_freeze_frame_17_location_0,shot_freeze_frame_17_location_1,shot_freeze_frame_17_player_id,shot_freeze_frame_17_player_name,shot_freeze_frame_17_position_id,shot_freeze_frame_17_position_name,shot_freeze_frame_17_teammate
19fcdefb-2463-4260-8db8-688e40f1f6d2,2243,2,00:07:17.766,52,17,30,Pass,108,217,Barcelona,9,From Kick Off,217,Barcelona,1.287883,,fcd85534-b3a2-4ebe-9df3-a56d6f74ddd2,5246,Luis Alberto Suárez Díaz,23,Center Forward,60.0,40.0,5216.0,Andrés Iniesta Luján,3.0016663,2.6183143,1.0,Ground Pass,57.4,41.5,40.0,Right Foot,65.0,Kick Off,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fcd85534-b3a2-4ebe-9df3-a56d6f74ddd2,2244,2,00:07:19.054,52,19,42,Ball Receipt*,108,217,Barcelona,9,From Kick Off,217,Barcelona,,,19fcdefb-2463-4260-8db8-688e40f1f6d2,5216,Andrés Iniesta Luján,15,Left Center Midfield,57.4,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59e32bf1-c06c-43ae-a62b-9c26d2912b2d,2245,2,00:07:21.010,52,21,17,Pressure,108,217,Barcelona,9,From Kick Off,212,Atlético Madrid,0.38802,,309e1e26-bd64-4395-8e2e-6946f04a17bb,6384,Gabriel Fernández Arenas,9,Right Defensive Midfield,63.6,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309e1e26-bd64-4395-8e2e-6946f04a17bb,2246,2,00:07:21.267,52,21,30,Pass,108,217,Barcelona,9,From Kick Off,217,Barcelona,1.311835,,041ea7f5-8796-4ae2-be78-36032505d217,5216,Andrés Iniesta Luján,15,Left Center Midfield,54.6,29.3,5506.0,Javier Alejandro Mascherano,26.504717,2.1954317,1.0,Ground Pass,39.1,50.8,40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,59e32bf1-c06c-43ae-a62b-9c26d2912b2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041ea7f5-8796-4ae2-be78-36032505d217,2247,2,00:07:22.579,52,22,42,Ball Receipt*,108,217,Barcelona,9,From Kick Off,217,Barcelona,,,309e1e26-bd64-4395-8e2e-6946f04a17bb,5506,Javier Alejandro Mascherano,3,Right Center Back,39.1,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76dfdd44-09bc-435b-995e-d14ddc77d17e,2248,2,00:07:22.579,52,22,43,Carry,108,217,Barcelona,9,From Kick Off,217,Barcelona,1.097252,,041ea7f5-8796-4ae2-be78-36032505d217,5506,Javier Alejandro Mascherano,3,Right Center Back,39.1,50.8,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,35237ef3-abc1-42dd-b749-11209a3759e3,ad266040-f20e-4f0b-b761-5996813592af,39.8,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad266040-f20e-4f0b-b761-5996813592af,2249,2,00:07:23.161,52,23,17,Pressure,108,217,Barcelona,9,From Kick Off,212,Atlético Madrid,1.139531,,35237ef3-abc1-42dd-b749-11209a3759e3,5199,Jorge Resurrección Merodio,16,Left Midfield,77.1,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76dfdd44-09bc-435b-995e-d14ddc77d17e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35237ef3-abc1-42dd-b749-11209a3759e3,2250,2,00:07:23.676,52,23,30,Pass,108,217,Barcelona,9,From Kick Off,217,Barcelona,1.700804,,ad266040-f20e-4f0b-b761-5996813592af,5506,Javier Alejandro Mascherano,3,Right Center Back,39.8,53.9,6379.0,Sergi Roberto Carnicer,25.801744,1.1643778,1.0,Ground Pass,50.0,77.6,40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,b6d7e09f-ef49-431c-b20e-aefb84b2374b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2610bce9-f05d-4426-9a36-cfb1344d0bbe,2251,2,00:07:25.146,52,25,17,Pressure,108,217,Barcelona,9,From Kick Off,212,Atlético Madrid,0.789803,,4d1db434-0f42-41ca-83a1-5650f8aa4dd9,12021,Óliver Torres Muñoz,12,Right Midfield,63.6,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6d7e09f-ef49-431c-b20e-aefb84b2374b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6d7e09f-ef49-431c-b20e-aefb84b2374b,2252,2,00:07:25.377,52,25,42,Ball Receipt*,108,217,Barcelona,9,From Kick Off,217,Barcelona,,,2610bce9-f05d-4426-9a36-cfb1344d0bbe,6379,Sergi Roberto Carnicer,2,Right Back,50.0,77.6,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,35237ef3-abc1-42dd-b749-11209a3759e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d1db434-0f42-41ca-83a1-5650f8aa4dd9,2253,2,00:07:25.377,52,25,43,Carry,108,217,Barcelona,9,From Kick Off,217,Barcelona,0.583209,,2610bce9-f05d-4426-9a36-cfb1344d0bbe,6379,Sergi Roberto Carnicer,2,Right Back,50.0,77.6,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,9e806357-8955-4c4d-9db5-49ac29ddf917,b6d7e09f-ef49-431c-b20e-aefb84b2374b,53.0,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e806357-8955-4c4d-9db5-49ac29ddf917,2254,2,00:07:25.960,52,25,30,Pass,108,217,Barcelona,9,From Kick Off,217,Barcelona,0.1762,,51e46415-4d3d-41df-aa73-b0ecb7809a44,6379,Sergi Roberto Carnicer,2,Right Back,53.0,75.6,5470.0,Ivan Rakitić,4.588028,-0.28728145,1.0,Ground Pass,57.4,74.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,b381494e-2ec6-4e5a-ace3-4095fbd8d81f,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51e46415-4d3d-41df-aa73-b0ecb7809a44,2255,2,00:07:26.136,52,26,42,Ball Receipt*,108,217,Barcelona,9,From Kick Off,217,Barcelona,,,9e806357-8955-4c4d-9db5-49ac29ddf917,5470,Ivan Rakitić,13,Right Center Midfield,60.4,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b381494e-2ec6-4e5a-ace3-4095fbd8d81f,2256,2,00:07:26.136,52,26,6,Block,108,217,Barcelona,9,From Kick Off,212,Atlético Madrid,0.0,,9e806357-8955-4c4d-9db5-49ac29ddf917,12021,Óliver Torres Muñoz,12,Right Midfield,62.7,5.8,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e01da1fd-b252-4717-bec9-58f7616fc0b2,2257,2,00:07:31.293,52,31,30,Pass,109,217,Barcelona,4,From Throw In,217,Barcelona,2.34896,,822c3acd-e3df-4b56-a327-2f593c2185da,6379,Sergi Roberto Carnicer,2,Right Back,55.0,80.0,5506.0,Javier Alejandro Mascherano,26.209158,-2.296805,2.0,Low Pass,37.6,60.4,,,67.0,Throw-in,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822c3acd-e3df-4b56-a327-2f593c2185da,2258,2,00:07:33.642,52,33,42,Ball Receipt*,109,217,Barcelona,4,From Throw In,217,Barcelona,,,e01da1fd-b252-4717-bec9-58f7616fc0b2,5506,Javier Alejandro Mascherano,3,Right Center Back,37.6,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5b5ed4a-d344-4f19-a41c-728d9d616b59,2259,2,00:07:33.952,52,33,17,Pressure,109,217,Barcelona,4,From Throw In,212,Atlético Madrid,1.625465,,3373e077-87bc-4700-935e-3753acc5bab5,12021,Óliver Torres Muñoz,12,Right Midfield,76.4,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373e077-87bc-4700-935e-3753acc5bab5,2260,2,00:07:34.866,52,34,30,Pass,109,217,Barcelona,4,From Throw In,217,Barcelona,2.438816,,a5b5ed4a-d344-4f19-a41c-728d9d616b59,5506,Javier Alejandro Mascherano,3,Right Center Back,34.3,56.3,10609.0,Jérémy Mathieu,36.2174,-1.7400303,1.0,Ground Pass,28.2,20.6,40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,ea6f1ecd-8600-46bd-ac6d-c18bb5b71e59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c8b502b7-e080-4baf-b62f-8abe346beed6,2261,2,00:07:36.586,52,36,17,Pressure,109,217,Barcelona,4,From Throw In,212,Atlético Madrid,0.791191,,5c3de84b-4cf0-4cba-86ce-d1c5ece8f70c,5487,Antoine Griezmann,24,Left Center Forward,80.8,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea6f1ecd-8600-46bd-ac6d-c18bb5b71e59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea6f1ecd-8600-46bd-ac6d-c18bb5b71e59,2262,2,00:07:37.305,52,37,42,Ball Receipt*,109,217,Barcelona,4,From Throw In,217,Barcelona,,,3373e077-87bc-4700-935e-3753acc5bab5,10609,Jérémy Mathieu,5,Left Center Back,28.2,20.6,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,c8b502b7-e080-4baf-b62f-8abe346beed6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c3de84b-4cf0-4cba-86ce-d1c5ece8f70c,2263,2,00:07:37.305,52,37,43,Carry,109,217,Barcelona,4,From Throw In,217,Barcelona,0.2465,,1215d3af-140e-4e5b-b823-09ac46349a64,10609,Jérémy Mathieu,5,Left Center Back,28.2,20.6,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,c8b502b7-e080-4baf-b62f-8abe346beed6,ea6f1ecd-8600-46bd-ac6d-c18bb5b71e59,30.4,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215d3af-140e-4e5b-b823-09ac46349a64,2264,2,00:07:37.551,52,37,30,Pass,109,217,Barcelona,4,From Throw In,217,Barcelona,1.311412,,ed10d831-6e99-4d56-9090-495bc4755f4e,10609,Jérémy Mathieu,5,Left Center Back,30.4,15.6,5211.0,Jordi Alba Ramos,23.200216,-0.6478114,1.0,Ground Pass,48.9,1.6,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ed10d831-6e99-4d56-9090-495bc4755f4e,2265,2,00:07:38.863,52,38,42,Ball Receipt*,109,217,Barcelona,4,From Throw In,217,Barcelona,,,1215d3af-140e-4e5b-b823-09ac46349a64,5211,Jordi Alba Ramos,6,Left Back,48.9,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
