id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,out,ball_receipt,counterpress,goalkeeper,off_camera,duel,interception,shot,clearance,foul_won,dribble,ball_recovery,foul_committed,substitution,block,pass,related_events,related_events_1,dribble_outcome_id,dribble_outcome_name,related_events_2,related_events_3,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,foul_committed_advantage,foul_won_advantage,pass_through_ball,pass_technique_id,pass_technique_name,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,clearance_right_foot,duel_outcome_id,duel_outcome_name,related_events_4,location,interception_outcome_id,interception_outcome_name,block_deflection
e784daee-a8cd-4677-8179-c7f45e6fc97d,3227,2,00:32:13.872,77,13,30,Pass,148,217,Barcelona,9,From Kick Off,217,Barcelona,0.2,,bb5f1368-aee3-4b52-a547-c0a5af5d89db,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,61.0,41.0,5246.0,Luis Alberto Suárez Díaz,2.5079873,-1.4909663,1.0,Ground Pass,61.2,38.5,38.0,Left Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb5f1368-aee3-4b52-a547-c0a5af5d89db,3228,2,00:32:14.072,77,14,42,Ball Receipt*,148,217,Barcelona,9,From Kick Off,217,Barcelona,,,e784daee-a8cd-4677-8179-c7f45e6fc97d,5246,Luis Alberto Suárez Díaz,23,Center Forward,61.2,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3347f08e-821e-4e90-9c73-304dd48cb331,3229,2,00:32:14.497,77,14,30,Pass,148,217,Barcelona,9,From Kick Off,217,Barcelona,1.9248,,c9b810db-c875-42df-8a0c-7c4febae5202,5246,Luis Alberto Suárez Díaz,23,Center Forward,60.5,37.1,5203.0,Sergio Busquets i Burgos,10.017983,3.0816646,1.0,Ground Pass,50.5,37.7,40.0,Right Foot,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9b810db-c875-42df-8a0c-7c4febae5202,3230,2,00:32:16.422,77,16,42,Ball Receipt*,148,217,Barcelona,9,From Kick Off,217,Barcelona,,,3347f08e-821e-4e90-9c73-304dd48cb331,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,50.5,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9b382c5-b95f-41a9-9ab2-707693dee60c,3231,2,00:32:17.308,77,17,17,Pressure,148,217,Barcelona,9,From Kick Off,219,RC Deportivo La Coruña,1.676605,,,5724,Fayçal Fajr,19,Center Attacking Midfield,55.1,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f97a7a9a-eefe-417d-9634-bde015310e70,3232,2,00:32:19.164,77,19,39,Dribbled Past,148,217,Barcelona,9,From Kick Off,219,RC Deportivo La Coruña,0.0,,4c693d1e-620d-4833-a3cf-42283d931249,5724,Fayçal Fajr,19,Center Attacking Midfield,60.2,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d748aded-f219-401c-abd3-71a313e8f5dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4c693d1e-620d-4833-a3cf-42283d931249,3233,2,00:32:19.164,77,19,14,Dribble,148,217,Barcelona,9,From Kick Off,217,Barcelona,0.0,,f97a7a9a-eefe-417d-9634-bde015310e70,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,60.8,54.2,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d748aded-f219-401c-abd3-71a313e8f5dd,3234,2,00:32:19.164,77,19,43,Carry,148,217,Barcelona,9,From Kick Off,217,Barcelona,4.6972,,4c693d1e-620d-4833-a3cf-42283d931249,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,60.8,54.2,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,d5a2ba7e-3bba-4e1e-8b90-dc658182100a,,,f3a16111-c071-46ef-81dd-7f55375d49f2,f97a7a9a-eefe-417d-9634-bde015310e70,56.5,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3a16111-c071-46ef-81dd-7f55375d49f2,3235,2,00:32:20.633,77,20,17,Pressure,148,217,Barcelona,9,From Kick Off,219,RC Deportivo La Coruña,2.411207,,d748aded-f219-401c-abd3-71a313e8f5dd,5724,Fayçal Fajr,19,Center Attacking Midfield,55.8,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5a2ba7e-3bba-4e1e-8b90-dc658182100a,3236,2,00:32:23.861,77,23,30,Pass,148,217,Barcelona,9,From Kick Off,217,Barcelona,1.573,,92b253c0-72c2-46fd-b0a7-670fb3b3197d,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,56.5,41.6,5213.0,Gerard Piqué Bernabéu,16.524527,1.8466022,1.0,Ground Pass,52.0,57.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
