id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,out,ball_receipt,counterpress,goalkeeper,off_camera,duel,interception,shot,clearance,foul_won,dribble,ball_recovery,foul_committed,substitution,block,pass,related_events,related_events_1,dribble_outcome_id,dribble_outcome_name,related_events_2,related_events_3,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,foul_committed_advantage,foul_won_advantage,pass_through_ball,pass_technique_id,pass_technique_name,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,clearance_right_foot,duel_outcome_id,duel_outcome_name,related_events_4,location,interception_outcome_id,interception_outcome_name,block_deflection
92b253c0-72c2-46fd-b0a7-670fb3b3197d,3237,2,00:32:25.434,77,25,42,Ball Receipt*,148,217,Barcelona,9,From Kick Off,217,Barcelona,,,d5a2ba7e-3bba-4e1e-8b90-dc658182100a,5213,Gerard Piqué Bernabéu,3,Right Center Back,52.0,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962409b8-65ad-4135-a7d7-1a4eaa51ab5c,3238,2,00:32:25.434,77,25,43,Carry,148,217,Barcelona,9,From Kick Off,217,Barcelona,1.6079,,92b253c0-72c2-46fd-b0a7-670fb3b3197d,5213,Gerard Piqué Bernabéu,3,Right Center Back,52.0,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a148da81-9cf7-4fe9-9d22-e7d55293d4d4,,,,,52.0,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a148da81-9cf7-4fe9-9d22-e7d55293d4d4,3239,2,00:32:27.042,77,27,30,Pass,148,217,Barcelona,9,From Kick Off,217,Barcelona,0.9109,,b68444fb-366c-4ff0-be85-b8feaf59f096,5213,Gerard Piqué Bernabéu,3,Right Center Back,52.0,57.5,5203.0,Sergio Busquets i Burgos,12.5032,-1.0427219,1.0,Ground Pass,58.3,46.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b68444fb-366c-4ff0-be85-b8feaf59f096,3240,2,00:32:27.953,77,27,42,Ball Receipt*,148,217,Barcelona,9,From Kick Off,217,Barcelona,,,a148da81-9cf7-4fe9-9d22-e7d55293d4d4,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,58.3,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac37ee0d-c5b2-4483-a034-836553a18160,3241,2,00:32:27.953,77,27,43,Carry,148,217,Barcelona,9,From Kick Off,217,Barcelona,1.447,,001e71fd-98cc-4853-a49b-4b97e4fee14e,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,58.3,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b68444fb-366c-4ff0-be85-b8feaf59f096,,,,,63.2,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001e71fd-98cc-4853-a49b-4b97e4fee14e,3242,2,00:32:29.400,77,29,30,Pass,148,217,Barcelona,9,From Kick Off,217,Barcelona,1.0728,,0237b98b-99f0-462b-9d1a-f7d8330e698d,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,63.2,47.1,5503.0,Lionel Andrés Messi Cuccittini,14.300349,0.290787,1.0,Ground Pass,76.9,51.2,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6081d36e-d74d-4b57-b6fe-0f8125668e26,3243,2,00:32:30.412,77,30,17,Pressure,148,217,Barcelona,9,From Kick Off,219,RC Deportivo La Coruña,0.462652,,0237b98b-99f0-462b-9d1a-f7d8330e698d,24234,Juan Domínguez Lamas,15,Left Center Midfield,41.9,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6fefe349-7982-4167-8ebb-2c47df56fd86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0237b98b-99f0-462b-9d1a-f7d8330e698d,3244,2,00:32:30.473,77,30,42,Ball Receipt*,148,217,Barcelona,9,From Kick Off,217,Barcelona,,,001e71fd-98cc-4853-a49b-4b97e4fee14e,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,76.9,51.2,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,6081d36e-d74d-4b57-b6fe-0f8125668e26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6fefe349-7982-4167-8ebb-2c47df56fd86,3245,2,00:32:30.473,77,30,30,Pass,148,217,Barcelona,9,From Kick Off,217,Barcelona,1.2295,,6081d36e-d74d-4b57-b6fe-0f8125668e26,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,76.9,51.2,5203.0,Sergio Busquets i Burgos,11.7046995,-2.5630684,1.0,Ground Pass,67.1,44.8,38.0,Left Foot,,,,True,,,,,,,,,,,,,,,,,,dca22456-26a5-49e0-8999-dfee77ee1ec7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dca22456-26a5-49e0-8999-dfee77ee1ec7,3246,2,00:32:31.702,77,31,42,Ball Receipt*,148,217,Barcelona,9,From Kick Off,217,Barcelona,,,6fefe349-7982-4167-8ebb-2c47df56fd86,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,67.1,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f946a0c-5991-44b7-bce9-26cd2a12bd86,3247,2,00:32:31.702,77,31,43,Carry,148,217,Barcelona,9,From Kick Off,217,Barcelona,1.3228,,5bf7c2a9-fbad-459f-a5e5-2f53cd9a359d,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,67.1,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dca22456-26a5-49e0-8999-dfee77ee1ec7,,,,,67.1,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5bf7c2a9-fbad-459f-a5e5-2f53cd9a359d,3248,2,00:32:33.025,77,33,30,Pass,148,217,Barcelona,9,From Kick Off,217,Barcelona,0.7502,,5baeb4d4-2b7d-4b5b-9997-31e0021cb5c2,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,67.1,44.8,5503.0,Lionel Andrés Messi Cuccittini,6.8154235,-1.1793911,1.0,Ground Pass,69.7,38.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5baeb4d4-2b7d-4b5b-9997-31e0021cb5c2,3249,2,00:32:33.775,77,33,42,Ball Receipt*,148,217,Barcelona,9,From Kick Off,217,Barcelona,,,5bf7c2a9-fbad-459f-a5e5-2f53cd9a359d,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,69.7,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246ef354-6530-43aa-80e7-78a36b232c29,3250,2,00:32:33.775,77,33,43,Carry,148,217,Barcelona,9,From Kick Off,217,Barcelona,2.8147,,5baeb4d4-2b7d-4b5b-9997-31e0021cb5c2,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,69.7,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63a2a84c-3534-41b7-ae1a-22ad7a5655b1,,,,,74.0,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63a2a84c-3534-41b7-ae1a-22ad7a5655b1,3251,2,00:32:36.590,77,36,30,Pass,148,217,Barcelona,9,From Kick Off,217,Barcelona,1.652931,,50a315c4-ab27-443b-82d4-0f240cd6ee1c,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,74.0,37.7,5216.0,Andrés Iniesta Luján,17.923449,-1.1695676,1.0,Ground Pass,81.0,21.2,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50a315c4-ab27-443b-82d4-0f240cd6ee1c,3252,2,00:32:38.243,77,38,42,Ball Receipt*,148,217,Barcelona,9,From Kick Off,217,Barcelona,,,63a2a84c-3534-41b7-ae1a-22ad7a5655b1,5216,Andrés Iniesta Luján,15,Left Center Midfield,81.0,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f4155950-948c-4407-9749-e801bc947b28,3253,2,00:32:38.243,77,38,43,Carry,148,217,Barcelona,9,From Kick Off,217,Barcelona,0.517969,,50a315c4-ab27-443b-82d4-0f240cd6ee1c,5216,Andrés Iniesta Luján,15,Left Center Midfield,81.0,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98b9d9c3-8d26-48fe-8481-8a8d9ebc1a18,,,,,81.4,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98b9d9c3-8d26-48fe-8481-8a8d9ebc1a18,3254,2,00:32:38.761,77,38,30,Pass,148,217,Barcelona,9,From Kick Off,217,Barcelona,1.291143,,75a799d0-f8bb-4d1f-a15f-85ad0ea37ead,5216,Andrés Iniesta Luján,15,Left Center Midfield,81.4,19.1,10609.0,Jérémy Mathieu,16.337687,-0.8807602,1.0,Ground Pass,91.8,6.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce3756d7-7ee4-46eb-a7c4-8e6411e69108,3255,2,00:32:39.948,77,39,17,Pressure,148,217,Barcelona,9,From Kick Off,219,RC Deportivo La Coruña,0.431393,,75a799d0-f8bb-4d1f-a15f-85ad0ea37ead,10852,Miguel Filipe Nunes Cardoso,13,Right Center Midfield,27.0,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3a2b66e-856a-49e2-9fc3-b859ded3dd49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
