id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,under_pressure,duel,carry,ball_receipt,interception,counterpress,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,dribble,clearance,out,miscontrol,foul_committed,foul_won,shot,ball_recovery,block,substitution,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,goalkeeper,pass_body_part_id,pass_body_part_name,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,dribble_outcome_id,dribble_outcome_name,related_events,ball_recovery_recovery_failure,pass_switch,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,pass_through_ball,pass_technique_id,pass_technique_name,duel_type_id,duel_type_name,pass_aerial_won,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,related_events_3,pass_cross,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,block_deflection,shot_end_location_2,shot_deflected
27027c22-315d-4194-80e4-11994449a4b4,2179,2,00:04:23.496,49,23,23,Goal Keeper,118,217,Barcelona,1,Regular Play,221,Levante UD,0.0,,eacfa3c3-6f4d-4930-bb36-35af1740cd6c,,6730,Rubén Iván Martínez Andrade,1,Goalkeeper,0.4,42.5,,,,,,,,45.0,Diving,43.0,Prone,26.0,Goal Conceded,55.0,No Touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad009bd1-c02f-42b6-92a3-37adba896f51,2183,2,00:05:30.648,50,30,30,Pass,120,217,Barcelona,4,From Throw In,217,Barcelona,1.432963,,bdc88cc3-e268-4cc2-a140-306f64f45228,True,22102,Adriano Correia Claro,6,Left Back,83.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,8.588365,1.0863184,2.0,Low Pass,87.3,7.7,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bdc88cc3-e268-4cc2-a140-306f64f45228,2184,2,00:05:32.081,50,32,42,Ball Receipt*,120,217,Barcelona,4,From Throw In,217,Barcelona,,,ad009bd1-c02f-42b6-92a3-37adba896f51,,4320,Neymar da Silva Santos Junior,21,Left Wing,87.3,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd8e187b-bbb8-41de-99ea-39e066ebff9a,2185,2,00:05:33.381,50,33,30,Pass,120,217,Barcelona,4,From Throw In,217,Barcelona,0.820744,,047d06f7-ca48-4dd2-8290-265506479f4d,,4320,Neymar da Silva Santos Junior,21,Left Wing,79.2,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,10.615084,0.82537687,1.0,Ground Pass,86.4,18.6,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
047d06f7-ca48-4dd2-8290-265506479f4d,2186,2,00:05:34.202,50,34,42,Ball Receipt*,120,217,Barcelona,4,From Throw In,217,Barcelona,,,dd8e187b-bbb8-41de-99ea-39e066ebff9a,,5203,Sergio Busquets i Burgos,11,Left Defensive Midfield,86.4,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406b674b-f67d-404e-b552-0fd620b323c8,2187,2,00:05:34.202,50,34,43,Carry,120,217,Barcelona,4,From Throw In,217,Barcelona,0.578886,,047d06f7-ca48-4dd2-8290-265506479f4d,,5203,Sergio Busquets i Burgos,11,Left Defensive Midfield,86.4,18.6,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3f0536a3-526b-4472-a919-7e2e2c3751dc,fd944f24-2283-406d-bec2-7dd8c8276807,86.2,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fd944f24-2283-406d-bec2-7dd8c8276807,2188,2,00:05:34.232,50,34,17,Pressure,120,217,Barcelona,4,From Throw In,221,Levante UD,0.324131,,406b674b-f67d-404e-b552-0fd620b323c8,,6684,Roger Martí Salvador,24,Left Center Forward,37.1,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8c7f9298-db85-4830-ac04-30cc0bb389e2,2189,2,00:05:34.780,50,34,39,Dribbled Past,120,217,Barcelona,4,From Throw In,221,Levante UD,0.0,,3f0536a3-526b-4472-a919-7e2e2c3751dc,,6684,Roger Martí Salvador,24,Left Center Forward,33.9,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6b3af2ae-fdfb-4a41-aa70-5ed585eba252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f0536a3-526b-4472-a919-7e2e2c3751dc,2190,2,00:05:34.780,50,34,14,Dribble,120,217,Barcelona,4,From Throw In,217,Barcelona,0.0,,8c7f9298-db85-4830-ac04-30cc0bb389e2,,5203,Sergio Busquets i Burgos,11,Left Defensive Midfield,86.2,17.2,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b3af2ae-fdfb-4a41-aa70-5ed585eba252,2191,2,00:05:34.780,50,34,43,Carry,120,217,Barcelona,4,From Throw In,217,Barcelona,0.718186,,3f0536a3-526b-4472-a919-7e2e2c3751dc,,5203,Sergio Busquets i Burgos,11,Left Defensive Midfield,86.2,17.2,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4eaaab50-da4a-46f8-baa5-32f061bb2e9b,8c7f9298-db85-4830-ac04-30cc0bb389e2,85.7,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
