id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,interception,counterpress,dribble,duel,clearance,foul_won,off_camera,out,foul_committed,ball_recovery,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,block,bad_behaviour,substitution,related_events,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,pass_type_id,pass_type_name,pass_no_touch,related_events_3,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_technique_id,pass_technique_name,pass_inswinging,pass_switch,pass_cross
3c14dad8-b5cb-4fc4-9c2a-e13859b113a0,3053,2,00:37:17.658,82,17,23,Goal Keeper,161,217,Barcelona,4,From Throw In,214,Espanyol,0.0,,546a8599-335b-4652-80f0-11b016f92960,6792,Pau López Sabata,1,Goalkeeper,2.3,38.2,,,,,,,,,,,,,,,,45.0,Diving,42.0,Moving,26.0,Goal Conceded,55.0,No Touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e12ef506-e49d-469d-bd71-844e89fef2ee,3103,2,00:39:23.653,84,23,2,Ball Recovery,164,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,57.9,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96cc751e-17b6-4e63-b2bb-9c52ecc3b11f,3104,2,00:39:23.653,84,23,43,Carry,164,217,Barcelona,1,Regular Play,217,Barcelona,0.933827,,2d9e8af9-1d43-48a4-898f-b5b4286b3b15,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,57.9,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e12ef506-e49d-469d-bd71-844e89fef2ee,57.6,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d9e8af9-1d43-48a4-898f-b5b4286b3b15,3105,2,00:39:24.587,84,24,30,Pass,164,217,Barcelona,1,Regular Play,217,Barcelona,2.1789,,368b96fd-817d-48cb-bb07-1d40e7e0c7ad,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,57.6,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,18.04799,2.399305,1.0,Ground Pass,44.3,38.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e029a329-665c-4b02-ac2c-e05b565cb71c,3106,2,00:39:26.339,84,26,17,Pressure,164,217,Barcelona,1,Regular Play,214,Espanyol,0.6288,,368b96fd-817d-48cb-bb07-1d40e7e0c7ad,6766,Gerard Moreno Balaguero,23,Center Forward,74.6,44.9,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,860cb379-438a-456a-aa66-1103d16a3bf2,,,,,,,,,,,,,8aa7cf9c-9a22-422a-be21-b1ec0490a9a5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368b96fd-817d-48cb-bb07-1d40e7e0c7ad,3107,2,00:39:26.766,84,26,42,Ball Receipt*,164,217,Barcelona,1,Regular Play,217,Barcelona,,,2d9e8af9-1d43-48a4-898f-b5b4286b3b15,5213,Gerard Piqué Bernabéu,3,Right Center Back,44.3,38.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,e029a329-665c-4b02-ac2c-e05b565cb71c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8aa7cf9c-9a22-422a-be21-b1ec0490a9a5,3108,2,00:39:26.766,84,26,43,Carry,164,217,Barcelona,1,Regular Play,217,Barcelona,0.12,,368b96fd-817d-48cb-bb07-1d40e7e0c7ad,5213,Gerard Piqué Bernabéu,3,Right Center Back,44.3,38.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,860cb379-438a-456a-aa66-1103d16a3bf2,43.9,39.1,,,,,,,,,,,e029a329-665c-4b02-ac2c-e05b565cb71c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860cb379-438a-456a-aa66-1103d16a3bf2,3109,2,00:39:26.886,84,26,30,Pass,164,217,Barcelona,1,Regular Play,217,Barcelona,2.2285,,64974777-f841-4cde-b20d-d2d5111f3135,5213,Gerard Piqué Bernabéu,3,Right Center Back,43.9,39.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,777d0663-bc32-4bd2-b110-8fd3962eb97b,,,5246.0,Luis Alberto Suárez Díaz,36.840332,0.7834788,3.0,High Pass,70.0,65.1,40.0,Right Foot,e029a329-665c-4b02-ac2c-e05b565cb71c,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777d0663-bc32-4bd2-b110-8fd3962eb97b,3110,2,00:39:29.114,84,29,42,Ball Receipt*,164,217,Barcelona,1,Regular Play,217,Barcelona,,,860cb379-438a-456a-aa66-1103d16a3bf2,5246,Luis Alberto Suárez Díaz,23,Center Forward,73.8,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64974777-f841-4cde-b20d-d2d5111f3135,3111,2,00:39:29.114,84,29,9,Clearance,164,217,Barcelona,1,Regular Play,214,Espanyol,0.0,,860cb379-438a-456a-aa66-1103d16a3bf2,27241,Víctor Guillermo Álvarez Delgado,6,Left Back,50.1,15.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Head,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
