id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,out,interception,counterpress,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,off_camera,block,duel,dribble,ball_recovery,clearance,foul_committed,foul_won,substitution,50_50,goalkeeper,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,related_events,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,pass_type_id,pass_type_name,related_events_2,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,dribble_outcome_id,dribble_outcome_name,pass_technique_id,pass_technique_name,pass_inswinging,clearance_head,related_events_3,foul_committed_card_id,foul_committed_card_name,pass_switch,pass_aerial_won,pass_through_ball,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate
1e8b0baf-f6db-4289-a9a3-9a3c023f5c56,1631,1,00:43:09.588,43,9,30,Pass,77,217,Barcelona,1,Regular Play,217,Barcelona,0.8082,,cf2b9bd7-2e52-4528-9534-dce5ef085a79,5216,Andrés Iniesta Luján,15,Left Center Midfield,96.7,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,14.534442,1.6396528,1.0,Ground Pass,95.7,34.6,40.0,Right Foot,,,,,,,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf2b9bd7-2e52-4528-9534-dce5ef085a79,1632,1,00:43:10.396,43,10,42,Ball Receipt*,77,217,Barcelona,1,Regular Play,217,Barcelona,,,1e8b0baf-f6db-4289-a9a3-9a3c023f5c56,5470,Ivan Rakitić,13,Right Center Midfield,95.7,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fdd7d802-8af5-455f-b0f8-ed23645232e6,1633,1,00:43:10.396,43,10,43,Carry,77,217,Barcelona,1,Regular Play,217,Barcelona,0.12,,7a4f1739-d74b-4f32-a7be-ee5a4ca85a7f,5470,Ivan Rakitić,13,Right Center Midfield,95.7,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf2b9bd7-2e52-4528-9534-dce5ef085a79,94.9,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a4f1739-d74b-4f32-a7be-ee5a4ca85a7f,1634,1,00:43:10.516,43,10,38,Miscontrol,77,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,5470,Ivan Rakitić,13,Right Center Midfield,94.9,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc62e43a-85bf-49fb-ad61-072d1d801301,1659,1,00:43:31.848,43,31,30,Pass,79,217,Barcelona,1,Regular Play,217,Barcelona,0.8502,,aaf31b1d-f865-4b12-9d75-92d18dde900f,4320,Neymar da Silva Santos Junior,21,Left Wing,78.0,5.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d65ebca9-fa7b-4abf-964b-53461d85123c,,,5203.0,Sergio Busquets i Burgos,7.7278714,1.7529646,1.0,Ground Pass,76.6,13.3,40.0,Right Foot,,,,,,,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaf31b1d-f865-4b12-9d75-92d18dde900f,1660,1,00:43:32.699,43,32,42,Ball Receipt*,79,217,Barcelona,1,Regular Play,217,Barcelona,,,fc62e43a-85bf-49fb-ad61-072d1d801301,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,76.6,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695dfb9b-78f5-446d-bb23-6b5b97c559fc,1661,1,00:43:32.699,43,32,43,Carry,79,217,Barcelona,1,Regular Play,217,Barcelona,0.08,,93327380-a53c-4548-8112-a2a496400acc,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,76.6,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aaf31b1d-f865-4b12-9d75-92d18dde900f,76.6,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93327380-a53c-4548-8112-a2a496400acc,1662,1,00:43:32.779,43,32,30,Pass,79,217,Barcelona,1,Regular Play,217,Barcelona,0.583841,,848a823d-6295-4676-8de2-1ca048426938,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,76.6,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,5.60803,-2.757775,1.0,Ground Pass,71.4,12.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848a823d-6295-4676-8de2-1ca048426938,1663,1,00:43:33.362,43,33,42,Ball Receipt*,79,217,Barcelona,1,Regular Play,217,Barcelona,,,93327380-a53c-4548-8112-a2a496400acc,4320,Neymar da Silva Santos Junior,21,Left Wing,71.4,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4278b352-1776-46dd-948b-b015bc57219b,1664,1,00:43:33.362,43,33,43,Carry,79,217,Barcelona,1,Regular Play,217,Barcelona,1.462359,,6608fe1a-373c-4434-b31b-6bc0463243ca,4320,Neymar da Silva Santos Junior,21,Left Wing,71.4,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848a823d-6295-4676-8de2-1ca048426938,70.6,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6608fe1a-373c-4434-b31b-6bc0463243ca,1665,1,00:43:34.825,43,34,30,Pass,79,217,Barcelona,1,Regular Play,217,Barcelona,0.4857,,1e812824-769b-4337-8e33-e48003282236,4320,Neymar da Silva Santos Junior,21,Left Wing,70.6,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54c581b4-f2f5-4503-bfba-94d5b713391c,,,5503.0,Lionel Andrés Messi Cuccittini,6.596969,0.24497867,1.0,Ground Pass,77.0,19.7,40.0,Right Foot,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54c581b4-f2f5-4503-bfba-94d5b713391c,1666,1,00:43:35.310,43,35,42,Ball Receipt*,79,217,Barcelona,1,Regular Play,217,Barcelona,,,6608fe1a-373c-4434-b31b-6bc0463243ca,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,91.7,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1e812824-769b-4337-8e33-e48003282236,1667,1,00:43:35.310,43,35,6,Block,79,217,Barcelona,1,Regular Play,210,Real Sociedad,0.0,,6608fe1a-373c-4434-b31b-6bc0463243ca,6899,Rubén Pardo Gutiérrez,13,Right Center Midfield,43.1,60.4,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3275391d-837c-464a-a6d5-d8ab09d21c9a,1715,1,00:44:22.461,44,22,2,Ball Recovery,82,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,165199ff-810a-43f7-a601-aa1505796b0d,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,4.4,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a511cce-ee85-46cb-be32-28ba11bd3d1c,1716,1,00:44:22.461,44,22,43,Carry,82,217,Barcelona,1,Regular Play,217,Barcelona,9.0458,,2ff0d77c-74ee-4717-ae73-7c928feba361,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,4.4,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3275391d-837c-464a-a6d5-d8ab09d21c9a,13.7,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ff0d77c-74ee-4717-ae73-7c928feba361,1717,1,00:44:31.507,44,31,30,Pass,82,217,Barcelona,1,Regular Play,217,Barcelona,1.302605,,4cd7c233-13a8-4569-aabd-4a441d0b8653,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,13.7,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,6.3631754,1.043853,1.0,Ground Pass,16.9,57.5,69.0,Keeper Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4cd7c233-13a8-4569-aabd-4a441d0b8653,1718,1,00:44:32.810,44,32,42,Ball Receipt*,82,217,Barcelona,1,Regular Play,217,Barcelona,,,2ff0d77c-74ee-4717-ae73-7c928feba361,5213,Gerard Piqué Bernabéu,3,Right Center Back,16.9,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a66723a-d9b5-44ea-889a-e2f722262f84,1719,1,00:44:32.810,44,32,43,Carry,82,217,Barcelona,1,Regular Play,217,Barcelona,4.972604,,3ade3c46-56ab-44dd-9531-d98280e97936,5213,Gerard Piqué Bernabéu,3,Right Center Back,16.9,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4cd7c233-13a8-4569-aabd-4a441d0b8653,28.1,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ade3c46-56ab-44dd-9531-d98280e97936,1720,1,00:44:37.782,44,37,30,Pass,82,217,Barcelona,1,Regular Play,217,Barcelona,1.935095,,f25b1c5d-3a47-4cc3-bd14-a2031f4023b1,5213,Gerard Piqué Bernabéu,3,Right Center Back,28.1,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4691.0,Claudio Andrés Bravo Muñoz,20.479502,-2.421844,1.0,Ground Pass,12.7,46.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f25b1c5d-3a47-4cc3-bd14-a2031f4023b1,1721,1,00:44:39.717,44,39,42,Ball Receipt*,82,217,Barcelona,1,Regular Play,217,Barcelona,,,3ade3c46-56ab-44dd-9531-d98280e97936,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,12.7,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
