id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,duel,ball_receipt,counterpress,dribble,off_camera,interception,shot,goalkeeper,out,clearance,foul_committed,50_50,foul_won,ball_recovery,bad_behaviour,substitution,half_end,pass,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_technique_id,pass_technique_name,pass_through_ball,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_inswinging,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_aerial_won,related_events,dribble_overrun,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,clearance_right_foot,dribble_no_touch,foul_committed_card_id,foul_committed_card_name,related_events_3,pass_cross,shot_end_location_2,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,shot_freeze_frame_17_location_0,shot_freeze_frame_17_location_1,shot_freeze_frame_17_player_id,shot_freeze_frame_17_player_name,shot_freeze_frame_17_position_id,shot_freeze_frame_17_position_name,shot_freeze_frame_17_teammate,shot_one_on_one,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_outcome_id,goalkeeper_outcome_name,foul_won_defensive,location,bad_behaviour_card_id,bad_behaviour_card_name,dribble_nutmeg,ball_recovery_recovery_failure,interception_outcome_id,interception_outcome_name
1ab5c438-db5f-491d-82f1-af79f32d62ad,1356,1,00:32:15.464,32,15,42,Ball Receipt*,66,217,Barcelona,7,From Goal Kick,217,Barcelona,,,5455e33d-b60a-4076-8b9b-ab4e24c2c5dd,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,78.0,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1de87b27-6993-4dc3-876e-968c7d31f0ac,1357,1,00:32:15.464,32,15,43,Carry,66,217,Barcelona,7,From Goal Kick,217,Barcelona,0.040048,,076d5b05-082c-43bf-ba18-0eacb7e5723c,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,78.0,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ab5c438-db5f-491d-82f1-af79f32d62ad,78.2,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
076d5b05-082c-43bf-ba18-0eacb7e5723c,1358,1,00:32:15.504,32,15,30,Pass,66,217,Barcelona,7,From Goal Kick,217,Barcelona,0.784296,,c68c9802-e11c-47c1-89d3-717589c9756e,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,78.2,52.2,5470.0,Ivan Rakitić,7.7620873,2.4748998,1.0,Ground Pass,72.1,57.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c68c9802-e11c-47c1-89d3-717589c9756e,1359,1,00:32:16.288,32,16,42,Ball Receipt*,66,217,Barcelona,7,From Goal Kick,217,Barcelona,,,076d5b05-082c-43bf-ba18-0eacb7e5723c,5470,Ivan Rakitić,13,Right Center Midfield,72.1,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0586c572-d75e-419a-97bd-0db74f394f36,1360,1,00:32:16.288,32,16,43,Carry,66,217,Barcelona,7,From Goal Kick,217,Barcelona,0.319204,,44e98a9f-ea0d-4931-aa0a-49d2d7f99f7f,5470,Ivan Rakitić,13,Right Center Midfield,72.1,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c68c9802-e11c-47c1-89d3-717589c9756e,71.8,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44e98a9f-ea0d-4931-aa0a-49d2d7f99f7f,1361,1,00:32:16.607,32,16,30,Pass,66,217,Barcelona,7,From Goal Kick,217,Barcelona,1.594657,,84ffd0a3-0594-499e-a669-c1da70aebb87,5470,Ivan Rakitić,13,Right Center Midfield,71.8,56.5,5213.0,Gerard Piqué Bernabéu,11.458621,-2.580218,1.0,Ground Pass,62.1,50.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84ffd0a3-0594-499e-a669-c1da70aebb87,1362,1,00:32:18.202,32,18,42,Ball Receipt*,66,217,Barcelona,7,From Goal Kick,217,Barcelona,,,44e98a9f-ea0d-4931-aa0a-49d2d7f99f7f,5213,Gerard Piqué Bernabéu,3,Right Center Back,62.1,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b13a3d5-5d44-4e6d-b40f-ab3d455b7acd,1363,1,00:32:18.202,32,18,43,Carry,66,217,Barcelona,7,From Goal Kick,217,Barcelona,0.261843,,77c042c1-305c-4c92-86a9-9226b0061df9,5213,Gerard Piqué Bernabéu,3,Right Center Back,62.1,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84ffd0a3-0594-499e-a669-c1da70aebb87,60.8,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77c042c1-305c-4c92-86a9-9226b0061df9,1364,1,00:32:18.464,32,18,30,Pass,66,217,Barcelona,7,From Goal Kick,217,Barcelona,1.514234,,9d1c7cf9-8750-4d61-a0b4-f7648445273c,5213,Gerard Piqué Bernabéu,3,Right Center Back,60.8,51.8,5506.0,Javier Alejandro Mascherano,19.112823,-1.5341635,1.0,Ground Pass,61.5,32.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9d1c7cf9-8750-4d61-a0b4-f7648445273c,1365,1,00:32:19.978,32,19,42,Ball Receipt*,66,217,Barcelona,7,From Goal Kick,217,Barcelona,,,77c042c1-305c-4c92-86a9-9226b0061df9,5506,Javier Alejandro Mascherano,5,Left Center Back,61.5,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b820a9e7-88e8-47b6-84fc-eda34ba05884,1366,1,00:32:19.978,32,19,43,Carry,66,217,Barcelona,7,From Goal Kick,217,Barcelona,0.800266,,0a4ab18c-014b-4eb5-829b-305a53640cd5,5506,Javier Alejandro Mascherano,5,Left Center Back,61.5,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9d1c7cf9-8750-4d61-a0b4-f7648445273c,61.9,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0a4ab18c-014b-4eb5-829b-305a53640cd5,1367,1,00:32:20.778,32,20,30,Pass,66,217,Barcelona,7,From Goal Kick,217,Barcelona,1.008179,,a68d3128-0c28-4b32-bb0e-a7b8c5e267e6,5506,Javier Alejandro Mascherano,5,Left Center Back,61.9,32.3,5203.0,Sergio Busquets i Burgos,15.079124,0.43101823,1.0,Ground Pass,75.6,38.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba61f743-f800-4358-9b15-0da23b8ad207,1368,1,00:32:21.303,32,21,17,Pressure,66,217,Barcelona,7,From Goal Kick,207,Valencia,1.456586,,0b6f611c-594d-4fc9-bcae-426ff501606e,5741,Enzo Nicolás Pérez,15,Left Center Midfield,41.0,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7834c733-cb75-4831-9c0b-213183da562f,,,a68d3128-0c28-4b32-bb0e-a7b8c5e267e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a68d3128-0c28-4b32-bb0e-a7b8c5e267e6,1369,1,00:32:21.787,32,21,42,Ball Receipt*,66,217,Barcelona,7,From Goal Kick,217,Barcelona,,,0a4ab18c-014b-4eb5-829b-305a53640cd5,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,75.6,38.6,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,ba61f743-f800-4358-9b15-0da23b8ad207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b6f611c-594d-4fc9-bcae-426ff501606e,1370,1,00:32:21.787,32,21,43,Carry,66,217,Barcelona,7,From Goal Kick,217,Barcelona,0.264321,,7834c733-cb75-4831-9c0b-213183da562f,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,75.6,38.6,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,a68d3128-0c28-4b32-bb0e-a7b8c5e267e6,76.2,35.2,ba61f743-f800-4358-9b15-0da23b8ad207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7834c733-cb75-4831-9c0b-213183da562f,1371,1,00:32:22.051,32,22,30,Pass,66,217,Barcelona,7,From Goal Kick,217,Barcelona,0.911622,,20f27349-b775-48ff-94b6-ba76a0e36277,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,76.2,35.2,5216.0,Andrés Iniesta Luján,13.322537,-0.9077782,1.0,Ground Pass,84.4,24.7,38.0,Left Foot,,,,True,,,,,,,,,,,,,,,,,,,ba61f743-f800-4358-9b15-0da23b8ad207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20f27349-b775-48ff-94b6-ba76a0e36277,1372,1,00:32:22.963,32,22,42,Ball Receipt*,66,217,Barcelona,7,From Goal Kick,217,Barcelona,,,7834c733-cb75-4831-9c0b-213183da562f,5216,Andrés Iniesta Luján,15,Left Center Midfield,84.4,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71bb15ad-5470-4b3a-b80c-d8306ed8eac8,1373,1,00:32:22.963,32,22,43,Carry,66,217,Barcelona,7,From Goal Kick,217,Barcelona,6.668378,,20f27349-b775-48ff-94b6-ba76a0e36277,5216,Andrés Iniesta Luján,15,Left Center Midfield,84.4,24.7,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,2a46ac65-f0e0-49cc-889f-a797e39c3ae6,91.9,20.5,68e3e75b-730f-4ee8-85e5-fcc47ca3a6a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68e3e75b-730f-4ee8-85e5-fcc47ca3a6a8,1374,1,00:32:23.375,32,23,17,Pressure,66,217,Barcelona,7,From Goal Kick,207,Valencia,2.797906,,71bb15ad-5470-4b3a-b80c-d8306ed8eac8,3638,Shkodran Mustafi,3,Right Center Back,37.8,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a46ac65-f0e0-49cc-889f-a797e39c3ae6,1375,1,00:32:29.631,32,29,30,Pass,66,217,Barcelona,7,From Goal Kick,217,Barcelona,2.198518,,8dbe0fb4-11b2-470a-8e38-c7b2fe894b9d,5216,Andrés Iniesta Luján,15,Left Center Midfield,91.9,20.5,5211.0,Jordi Alba Ramos,23.008259,-0.6930688,1.0,Ground Pass,109.6,5.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8dbe0fb4-11b2-470a-8e38-c7b2fe894b9d,1376,1,00:32:31.829,32,31,42,Ball Receipt*,66,217,Barcelona,7,From Goal Kick,217,Barcelona,,,2a46ac65-f0e0-49cc-889f-a797e39c3ae6,5211,Jordi Alba Ramos,6,Left Back,109.6,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1e77108b-c7be-4285-a9da-f728c1bccf99,1377,1,00:32:31.829,32,31,43,Carry,66,217,Barcelona,7,From Goal Kick,217,Barcelona,3.713682,,167be93a-eb52-482d-bd2d-7e920192a460,5211,Jordi Alba Ramos,6,Left Back,109.6,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8dbe0fb4-11b2-470a-8e38-c7b2fe894b9d,111.5,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167be93a-eb52-482d-bd2d-7e920192a460,1378,1,00:32:35.543,32,35,30,Pass,66,217,Barcelona,7,From Goal Kick,217,Barcelona,0.7751,,a542ab80-7cc6-44cf-82db-182d0f4193e4,5211,Jordi Alba Ramos,6,Left Back,111.5,6.7,5246.0,Luis Alberto Suárez Díaz,21.808256,1.5432804,1.0,Ground Pass,112.1,28.5,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,ad3862d2-e3fb-48ed-9cd7-c6afb5ba3ee5,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad3862d2-e3fb-48ed-9cd7-c6afb5ba3ee5,1379,1,00:32:36.318,32,36,42,Ball Receipt*,66,217,Barcelona,7,From Goal Kick,217,Barcelona,,,167be93a-eb52-482d-bd2d-7e920192a460,5246,Luis Alberto Suárez Díaz,23,Center Forward,108.5,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a542ab80-7cc6-44cf-82db-182d0f4193e4,1380,1,00:32:36.318,32,36,2,Ball Recovery,66,217,Barcelona,7,From Goal Kick,207,Valencia,0.0,,167be93a-eb52-482d-bd2d-7e920192a460,6751,Javier Fuego Martínez,10,Center Defensive Midfield,8.0,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1c049bb2-60b6-4ac1-86dd-006a870dc580,1381,1,00:32:36.318,32,36,43,Carry,66,217,Barcelona,7,From Goal Kick,207,Valencia,1.5091,,2bfe6355-5dab-47f4-b9e0-8a0e9e9a1d9f,6751,Javier Fuego Martínez,10,Center Defensive Midfield,8.0,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a542ab80-7cc6-44cf-82db-182d0f4193e4,8.0,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2bfe6355-5dab-47f4-b9e0-8a0e9e9a1d9f,1382,1,00:32:37.827,32,37,30,Pass,66,217,Barcelona,7,From Goal Kick,207,Valencia,1.3581,,90b3b7b5-a82e-492e-9128-88da5b134a11,6751,Javier Fuego Martínez,10,Center Defensive Midfield,8.0,57.7,5718.0,Rodrigo Moreno Machado,27.083574,0.65974784,1.0,Ground Pass,29.4,74.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
