id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,under_pressure,counterpress,duel,foul_won,interception,clearance,dribble,foul_committed,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,out,miscontrol,ball_recovery,block,bad_behaviour,injury_stoppage,substitution,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,foul_committed_type_id,foul_committed_type_name,foul_committed_offensive,related_events,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_switch,pass_assisted_shot_id,pass_shot_assist,pass_no_touch,shot_one_on_one,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_outcome_id,shot_outcome_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,related_events_3,foul_committed_advantage,foul_won_advantage,related_events_4,dribble_outcome_id,dribble_outcome_name,interception_outcome_id,interception_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,foul_committed_penalty,foul_committed_card_id,foul_committed_card_name,foul_won_penalty
b0f91ddd-e3cd-4650-94ed-6abe6397318e,2596,2,00:23:13.530,68,13,30,Pass,151,217,Barcelona,1,Regular Play,217,Barcelona,1.135166,,63972dd8-3a4f-400b-9234-df8f96ee8bc8,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,77.3,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,6.780118,-2.220197,1.0,Ground Pass,73.2,39.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63972dd8-3a4f-400b-9234-df8f96ee8bc8,2597,2,00:23:14.665,68,14,42,Ball Receipt*,151,217,Barcelona,1,Regular Play,217,Barcelona,,,b0f91ddd-e3cd-4650-94ed-6abe6397318e,,5216,Andrés Iniesta Luján,15,Left Center Midfield,73.2,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f42cd832-e82a-47f4-8ce5-f3e9d0c51853,2598,2,00:23:14.665,68,14,43,Carry,151,217,Barcelona,1,Regular Play,217,Barcelona,3.799583,,55b9183e-0a2d-4c92-9359-e6e26dcbe5eb,,5216,Andrés Iniesta Luján,15,Left Center Midfield,73.2,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63972dd8-3a4f-400b-9234-df8f96ee8bc8,85.2,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55b9183e-0a2d-4c92-9359-e6e26dcbe5eb,2599,2,00:23:18.465,68,18,30,Pass,151,217,Barcelona,1,Regular Play,217,Barcelona,1.348156,,23ab21d9-554b-4bbe-9262-0804cbcda183,,5216,Andrés Iniesta Luján,15,Left Center Midfield,85.2,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,18.855768,-1.1617262,1.0,Ground Pass,92.7,7.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23ab21d9-554b-4bbe-9262-0804cbcda183,2600,2,00:23:19.813,68,19,42,Ball Receipt*,151,217,Barcelona,1,Regular Play,217,Barcelona,,,55b9183e-0a2d-4c92-9359-e6e26dcbe5eb,,4320,Neymar da Silva Santos Junior,21,Left Wing,92.7,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3dbfd960-6d1e-4afe-a3ef-30a291a6de95,2601,2,00:23:19.813,68,19,43,Carry,151,217,Barcelona,1,Regular Play,217,Barcelona,1.330468,,23ab21d9-554b-4bbe-9262-0804cbcda183,,4320,Neymar da Silva Santos Junior,21,Left Wing,92.7,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ece4455e-c11e-4ddb-b332-29f4ec12361b,92.7,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ece4455e-c11e-4ddb-b332-29f4ec12361b,2602,2,00:23:21.144,68,21,30,Pass,151,217,Barcelona,1,Regular Play,217,Barcelona,0.868514,,320839a5-5b96-40d0-9fea-a7f6702f11e3,,4320,Neymar da Silva Santos Junior,21,Left Wing,92.7,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,10.113358,2.7133286,1.0,Ground Pass,83.5,12.1,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320839a5-5b96-40d0-9fea-a7f6702f11e3,2603,2,00:23:22.012,68,22,42,Ball Receipt*,151,217,Barcelona,1,Regular Play,217,Barcelona,,,ece4455e-c11e-4ddb-b332-29f4ec12361b,,5211,Jordi Alba Ramos,6,Left Back,83.5,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c17b00c-eabf-453b-97c2-103ada74b1f1,2604,2,00:23:22.012,68,22,43,Carry,151,217,Barcelona,1,Regular Play,217,Barcelona,0.332136,,320839a5-5b96-40d0-9fea-a7f6702f11e3,,5211,Jordi Alba Ramos,6,Left Back,83.5,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e7bee285-ff08-4ef2-8404-15a67b54d4ab,84.3,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7bee285-ff08-4ef2-8404-15a67b54d4ab,2605,2,00:23:22.344,68,22,30,Pass,151,217,Barcelona,1,Regular Play,217,Barcelona,0.875856,,169a3b93-247e-4783-95e0-011edf2b3a58,,5211,Jordi Alba Ramos,6,Left Back,84.3,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,7.543209,1.825421,1.0,Ground Pass,82.4,18.6,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169a3b93-247e-4783-95e0-011edf2b3a58,2606,2,00:23:23.220,68,23,42,Ball Receipt*,151,217,Barcelona,1,Regular Play,217,Barcelona,,,e7bee285-ff08-4ef2-8404-15a67b54d4ab,,5216,Andrés Iniesta Luján,15,Left Center Midfield,82.4,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7046396-8561-4c25-96b0-342926dcda9c,2607,2,00:23:23.220,68,23,43,Carry,151,217,Barcelona,1,Regular Play,217,Barcelona,1.060746,,169a3b93-247e-4783-95e0-011edf2b3a58,,5216,Andrés Iniesta Luján,15,Left Center Midfield,82.4,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d58ac894-6ed6-497c-93d0-6ebb519c950f,80.3,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d58ac894-6ed6-497c-93d0-6ebb519c950f,2608,2,00:23:24.281,68,24,30,Pass,151,217,Barcelona,1,Regular Play,217,Barcelona,0.406618,,8670244e-72f8-4c09-b407-043446cd260b,,5216,Andrés Iniesta Luján,15,Left Center Midfield,80.3,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,4.2755117,-0.1882215,1.0,Ground Pass,84.5,17.3,40.0,Right Foot,,,,ff3e4fcd-a6b8-4014-acef-27cebfefa44d,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ff3e4fcd-a6b8-4014-acef-27cebfefa44d,2609,2,00:23:24.687,68,24,42,Ball Receipt*,151,217,Barcelona,1,Regular Play,217,Barcelona,,,d58ac894-6ed6-497c-93d0-6ebb519c950f,,4320,Neymar da Silva Santos Junior,21,Left Wing,88.8,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8670244e-72f8-4c09-b407-043446cd260b,2610,2,00:23:24.687,68,24,10,Interception,151,217,Barcelona,1,Regular Play,222,Villarreal,0.0,,d58ac894-6ed6-497c-93d0-6ebb519c950f,,6829,Samuel Castillejo Azuaga,12,Right Midfield,35.6,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,Lost In Play,,,,,,,,,,,
52b947d9-c28e-4603-8017-0813c6c29bbd,2611,2,00:23:25.054,68,25,6,Block,151,217,Barcelona,1,Regular Play,222,Villarreal,0.0,,,,6829,Samuel Castillejo Azuaga,12,Right Midfield,34.7,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8f95278-b3d1-4952-a0b0-50b48228d583,2612,2,00:23:25.342,68,25,2,Ball Recovery,151,217,Barcelona,1,Regular Play,222,Villarreal,0.0,,,,6829,Samuel Castillejo Azuaga,12,Right Midfield,37.9,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a88c8fd0-fbdc-43ac-83fb-1a9422208663,2613,2,00:23:25.342,68,25,43,Carry,151,217,Barcelona,1,Regular Play,222,Villarreal,2.211232,,58684915-f4c8-403f-ae3c-ca518b8ee359,,6829,Samuel Castillejo Azuaga,12,Right Midfield,37.9,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e8f95278-b3d1-4952-a0b0-50b48228d583,51.6,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58684915-f4c8-403f-ae3c-ca518b8ee359,2614,2,00:23:27.553,68,27,30,Pass,151,217,Barcelona,1,Regular Play,222,Villarreal,1.052951,,753545e8-dea8-4460-9382-2156fb952ec9,,6829,Samuel Castillejo Azuaga,12,Right Midfield,51.6,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,26009.0,Roberto Soldado Rillo,14.150971,0.5585993,1.0,Ground Pass,63.6,71.4,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753545e8-dea8-4460-9382-2156fb952ec9,2615,2,00:23:28.606,68,28,42,Ball Receipt*,151,217,Barcelona,1,Regular Play,222,Villarreal,,,58684915-f4c8-403f-ae3c-ca518b8ee359,,26009,Roberto Soldado Rillo,23,Center Forward,63.6,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bcfd4623-4b93-4891-b55f-240ca7130449,2616,2,00:23:28.606,68,28,43,Carry,151,217,Barcelona,1,Regular Play,222,Villarreal,5.362028,,1986e2e3-7977-4bba-b4e5-f8a5bc12f224,,26009,Roberto Soldado Rillo,23,Center Forward,63.6,71.4,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753545e8-dea8-4460-9382-2156fb952ec9,83.1,70.9,e7e1542a-7830-46e6-93b1-a49eab676f51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7e1542a-7830-46e6-93b1-a49eab676f51,2617,2,00:23:32.975,68,32,17,Pressure,151,217,Barcelona,1,Regular Play,217,Barcelona,0.99331,,bcfd4623-4b93-4891-b55f-240ca7130449,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,44.1,8.9,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986e2e3-7977-4bba-b4e5-f8a5bc12f224,2618,2,00:23:33.968,68,33,14,Dribble,151,217,Barcelona,1,Regular Play,222,Villarreal,0.0,,3aa59925-410c-4e0a-be27-326a9b3c2387,,26009,Roberto Soldado Rillo,23,Center Forward,83.1,70.9,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,
3aa59925-410c-4e0a-be27-326a9b3c2387,2619,2,00:23:33.968,68,33,4,Duel,151,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,1986e2e3-7977-4bba-b4e5-f8a5bc12f224,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,37.0,9.2,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,Success In Play,11.0,Tackle,,,,
611a3f83-4947-4739-850d-cc02eb04dc6f,2620,2,00:23:35.090,68,35,2,Ball Recovery,151,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,,5211,Jordi Alba Ramos,6,Left Back,37.0,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93761a6e-a0e5-4766-8e8c-cec6f7c06413,2621,2,00:23:35.090,68,35,43,Carry,151,217,Barcelona,1,Regular Play,217,Barcelona,1.037645,,4dd7611c-d3bb-4de5-b648-0db94a606a24,,5211,Jordi Alba Ramos,6,Left Back,37.0,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611a3f83-4947-4739-850d-cc02eb04dc6f,40.0,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4dd7611c-d3bb-4de5-b648-0db94a606a24,2622,2,00:23:36.127,68,36,30,Pass,151,217,Barcelona,1,Regular Play,217,Barcelona,0.797261,,b673a0ac-aee4-444e-ba62-d9ac870876e9,,5211,Jordi Alba Ramos,6,Left Back,40.0,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,9.946356,1.3477653,1.0,Ground Pass,42.2,18.6,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b673a0ac-aee4-444e-ba62-d9ac870876e9,2623,2,00:23:36.925,68,36,42,Ball Receipt*,151,217,Barcelona,1,Regular Play,217,Barcelona,,,4dd7611c-d3bb-4de5-b648-0db94a606a24,,5216,Andrés Iniesta Luján,15,Left Center Midfield,42.2,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67e7185f-01a1-4812-a027-28012f6b223a,2624,2,00:23:36.925,68,36,43,Carry,151,217,Barcelona,1,Regular Play,217,Barcelona,1.469178,,732bf966-469f-4ee2-aafa-5755c9faba13,,5216,Andrés Iniesta Luján,15,Left Center Midfield,42.2,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b673a0ac-aee4-444e-ba62-d9ac870876e9,41.8,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732bf966-469f-4ee2-aafa-5755c9faba13,2625,2,00:23:38.394,68,38,30,Pass,151,217,Barcelona,1,Regular Play,217,Barcelona,2.512041,,65d29dc0-5562-4608-a755-bb9c3b3fd60d,,5216,Andrés Iniesta Luján,15,Left Center Midfield,41.8,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,6379.0,Sergi Roberto Carnicer,42.590725,1.0114504,1.0,Ground Pass,64.4,56.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65d29dc0-5562-4608-a755-bb9c3b3fd60d,2626,2,00:23:40.906,68,40,42,Ball Receipt*,151,217,Barcelona,1,Regular Play,217,Barcelona,,,732bf966-469f-4ee2-aafa-5755c9faba13,,6379,Sergi Roberto Carnicer,13,Right Center Midfield,64.4,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38bda9e8-b350-45b9-91ec-561a2a0d5828,2627,2,00:23:40.906,68,40,43,Carry,151,217,Barcelona,1,Regular Play,217,Barcelona,2.441954,,2f09ddbd-8442-466a-8fcc-f534e4bf87f4,,6379,Sergi Roberto Carnicer,13,Right Center Midfield,64.4,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65d29dc0-5562-4608-a755-bb9c3b3fd60d,91.8,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f09ddbd-8442-466a-8fcc-f534e4bf87f4,2628,2,00:23:43.348,68,43,30,Pass,151,217,Barcelona,1,Regular Play,217,Barcelona,1.417515,,ebc286a3-a564-4234-8ffc-7df91a3bf772,,6379,Sergi Roberto Carnicer,13,Right Center Midfield,91.8,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,6616.0,Munir El Haddadi Mohamed,14.673104,0.32606086,1.0,Ground Pass,105.7,59.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca9a60c1-1d8c-4fec-91a8-84520c3fe380,2629,2,00:23:44.479,68,44,17,Pressure,151,217,Barcelona,1,Regular Play,222,Villarreal,0.606371,,44fa1656-6e00-44bd-b256-39d2740bffb8,,6828,Jaume Vicent Costa Jordá,6,Left Back,14.4,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e417100-8f49-429a-9497-89f6c87d00c0,,,ebc286a3-a564-4234-8ffc-7df91a3bf772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ebc286a3-a564-4234-8ffc-7df91a3bf772,2630,2,00:23:44.765,68,44,42,Ball Receipt*,151,217,Barcelona,1,Regular Play,217,Barcelona,,,2f09ddbd-8442-466a-8fcc-f534e4bf87f4,,6616,Munir El Haddadi Mohamed,17,Right Wing,105.7,59.6,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca9a60c1-1d8c-4fec-91a8-84520c3fe380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
