id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,out,counterpress,duel,ball_receipt,block,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,dribble,clearance,shot,interception,foul_won,off_camera,ball_recovery,foul_committed,50_50,substitution,bad_behaviour,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,goalkeeper,related_events,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,foul_committed_advantage,foul_won_advantage,related_events_3,related_events_4,related_events_5,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,dribble_outcome_id,dribble_outcome_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,pass_type_id,pass_type_name,pass_through_ball,pass_technique_id,pass_technique_name,clearance_other,clearance_body_part_id,clearance_body_part_name,foul_committed_type_id,foul_committed_type_name,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,goalkeeper_body_part_id,goalkeeper_body_part_name,dribble_overrun,pass_switch,pass_cross,clearance_head,pass_aerial_won,clearance_left_foot,clearance_right_foot,pass_assisted_shot_id,pass_goal_assist,shot_key_pass_id
3b19dcc1-3357-46a5-9058-efa0566e1341,663,1,00:21:05.578,21,5,23,Goal Keeper,38,217,Barcelona,1,Regular Play,1049,Granada,0.0,,40752aad-5e83-4959-a019-e3d519d3ae10,8697,Andrés Eduardo Fernández Moreno,1,Goalkeeper,2.3,46.0,,,,,,,,,42.0,Moving,26.0,Goal Conceded,55.0,No Touch,46.0,Standing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317bb932-d037-410f-ae69-45f95099b1ba,701,1,00:22:34.731,22,34,4,Duel,40,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,d001bdfc-ff15-4416-bbba-3291a80ca4cb,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,42.3,21.8,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4c89a2ee-b83b-4836-a39d-66fc0de2a66b,702,1,00:22:35.384,22,35,2,Ball Recovery,40,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,5216,Andrés Iniesta Luján,15,Left Center Midfield,43.8,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b1e89de-ee68-4af8-98ba-e7870027309e,703,1,00:22:35.384,22,35,43,Carry,40,217,Barcelona,1,Regular Play,217,Barcelona,2.915647,,0d47d525-65e3-4fc4-8fa3-c01b308cda05,5216,Andrés Iniesta Luján,15,Left Center Midfield,43.8,17.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4c89a2ee-b83b-4836-a39d-66fc0de2a66b,9c26139b-629b-4f9d-b869-e64894d2ba47,48.2,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c26139b-629b-4f9d-b869-e64894d2ba47,704,1,00:22:36.279,22,36,17,Pressure,40,217,Barcelona,1,Regular Play,1049,Granada,1.7497,,9b1e89de-ee68-4af8-98ba-e7870027309e,6680,Rubén Rochina Naixes,17,Right Wing,77.1,61.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ec460488-e899-4bd3-b863-12683aca9348,705,1,00:22:38.300,22,38,22,Foul Committed,40,217,Barcelona,1,Regular Play,1049,Granada,0.0,,0986c3f8-647f-4ce7-920d-74fb26a3a056,6680,Rubén Rochina Naixes,17,Right Wing,71.9,60.9,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0d47d525-65e3-4fc4-8fa3-c01b308cda05,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d47d525-65e3-4fc4-8fa3-c01b308cda05,706,1,00:22:38.300,22,38,21,Foul Won,40,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,ec460488-e899-4bd3-b863-12683aca9348,5216,Andrés Iniesta Luján,15,Left Center Midfield,48.2,19.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0986c3f8-647f-4ce7-920d-74fb26a3a056,707,1,00:22:38.300,22,38,43,Carry,40,217,Barcelona,1,Regular Play,217,Barcelona,0.971908,,0d47d525-65e3-4fc4-8fa3-c01b308cda05,5216,Andrés Iniesta Luján,15,Left Center Midfield,48.2,19.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b868706-70b4-4400-974e-d2052f32787a,ec460488-e899-4bd3-b863-12683aca9348,51.4,31.1,,,f984eb6c-3fe1-495f-8f71-abdf987193c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b868706-70b4-4400-974e-d2052f32787a,708,1,00:22:39.223,22,39,17,Pressure,40,217,Barcelona,1,Regular Play,1049,Granada,1.2311,,013c22b0-fc5a-4c45-84df-d6a8edd9b053,3292,Abdoulaye Doucouré,9,Right Defensive Midfield,71.8,57.3,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0986c3f8-647f-4ce7-920d-74fb26a3a056,9fdce2d7-1ad5-48c2-9490-a54d4fd03b5d,,,,,e8a33b2a-fcf6-41e3-81d5-cb41ccc41c2c,edc2e3cc-a991-4236-8946-f836c4755f27,f984eb6c-3fe1-495f-8f71-abdf987193c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f984eb6c-3fe1-495f-8f71-abdf987193c1,709,1,00:22:39.272,22,39,30,Pass,40,217,Barcelona,1,Regular Play,217,Barcelona,0.629725,,3b868706-70b4-4400-974e-d2052f32787a,5216,Andrés Iniesta Luján,15,Left Center Midfield,51.4,31.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e8a33b2a-fcf6-41e3-81d5-cb41ccc41c2c,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,11.515641,1.1693252,1.0,Ground Pass,55.9,41.7,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
