id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,out,ball_receipt,off_camera,duel,clearance,counterpress,dribble,foul_committed,foul_won,interception,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,block,ball_recovery,substitution,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,goalkeeper,related_events_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_type_id,pass_type_name,carry_end_location_0,carry_end_location_1,pass_no_touch,dribble_outcome_id,dribble_outcome_name,related_events_2,related_events_3,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,related_events,clearance_head,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,player,position,location
9d30428e-485a-4341-8ee2-d585580618e7,3071,2,00:40:16.463,85,16,23,Goal Keeper,172,217,Barcelona,4,From Throw In,360,Rayo Vallecano,0.0,,e9cffa15-0a6e-411a-9707-40b59ef512cf,24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,2.0,41.0,,,,,,,,,,,,,,,45.0,Diving,42.0,Moving,35.0,Both Hands,26.0,Goal Conceded,58.0,Touched In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb172185-2e48-4f2a-a98b-46e01d1a350f,3097,2,00:42:18.837,87,18,30,Pass,175,217,Barcelona,8,From Keeper,217,Barcelona,2.737,,a0f9dae7-5fd8-486a-ac3e-0f8b9a9859d6,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,5.8,36.3,,,,,,True,,,,,,,,,,,,,,,,,,,,,,10609.0,Jérémy Mathieu,50.491684,-0.4707334,1.0,Ground Pass,50.8,13.4,69.0,Keeper Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,
a0f9dae7-5fd8-486a-ac3e-0f8b9a9859d6,3098,2,00:42:21.574,87,21,42,Ball Receipt*,175,217,Barcelona,8,From Keeper,217,Barcelona,,,bb172185-2e48-4f2a-a98b-46e01d1a350f,10609.0,Jérémy Mathieu,6.0,Left Back,50.8,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780c3d46-c718-4038-b0f7-ee040b30d5b6,3099,2,00:42:29.059,87,29,30,Pass,175,217,Barcelona,8,From Keeper,217,Barcelona,0.8707,,26fed834-37f2-47cb-b7f4-e9a483c2c66e,10609.0,Jérémy Mathieu,6.0,Left Back,68.6,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,7.889233,-1.0390723,1.0,Ground Pass,72.6,6.0,40.0,Right Foot,,e2ff105a-b6a1-4466-99ef-499e5964cc50,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,
e2ff105a-b6a1-4466-99ef-499e5964cc50,3100,2,00:42:29.930,87,29,42,Ball Receipt*,175,217,Barcelona,8,From Keeper,217,Barcelona,,,780c3d46-c718-4038-b0f7-ee040b30d5b6,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,75.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,
29b7e6ba-0bfd-4cac-89f0-3cacc52aa11f,3125,2,00:43:13.224,88,13,30,Pass,179,217,Barcelona,4,From Throw In,217,Barcelona,1.344377,,603a152e-e89a-4406-ba9c-b1fe8649728e,10609.0,Jérémy Mathieu,6.0,Left Back,15.2,0.1,,,,,,True,,,,,,,,,,,,,,,,,,,,,,11094.0,Arda Turan,27.55068,0.45066133,3.0,High Pass,40.0,12.1,,,,,,,,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,
603a152e-e89a-4406-ba9c-b1fe8649728e,3126,2,00:43:14.569,88,14,42,Ball Receipt*,179,217,Barcelona,4,From Throw In,217,Barcelona,,,29b7e6ba-0bfd-4cac-89f0-3cacc52aa11f,11094.0,Arda Turan,15.0,Left Center Midfield,40.0,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44ddccd8-137b-4632-9bbb-f154e60b6984,3127,2,00:43:17.867,88,17,30,Pass,179,217,Barcelona,4,From Throw In,217,Barcelona,2.0279,,984a0f2f-956c-48fc-8162-6a594168ed54,11094.0,Arda Turan,15.0,Left Center Midfield,48.9,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,6400.0,Aleix Vidal Parreu,31.31549,1.3420827,1.0,Ground Pass,56.0,55.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,
984a0f2f-956c-48fc-8162-6a594168ed54,3128,2,00:43:19.895,88,19,42,Ball Receipt*,179,217,Barcelona,4,From Throw In,217,Barcelona,,,44ddccd8-137b-4632-9bbb-f154e60b6984,6400.0,Aleix Vidal Parreu,2.0,Right Back,56.0,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f6af397-fec7-4043-a82e-7a61a5413d63,3129,2,00:43:19.895,88,19,43,Carry,179,217,Barcelona,4,From Throw In,217,Barcelona,1.72,,4358ff1e-afea-4865-9882-eb314c152d7c,6400.0,Aleix Vidal Parreu,2.0,Right Back,56.0,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984a0f2f-956c-48fc-8162-6a594168ed54,,,,,,,67.1,62.8,,,,,,,,,,,,,,,,,
4358ff1e-afea-4865-9882-eb314c152d7c,3130,2,00:43:21.615,88,21,30,Pass,179,217,Barcelona,4,From Throw In,217,Barcelona,2.626214,,2f2d812a-236b-4176-a18e-44f1f64aaa98,6400.0,Aleix Vidal Parreu,2.0,Right Back,67.1,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,43.380295,-0.4688022,3.0,High Pass,105.8,43.2,40.0,Right Foot,,9b1d0ca8-39fa-4dcd-87e1-695c875c6d71,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,
2f2d812a-236b-4176-a18e-44f1f64aaa98,3131,2,00:43:24.242,88,24,42,Ball Receipt*,179,217,Barcelona,4,From Throw In,217,Barcelona,,,4358ff1e-afea-4865-9882-eb314c152d7c,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,92.6,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,
53dcc873-58d2-4d89-9bc7-b6ffc682f9a1,3168,2,00:44:30.324,89,30,30,Pass,182,217,Barcelona,7,From Goal Kick,217,Barcelona,1.622249,,5916e276-1c44-4a47-acd6-08352ce12730,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,6.0,44.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,11094.0,Arda Turan,48.574066,0.3139382,1.0,Ground Pass,52.2,59.0,40.0,Right Foot,,,,,,,63.0,Goal Kick,,,,,,,,,,,,,,,,,,,
5916e276-1c44-4a47-acd6-08352ce12730,3169,2,00:44:31.946,89,31,42,Ball Receipt*,182,217,Barcelona,7,From Goal Kick,217,Barcelona,,,53dcc873-58d2-4d89-9bc7-b6ffc682f9a1,11094.0,Arda Turan,15.0,Left Center Midfield,52.2,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7cbff011-7afd-4e9f-99dc-64d9509161a1,3170,2,00:44:35.718,89,35,30,Pass,182,217,Barcelona,7,From Goal Kick,217,Barcelona,1.3976,,8bef4b3d-de10-4dcc-8322-94c73c05e116,11094.0,Arda Turan,15.0,Left Center Midfield,47.4,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,12.884487,-0.9009038,1.0,Ground Pass,55.4,36.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,
deba2069-209f-4c90-9a35-b2a9473f0a5d,3171,2,00:44:36.429,89,36,17,Pressure,182,217,Barcelona,7,From Goal Kick,360,Rayo Vallecano,0.70597,,8bef4b3d-de10-4dcc-8322-94c73c05e116,26848.0,Roberto Trashorras Gayoso,15.0,Left Center Midfield,62.4,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bf1e125a-1458-47a7-b150-1c27439f2afc,,,,,,,,,,,,,,,,,,,,,,,,,
8bef4b3d-de10-4dcc-8322-94c73c05e116,3172,2,00:44:37.115,89,37,42,Ball Receipt*,182,217,Barcelona,7,From Goal Kick,217,Barcelona,,,7cbff011-7afd-4e9f-99dc-64d9509161a1,5216.0,Andrés Iniesta Luján,13.0,Right Center Midfield,55.4,36.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deba2069-209f-4c90-9a35-b2a9473f0a5d,,,,,,,,,,,,,,,,,,,,,,,,,
bf1e125a-1458-47a7-b150-1c27439f2afc,3173,2,00:44:37.115,89,37,30,Pass,182,217,Barcelona,7,From Goal Kick,217,Barcelona,1.510002,,b1516959-6335-448f-8ceb-da5a0d13e938,5216.0,Andrés Iniesta Luján,13.0,Right Center Midfield,57.7,37.3,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,11094.0,Arda Turan,5.2810984,-1.8985348,1.0,Ground Pass,56.0,32.3,106.0,No Touch,,deba2069-209f-4c90-9a35-b2a9473f0a5d,,,,,,,,,True,,,,,,,,,,,,,,,,
b1516959-6335-448f-8ceb-da5a0d13e938,3174,2,00:44:38.625,89,38,42,Ball Receipt*,182,217,Barcelona,7,From Goal Kick,217,Barcelona,,,bf1e125a-1458-47a7-b150-1c27439f2afc,11094.0,Arda Turan,15.0,Left Center Midfield,56.0,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688b8864-b031-4b62-91fd-69d09b77c185,3175,2,00:44:41.848,89,41,39,Dribbled Past,182,217,Barcelona,7,From Goal Kick,360,Rayo Vallecano,0.0,,786b66bf-57d5-47c9-8430-bc95d0561451,24138.0,Joaquín José Marín Ruiz,2.0,Right Back,33.2,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bad37ec3-0b5c-49f0-bbb9-18f3788f5d7c,,,,,,,,,,,,,,,,,,,,,,,,,
bad37ec3-0b5c-49f0-bbb9-18f3788f5d7c,3176,2,00:44:41.848,89,41,14,Dribble,182,217,Barcelona,7,From Goal Kick,217,Barcelona,0.0,,688b8864-b031-4b62-91fd-69d09b77c185,11094.0,Arda Turan,15.0,Left Center Midfield,86.9,17.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,
786b66bf-57d5-47c9-8430-bc95d0561451,3177,2,00:44:41.848,89,41,43,Carry,182,217,Barcelona,7,From Goal Kick,217,Barcelona,2.4146,,03d8af00-20c9-455e-86af-05f9f88affd4,11094.0,Arda Turan,15.0,Left Center Midfield,86.9,17.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30b090ed-afe5-48c1-84e1-b7800052049e,,,,,,,86.5,27.7,,,,688b8864-b031-4b62-91fd-69d09b77c185,bad37ec3-0b5c-49f0-bbb9-18f3788f5d7c,,,,,,,,,,,,
03d8af00-20c9-455e-86af-05f9f88affd4,3178,2,00:44:43.892,89,43,17,Pressure,182,217,Barcelona,7,From Goal Kick,360,Rayo Vallecano,0.659284,,30b090ed-afe5-48c1-84e1-b7800052049e,27144.0,Antonio Amaya Carazo,3.0,Right Center Back,29.6,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786b66bf-57d5-47c9-8430-bc95d0561451,,,,,,,,,,,,,,,,,,,,,,,,,
30b090ed-afe5-48c1-84e1-b7800052049e,3179,2,00:44:44.262,89,44,30,Pass,182,217,Barcelona,7,From Goal Kick,217,Barcelona,1.1029,,03d8af00-20c9-455e-86af-05f9f88affd4,11094.0,Arda Turan,15.0,Left Center Midfield,86.5,27.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,11.049435,1.2003736,1.0,Ground Pass,90.5,38.0,40.0,Right Foot,,ee2fbe8c-d262-4cdd-97cd-d107c32630d6,,,,,,,,,,,,,,,,,,,,,,,,,
ee2fbe8c-d262-4cdd-97cd-d107c32630d6,3180,2,00:44:45.365,89,45,42,Ball Receipt*,182,217,Barcelona,7,From Goal Kick,217,Barcelona,,,30b090ed-afe5-48c1-84e1-b7800052049e,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,90.5,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d416f52-7c88-4e22-82a4-959413334b64,3181,2,00:44:45.365,89,45,43,Carry,182,217,Barcelona,7,From Goal Kick,217,Barcelona,0.08,,51f5faf4-6e16-4117-8628-54f9eafdb4ed,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,90.5,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ee2fbe8c-d262-4cdd-97cd-d107c32630d6,,,,,,,90.5,38.0,,,,,,,,,,,,,,,,,
