id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,related_events,player,position,location,pass,carry,under_pressure,dribble,counterpress,duel,off_camera,ball_receipt,interception,out,clearance,ball_recovery,foul_committed,foul_won,shot,goalkeeper,50_50,block,miscontrol,substitution,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events_2,related_events_3,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,pass_switch,pass_aerial_won,dribble_outcome_id,dribble_outcome_name,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_head,ball_recovery_recovery_failure,pass_technique_id,pass_technique_name,pass_through_ball,clearance_right_foot
0353acf6-b0a8-41ff-8dc9-a6f9ea1cb05f,26,1,00:00:14.023,0,14,22,Foul Committed,3,217,Barcelona,1,Regular Play,216,Getafe,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,27f3455f-ef19-42e2-b377-8fd7b697724c,11813.0,Emiliano Buendía,2.0,Right Back,91.8,76.0,,,,,6b8daa30-b83e-411e-8ed0-99137a645321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b8daa30-b83e-411e-8ed0-99137a645321,27,1,00:00:14.023,0,14,21,Foul Won,3,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,0353acf6-b0a8-41ff-8dc9-a6f9ea1cb05f,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,28.3,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c8357e8-8d83-45d0-85ce-6cc4781728b7,28,1,00:00:28.405,0,28,30,Pass,4,217,Barcelona,3,From Free Kick,217,Barcelona,1.480851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,5aec43d6-6915-41a9-9637-4f6894b2c7cb,5211.0,Jordi Alba Ramos,6.0,Left Back,27.4,7.1,,,,,,,,4691.0,Claudio Andrés Bravo Muñoz,27.789387,1.4263548,1.0,Ground Pass,31.4,34.6,38.0,Left Foot,,,62.0,Free Kick,,,,,,,,,,,,,,,,,,,
5aec43d6-6915-41a9-9637-4f6894b2c7cb,29,1,00:00:29.886,0,29,42,Ball Receipt*,4,217,Barcelona,3,From Free Kick,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c8357e8-8d83-45d0-85ce-6cc4781728b7,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,31.4,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f108acd4-fe56-459e-9381-542cdf11b75a,30,1,00:00:30.060,0,30,30,Pass,4,217,Barcelona,3,From Free Kick,217,Barcelona,2.889965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,623ef379-2cf6-4b77-bad2-75418750c3d2,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,32.9,33.6,,,,,,,,6400.0,Aleix Vidal Parreu,25.068306,1.2919487,1.0,Ground Pass,39.8,57.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,
623ef379-2cf6-4b77-bad2-75418750c3d2,31,1,00:00:32.950,0,32,42,Ball Receipt*,4,217,Barcelona,3,From Free Kick,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f108acd4-fe56-459e-9381-542cdf11b75a,6400.0,Aleix Vidal Parreu,2.0,Right Back,39.8,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34b1d31c-3662-4456-80ff-83aef5ef0832,32,1,00:00:35.107,0,35,30,Pass,4,217,Barcelona,3,From Free Kick,217,Barcelona,1.614813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4b360a56-6e9e-41b3-aecf-c4cd3c0d309f,6400.0,Aleix Vidal Parreu,2.0,Right Back,41.5,72.6,,,,,,,,5213.0,Gerard Piqué Bernabéu,17.55705,-2.5630684,1.0,Ground Pass,26.8,63.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,
4b360a56-6e9e-41b3-aecf-c4cd3c0d309f,33,1,00:00:36.722,0,36,42,Ball Receipt*,4,217,Barcelona,3,From Free Kick,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34b1d31c-3662-4456-80ff-83aef5ef0832,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,26.8,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a3cc54b-28cc-4f7d-9258-7d8231ea61c5,34,1,00:00:36.722,0,36,43,Carry,4,217,Barcelona,3,From Free Kick,217,Barcelona,1.693385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4b360a56-6e9e-41b3-aecf-c4cd3c0d309f,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,26.8,63.0,,,,,aa7d7771-9c07-492a-a6d4-9e138d48b624,27.2,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa7d7771-9c07-492a-a6d4-9e138d48b624,35,1,00:00:38.415,0,38,30,Pass,4,217,Barcelona,3,From Free Kick,217,Barcelona,1.743863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e441a6be-f16d-464a-9008-1611b9543e9e,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,27.2,56.7,,,,,,,,10609.0,Jérémy Mathieu,29.249445,-1.5126427,1.0,Ground Pass,28.9,27.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,
e441a6be-f16d-464a-9008-1611b9543e9e,36,1,00:00:40.159,0,40,42,Ball Receipt*,4,217,Barcelona,3,From Free Kick,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aa7d7771-9c07-492a-a6d4-9e138d48b624,10609.0,Jérémy Mathieu,5.0,Left Center Back,28.9,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ccc6f8c-8222-4726-aeca-04d575da3c59,37,1,00:00:40.159,0,40,43,Carry,4,217,Barcelona,3,From Free Kick,217,Barcelona,1.480137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db078da0-7e34-4eef-845a-07569373a099,10609.0,Jérémy Mathieu,5.0,Left Center Back,28.9,27.5,,,,,e441a6be-f16d-464a-9008-1611b9543e9e,31.4,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
db078da0-7e34-4eef-845a-07569373a099,38,1,00:00:41.639,0,41,30,Pass,4,217,Barcelona,3,From Free Kick,217,Barcelona,1.190416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23b360ab-8dd5-4ed0-bdd6-39bb4a4b2ea3,10609.0,Jérémy Mathieu,5.0,Left Center Back,31.4,25.2,,,,,,,,5211.0,Jordi Alba Ramos,18.553976,-1.1722739,1.0,Ground Pass,38.6,8.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,
23b360ab-8dd5-4ed0-bdd6-39bb4a4b2ea3,39,1,00:00:42.829,0,42,42,Ball Receipt*,4,217,Barcelona,3,From Free Kick,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db078da0-7e34-4eef-845a-07569373a099,5211.0,Jordi Alba Ramos,6.0,Left Back,38.6,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12bc5c0a-441d-4941-84a1-efac41a17979,40,1,00:00:42.829,0,42,43,Carry,4,217,Barcelona,3,From Free Kick,217,Barcelona,0.039984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23b360ab-8dd5-4ed0-bdd6-39bb4a4b2ea3,5211.0,Jordi Alba Ramos,6.0,Left Back,38.6,8.1,,,,,853780d9-901f-4769-81f4-a3f2370b3eb8,38.6,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853780d9-901f-4769-81f4-a3f2370b3eb8,41,1,00:00:42.869,0,42,30,Pass,4,217,Barcelona,3,From Free Kick,217,Barcelona,1.445611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bdb86fe-eceb-4751-8f5e-4280b82b5a96,5211.0,Jordi Alba Ramos,6.0,Left Back,38.6,8.1,,,,,,,,10609.0,Jérémy Mathieu,21.355093,1.9547809,1.0,Ground Pass,30.6,27.9,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,
2bdb86fe-eceb-4751-8f5e-4280b82b5a96,42,1,00:00:44.315,0,44,42,Ball Receipt*,4,217,Barcelona,3,From Free Kick,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853780d9-901f-4769-81f4-a3f2370b3eb8,10609.0,Jérémy Mathieu,5.0,Left Center Back,30.6,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b14bdbe-d89c-4735-86a5-c2a957f5c98c,43,1,00:00:44.315,0,44,43,Carry,4,217,Barcelona,3,From Free Kick,217,Barcelona,1.325789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bdb86fe-eceb-4751-8f5e-4280b82b5a96,10609.0,Jérémy Mathieu,5.0,Left Center Back,30.6,27.9,,,,,5f70b8d0-f04e-4b48-81cb-6c721486f4df,35.0,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f70b8d0-f04e-4b48-81cb-6c721486f4df,44,1,00:00:45.641,0,45,30,Pass,4,217,Barcelona,3,From Free Kick,217,Barcelona,1.918462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8d91ebc6-133c-4c9a-ba79-9d774ffbd9e0,10609.0,Jérémy Mathieu,5.0,Left Center Back,35.0,30.6,,,,,,,,5213.0,Gerard Piqué Bernabéu,31.307667,1.4555537,1.0,Ground Pass,38.6,61.7,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,
8d91ebc6-133c-4c9a-ba79-9d774ffbd9e0,45,1,00:00:47.559,0,47,42,Ball Receipt*,4,217,Barcelona,3,From Free Kick,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f70b8d0-f04e-4b48-81cb-6c721486f4df,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,38.6,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05ab176d-9470-42cd-8b06-78cf44f072ac,46,1,00:00:47.559,0,47,43,Carry,4,217,Barcelona,3,From Free Kick,217,Barcelona,4.162173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00d15506-7421-47c9-9c4c-0124f274d9ac,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,38.6,61.7,,,,,8d91ebc6-133c-4c9a-ba79-9d774ffbd9e0,44.4,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00d15506-7421-47c9-9c4c-0124f274d9ac,47,1,00:00:51.721,0,51,30,Pass,4,217,Barcelona,3,From Free Kick,217,Barcelona,1.476148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c157b10f-d78c-4d1b-9204-6a663dc31a0a,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,44.4,64.5,,,,,,,,10609.0,Jérémy Mathieu,29.068884,-1.7506498,1.0,Ground Pass,39.2,35.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,
c157b10f-d78c-4d1b-9204-6a663dc31a0a,48,1,00:00:53.198,0,53,42,Ball Receipt*,4,217,Barcelona,3,From Free Kick,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00d15506-7421-47c9-9c4c-0124f274d9ac,10609.0,Jérémy Mathieu,5.0,Left Center Back,39.2,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6a9649ac-65a4-4aa1-aad0-b2cdab38aad4,49,1,00:00:53.198,0,53,43,Carry,4,217,Barcelona,3,From Free Kick,217,Barcelona,3.757198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733e5401-50fd-4646-904c-1db042a0aac6,10609.0,Jérémy Mathieu,5.0,Left Center Back,39.2,35.9,,,,,c157b10f-d78c-4d1b-9204-6a663dc31a0a,50.1,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733e5401-50fd-4646-904c-1db042a0aac6,50,1,00:00:56.955,0,56,30,Pass,4,217,Barcelona,3,From Free Kick,217,Barcelona,1.188031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8a5e9c8e-9905-4503-b981-385fc3a3f648,10609.0,Jérémy Mathieu,5.0,Left Center Back,50.1,28.7,,,,,,,,5211.0,Jordi Alba Ramos,18.886238,-1.3682086,1.0,Ground Pass,53.9,10.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,
8a5e9c8e-9905-4503-b981-385fc3a3f648,51,1,00:00:58.143,0,58,42,Ball Receipt*,4,217,Barcelona,3,From Free Kick,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733e5401-50fd-4646-904c-1db042a0aac6,5211.0,Jordi Alba Ramos,6.0,Left Back,53.9,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b73efa76-2337-4ccb-8215-8340d1d07328,52,1,00:00:58.143,0,58,43,Carry,4,217,Barcelona,3,From Free Kick,217,Barcelona,1.394304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8a5e9c8e-9905-4503-b981-385fc3a3f648,5211.0,Jordi Alba Ramos,6.0,Left Back,53.9,10.2,,,,,b054c868-b453-4528-a565-14ea6218daca,55.0,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
