id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,related_events,player,position,location,pass,carry,under_pressure,dribble,counterpress,duel,off_camera,ball_receipt,interception,out,clearance,ball_recovery,foul_committed,foul_won,shot,goalkeeper,50_50,block,miscontrol,substitution,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events_2,related_events_3,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,pass_switch,pass_aerial_won,dribble_outcome_id,dribble_outcome_name,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_head,ball_recovery_recovery_failure,pass_technique_id,pass_technique_name,pass_through_ball,clearance_right_foot
af680f16-211c-477b-babe-5be413cf3bf7,1,1,00:00:00.000,0,0,35,Starting XI,1,217,Barcelona,1,Regular Play,217,Barcelona,0.0,433.0,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,13.0,6400.0,Aleix Vidal Parreu,2.0,Right Back,22.0,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,3.0,10609.0,Jérémy Mathieu,5.0,Left Center Back,24.0,5211.0,Jordi Alba Ramos,6.0,Left Back,18.0,6379.0,Sergi Roberto Carnicer,10.0,Center Defensive Midfield,20.0,11094.0,Arda Turan,13.0,Right Center Midfield,7.0,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,8.0,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,10.0,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,11.0,6616.0,Munir El Haddadi Mohamed,23.0,Center Forward,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e26adb9a-3bef-447a-bce7-781abb9e8ed6,2,1,00:00:00.000,0,0,35,Starting XI,1,217,Barcelona,1,Regular Play,216,Getafe,0.0,442.0,6625.0,Vicente Guaita Panadero,1.0,Goalkeeper,13.0,11813.0,Emiliano Buendía,2.0,Right Back,32.0,27403.0,Santiago Vergini,3.0,Right Center Back,5.0,17054.0,Emiliano Daniel Velázquez Maldonado,5.0,Left Center Back,4.0,27402.0,Álvaro Daniel Pereira Barragán,6.0,Left Back,2.0,27092.0,Abdoul Karim Yoda,12.0,Right Midfield,11.0,25881.0,Juan Antonio Rodríguez Villamuela,13.0,Right Center Midfield,22.0,6736.0,Álvaro Medrán Just,15.0,Left Center Midfield,23.0,6907.0,Pedro León Sánchez Gil,16.0,Left Midfield,14.0,16426.0,Wanderson Maciel Sousa Campos,22.0,Right Center Forward,30.0,23416.0,Stefan Šćepović,24.0,Left Center Forward,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110a4618-5f44-410b-b1dd-ff4ac4f27ed6,3,1,00:00:00.000,0,0,18,Half Start,1,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bb1abbf9-68ee-4017-8d71-88dbbc145382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb1abbf9-68ee-4017-8d71-88dbbc145382,4,1,00:00:00.000,0,0,18,Half Start,1,217,Barcelona,1,Regular Play,216,Getafe,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110a4618-5f44-410b-b1dd-ff4ac4f27ed6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac059aa5-fe28-470a-b5f6-b11d19677e42,20,1,00:00:10.067,0,10,4,Duel,3,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,7de72dce-39ad-4b6d-93b6-57162721334a,5211.0,Jordi Alba Ramos,6.0,Left Back,9.4,20.3,11.0,Tackle,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560e61f1-1b54-4fe2-b881-94e93db809d1,21,1,00:00:10.067,0,10,43,Carry,3,217,Barcelona,1,Regular Play,217,Barcelona,1.9939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a45539d7-2a0a-48ae-8712-ef53b284e66b,5211.0,Jordi Alba Ramos,6.0,Left Back,9.4,20.3,,,,,ac059aa5-fe28-470a-b5f6-b11d19677e42,8.9,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a45539d7-2a0a-48ae-8712-ef53b284e66b,22,1,00:00:12.061,0,12,30,Pass,3,217,Barcelona,1,Regular Play,217,Barcelona,1.740889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d2bc6fc-fa0c-47c5-a21a-ce50202d2b0e,5211.0,Jordi Alba Ramos,6.0,Left Back,8.9,20.3,,,,,,,,4320.0,Neymar da Silva Santos Junior,25.02259,-0.6578886,1.0,Ground Pass,28.7,5.0,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,
9d0a7f1c-f238-456b-9912-de4dff813535,23,1,00:00:13.062,0,13,17,Pressure,3,217,Barcelona,1,Regular Play,216,Getafe,0.889408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,27f3455f-ef19-42e2-b377-8fd7b697724c,11813.0,Emiliano Buendía,2.0,Right Back,87.0,74.1,,,,,6d2bc6fc-fa0c-47c5-a21a-ce50202d2b0e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d2bc6fc-fa0c-47c5-a21a-ce50202d2b0e,24,1,00:00:13.801,0,13,42,Ball Receipt*,3,217,Barcelona,1,Regular Play,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,9d0a7f1c-f238-456b-9912-de4dff813535,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,28.7,5.0,,,,,a45539d7-2a0a-48ae-8712-ef53b284e66b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27f3455f-ef19-42e2-b377-8fd7b697724c,25,1,00:00:13.801,0,13,43,Carry,3,217,Barcelona,1,Regular Play,217,Barcelona,0.221334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,0353acf6-b0a8-41ff-8dc9-a6f9ea1cb05f,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,28.7,5.0,,,,,6b8daa30-b83e-411e-8ed0-99137a645321,28.3,4.1,,,,,,,,,,,6d2bc6fc-fa0c-47c5-a21a-ce50202d2b0e,9d0a7f1c-f238-456b-9912-de4dff813535,,,,,,,,,,,,,,,,,,,,,
