id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,under_pressure,carry,ball_receipt,interception,dribble,duel,counterpress,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,clearance,miscontrol,out,foul_committed,foul_won,ball_recovery,block,substitution,bad_behaviour,related_events,goalkeeper,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_type_id,pass_type_name,pass_switch,pass_technique_id,pass_technique_name,pass_through_ball,ball_recovery_recovery_failure,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_head,foul_won_defensive,dribble_outcome_id,dribble_outcome_name,related_events_3,pass_cross,foul_committed_card_id,foul_committed_card_name,foul_committed_penalty,foul_won_penalty,location,bad_behaviour_card_id,bad_behaviour_card_name,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name
893f4a14-d290-47a5-b68b-bac043511148,3161,2,00:33:52.484,78,52,43,Carry,133,217,Barcelona,4,From Throw In,217,Barcelona,2.437376,,21073957-8747-44e9-9575-a90ad35429cd,,4320,Neymar da Silva Santos Junior,21,Left Wing,95.4,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30a4b4d0-7a5f-48a2-8c29-64c5acf91d20,,95.4,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30a4b4d0-7a5f-48a2-8c29-64c5acf91d20,3162,2,00:33:54.921,78,54,30,Pass,133,217,Barcelona,4,From Throw In,217,Barcelona,1.0445,,0b5c693a-f982-483e-8e0f-326acb49edaa,,4320,Neymar da Silva Santos Junior,21,Left Wing,95.4,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad58b115-9ebc-4370-b48b-8bcba0d63905,,,,5211.0,Jordi Alba Ramos,11.6,0.0,1.0,Ground Pass,107.0,22.0,40.0,Right Foot,9.0,Incomplete,,,,,,108.0,Through Ball,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad58b115-9ebc-4370-b48b-8bcba0d63905,3163,2,00:33:55.965,78,55,42,Ball Receipt*,133,217,Barcelona,4,From Throw In,217,Barcelona,,,30a4b4d0-7a5f-48a2-8c29-64c5acf91d20,,5211,Jordi Alba Ramos,6,Left Back,111.0,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b5c693a-f982-483e-8e0f-326acb49edaa,3164,2,00:33:55.965,78,55,2,Ball Recovery,133,217,Barcelona,4,From Throw In,1041,Sporting Gijón,0.0,,30a4b4d0-7a5f-48a2-8c29-64c5acf91d20,,6926,Alen Halilović,17,Right Wing,13.1,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ea55978-1a08-4b46-96b2-cb8620fe6596,3189,2,00:34:17.879,79,17,30,Pass,135,217,Barcelona,4,From Throw In,217,Barcelona,2.060375,,a4cb3b49-b4ea-4bf2-b1f0-6028f31a3320,,4324,Daniel Alves da Silva,2,Right Back,64.5,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11094.0,Arda Turan,9.078547,-0.70743155,2.0,Low Pass,71.4,74.1,,,,,,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4cb3b49-b4ea-4bf2-b1f0-6028f31a3320,3190,2,00:34:19.939,79,19,42,Ball Receipt*,135,217,Barcelona,4,From Throw In,217,Barcelona,,,6ea55978-1a08-4b46-96b2-cb8620fe6596,,11094,Arda Turan,13,Right Center Midfield,71.4,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480ce68c-b0e6-49c6-b287-b97a86ba8520,3191,2,00:34:19.939,79,19,43,Carry,135,217,Barcelona,4,From Throw In,217,Barcelona,1.892673,,438b074e-b724-45e5-9e42-5f0bc0a588fd,,11094,Arda Turan,13,Right Center Midfield,71.4,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a4cb3b49-b4ea-4bf2-b1f0-6028f31a3320,,55.7,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438b074e-b724-45e5-9e42-5f0bc0a588fd,3192,2,00:34:21.832,79,21,30,Pass,135,217,Barcelona,4,From Throw In,217,Barcelona,1.219774,,695a45d2-2856-41bf-a540-0de9d550a36a,,11094,Arda Turan,13,Right Center Midfield,55.7,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,16.619267,-1.5226408,1.0,Ground Pass,56.5,52.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695a45d2-2856-41bf-a540-0de9d550a36a,3193,2,00:34:23.052,79,23,42,Ball Receipt*,135,217,Barcelona,4,From Throw In,217,Barcelona,,,438b074e-b724-45e5-9e42-5f0bc0a588fd,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,56.5,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655ea8f7-3c59-4f55-8263-d6bbc799bf2b,3194,2,00:34:23.052,79,23,43,Carry,135,217,Barcelona,4,From Throw In,217,Barcelona,0.913326,,695a45d2-2856-41bf-a540-0de9d550a36a,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,56.5,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d596adac-9c0a-469f-b105-974deb7d03d0,,56.5,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d596adac-9c0a-469f-b105-974deb7d03d0,3195,2,00:34:23.965,79,23,30,Pass,135,217,Barcelona,4,From Throw In,217,Barcelona,1.225163,,eed02277-0741-4fed-a601-3be27097b9a3,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,56.5,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,16.36154,-1.1755351,1.0,Ground Pass,62.8,37.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
