id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,under_pressure,carry,ball_receipt,interception,dribble,duel,counterpress,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,clearance,miscontrol,out,foul_committed,foul_won,ball_recovery,block,substitution,bad_behaviour,related_events,goalkeeper,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_type_id,pass_type_name,pass_switch,pass_technique_id,pass_technique_name,pass_through_ball,ball_recovery_recovery_failure,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_head,foul_won_defensive,dribble_outcome_id,dribble_outcome_name,related_events_3,pass_cross,foul_committed_card_id,foul_committed_card_name,foul_committed_penalty,foul_won_penalty,location,bad_behaviour_card_id,bad_behaviour_card_name,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name
eed02277-0741-4fed-a601-3be27097b9a3,3196,2,00:34:25.190,79,25,42,Ball Receipt*,135,217,Barcelona,4,From Throw In,217,Barcelona,,,d596adac-9c0a-469f-b105-974deb7d03d0,,5216,Andrés Iniesta Luján,15,Left Center Midfield,62.8,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829dc1e5-3404-41ea-a93a-d1a5c36b68f6,3197,2,00:34:25.190,79,25,43,Carry,135,217,Barcelona,4,From Throw In,217,Barcelona,1.668338,,18595a2f-61f9-43a9-b837-ea64277ed776,,5216,Andrés Iniesta Luján,15,Left Center Midfield,62.8,37.3,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,9ef39681-9613-438c-b06c-0c1d87d09e56,eed02277-0741-4fed-a601-3be27097b9a3,63.0,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18595a2f-61f9-43a9-b837-ea64277ed776,3198,2,00:34:26.302,79,26,17,Pressure,135,217,Barcelona,4,From Throw In,1041,Sporting Gijón,0.612214,,829dc1e5-3404-41ea-a93a-d1a5c36b68f6,,6880,Arnaldo Antonio Sanabria Ayala,23,Center Forward,57.5,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9ef39681-9613-438c-b06c-0c1d87d09e56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ef39681-9613-438c-b06c-0c1d87d09e56,3199,2,00:34:26.859,79,26,30,Pass,135,217,Barcelona,4,From Throw In,217,Barcelona,1.516774,,18595a2f-61f9-43a9-b837-ea64277ed776,,5216,Andrés Iniesta Luján,15,Left Center Midfield,63.0,37.7,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,554ec2cb-8608-4f59-bccd-593748dea966,,,,5211.0,Jordi Alba Ramos,15.285614,-1.9318641,1.0,Ground Pass,57.6,23.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554ec2cb-8608-4f59-bccd-593748dea966,3200,2,00:34:28.375,79,28,42,Ball Receipt*,135,217,Barcelona,4,From Throw In,217,Barcelona,,,9ef39681-9613-438c-b06c-0c1d87d09e56,,5211,Jordi Alba Ramos,6,Left Back,57.6,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa0294d1-b61d-46b0-9b4f-4c8e408e483c,3201,2,00:34:28.375,79,28,43,Carry,135,217,Barcelona,4,From Throw In,217,Barcelona,0.394726,,3014d30d-d19f-4fb9-aeca-4450f9dd452f,,5211,Jordi Alba Ramos,6,Left Back,57.6,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554ec2cb-8608-4f59-bccd-593748dea966,,57.4,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014d30d-d19f-4fb9-aeca-4450f9dd452f,3202,2,00:34:28.770,79,28,30,Pass,135,217,Barcelona,4,From Throw In,217,Barcelona,1.28391,,ab5e339d-77bc-4b96-bcfd-85345b7c0f7a,,5211,Jordi Alba Ramos,6,Left Back,57.4,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,12.753431,1.9993706,1.0,Ground Pass,52.1,34.6,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ab5e339d-77bc-4b96-bcfd-85345b7c0f7a,3203,2,00:34:30.054,79,30,42,Ball Receipt*,135,217,Barcelona,4,From Throw In,217,Barcelona,,,3014d30d-d19f-4fb9-aeca-4450f9dd452f,,5506,Javier Alejandro Mascherano,5,Left Center Back,52.1,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abdb6356-a8c5-4ba8-9b3b-641faf3434f2,3204,2,00:34:30.054,79,30,43,Carry,135,217,Barcelona,4,From Throw In,217,Barcelona,1.977216,,5e22d754-d28a-48f0-9738-9d6555127ab3,,5506,Javier Alejandro Mascherano,5,Left Center Back,52.1,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab5e339d-77bc-4b96-bcfd-85345b7c0f7a,,53.2,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e22d754-d28a-48f0-9738-9d6555127ab3,3205,2,00:34:32.031,79,32,30,Pass,135,217,Barcelona,4,From Throw In,217,Barcelona,1.308691,,dc615f98-1459-454b-94a3-4e0a6f4a7f44,,5506,Javier Alejandro Mascherano,5,Left Center Back,53.2,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11094.0,Arda Turan,28.420063,1.1464984,1.0,Ground Pass,64.9,63.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc615f98-1459-454b-94a3-4e0a6f4a7f44,3206,2,00:34:33.340,79,33,42,Ball Receipt*,135,217,Barcelona,4,From Throw In,217,Barcelona,,,5e22d754-d28a-48f0-9738-9d6555127ab3,,11094,Arda Turan,13,Right Center Midfield,64.9,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2aaba635-ca44-4653-ba71-9eaecd92ca5b,3207,2,00:34:33.340,79,33,43,Carry,135,217,Barcelona,4,From Throw In,217,Barcelona,1.348283,,dc615f98-1459-454b-94a3-4e0a6f4a7f44,,11094,Arda Turan,13,Right Center Midfield,64.9,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dffaa562-5616-4532-a4fe-528846be2635,,65.8,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dffaa562-5616-4532-a4fe-528846be2635,3208,2,00:34:34.688,79,34,30,Pass,135,217,Barcelona,4,From Throw In,217,Barcelona,1.133996,,7227dfcd-34b4-4bfa-8181-51ec034191c0,,11094,Arda Turan,13,Right Center Midfield,65.8,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,15.143315,0.5880026,1.0,Ground Pass,78.4,76.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7227dfcd-34b4-4bfa-8181-51ec034191c0,3209,2,00:34:35.822,79,35,42,Ball Receipt*,135,217,Barcelona,4,From Throw In,217,Barcelona,,,dffaa562-5616-4532-a4fe-528846be2635,,4324,Daniel Alves da Silva,2,Right Back,78.4,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5d68b93e-3e0d-4319-8421-77ec68873202,3210,2,00:34:35.822,79,35,43,Carry,135,217,Barcelona,4,From Throw In,217,Barcelona,0.040004,,1bf4a6ef-df62-48a4-b01c-235fa0b07be2,,4324,Daniel Alves da Silva,2,Right Back,78.4,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7227dfcd-34b4-4bfa-8181-51ec034191c0,,77.3,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1bf4a6ef-df62-48a4-b01c-235fa0b07be2,3211,2,00:34:35.862,79,35,30,Pass,135,217,Barcelona,4,From Throw In,217,Barcelona,0.873369,,afaba6b0-90d0-4d6b-bc72-c775fcd1ff38,,4324,Daniel Alves da Silva,2,Right Back,77.3,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11094.0,Arda Turan,7.8185678,-2.775337,1.0,Ground Pass,70.0,73.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afaba6b0-90d0-4d6b-bc72-c775fcd1ff38,3212,2,00:34:36.736,79,36,42,Ball Receipt*,135,217,Barcelona,4,From Throw In,217,Barcelona,,,1bf4a6ef-df62-48a4-b01c-235fa0b07be2,,11094,Arda Turan,13,Right Center Midfield,70.0,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a262dbc0-6859-4a33-bc28-3015638600e5,3213,2,00:34:36.736,79,36,43,Carry,135,217,Barcelona,4,From Throw In,217,Barcelona,0.040030003,,6d579c2f-6452-4ab6-ba82-6a7252d5a791,,11094,Arda Turan,13,Right Center Midfield,70.0,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,afaba6b0-90d0-4d6b-bc72-c775fcd1ff38,,70.0,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d579c2f-6452-4ab6-ba82-6a7252d5a791,3214,2,00:34:36.776,79,36,30,Pass,135,217,Barcelona,4,From Throw In,217,Barcelona,0.534834,,31d9df8a-e8b2-46ec-99e9-35a6dbc2db78,,11094,Arda Turan,13,Right Center Midfield,70.0,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,7.632169,0.37564024,1.0,Ground Pass,77.1,76.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31d9df8a-e8b2-46ec-99e9-35a6dbc2db78,3215,2,00:34:37.311,79,37,42,Ball Receipt*,135,217,Barcelona,4,From Throw In,217,Barcelona,,,6d579c2f-6452-4ab6-ba82-6a7252d5a791,,4324,Daniel Alves da Silva,2,Right Back,77.1,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72b487c8-0544-4310-9a22-1dab4d2f9745,3216,2,00:34:37.311,79,37,43,Carry,135,217,Barcelona,4,From Throw In,217,Barcelona,3.001778,,17136ae6-0a32-42e0-9402-a7eff5d5be54,,4324,Daniel Alves da Silva,2,Right Back,77.1,76.2,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,31d9df8a-e8b2-46ec-99e9-35a6dbc2db78,5e64fa79-031a-473e-b955-b380b4cb41d3,74.8,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e64fa79-031a-473e-b955-b380b4cb41d3,3217,2,00:34:39.424,79,39,17,Pressure,135,217,Barcelona,4,From Throw In,1041,Sporting Gijón,0.974148,,17136ae6-0a32-42e0-9402-a7eff5d5be54,,23994,Alejandro Menéndez Díez,21,Left Wing,41.7,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72b487c8-0544-4310-9a22-1dab4d2f9745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17136ae6-0a32-42e0-9402-a7eff5d5be54,3218,2,00:34:40.312,79,40,30,Pass,135,217,Barcelona,4,From Throw In,217,Barcelona,1.500991,,5e64fa79-031a-473e-b955-b380b4cb41d3,,4324,Daniel Alves da Silva,2,Right Back,74.8,75.1,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,c176ec63-4bc2-4e9c-93b5-bb811858cdd2,,,,5203.0,Sergio Busquets i Burgos,15.134728,-1.942714,1.0,Ground Pass,69.3,61.0,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c176ec63-4bc2-4e9c-93b5-bb811858cdd2,3219,2,00:34:41.813,79,41,42,Ball Receipt*,135,217,Barcelona,4,From Throw In,217,Barcelona,,,17136ae6-0a32-42e0-9402-a7eff5d5be54,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,69.3,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d260f9c3-d9ef-49cc-bf85-5f7f6afa6908,3220,2,00:34:41.813,79,41,43,Carry,135,217,Barcelona,4,From Throw In,217,Barcelona,3.349198,,1570ad56-b87a-4500-924f-f252c5671082,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,69.3,61.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,284e3915-1661-434e-81b5-56568dea80d8,c176ec63-4bc2-4e9c-93b5-bb811858cdd2,72.5,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570ad56-b87a-4500-924f-f252c5671082,3221,2,00:34:42.282,79,42,17,Pressure,135,217,Barcelona,4,From Throw In,1041,Sporting Gijón,1.070962,,d260f9c3-d9ef-49cc-bf85-5f7f6afa6908,,6880,Arnaldo Antonio Sanabria Ayala,23,Center Forward,49.9,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284e3915-1661-434e-81b5-56568dea80d8,3222,2,00:34:45.163,79,45,30,Pass,135,217,Barcelona,4,From Throw In,217,Barcelona,1.306959,,d6c5887d-4e04-46d3-8e37-e9e6ab76649a,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,72.5,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,22.042913,-1.8796351,1.0,Ground Pass,65.8,43.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6c5887d-4e04-46d3-8e37-e9e6ab76649a,3223,2,00:34:46.469,79,46,42,Ball Receipt*,135,217,Barcelona,4,From Throw In,217,Barcelona,,,284e3915-1661-434e-81b5-56568dea80d8,,5216,Andrés Iniesta Luján,15,Left Center Midfield,65.8,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3e4aee0d-e090-4c18-8da1-c18008610e78,3224,2,00:34:46.469,79,46,43,Carry,135,217,Barcelona,4,From Throw In,217,Barcelona,1.311741,,72e49f23-1eaa-4354-a0f5-3879724ce4d5,,5216,Andrés Iniesta Luján,15,Left Center Midfield,65.8,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d6c5887d-4e04-46d3-8e37-e9e6ab76649a,,66.6,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72e49f23-1eaa-4354-a0f5-3879724ce4d5,3225,2,00:34:47.781,79,47,30,Pass,135,217,Barcelona,4,From Throw In,217,Barcelona,2.210636,,c39145c5-f4a9-4295-bf20-55030c140771,,5216,Andrés Iniesta Luján,15,Left Center Midfield,66.6,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,36.912056,-1.076855,3.0,High Pass,84.1,10.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c39145c5-f4a9-4295-bf20-55030c140771,3226,2,00:34:49.992,79,49,42,Ball Receipt*,135,217,Barcelona,4,From Throw In,217,Barcelona,,,72e49f23-1eaa-4354-a0f5-3879724ce4d5,,5211,Jordi Alba Ramos,6,Left Back,84.1,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92d4a0d7-76ad-46cc-bf84-8d7410f6a292,3227,2,00:34:49.992,79,49,43,Carry,135,217,Barcelona,4,From Throw In,217,Barcelona,3.893445,,402300f6-4b6d-493e-8dd3-4e7bf63ece84,,5211,Jordi Alba Ramos,6,Left Back,84.1,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c39145c5-f4a9-4295-bf20-55030c140771,,90.6,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402300f6-4b6d-493e-8dd3-4e7bf63ece84,3228,2,00:34:53.885,79,53,30,Pass,135,217,Barcelona,4,From Throw In,217,Barcelona,1.77507,,619116b9-bd9c-44b1-8252-5624191055c7,,5211,Jordi Alba Ramos,6,Left Back,90.6,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,13.544741,-3.0602908,1.0,Ground Pass,77.1,10.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619116b9-bd9c-44b1-8252-5624191055c7,3229,2,00:34:55.660,79,55,42,Ball Receipt*,135,217,Barcelona,4,From Throw In,217,Barcelona,,,402300f6-4b6d-493e-8dd3-4e7bf63ece84,,4320,Neymar da Silva Santos Junior,21,Left Wing,77.1,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1b0e3eba-fe06-4fcb-a5bb-2a6ceae8a244,3230,2,00:34:55.660,79,55,43,Carry,135,217,Barcelona,4,From Throw In,217,Barcelona,1.426449,,619116b9-bd9c-44b1-8252-5624191055c7,,4320,Neymar da Silva Santos Junior,21,Left Wing,77.1,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aae16c82-268e-455f-b7b2-e971a0eda407,,77.1,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aae16c82-268e-455f-b7b2-e971a0eda407,3231,2,00:34:57.087,79,57,30,Pass,135,217,Barcelona,4,From Throw In,217,Barcelona,2.073963,,5032286f-e610-489c-a246-cfd31fdd42a4,,4320,Neymar da Silva Santos Junior,21,Left Wing,77.1,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,41.78732,1.6354543,2.0,Low Pass,74.4,51.0,40.0,Right Foot,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5032286f-e610-489c-a246-cfd31fdd42a4,3232,2,00:34:59.161,79,59,42,Ball Receipt*,135,217,Barcelona,4,From Throw In,217,Barcelona,,,aae16c82-268e-455f-b7b2-e971a0eda407,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,74.4,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a755a3d-b143-44c3-b26f-d7b66c89a11e,3233,2,00:34:59.161,79,59,43,Carry,135,217,Barcelona,4,From Throw In,217,Barcelona,1.086637,,2fb96cc9-bd30-4dc6-b4d3-7cf78e30189b,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,74.4,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5032286f-e610-489c-a246-cfd31fdd42a4,,78.2,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2fb96cc9-bd30-4dc6-b4d3-7cf78e30189b,3234,2,00:35:00.247,80,0,30,Pass,135,217,Barcelona,4,From Throw In,217,Barcelona,0.732066,,d2cbc6d6-c774-4dc9-b5ab-beb27b5e56c4,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,78.2,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,6.47611,-0.23374318,1.0,Ground Pass,84.5,49.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bee82c85-dd12-4c30-be25-c7b5a9eaf779,3235,2,00:35:00.711,80,0,17,Pressure,135,217,Barcelona,4,From Throw In,1041,Sporting Gijón,0.700325,,190548a1-c7c1-4cd7-94a2-2c4d3444b6ee,,18398,Omar Mascarell González,9,Right Defensive Midfield,34.8,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2a27ac33-2b74-466e-862c-e176215a6f9f,d2cbc6d6-c774-4dc9-b5ab-beb27b5e56c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2cbc6d6-c774-4dc9-b5ab-beb27b5e56c4,3236,2,00:35:00.979,80,0,42,Ball Receipt*,135,217,Barcelona,4,From Throw In,217,Barcelona,,,2fb96cc9-bd30-4dc6-b4d3-7cf78e30189b,,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,84.5,49.9,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,bee82c85-dd12-4c30-be25-c7b5a9eaf779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a27ac33-2b74-466e-862c-e176215a6f9f,3237,2,00:35:00.979,80,0,43,Carry,135,217,Barcelona,4,From Throw In,217,Barcelona,0.040034,,190548a1-c7c1-4cd7-94a2-2c4d3444b6ee,,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,84.5,49.9,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,bee82c85-dd12-4c30-be25-c7b5a9eaf779,d2cbc6d6-c774-4dc9-b5ab-beb27b5e56c4,83.2,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190548a1-c7c1-4cd7-94a2-2c4d3444b6ee,3238,2,00:35:01.020,80,1,30,Pass,135,217,Barcelona,4,From Throw In,217,Barcelona,0.807462,,bee82c85-dd12-4c30-be25-c7b5a9eaf779,,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,83.2,50.7,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,e1d17982-e36a-41a7-a834-18d58238b197,,,,5203.0,Sergio Busquets i Burgos,5.0089917,3.0816646,1.0,Ground Pass,78.2,51.0,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1d17982-e36a-41a7-a834-18d58238b197,3239,2,00:35:01.827,80,1,42,Ball Receipt*,135,217,Barcelona,4,From Throw In,217,Barcelona,,,190548a1-c7c1-4cd7-94a2-2c4d3444b6ee,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,78.2,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6faea966-3ab0-43c5-893d-b6dd9fe91499,3240,2,00:35:01.827,80,1,43,Carry,135,217,Barcelona,4,From Throw In,217,Barcelona,1.531538,,6aee836c-326f-4625-b60c-c1a9054f2388,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,78.2,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e1d17982-e36a-41a7-a834-18d58238b197,,78.2,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6aee836c-326f-4625-b60c-c1a9054f2388,3241,2,00:35:03.359,80,3,30,Pass,135,217,Barcelona,4,From Throw In,217,Barcelona,1.208927,,9155c1e7-440b-4477-9e7c-bb73fe2caaac,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,78.2,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,9.2439165,1.024811,1.0,Ground Pass,83.0,58.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9155c1e7-440b-4477-9e7c-bb73fe2caaac,3242,2,00:35:04.567,80,4,42,Ball Receipt*,135,217,Barcelona,4,From Throw In,217,Barcelona,,,6aee836c-326f-4625-b60c-c1a9054f2388,,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,83.0,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a550f8d-da66-4ef1-86b5-364e18d1c6ca,3243,2,00:35:04.567,80,4,43,Carry,135,217,Barcelona,4,From Throw In,217,Barcelona,0.757573,,9155c1e7-440b-4477-9e7c-bb73fe2caaac,,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,83.0,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d73cc98a-a000-4434-9922-9ac6aa150220,,83.0,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d73cc98a-a000-4434-9922-9ac6aa150220,3244,2,00:35:05.325,80,5,30,Pass,135,217,Barcelona,4,From Throw In,217,Barcelona,1.793538,,84b5aadc-f2fa-488f-8ab8-e8e926d6225c,,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,83.0,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,24.225813,-0.13664316,1.0,Ground Pass,107.0,55.6,38.0,Left Foot,76.0,Pass Offside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84b5aadc-f2fa-488f-8ab8-e8e926d6225c,3245,2,00:35:07.119,80,7,42,Ball Receipt*,135,217,Barcelona,4,From Throw In,217,Barcelona,,,d73cc98a-a000-4434-9922-9ac6aa150220,,5246,Luis Alberto Suárez Díaz,23,Center Forward,107.0,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48bf4d9a-5084-4fb6-81f6-18a7aeac9ec7,3247,2,00:35:33.131,80,33,2,Ball Recovery,137,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,58e2ce40-af11-4b2a-8c46-877197e98a47,True,4324,Daniel Alves da Silva,2,Right Back,44.5,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
