id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,out,ball_receipt,off_camera,duel,clearance,counterpress,dribble,foul_committed,foul_won,interception,shot,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,block,ball_recovery,substitution,related_events,location,goalkeeper,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,related_events_1,carry_end_location_0,carry_end_location_1,pass_switch,related_events_2,pass_cross,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_other,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,dribble_outcome_id,dribble_outcome_name,foul_committed_card_id,foul_committed_card_name,foul_won_defensive,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,player,position,pass_aerial_won,clearance_head,shot_one_on_one,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,pass_assisted_shot_id,pass_goal_assist,shot_end_location_2,shot_key_pass_id,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate
aea43839-ace5-4d47-af2e-eb0e4fda7324,2898,2,00:36:30.741,81,30,30,Pass,164,217,Barcelona,3,From Free Kick,217,Barcelona,2.032995,,8894048a-7265-4aa3-b230-82a399dab7c4,5216.0,Andrés Iniesta Luján,13.0,Right Center Midfield,60.2,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,33.929928,2.2685535,1.0,Ground Pass,38.4,47.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8894048a-7265-4aa3-b230-82a399dab7c4,2899,2,00:36:32.774,81,32,42,Ball Receipt*,164,217,Barcelona,3,From Free Kick,217,Barcelona,,,aea43839-ace5-4d47-af2e-eb0e4fda7324,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,38.4,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2aacd45-4ea3-42d6-bb44-2db46e6d4d6c,2900,2,00:36:32.774,81,32,43,Carry,164,217,Barcelona,3,From Free Kick,217,Barcelona,3.212805,,0cc46fae-8bfa-4fc8-825e-f0557f0e275e,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,38.4,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8894048a-7265-4aa3-b230-82a399dab7c4,54.5,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cc46fae-8bfa-4fc8-825e-f0557f0e275e,2901,2,00:36:35.987,81,35,30,Pass,164,217,Barcelona,3,From Free Kick,217,Barcelona,1.636,,c9d1b461-c206-4093-96d1-db19c1bc3c56,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,54.5,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,19.543285,-1.5042281,1.0,Ground Pass,55.8,35.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9d1b461-c206-4093-96d1-db19c1bc3c56,2902,2,00:36:37.623,81,37,42,Ball Receipt*,164,217,Barcelona,3,From Free Kick,217,Barcelona,,,0cc46fae-8bfa-4fc8-825e-f0557f0e275e,5506.0,Javier Alejandro Mascherano,10.0,Center Defensive Midfield,55.8,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad36ef6d-2338-44c9-ae6a-e0b1f23c99d1,2903,2,00:36:37.623,81,37,43,Carry,164,217,Barcelona,3,From Free Kick,217,Barcelona,2.4,,c9d1b461-c206-4093-96d1-db19c1bc3c56,5506.0,Javier Alejandro Mascherano,10.0,Center Defensive Midfield,55.8,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf36291b-113e-4cf3-86e2-ff6278eab8ab,62.5,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf36291b-113e-4cf3-86e2-ff6278eab8ab,2904,2,00:36:40.023,81,40,30,Pass,164,217,Barcelona,3,From Free Kick,217,Barcelona,1.2331,,f81d8e56-9b74-44b1-9c5f-48f505b3d8a6,5506.0,Javier Alejandro Mascherano,10.0,Center Defensive Midfield,62.5,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,18.78297,-1.1071488,1.0,Ground Pass,70.9,19.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f81d8e56-9b74-44b1-9c5f-48f505b3d8a6,2905,2,00:36:41.256,81,41,42,Ball Receipt*,164,217,Barcelona,3,From Free Kick,217,Barcelona,,,cf36291b-113e-4cf3-86e2-ff6278eab8ab,5216.0,Andrés Iniesta Luján,13.0,Right Center Midfield,70.9,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71b7f81b-09c7-47ee-a395-b136ceb46a43,2906,2,00:36:41.256,81,41,43,Carry,164,217,Barcelona,3,From Free Kick,217,Barcelona,0.72,,985cf754-ef2c-4996-9b03-220f6c17376f,5216.0,Andrés Iniesta Luján,13.0,Right Center Midfield,70.9,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f81d8e56-9b74-44b1-9c5f-48f505b3d8a6,70.9,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985cf754-ef2c-4996-9b03-220f6c17376f,2907,2,00:36:41.976,81,41,30,Pass,164,217,Barcelona,3,From Free Kick,217,Barcelona,0.6603,,a615552e-a486-4917-ba15-d17909bc8f23,5216.0,Andrés Iniesta Luján,13.0,Right Center Midfield,70.9,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,13.336416,0.18857226,1.0,Ground Pass,84.0,22.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a615552e-a486-4917-ba15-d17909bc8f23,2908,2,00:36:42.636,81,42,42,Ball Receipt*,164,217,Barcelona,3,From Free Kick,217,Barcelona,,,985cf754-ef2c-4996-9b03-220f6c17376f,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,84.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413a8569-72e4-49a6-ab2d-14685dd1ff5e,2909,2,00:36:42.636,81,42,30,Pass,164,217,Barcelona,3,From Free Kick,217,Barcelona,0.938862,,8820f7b3-c777-473b-87ed-218ab82a2396,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,84.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,9.381365,-2.1972415,2.0,Low Pass,78.5,14.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8820f7b3-c777-473b-87ed-218ab82a2396,2910,2,00:36:43.575,81,43,42,Ball Receipt*,164,217,Barcelona,3,From Free Kick,217,Barcelona,,,413a8569-72e4-49a6-ab2d-14685dd1ff5e,5216.0,Andrés Iniesta Luján,13.0,Right Center Midfield,78.5,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84a3b756-8949-40ae-b29d-1f01e71d01c2,2911,2,00:36:43.575,81,43,43,Carry,164,217,Barcelona,3,From Free Kick,217,Barcelona,3.81269,,3b5a9967-4cc6-4708-a299-b7692b0b229f,5216.0,Andrés Iniesta Luján,13.0,Right Center Midfield,78.5,14.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8820f7b3-c777-473b-87ed-218ab82a2396,97.0,19.5,,e3cf1e5a-386c-4494-a690-8c154f1a40a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3cf1e5a-386c-4494-a690-8c154f1a40a3,2912,2,00:36:45.918,81,45,17,Pressure,164,217,Barcelona,3,From Free Kick,360,Rayo Vallecano,1.596628,,3b5a9967-4cc6-4708-a299-b7692b0b229f,26848.0,Roberto Trashorras Gayoso,15.0,Left Center Midfield,31.9,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84a3b756-8949-40ae-b29d-1f01e71d01c2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b5a9967-4cc6-4708-a299-b7692b0b229f,2913,2,00:36:47.388,81,47,30,Pass,164,217,Barcelona,3,From Free Kick,217,Barcelona,0.260021,,2f5bb6c6-59ff-4f8c-a3d0-165c9349bdad,5216.0,Andrés Iniesta Luján,13.0,Right Center Midfield,97.0,19.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,9.241753,1.3415644,1.0,Ground Pass,99.1,28.5,40.0,Right Foot,,,e3cf1e5a-386c-4494-a690-8c154f1a40a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f5bb6c6-59ff-4f8c-a3d0-165c9349bdad,2914,2,00:36:47.648,81,47,42,Ball Receipt*,164,217,Barcelona,3,From Free Kick,217,Barcelona,,,3b5a9967-4cc6-4708-a299-b7692b0b229f,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,99.1,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746fc38-0fe7-443e-9488-4e6b4880de36,2915,2,00:36:47.648,81,47,43,Carry,164,217,Barcelona,3,From Free Kick,217,Barcelona,0.213301,,2f5bb6c6-59ff-4f8c-a3d0-165c9349bdad,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,99.1,28.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2f853624-3e80-4301-8bfd-a58dc7be842b,96.1,27.5,,4d9f5b8b-15fb-46b3-a53c-38a9ebae1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d9f5b8b-15fb-46b3-a53c-38a9ebae1319,2916,2,00:36:47.660,81,47,17,Pressure,164,217,Barcelona,3,From Free Kick,360,Rayo Vallecano,0.381222,,1746fc38-0fe7-443e-9488-4e6b4880de36,18404.0,José Ángel Crespo Rincón,5.0,Left Center Back,21.4,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2f853624-3e80-4301-8bfd-a58dc7be842b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f853624-3e80-4301-8bfd-a58dc7be842b,2917,2,00:36:47.861,81,47,30,Pass,164,217,Barcelona,3,From Free Kick,217,Barcelona,0.770626,,4d9f5b8b-15fb-46b3-a53c-38a9ebae1319,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,96.1,27.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,8.955445,-0.41368923,3.0,High Pass,104.3,23.9,40.0,Right Foot,,,87c0e4b7-5607-463e-9d64-969a9498f327,,,,a047247a-af95-4a2d-a3bb-3e8f178ea0a0,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87c0e4b7-5607-463e-9d64-969a9498f327,2918,2,00:36:48.632,81,48,42,Ball Receipt*,164,217,Barcelona,3,From Free Kick,217,Barcelona,,,2f853624-3e80-4301-8bfd-a58dc7be842b,5216.0,Andrés Iniesta Luján,13.0,Right Center Midfield,105.6,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a047247a-af95-4a2d-a3bb-3e8f178ea0a0,2919,2,00:36:48.632,81,48,9,Clearance,164,217,Barcelona,3,From Free Kick,360,Rayo Vallecano,0.0,,2f853624-3e80-4301-8bfd-a58dc7be842b,24138.0,Joaquín José Marín Ruiz,2.0,Right Back,15.8,56.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
db8741dc-1b30-40e4-9bf2-f92467514f8e,2920,2,00:36:49.831,81,49,2,Ball Recovery,164,217,Barcelona,3,From Free Kick,217,Barcelona,0.0,,,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,104.8,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b26fb59b-647a-494a-af30-07ddf549d712,2921,2,00:36:49.831,81,49,43,Carry,164,217,Barcelona,3,From Free Kick,217,Barcelona,1.8445,,11064e5f-106e-45e5-9057-ba73ad7af864,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,104.8,25.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfc8b9de-b681-4c64-a7e3-3149c99514a4,117.3,29.5,,db8741dc-1b30-40e4-9bf2-f92467514f8e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11064e5f-106e-45e5-9057-ba73ad7af864,2922,2,00:36:50.677,81,50,17,Pressure,164,217,Barcelona,3,From Free Kick,360,Rayo Vallecano,0.595291,,b26fb59b-647a-494a-af30-07ddf549d712,24138.0,Joaquín José Marín Ruiz,2.0,Right Back,10.7,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7393d59d-df25-4cad-bacf-ff1db7592e8b,2923,2,00:36:51.134,81,51,17,Pressure,164,217,Barcelona,3,From Free Kick,360,Rayo Vallecano,0.644,,cfc8b9de-b681-4c64-a7e3-3149c99514a4,11539.0,Adrián Embarba Blázquez,13.0,Right Center Midfield,5.3,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
