id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,out,ball_receipt,off_camera,duel,clearance,counterpress,dribble,foul_committed,foul_won,interception,shot,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,block,ball_recovery,substitution,related_events,location,goalkeeper,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,related_events_1,carry_end_location_0,carry_end_location_1,pass_switch,related_events_2,pass_cross,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_other,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,dribble_outcome_id,dribble_outcome_name,foul_committed_card_id,foul_committed_card_name,foul_won_defensive,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,player,position,pass_aerial_won,clearance_head,shot_one_on_one,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,pass_assisted_shot_id,pass_goal_assist,shot_end_location_2,shot_key_pass_id,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate
0f10c70a-13be-4283-b742-19c5fcb4fa4e,2670,2,00:29:40.792,74,40,43,Carry,153,217,Barcelona,4,From Throw In,217,Barcelona,5.2,,2de96cef-d901-4cb4-9317-6cb6f87bece1,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,50.3,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4222fa41-422e-4dc0-b0a4-014cc824b9ea,80.6,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2de96cef-d901-4cb4-9317-6cb6f87bece1,2671,2,00:29:45.992,74,45,30,Pass,153,217,Barcelona,4,From Throw In,217,Barcelona,1.448523,,d67fdb94-e1f0-4689-bde3-ec1bdf8cb21d,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,80.6,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11094.0,Arda Turan,14.68128,1.7281064,1.0,Ground Pass,78.3,67.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d67fdb94-e1f0-4689-bde3-ec1bdf8cb21d,2672,2,00:29:47.440,74,47,42,Ball Receipt*,153,217,Barcelona,4,From Throw In,217,Barcelona,,,2de96cef-d901-4cb4-9317-6cb6f87bece1,11094.0,Arda Turan,15.0,Left Center Midfield,78.3,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037a8a3a-28cb-4c8a-a76c-45ed15b2ce12,2673,2,00:29:47.440,74,47,43,Carry,153,217,Barcelona,4,From Throw In,217,Barcelona,3.658109,,42c5605e-3f6a-4cda-9a45-a1ade07d502c,11094.0,Arda Turan,15.0,Left Center Midfield,78.3,67.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a8621f62-6f39-4203-b495-0139458a12fb,75.6,56.3,,d67fdb94-e1f0-4689-bde3-ec1bdf8cb21d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8621f62-6f39-4203-b495-0139458a12fb,2674,2,00:29:50.610,74,50,17,Pressure,153,217,Barcelona,4,From Throw In,360,Rayo Vallecano,0.830185,,037a8a3a-28cb-4c8a-a76c-45ed15b2ce12,24782.0,Jonhatan Montiel Caballero,19.0,Center Attacking Midfield,43.5,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42c5605e-3f6a-4cda-9a45-a1ade07d502c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42c5605e-3f6a-4cda-9a45-a1ade07d502c,2675,2,00:29:51.098,74,51,30,Pass,153,217,Barcelona,4,From Throw In,217,Barcelona,1.212968,,2b5a5c8a-9429-4b71-9985-1a727c5954f9,11094.0,Arda Turan,15.0,Left Center Midfield,75.6,56.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6400.0,Aleix Vidal Parreu,16.476044,1.3567356,1.0,Ground Pass,79.1,72.4,40.0,Right Foot,,,a8621f62-6f39-4203-b495-0139458a12fb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2b5a5c8a-9429-4b71-9985-1a727c5954f9,2676,2,00:29:52.311,74,52,42,Ball Receipt*,153,217,Barcelona,4,From Throw In,217,Barcelona,,,42c5605e-3f6a-4cda-9a45-a1ade07d502c,6400.0,Aleix Vidal Parreu,2.0,Right Back,79.1,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d764e6aa-3854-41fd-b2f9-9d4473c8e262,2677,2,00:29:52.311,74,52,43,Carry,153,217,Barcelona,4,From Throw In,217,Barcelona,1.6,,1440b00c-75e5-46d1-9ced-565ddaab46f0,6400.0,Aleix Vidal Parreu,2.0,Right Back,79.1,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2b5a5c8a-9429-4b71-9985-1a727c5954f9,80.6,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440b00c-75e5-46d1-9ced-565ddaab46f0,2678,2,00:29:53.911,74,53,30,Pass,153,217,Barcelona,4,From Throw In,217,Barcelona,1.338438,,d1c36308-b9c4-4540-bed3-96f530f41bc3,6400.0,Aleix Vidal Parreu,2.0,Right Back,80.6,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,17.901117,-1.4644574,1.0,Ground Pass,82.5,54.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1c36308-b9c4-4540-bed3-96f530f41bc3,2679,2,00:29:55.250,74,55,42,Ball Receipt*,153,217,Barcelona,4,From Throw In,217,Barcelona,,,1440b00c-75e5-46d1-9ced-565ddaab46f0,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,82.5,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52844fb-8502-4ca3-afe9-2a789c513179,2680,2,00:29:55.250,74,55,43,Carry,153,217,Barcelona,4,From Throw In,217,Barcelona,0.421794,,d1c36308-b9c4-4540-bed3-96f530f41bc3,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,82.5,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e552c02b-e9a8-4675-a863-07d03497707d,82.5,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e552c02b-e9a8-4675-a863-07d03497707d,2681,2,00:29:55.671,74,55,30,Pass,153,217,Barcelona,4,From Throw In,217,Barcelona,0.656177,,331618db-be3c-4091-92a3-09b36456d746,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,82.5,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11094.0,Arda Turan,8.955445,1.9844855,1.0,Ground Pass,78.9,62.8,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331618db-be3c-4091-92a3-09b36456d746,2682,2,00:29:56.328,74,56,42,Ball Receipt*,153,217,Barcelona,4,From Throw In,217,Barcelona,,,e552c02b-e9a8-4675-a863-07d03497707d,11094.0,Arda Turan,15.0,Left Center Midfield,78.9,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1b957cb-c34b-4874-921c-d3bb3c206e9e,2683,2,00:29:56.328,74,56,43,Carry,153,217,Barcelona,4,From Throw In,217,Barcelona,1.199991,,2a6f5822-fe4f-4d66-9223-68b60230cf93,11094.0,Arda Turan,15.0,Left Center Midfield,78.9,62.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331618db-be3c-4091-92a3-09b36456d746,82.9,63.4,,969b81d1-ed3d-4a11-84f3-08382f803604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969b81d1-ed3d-4a11-84f3-08382f803604,2684,2,00:29:57.251,74,57,17,Pressure,153,217,Barcelona,4,From Throw In,360,Rayo Vallecano,0.38483,,2a6f5822-fe4f-4d66-9223-68b60230cf93,24782.0,Jonhatan Montiel Caballero,19.0,Center Attacking Midfield,34.7,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1b957cb-c34b-4874-921c-d3bb3c206e9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a6f5822-fe4f-4d66-9223-68b60230cf93,2685,2,00:29:57.528,74,57,30,Pass,153,217,Barcelona,4,From Throw In,217,Barcelona,1.203585,,6e8a60f6-e03e-4611-9b98-74b61a1e9fde,11094.0,Arda Turan,15.0,Left Center Midfield,82.9,63.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,15.9012575,0.91471726,1.0,Ground Pass,92.6,76.0,40.0,Right Foot,,,969b81d1-ed3d-4a11-84f3-08382f803604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6e8a60f6-e03e-4611-9b98-74b61a1e9fde,2686,2,00:29:58.731,74,58,42,Ball Receipt*,153,217,Barcelona,4,From Throw In,217,Barcelona,,,2a6f5822-fe4f-4d66-9223-68b60230cf93,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,92.6,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1c46045a-8426-40e6-9434-89bf593fa2ed,2687,2,00:29:58.731,74,58,43,Carry,153,217,Barcelona,4,From Throw In,217,Barcelona,4.441315,,6b0754de-95c3-4dc9-b03f-f45ce77b7e4b,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,92.6,76.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6e8a60f6-e03e-4611-9b98-74b61a1e9fde,91.1,69.1,,71929d20-6364-4565-b88b-a04611b4ddec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b0754de-95c3-4dc9-b03f-f45ce77b7e4b,2688,2,00:30:02.432,75,2,17,Pressure,153,217,Barcelona,4,From Throw In,360,Rayo Vallecano,0.758619,,1c46045a-8426-40e6-9434-89bf593fa2ed,6914.0,Roberto Román Triguero,6.0,Left Back,26.3,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71929d20-6364-4565-b88b-a04611b4ddec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71929d20-6364-4565-b88b-a04611b4ddec,2689,2,00:30:03.172,75,3,30,Pass,153,217,Barcelona,4,From Throw In,217,Barcelona,1.2863,,6b0754de-95c3-4dc9-b03f-f45ce77b7e4b,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,91.1,69.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6400.0,Aleix Vidal Parreu,7.9981246,0.7411792,1.0,Ground Pass,97.0,74.5,40.0,Right Foot,,,77d3b084-d0b0-451d-8a5d-8da63059cd35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d9e3d189-d1e0-4083-b2ae-3b4d2d1f2139,2690,2,00:30:03.950,75,3,17,Pressure,153,217,Barcelona,4,From Throw In,360,Rayo Vallecano,0.389983,,,6914.0,Roberto Román Triguero,6.0,Left Back,23.1,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77d3b084-d0b0-451d-8a5d-8da63059cd35,2691,2,00:30:04.459,75,4,42,Ball Receipt*,153,217,Barcelona,4,From Throw In,217,Barcelona,,,71929d20-6364-4565-b88b-a04611b4ddec,6400.0,Aleix Vidal Parreu,2.0,Right Back,97.0,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48554a8d-0ab2-4d77-99b8-073aef7c82eb,2692,2,00:30:04.459,75,4,43,Carry,153,217,Barcelona,4,From Throw In,217,Barcelona,0.0115,,77d3b084-d0b0-451d-8a5d-8da63059cd35,6400.0,Aleix Vidal Parreu,2.0,Right Back,97.0,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9d5f45c4-c96d-4b8a-819d-a222e6758599,95.9,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9d5f45c4-c96d-4b8a-819d-a222e6758599,2693,2,00:30:04.470,75,4,30,Pass,153,217,Barcelona,4,From Throw In,217,Barcelona,2.0063,,2d7d6b14-72be-468f-80b9-9f1fca341fc7,6400.0,Aleix Vidal Parreu,2.0,Right Back,95.9,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,32.751488,-2.9418018,1.0,Ground Pass,63.8,67.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d7d6b14-72be-468f-80b9-9f1fca341fc7,2694,2,00:30:06.477,75,6,42,Ball Receipt*,153,217,Barcelona,4,From Throw In,217,Barcelona,,,9d5f45c4-c96d-4b8a-819d-a222e6758599,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,63.8,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95eccf2a-9e3a-46ad-9fc6-3f9a557b4903,2695,2,00:30:06.477,75,6,43,Carry,153,217,Barcelona,4,From Throw In,217,Barcelona,2.8,,053958a8-3aaf-43d3-a04e-a1600d734700,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,63.8,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d7d6b14-72be-468f-80b9-9f1fca341fc7,63.2,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
053958a8-3aaf-43d3-a04e-a1600d734700,2696,2,00:30:09.277,75,9,30,Pass,153,217,Barcelona,4,From Throw In,217,Barcelona,2.1754,,8ac5d508-0fc6-4dac-b74a-cc8e37ba6f3a,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,63.2,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,40.32096,-1.9333405,1.0,Ground Pass,48.9,27.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
