id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,under_pressure,duel,carry,ball_receipt,interception,counterpress,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,dribble,clearance,out,miscontrol,foul_committed,foul_won,shot,ball_recovery,block,substitution,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,goalkeeper,related_events,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,related_events_1,carry_end_location_0,carry_end_location_1,pass_switch,pass_body_part_id,pass_body_part_name,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name
37c03f7e-a3e1-406e-a221-82a1ef0092ed,2602,2,00:17:32.885,62,32,30,Pass,139,217,Barcelona,4,From Throw In,217,Barcelona,1.182709,,abae98a1-71f0-40f1-b89c-2ca1d1a5c148,,4324,Daniel Alves da Silva,2,Right Back,56.3,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,6616.0,Munir El Haddadi Mohamed,14.25798,0.1905181,1.0,Ground Pass,70.3,78.4,,,,,,,,,,,,,,40.0,Right Foot,,,,,
591d0195-9fe7-40d5-90f4-c580a0ccdd9f,2603,2,00:17:33.572,62,33,17,Pressure,139,217,Barcelona,4,From Throw In,221,Levante UD,0.38876,,,,6784,Antonio García Aranda,8,Left Wing Back,43.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abae98a1-71f0-40f1-b89c-2ca1d1a5c148,2604,2,00:17:34.067,62,34,42,Ball Receipt*,139,217,Barcelona,4,From Throw In,217,Barcelona,,,37c03f7e-a3e1-406e-a221-82a1ef0092ed,,6616,Munir El Haddadi Mohamed,17,Right Wing,70.3,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5dec50c-ff00-4393-bdf9-ee6e50fd865e,2605,2,00:17:34.067,62,34,43,Carry,139,217,Barcelona,4,From Throw In,217,Barcelona,0.039975002,,abae98a1-71f0-40f1-b89c-2ca1d1a5c148,,6616,Munir El Haddadi Mohamed,17,Right Wing,70.3,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daf8a315-176e-438f-bccf-f578023fd3de,71.2,77.4,,,,,,,,
daf8a315-176e-438f-bccf-f578023fd3de,2606,2,00:17:34.107,62,34,30,Pass,139,217,Barcelona,4,From Throw In,217,Barcelona,1.298746,,a280623c-5aa9-4c8d-b751-528759c123bf,,6616,Munir El Haddadi Mohamed,17,Right Wing,71.2,77.4,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,12.801562,-3.125969,1.0,Ground Pass,58.4,77.2,,,,,,,,,,,,,,40.0,Right Foot,,,,,
a280623c-5aa9-4c8d-b751-528759c123bf,2607,2,00:17:35.406,62,35,42,Ball Receipt*,139,217,Barcelona,4,From Throw In,217,Barcelona,,,daf8a315-176e-438f-bccf-f578023fd3de,,4324,Daniel Alves da Silva,2,Right Back,58.4,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ff5b8615-e268-4f6b-ad23-cf35807404a8,2608,2,00:17:35.406,62,35,43,Carry,139,217,Barcelona,4,From Throw In,217,Barcelona,1.438855,,204e65fe-9a6a-467d-8abc-ff6eeb932fd0,,4324,Daniel Alves da Silva,2,Right Back,58.4,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a280623c-5aa9-4c8d-b751-528759c123bf,58.0,76.7,,,,,,,,
204e65fe-9a6a-467d-8abc-ff6eeb932fd0,2609,2,00:17:36.845,62,36,30,Pass,139,217,Barcelona,4,From Throw In,217,Barcelona,1.869975,,7738bea3-9478-43bc-9119-5e84831b8b7f,,4324,Daniel Alves da Silva,2,Right Back,58.0,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,7068.0,Marc Bartra Aregall,23.847221,-2.394751,1.0,Ground Pass,40.5,60.5,,,,,,,,,,,,,,40.0,Right Foot,,,,,
7738bea3-9478-43bc-9119-5e84831b8b7f,2610,2,00:17:38.715,62,38,42,Ball Receipt*,139,217,Barcelona,4,From Throw In,217,Barcelona,,,204e65fe-9a6a-467d-8abc-ff6eeb932fd0,,7068,Marc Bartra Aregall,3,Right Center Back,40.5,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a70df442-c050-4cc0-917f-4aab6a8eaa73,2611,2,00:17:38.715,62,38,43,Carry,139,217,Barcelona,4,From Throw In,217,Barcelona,1.375825,,3a646620-d526-4b60-9ab5-3dd950ba9a45,,7068,Marc Bartra Aregall,3,Right Center Back,40.5,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7738bea3-9478-43bc-9119-5e84831b8b7f,44.0,55.7,,,,,,,,
3a646620-d526-4b60-9ab5-3dd950ba9a45,2612,2,00:17:40.091,62,40,30,Pass,139,217,Barcelona,4,From Throw In,217,Barcelona,1.777497,,fe55a4cf-eb8d-4231-b4fc-a788549776d7,,7068,Marc Bartra Aregall,3,Right Center Back,44.0,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,38.650486,-1.2686832,1.0,Ground Pass,55.5,18.8,,,,,,,,,,,,,,40.0,Right Foot,,,,,
fe55a4cf-eb8d-4231-b4fc-a788549776d7,2613,2,00:17:41.868,62,41,42,Ball Receipt*,139,217,Barcelona,4,From Throw In,217,Barcelona,,,3a646620-d526-4b60-9ab5-3dd950ba9a45,,5506,Javier Alejandro Mascherano,5,Left Center Back,55.5,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0616e7ae-9836-4782-862b-9d98c670e8e5,2614,2,00:17:41.868,62,41,43,Carry,139,217,Barcelona,4,From Throw In,217,Barcelona,5.610103,,e9d25097-875b-4ec4-8be3-bb358a60c8ae,,5506,Javier Alejandro Mascherano,5,Left Center Back,55.5,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe55a4cf-eb8d-4231-b4fc-a788549776d7,64.5,21.0,,,,,,,,
e9d25097-875b-4ec4-8be3-bb358a60c8ae,2615,2,00:17:47.478,62,47,30,Pass,139,217,Barcelona,4,From Throw In,217,Barcelona,2.616136,,5ab08623-0f54-418b-84e4-c0c96acf31b1,,5506,Javier Alejandro Mascherano,5,Left Center Back,64.5,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,49.147125,1.4934002,3.0,High Pass,68.3,70.0,,,,,,,,,,,,,True,40.0,Right Foot,,,,,
5ab08623-0f54-418b-84e4-c0c96acf31b1,2616,2,00:17:50.094,62,50,42,Ball Receipt*,139,217,Barcelona,4,From Throw In,217,Barcelona,,,e9d25097-875b-4ec4-8be3-bb358a60c8ae,,4324,Daniel Alves da Silva,2,Right Back,68.3,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fda0df36-5835-46eb-9ed9-255225579666,2617,2,00:17:50.094,62,50,43,Carry,139,217,Barcelona,4,From Throw In,217,Barcelona,1.823864,,110c4317-69b7-4f9a-a79f-230e37dd4347,,4324,Daniel Alves da Silva,2,Right Back,68.3,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ab08623-0f54-418b-84e4-c0c96acf31b1,71.2,71.6,,,,,,,,
110c4317-69b7-4f9a-a79f-230e37dd4347,2618,2,00:17:51.918,62,51,30,Pass,139,217,Barcelona,4,From Throw In,217,Barcelona,0.883289,,3e21f17f-5c16-4a37-a437-ed416e03d833,,4324,Daniel Alves da Silva,2,Right Back,71.2,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,5.9236813,-1.9513026,1.0,Ground Pass,69.0,66.1,,,,,,,,,,,,,,40.0,Right Foot,,,,,
3e21f17f-5c16-4a37-a437-ed416e03d833,2619,2,00:17:52.801,62,52,42,Ball Receipt*,139,217,Barcelona,4,From Throw In,217,Barcelona,,,110c4317-69b7-4f9a-a79f-230e37dd4347,,5503,Lionel Andrés Messi Cuccittini,19,Center Attacking Midfield,69.0,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4a8c58b0-6b2e-43a3-9629-21d5879ea0bb,2620,2,00:17:52.801,62,52,43,Carry,139,217,Barcelona,4,From Throw In,217,Barcelona,0.437011,,2296ad5e-99f7-499d-a629-4357f0ec4def,,5503,Lionel Andrés Messi Cuccittini,19,Center Attacking Midfield,69.0,66.1,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e21f17f-5c16-4a37-a437-ed416e03d833,67.8,68.5,,,,a22d1caa-ec16-43e6-a1db-19074edaa2bd,,,,
a22d1caa-ec16-43e6-a1db-19074edaa2bd,2621,2,00:17:53.123,62,53,17,Pressure,139,217,Barcelona,4,From Throw In,221,Levante UD,0.720121,,2296ad5e-99f7-499d-a629-4357f0ec4def,,5678,Jefferson Andrés Lerma Solís,15,Left Center Midfield,48.4,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a8c58b0-6b2e-43a3-9629-21d5879ea0bb,,,,,,,,,,
2296ad5e-99f7-499d-a629-4357f0ec4def,2622,2,00:17:53.239,62,53,30,Pass,139,217,Barcelona,4,From Throw In,217,Barcelona,1.0911,,a22d1caa-ec16-43e6-a1db-19074edaa2bd,,5503,Lionel Andrés Messi Cuccittini,19,Center Attacking Midfield,67.8,68.5,,True,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,12.170867,0.49672377,1.0,Ground Pass,78.5,74.3,,,,,,,,,,ed7b3c5c-0aeb-448c-8540-fa2d427b30b8,,,,38.0,Left Foot,,,,,
ed7b3c5c-0aeb-448c-8540-fa2d427b30b8,2623,2,00:17:54.330,62,54,42,Ball Receipt*,139,217,Barcelona,4,From Throw In,217,Barcelona,,,2296ad5e-99f7-499d-a629-4357f0ec4def,,4324,Daniel Alves da Silva,2,Right Back,78.5,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ee15456-6ca6-4e9d-b2e2-98a1ee9643a3,2624,2,00:17:54.330,62,54,43,Carry,139,217,Barcelona,4,From Throw In,217,Barcelona,0.406,,b2898f36-2ad7-4a0f-97d3-5564c9d38f44,,4324,Daniel Alves da Silva,2,Right Back,78.5,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ed7b3c5c-0aeb-448c-8540-fa2d427b30b8,78.5,75.0,,,,,,,,
b2898f36-2ad7-4a0f-97d3-5564c9d38f44,2625,2,00:17:54.736,62,54,30,Pass,139,217,Barcelona,4,From Throw In,217,Barcelona,0.802126,,698b8cea-4a26-4410-b18c-63a7a191cff6,,4324,Daniel Alves da Silva,2,Right Back,78.5,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,8.417244,-2.3813992,1.0,Ground Pass,72.4,69.2,,,,,,,,,,,,,,40.0,Right Foot,,,,,
698b8cea-4a26-4410-b18c-63a7a191cff6,2626,2,00:17:55.538,62,55,42,Ball Receipt*,139,217,Barcelona,4,From Throw In,217,Barcelona,,,b2898f36-2ad7-4a0f-97d3-5564c9d38f44,,5503,Lionel Andrés Messi Cuccittini,19,Center Attacking Midfield,72.4,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1e2e0640-8cf3-4726-8baa-dd101c0c7b62,2627,2,00:17:55.538,62,55,43,Carry,139,217,Barcelona,4,From Throw In,217,Barcelona,2.099774,,51812ee7-c905-4c4f-bbc1-6e0771620688,,5503,Lionel Andrés Messi Cuccittini,19,Center Attacking Midfield,72.4,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698b8cea-4a26-4410-b18c-63a7a191cff6,75.1,61.5,,,,,,,,
51812ee7-c905-4c4f-bbc1-6e0771620688,2628,2,00:17:57.638,62,57,30,Pass,139,217,Barcelona,4,From Throw In,217,Barcelona,2.900937,,da04bb80-7a67-4a32-baa5-e06e5d52658d,,5503,Lionel Andrés Messi Cuccittini,19,Center Attacking Midfield,75.1,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,22102.0,Adriano Correia Claro,62.055622,-1.1684437,3.0,High Pass,99.4,4.4,,,,,,,,,,,,,True,38.0,Left Foot,,,,,
da04bb80-7a67-4a32-baa5-e06e5d52658d,2629,2,00:18:00.538,63,0,42,Ball Receipt*,139,217,Barcelona,4,From Throw In,217,Barcelona,,,51812ee7-c905-4c4f-bbc1-6e0771620688,,22102,Adriano Correia Claro,6,Left Back,99.4,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44ad6a5c-29b0-4a9e-91f9-24d479d7d394,2630,2,00:18:00.538,63,0,43,Carry,139,217,Barcelona,4,From Throw In,217,Barcelona,1.111963,,d13964b6-6199-4c27-b7c6-cdb7546ac2a2,,22102,Adriano Correia Claro,6,Left Back,99.4,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da04bb80-7a67-4a32-baa5-e06e5d52658d,97.5,5.1,,,,,,,,
d13964b6-6199-4c27-b7c6-cdb7546ac2a2,2631,2,00:18:01.650,63,1,30,Pass,139,217,Barcelona,4,From Throw In,217,Barcelona,1.122557,,04e1fba8-3315-47f7-934f-80a0e02dab8b,,22102,Adriano Correia Claro,6,Left Back,97.5,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,12.756567,1.6650048,1.0,Ground Pass,96.3,17.8,,,,,,,,,,,,,,40.0,Right Foot,,,,,
8f803260-c489-4903-a48b-0e8eff969d64,2632,2,00:18:02.329,63,2,17,Pressure,139,217,Barcelona,4,From Throw In,221,Levante UD,0.364534,,,,25824,Ángel Trujillo Canorea,3,Right Center Back,20.2,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04e1fba8-3315-47f7-934f-80a0e02dab8b,2633,2,00:18:02.773,63,2,42,Ball Receipt*,139,217,Barcelona,4,From Throw In,217,Barcelona,,,d13964b6-6199-4c27-b7c6-cdb7546ac2a2,,4320,Neymar da Silva Santos Junior,21,Left Wing,96.3,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f23d715a-49cd-4d61-b032-6569e2e0dab4,2634,2,00:18:02.773,63,2,43,Carry,139,217,Barcelona,4,From Throw In,217,Barcelona,0.080043,,04e1fba8-3315-47f7-934f-80a0e02dab8b,,4320,Neymar da Silva Santos Junior,21,Left Wing,96.3,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254da696-203d-4e8a-8010-084cf36bd4b2,95.6,16.9,,,,,,,,
254da696-203d-4e8a-8010-084cf36bd4b2,2635,2,00:18:02.853,63,2,30,Pass,139,217,Barcelona,4,From Throw In,217,Barcelona,0.781515,,06622937-d1d6-4a78-adb5-a0e0662b5197,,4320,Neymar da Silva Santos Junior,21,Left Wing,95.6,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,22102.0,Adriano Correia Claro,11.86086,-1.4694499,1.0,Ground Pass,96.8,5.1,,,,,,,,,,,,,,40.0,Right Foot,,,,,
06622937-d1d6-4a78-adb5-a0e0662b5197,2636,2,00:18:03.635,63,3,42,Ball Receipt*,139,217,Barcelona,4,From Throw In,217,Barcelona,,,254da696-203d-4e8a-8010-084cf36bd4b2,,22102,Adriano Correia Claro,6,Left Back,96.8,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb134f58-0262-412d-8c8d-2147e5e75b92,2637,2,00:18:03.635,63,3,43,Carry,139,217,Barcelona,4,From Throw In,217,Barcelona,0.753085,,06622937-d1d6-4a78-adb5-a0e0662b5197,,22102,Adriano Correia Claro,6,Left Back,96.8,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244715f7-5747-4611-99a5-f5bff46df9c7,97.0,5.3,,,,,,,,
244715f7-5747-4611-99a5-f5bff46df9c7,2638,2,00:18:04.388,63,4,30,Pass,139,217,Barcelona,4,From Throw In,217,Barcelona,0.804031,,3ab11018-9971-4613-a8a5-527dc9dac2cd,,22102,Adriano Correia Claro,6,Left Back,97.0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,9.436631,2.4387136,1.0,Ground Pass,89.8,11.4,,,,,,,,,,,,,,38.0,Left Foot,,,,,
3ab11018-9971-4613-a8a5-527dc9dac2cd,2639,2,00:18:05.192,63,5,42,Ball Receipt*,139,217,Barcelona,4,From Throw In,217,Barcelona,,,244715f7-5747-4611-99a5-f5bff46df9c7,,4320,Neymar da Silva Santos Junior,21,Left Wing,89.8,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101f8d85-76c8-4fae-a948-067a378d8eee,2640,2,00:18:05.192,63,5,43,Carry,139,217,Barcelona,4,From Throw In,217,Barcelona,3.107369,,2fa21f2c-9d4b-47dd-8496-14054e9e5432,,4320,Neymar da Silva Santos Junior,21,Left Wing,89.8,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ab11018-9971-4613-a8a5-527dc9dac2cd,86.6,17.4,,,,,,,,
2fa21f2c-9d4b-47dd-8496-14054e9e5432,2641,2,00:18:08.299,63,8,30,Pass,139,217,Barcelona,4,From Throw In,217,Barcelona,3.441082,,421b676c-85d4-4787-8bd7-21e98d8f6977,,4320,Neymar da Silva Santos Junior,21,Left Wing,86.6,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,55.371925,1.3319498,3.0,High Pass,99.7,71.2,,,,,,,,,,,,,True,40.0,Right Foot,,,,,
421b676c-85d4-4787-8bd7-21e98d8f6977,2642,2,00:18:11.740,63,11,42,Ball Receipt*,139,217,Barcelona,4,From Throw In,217,Barcelona,,,2fa21f2c-9d4b-47dd-8496-14054e9e5432,,4324,Daniel Alves da Silva,2,Right Back,99.7,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b2d2158-5ece-4e43-a0d7-e859dd8ee27e,2643,2,00:18:11.740,63,11,43,Carry,139,217,Barcelona,4,From Throw In,217,Barcelona,3.000318,,09ff8667-a772-46dd-9d0a-8c75dc581ed0,,4324,Daniel Alves da Silva,2,Right Back,99.7,71.2,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421b676c-85d4-4787-8bd7-21e98d8f6977,101.8,62.3,,,,45d6c315-a409-4b51-a177-035500ff1142,,,,
09ff8667-a772-46dd-9d0a-8c75dc581ed0,2644,2,00:18:14.163,63,14,17,Pressure,139,217,Barcelona,4,From Throw In,221,Levante UD,0.654252,,45d6c315-a409-4b51-a177-035500ff1142,,6784,Antonio García Aranda,8,Left Wing Back,16.6,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4b2d2158-5ece-4e43-a0d7-e859dd8ee27e,,,,,,,,,,
45d6c315-a409-4b51-a177-035500ff1142,2645,2,00:18:14.740,63,14,30,Pass,139,217,Barcelona,4,From Throw In,217,Barcelona,0.721692,,09ff8667-a772-46dd-9d0a-8c75dc581ed0,,4324,Daniel Alves da Silva,2,Right Back,101.8,62.3,,True,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,8.982761,-2.3325768,1.0,Ground Pass,95.6,55.8,,,,,,,,,,bddba5c8-ff91-4b9f-a272-18b77d0f3c00,,,,40.0,Right Foot,,,,,
bddba5c8-ff91-4b9f-a272-18b77d0f3c00,2646,2,00:18:15.462,63,15,42,Ball Receipt*,139,217,Barcelona,4,From Throw In,217,Barcelona,,,45d6c315-a409-4b51-a177-035500ff1142,,5503,Lionel Andrés Messi Cuccittini,19,Center Attacking Midfield,95.6,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c150c88a-fcb8-43f5-98f5-57358f7facb4,2647,2,00:18:15.462,63,15,43,Carry,139,217,Barcelona,4,From Throw In,217,Barcelona,2.404108,,59689072-9be7-4411-86a5-fa644632c528,,5503,Lionel Andrés Messi Cuccittini,19,Center Attacking Midfield,95.6,55.8,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9c6df4c2-4b97-4a3b-ae48-7d2b6b269890,94.9,46.1,,,,bddba5c8-ff91-4b9f-a272-18b77d0f3c00,,,,
9c6df4c2-4b97-4a3b-ae48-7d2b6b269890,2648,2,00:18:16.935,63,16,17,Pressure,139,217,Barcelona,4,From Throw In,221,Levante UD,0.799138,,c150c88a-fcb8-43f5-98f5-57358f7facb4,,5678,Jefferson Andrés Lerma Solís,15,Left Center Midfield,23.3,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59689072-9be7-4411-86a5-fa644632c528,2649,2,00:18:17.866,63,17,30,Pass,139,217,Barcelona,4,From Throw In,217,Barcelona,1.010167,,91aee34d-70c6-4a3a-a63b-08ccbb0d2d25,,5503,Lionel Andrés Messi Cuccittini,19,Center Attacking Midfield,94.9,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,6616.0,Munir El Haddadi Mohamed,15.728954,-0.7224185,3.0,High Pass,106.7,35.7,,,,,,,,,,,,,,38.0,Left Foot,,76.0,Pass Offside,,
91aee34d-70c6-4a3a-a63b-08ccbb0d2d25,2650,2,00:18:18.876,63,18,42,Ball Receipt*,139,217,Barcelona,4,From Throw In,217,Barcelona,,,59689072-9be7-4411-86a5-fa644632c528,,6616,Munir El Haddadi Mohamed,17,Right Wing,106.7,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete
e281c8ab-37db-466d-938e-de2823e91375,2652,2,00:18:39.953,63,39,2,Ball Recovery,141,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,a1612882-f31b-4753-9b2b-aa2ae7f2377c,,4324,Daniel Alves da Silva,2,Right Back,54.6,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f4b8f051-2593-4bc2-8756-c468cbce698e,2653,2,00:18:41.110,63,41,30,Pass,141,217,Barcelona,1,Regular Play,217,Barcelona,0.582654,,bb38e96a-321f-49b5-96df-ae75f5cbe41d,,4324,Daniel Alves da Silva,2,Right Back,54.8,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,5.903389,-1.6046816,1.0,Ground Pass,54.6,69.2,,,,,,,,,,,,,,40.0,Right Foot,,,,,
790d2571-835b-44b7-9be8-66d8aa5212cc,2654,2,00:18:41.343,63,41,17,Pressure,141,217,Barcelona,1,Regular Play,221,Levante UD,0.700188,,9e675283-8f39-4b56-b921-e3b583dc1a0e,,6684,Roger Martí Salvador,24,Left Center Forward,68.2,12.6,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bb38e96a-321f-49b5-96df-ae75f5cbe41d,,,,,,e884372c-1397-4c90-be1b-520e41bf9742,,,,
