id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry,under_pressure,off_camera,shot,goalkeeper,clearance,out,ball_receipt,interception,dribble,counterpress,duel,ball_recovery,foul_won,block,foul_committed,injury_stoppage,substitution,pass,related_events_1,carry_end_location_0,carry_end_location_1,pass_switch,related_events_2,pass_assisted_shot_id,pass_shot_assist,pass_through_ball,pass_technique_id,pass_technique_name,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,related_events,shot_open_goal,shot_first_time
2b629d48-c429-41c4-9779-fb564cdf3626,25,1,00:00:21.443,0,21,43,Carry,2,217,Barcelona,9,From Kick Off,217,Barcelona,1.468828,,026a6260-4a65-4fe8-972f-bda08e155e55,5506,Javier Alejandro Mascherano,3,Right Center Back,51.2,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96f896e6-e650-4a9f-ac09-9b25110a497c,54.7,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026a6260-4a65-4fe8-972f-bda08e155e55,26,1,00:00:22.912,0,22,30,Pass,2,217,Barcelona,9,From Kick Off,217,Barcelona,1.800967,,067aa289-997d-4942-9b77-ab069f3e7d79,5506,Javier Alejandro Mascherano,3,Right Center Back,54.7,51.3,5503.0,Lionel Andrés Messi Cuccittini,34.64852,0.7894798,1.0,Ground Pass,79.1,75.9,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
067aa289-997d-4942-9b77-ab069f3e7d79,27,1,00:00:24.712,0,24,42,Ball Receipt*,2,217,Barcelona,9,From Kick Off,217,Barcelona,,,026a6260-4a65-4fe8-972f-bda08e155e55,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,79.1,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
039e1f1d-7b2b-4fd2-bf3a-48ea6bb60a6d,28,1,00:00:24.712,0,24,43,Carry,2,217,Barcelona,9,From Kick Off,217,Barcelona,0.252895,,067aa289-997d-4942-9b77-ab069f3e7d79,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,79.1,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c9c929e2-f570-4996-9889-84f51d7d8a2b,79.1,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9c929e2-f570-4996-9889-84f51d7d8a2b,29,1,00:00:24.965,0,24,30,Pass,2,217,Barcelona,9,From Kick Off,217,Barcelona,0.641738,,691683f8-f058-43b3-b0ee-f8990faf2c89,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,79.1,75.9,6400.0,Aleix Vidal Parreu,9.060905,-2.9528549,1.0,Ground Pass,70.2,74.2,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691683f8-f058-43b3-b0ee-f8990faf2c89,30,1,00:00:25.607,0,25,42,Ball Receipt*,2,217,Barcelona,9,From Kick Off,217,Barcelona,,,c9c929e2-f570-4996-9889-84f51d7d8a2b,6400,Aleix Vidal Parreu,2,Right Back,70.2,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bc9632c9-50cd-4995-9d70-4d5dcafdfd69,31,1,00:00:25.607,0,25,43,Carry,2,217,Barcelona,9,From Kick Off,217,Barcelona,1.004006,,539df6bb-2f5e-41d8-912c-783895164f2b,6400,Aleix Vidal Parreu,2,Right Back,70.2,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691683f8-f058-43b3-b0ee-f8990faf2c89,70.2,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539df6bb-2f5e-41d8-912c-783895164f2b,32,1,00:00:26.611,0,26,30,Pass,2,217,Barcelona,9,From Kick Off,217,Barcelona,0.84252,,ec3dd1d2-d702-449a-a3f7-0c8c7eb87376,6400,Aleix Vidal Parreu,2,Right Back,70.2,74.2,5503.0,Lionel Andrés Messi Cuccittini,8.784646,0.39741808,1.0,Ground Pass,78.3,77.6,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ec3dd1d2-d702-449a-a3f7-0c8c7eb87376,33,1,00:00:27.454,0,27,42,Ball Receipt*,2,217,Barcelona,9,From Kick Off,217,Barcelona,,,539df6bb-2f5e-41d8-912c-783895164f2b,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,78.3,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7da3ef88-ea66-4254-aa00-b6d6ebecb249,34,1,00:00:27.454,0,27,43,Carry,2,217,Barcelona,9,From Kick Off,217,Barcelona,0.845693,,4667a229-bd08-4d1f-aa05-c613f57ec388,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,78.3,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec3dd1d2-d702-449a-a3f7-0c8c7eb87376,75.9,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4667a229-bd08-4d1f-aa05-c613f57ec388,35,1,00:00:28.299,0,28,30,Pass,2,217,Barcelona,9,From Kick Off,217,Barcelona,1.643846,,2a24e854-2dc1-4a57-8a3f-e3aee558487d,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,75.9,76.2,5506.0,Javier Alejandro Mascherano,24.101452,-2.2857232,1.0,Ground Pass,60.1,58.0,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a24e854-2dc1-4a57-8a3f-e3aee558487d,36,1,00:00:29.943,0,29,42,Ball Receipt*,2,217,Barcelona,9,From Kick Off,217,Barcelona,,,4667a229-bd08-4d1f-aa05-c613f57ec388,5506,Javier Alejandro Mascherano,3,Right Center Back,60.1,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38d77f1f-9ccd-464a-badb-336fdc55cf62,37,1,00:00:29.943,0,29,43,Carry,2,217,Barcelona,9,From Kick Off,217,Barcelona,0.904521,,2a24e854-2dc1-4a57-8a3f-e3aee558487d,5506,Javier Alejandro Mascherano,3,Right Center Back,60.1,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c772f6cc-600f-4bc5-9983-db30d9a26b98,59.6,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c772f6cc-600f-4bc5-9983-db30d9a26b98,38,1,00:00:30.848,0,30,30,Pass,2,217,Barcelona,9,From Kick Off,217,Barcelona,1.684215,,49254234-9620-4cb9-b495-d916954de52c,5506,Javier Alejandro Mascherano,3,Right Center Back,59.6,54.9,6332.0,Thomas Vermaelen,22.785303,-1.4431752,1.0,Ground Pass,62.5,32.3,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49254234-9620-4cb9-b495-d916954de52c,39,1,00:00:32.532,0,32,42,Ball Receipt*,2,217,Barcelona,9,From Kick Off,217,Barcelona,,,c772f6cc-600f-4bc5-9983-db30d9a26b98,6332,Thomas Vermaelen,5,Left Center Back,62.5,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c8a07e41-87f9-4f8a-a3d1-e08530db4300,40,1,00:00:32.532,0,32,43,Carry,2,217,Barcelona,9,From Kick Off,217,Barcelona,1.946743,,49254234-9620-4cb9-b495-d916954de52c,6332,Thomas Vermaelen,5,Left Center Back,62.5,32.3,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,5e88e552-cf98-43a2-b2fd-7ecdb6c1235c,66.6,23.0,,87c52595-c535-4731-9a29-da1cbf2c288b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87c52595-c535-4731-9a29-da1cbf2c288b,41,1,00:00:33.221,0,33,17,Pressure,2,217,Barcelona,9,From Kick Off,223,Málaga,0.756915,,c8a07e41-87f9-4f8a-a3d1-e08530db4300,6707,Charles Días Barbosa de Oliveira,22,Right Center Forward,52.2,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5b7d3ed-97c8-44ef-a31a-3f65c129d36a,42,1,00:00:34.479,0,34,22,Foul Committed,2,217,Barcelona,9,From Kick Off,223,Málaga,0.0,,5e88e552-cf98-43a2-b2fd-7ecdb6c1235c,6707,Charles Días Barbosa de Oliveira,22,Right Center Forward,53.5,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e88e552-cf98-43a2-b2fd-7ecdb6c1235c,43,1,00:00:34.479,0,34,21,Foul Won,2,217,Barcelona,9,From Kick Off,217,Barcelona,0.0,,a5b7d3ed-97c8-44ef-a31a-3f65c129d36a,6332,Thomas Vermaelen,5,Left Center Back,66.6,23.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecd604df-81c5-4558-9298-c63ee2b5fb2a,44,1,00:00:53.388,0,53,30,Pass,3,217,Barcelona,3,From Free Kick,217,Barcelona,1.117348,,a0fd0189-eb9d-4bec-8afb-2ddeb03309fc,6332,Thomas Vermaelen,5,Left Center Back,66.5,22.4,5506.0,Javier Alejandro Mascherano,28.18528,1.9183549,1.0,Ground Pass,56.9,48.9,62.0,Free Kick,40.0,Right Foot,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a0fd0189-eb9d-4bec-8afb-2ddeb03309fc,45,1,00:00:54.505,0,54,42,Ball Receipt*,3,217,Barcelona,3,From Free Kick,217,Barcelona,,,ecd604df-81c5-4558-9298-c63ee2b5fb2a,5506,Javier Alejandro Mascherano,3,Right Center Back,56.9,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fad11d60-49df-4aef-b430-7873e0186797,46,1,00:00:55.772,0,55,30,Pass,3,217,Barcelona,3,From Free Kick,217,Barcelona,1.662449,,a61e3567-fbc4-4122-ba11-05199c974b22,5506,Javier Alejandro Mascherano,3,Right Center Back,56.9,48.9,5503.0,Lionel Andrés Messi Cuccittini,36.191296,0.8420888,2.0,Low Pass,81.0,75.9,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a61e3567-fbc4-4122-ba11-05199c974b22,47,1,00:00:57.435,0,57,42,Ball Receipt*,3,217,Barcelona,3,From Free Kick,217,Barcelona,,,fad11d60-49df-4aef-b430-7873e0186797,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,81.0,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d762289c-e05a-44fb-b68e-8f0e06f790b5,48,1,00:00:57.435,0,57,43,Carry,3,217,Barcelona,3,From Free Kick,217,Barcelona,1.951499,,9a76c3f1-587c-44b9-a1a6-c41d06cd0735,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,81.0,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a61e3567-fbc4-4122-ba11-05199c974b22,87.2,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a76c3f1-587c-44b9-a1a6-c41d06cd0735,49,1,00:00:59.386,0,59,30,Pass,3,217,Barcelona,3,From Free Kick,217,Barcelona,1.998461,,b48a3ff9-715d-4164-8d0d-ae92328f5578,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,87.2,75.6,5246.0,Luis Alberto Suárez Díaz,32.910942,-0.5357296,1.0,Ground Pass,115.5,58.8,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,54bddd7a-c020-46c2-8626-3b761cd27d1f,True,True,108.0,Through Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0a79cd92-0043-4cb6-811f-ccb012dcf278,50,1,00:01:00.332,1,0,17,Pressure,3,217,Barcelona,3,From Free Kick,223,Málaga,2.281019,,18007d0b-dbe2-42f9-995e-f9c45cb31e09,27184,Marcos Alberto Angeleri,3,Right Center Back,10.3,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b48a3ff9-715d-4164-8d0d-ae92328f5578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b48a3ff9-715d-4164-8d0d-ae92328f5578,51,1,00:01:01.385,1,1,42,Ball Receipt*,3,217,Barcelona,3,From Free Kick,217,Barcelona,,,0a79cd92-0043-4cb6-811f-ccb012dcf278,5246,Luis Alberto Suárez Díaz,23,Center Forward,115.5,58.8,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,9a76c3f1-587c-44b9-a1a6-c41d06cd0735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18007d0b-dbe2-42f9-995e-f9c45cb31e09,52,1,00:01:01.385,1,1,43,Carry,3,217,Barcelona,3,From Free Kick,217,Barcelona,1.793139,,0a79cd92-0043-4cb6-811f-ccb012dcf278,5246,Luis Alberto Suárez Díaz,23,Center Forward,115.5,58.8,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,54bddd7a-c020-46c2-8626-3b761cd27d1f,117.9,48.9,,b48a3ff9-715d-4164-8d0d-ae92328f5578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54bddd7a-c020-46c2-8626-3b761cd27d1f,53,1,00:01:03.178,1,3,16,Shot,3,217,Barcelona,3,From Free Kick,217,Barcelona,0.0693,,6c69379e-517e-4e91-957c-c4a3a9bf7bab,5246,Luis Alberto Suárez Díaz,23,Center Forward,117.9,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07571788,118.6,45.9,0.7,9a76c3f1-587c-44b9-a1a6-c41d06cd0735,100.0,Saved,87.0,Open Play,93.0,Normal,40.0,Right Foot,112.0,58.1,6878.0,Miguel Torres Gómez,6.0,Left Back,False,107.7,55.3,6580.0,José Luis García del Pozo,9.0,Right Defensive Midfield,False,107.9,54.0,11094.0,Arda Turan,13.0,Right Center Midfield,True,118.8,51.2,6740.0,Gonzalo Castro Irizábal,16.0,Left Midfield,False,117.0,42.0,6569.0,Roberto José Rosales Altuve,2.0,Right Back,False,106.2,43.4,8234.0,Ignacio Camacho Barnola,11.0,Left Defensive Midfield,False,113.6,45.4,6563.0,Juan Pablo Añor Acosta,12.0,Right Midfield,False,112.0,47.8,26669.0,Weligton Róbson Pena de Oliveira,5.0,Left Center Back,False,114.9,33.3,6616.0,Munir El Haddadi Mohamed,21.0,Left Wing,True,113.3,46.8,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,True,119.0,44.7,26103.0,Idriss Carlos Kameni,1.0,Goalkeeper,False,,,,,,,,,,,,,
6c69379e-517e-4e91-957c-c4a3a9bf7bab,54,1,00:01:03.247,1,3,23,Goal Keeper,3,217,Barcelona,3,From Free Kick,223,Málaga,0.0,,54bddd7a-c020-46c2-8626-3b761cd27d1f,26103,Idriss Carlos Kameni,1,Goalkeeper,1.1,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,In Play Danger,46.0,Standing,42.0,Moving,40.0,Right Foot,33.0,Shot Saved,,,
a423b265-09f4-4100-9f1a-b7b2fac0f3b6,55,1,00:01:04.158,1,4,2,Ball Recovery,3,217,Barcelona,3,From Free Kick,217,Barcelona,0.0,,,6616,Munir El Haddadi Mohamed,21,Left Wing,117.3,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97fbe520-719e-44eb-a32f-78b070d75ebb,56,1,00:01:04.238,1,4,16,Shot,3,217,Barcelona,3,From Free Kick,217,Barcelona,0.222339,,6d4fe64b-3c36-40c7-8e51-e1e31a0d7087,6616,Munir El Haddadi Mohamed,21,Left Wing,119.3,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9133661,120.0,38.6,0.3,,97.0,Goal,87.0,Open Play,93.0,Normal,40.0,Right Foot,120.0,47.5,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,True,115.8,50.3,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,True,110.0,48.8,11094.0,Arda Turan,13.0,Right Center Midfield,True,119.5,49.0,26103.0,Idriss Carlos Kameni,1.0,Goalkeeper,False,119.6,50.4,27184.0,Marcos Alberto Angeleri,3.0,Right Center Back,False,118.0,40.3,6569.0,Roberto José Rosales Altuve,2.0,Right Back,False,114.7,43.8,26669.0,Weligton Róbson Pena de Oliveira,5.0,Left Center Back,False,113.5,51.8,6878.0,Miguel Torres Gómez,6.0,Left Back,False,117.1,46.2,6563.0,Juan Pablo Añor Acosta,12.0,Right Midfield,False,109.3,41.3,8234.0,Ignacio Camacho Barnola,11.0,Left Defensive Midfield,False,110.6,50.8,6580.0,José Luis García del Pozo,9.0,Right Defensive Midfield,False,,,,,,,,,,,,True,True
