id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,out,off_camera,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,clearance,dribble,duel,50_50,interception,ball_recovery,foul_committed,foul_won,substitution,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,related_events_3,pass_outcome_id,pass_outcome_name,foul_committed_advantage,foul_won_advantage,pass_through_ball,pass_technique_id,pass_technique_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events,pass_switch,ball_recovery_recovery_failure,duel_type_id,duel_type_name,clearance_head,clearance_body_part_id,clearance_body_part_name,clearance_aerial_won,duel_outcome_id,duel_outcome_name,pass_assisted_shot_id,pass_goal_assist,shot_open_goal,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_first_time,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate
fa7b1bca-fa6f-41c9-9517-4bcb8283fcd4,357,1,00:09:24.093,9,24,30,Pass,24,217,Barcelona,7,From Goal Kick,217,Barcelona,1.421,,57b510f6-4a82-44f0-acfe-17c67d4900da,6332,Thomas Vermaelen,5,Left Center Back,52.8,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,11094.0,Arda Turan,6.31981,3.0623937,1.0,Ground Pass,46.5,5.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acfc6aea-d274-4851-9a00-2c2659118262,358,1,00:09:24.932,9,24,17,Pressure,24,217,Barcelona,7,From Goal Kick,1049,Granada,1.403257,,3b5bdd39-dd54-4597-af5a-5243ddc8a747,3160,Rene Krhin,13,Right Center Midfield,70.0,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57b510f6-4a82-44f0-acfe-17c67d4900da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57b510f6-4a82-44f0-acfe-17c67d4900da,359,1,00:09:25.514,9,25,42,Ball Receipt*,24,217,Barcelona,7,From Goal Kick,217,Barcelona,,,acfc6aea-d274-4851-9a00-2c2659118262,11094,Arda Turan,15,Left Center Midfield,46.5,5.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa7b1bca-fa6f-41c9-9517-4bcb8283fcd4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b5bdd39-dd54-4597-af5a-5243ddc8a747,360,1,00:09:25.514,9,25,43,Carry,24,217,Barcelona,7,From Goal Kick,217,Barcelona,1.7543,,15140ff5-f160-4dc2-b105-66e829eaf103,11094,Arda Turan,15,Left Center Midfield,46.5,5.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57b510f6-4a82-44f0-acfe-17c67d4900da,44.4,8.5,6d332222-033e-4647-8b9c-04367049b4fc,acfc6aea-d274-4851-9a00-2c2659118262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d332222-033e-4647-8b9c-04367049b4fc,361,1,00:09:27.268,9,27,22,Foul Committed,24,217,Barcelona,7,From Goal Kick,1049,Granada,0.0,,15140ff5-f160-4dc2-b105-66e829eaf103,3160,Rene Krhin,13,Right Center Midfield,75.7,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b5bdd39-dd54-4597-af5a-5243ddc8a747,,,587e1f83-6100-45da-89e6-96f2fa8a59a5,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15140ff5-f160-4dc2-b105-66e829eaf103,362,1,00:09:27.268,9,27,21,Foul Won,24,217,Barcelona,7,From Goal Kick,217,Barcelona,0.0,,6d332222-033e-4647-8b9c-04367049b4fc,11094,Arda Turan,15,Left Center Midfield,44.4,8.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587e1f83-6100-45da-89e6-96f2fa8a59a5,363,1,00:09:27.268,9,27,43,Carry,24,217,Barcelona,7,From Goal Kick,217,Barcelona,0.1,,15140ff5-f160-4dc2-b105-66e829eaf103,11094,Arda Turan,15,Left Center Midfield,44.4,8.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d332222-033e-4647-8b9c-04367049b4fc,43.1,10.0,79e24b84-5f1b-46bf-bbee-03bd3167d9e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79e24b84-5f1b-46bf-bbee-03bd3167d9e1,364,1,00:09:27.368,9,27,30,Pass,24,217,Barcelona,7,From Goal Kick,217,Barcelona,1.4652,,82a24b24-816a-4311-933d-b338447a75ee,11094,Arda Turan,15,Left Center Midfield,43.1,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,15.839823,0.7943265,1.0,Ground Pass,54.2,21.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82a24b24-816a-4311-933d-b338447a75ee,365,1,00:09:28.834,9,28,42,Ball Receipt*,24,217,Barcelona,7,From Goal Kick,217,Barcelona,,,79e24b84-5f1b-46bf-bbee-03bd3167d9e1,4320,Neymar da Silva Santos Junior,21,Left Wing,54.2,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e347731c-c9be-4b88-9171-b26e33e2f16c,366,1,00:09:28.834,9,28,43,Carry,24,217,Barcelona,7,From Goal Kick,217,Barcelona,2.2855,,191f81ca-3110-41e7-8125-d7bd148b2bc7,4320,Neymar da Silva Santos Junior,21,Left Wing,54.2,21.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47637069-dba6-4369-bf4b-769902bc6783,50.2,29.0,82a24b24-816a-4311-933d-b338447a75ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47637069-dba6-4369-bf4b-769902bc6783,367,1,00:09:29.640,9,29,17,Pressure,24,217,Barcelona,7,From Goal Kick,1049,Granada,0.966818,,e347731c-c9be-4b88-9171-b26e33e2f16c,6680,Rubén Rochina Naixes,10,Center Defensive Midfield,74.2,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9573f417-931a-40f1-9072-674b2115da76,368,1,00:09:31.119,9,31,22,Foul Committed,24,217,Barcelona,7,From Goal Kick,1049,Granada,0.0,,191f81ca-3110-41e7-8125-d7bd148b2bc7,6680,Rubén Rochina Naixes,10,Center Defensive Midfield,69.9,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191f81ca-3110-41e7-8125-d7bd148b2bc7,369,1,00:09:31.119,9,31,21,Foul Won,24,217,Barcelona,7,From Goal Kick,217,Barcelona,0.0,,9573f417-931a-40f1-9072-674b2115da76,4320,Neymar da Silva Santos Junior,21,Left Wing,50.2,29.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5684a4d-3808-4f4b-b57e-93577397b89e,370,1,00:09:46.429,9,46,30,Pass,25,217,Barcelona,3,From Free Kick,217,Barcelona,2.6371,,13d1cec4-2428-4817-95a0-5c02787f73f2,6379,Sergi Roberto Carnicer,10,Center Defensive Midfield,50.1,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,60.502975,0.6811941,3.0,High Pass,97.1,67.1,40.0,Right Foot,62.0,Free Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13d1cec4-2428-4817-95a0-5c02787f73f2,371,1,00:09:49.066,9,49,42,Ball Receipt*,25,217,Barcelona,3,From Free Kick,217,Barcelona,,,a5684a4d-3808-4f4b-b57e-93577397b89e,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,97.1,67.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4f998f7-3b43-4a7c-815a-ee8fa8646ec9,372,1,00:09:49.066,9,49,43,Carry,25,217,Barcelona,3,From Free Kick,217,Barcelona,3.095747,,13d1cec4-2428-4817-95a0-5c02787f73f2,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,97.1,67.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36bd4f21-eec2-47d6-b1c7-8941d18eda16,95.9,66.6,a6f82dd7-b349-4e45-925e-9be251288b77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36bd4f21-eec2-47d6-b1c7-8941d18eda16,373,1,00:09:49.200,9,49,17,Pressure,25,217,Barcelona,3,From Free Kick,1049,Granada,0.870825,,b4f998f7-3b43-4a7c-815a-ee8fa8646ec9,4418,Matheus Dória Macedo,5,Left Center Back,22.8,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6f82dd7-b349-4e45-925e-9be251288b77,374,1,00:09:52.162,9,52,30,Pass,25,217,Barcelona,3,From Free Kick,217,Barcelona,0.261253,,11f4a0bf-3335-4e7f-a7af-c9b6ae5e411d,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,95.9,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,6400.0,Aleix Vidal Parreu,3.5805027,-0.6267429,1.0,Ground Pass,98.8,64.5,38.0,Left Foot,,,,786ad915-7703-4d17-a724-d533aaa7a6c1,,,,,9.0,Incomplete,,,True,108.0,Through Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786ad915-7703-4d17-a724-d533aaa7a6c1,375,1,00:09:52.423,9,52,42,Ball Receipt*,25,217,Barcelona,3,From Free Kick,217,Barcelona,,,a6f82dd7-b349-4e45-925e-9be251288b77,6400,Aleix Vidal Parreu,2,Right Back,106.5,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11f4a0bf-3335-4e7f-a7af-c9b6ae5e411d,376,1,00:09:52.423,9,52,6,Block,25,217,Barcelona,3,From Free Kick,1049,Granada,0.0,,a6f82dd7-b349-4e45-925e-9be251288b77,4418,Matheus Dória Macedo,5,Left Center Back,21.3,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d749c08-7408-4b36-9f4b-cada9bcd40ab,377,1,00:09:53.699,9,53,2,Ball Recovery,25,217,Barcelona,3,From Free Kick,217,Barcelona,0.0,,,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,97.6,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040b0e4-732b-4495-9e6c-280f8aa28779,378,1,00:09:53.699,9,53,43,Carry,25,217,Barcelona,3,From Free Kick,217,Barcelona,0.105937,,0d749c08-7408-4b36-9f4b-cada9bcd40ab,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,97.6,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4eaaee97-94b4-451f-bd55-0b3379fd4fab,94.2,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4eaaee97-94b4-451f-bd55-0b3379fd4fab,379,1,00:09:53.805,9,53,30,Pass,25,217,Barcelona,3,From Free Kick,217,Barcelona,1.681872,,91a311c7-a0fe-402d-8798-bdbb1f01f243,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,94.2,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,11.818629,-2.7233684,1.0,Ground Pass,83.4,60.0,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5da1aeee-b55e-4b8c-96c4-b92ec611a504,380,1,00:09:54.401,9,54,17,Pressure,25,217,Barcelona,3,From Free Kick,1049,Granada,0.776179,,,6599,Rubén Salvador Pérez Del Mármol,15,Left Center Midfield,32.4,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91a311c7-a0fe-402d-8798-bdbb1f01f243,381,1,00:09:55.487,9,55,42,Ball Receipt*,25,217,Barcelona,3,From Free Kick,217,Barcelona,,,4eaaee97-94b4-451f-bd55-0b3379fd4fab,5470,Ivan Rakitić,13,Right Center Midfield,83.4,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650638da-db3d-4483-8346-25dce014e49b,382,1,00:09:55.487,9,55,43,Carry,25,217,Barcelona,3,From Free Kick,217,Barcelona,0.08,,65de2c8d-d918-4f99-b286-156272815e80,5470,Ivan Rakitić,13,Right Center Midfield,83.4,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91a311c7-a0fe-402d-8798-bdbb1f01f243,83.2,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65de2c8d-d918-4f99-b286-156272815e80,383,1,00:09:55.567,9,55,30,Pass,25,217,Barcelona,3,From Free Kick,217,Barcelona,3.188979,,fdc98c92-411a-4c6b-9efd-4135f3520b5f,5470,Ivan Rakitić,13,Right Center Midfield,83.2,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,11094.0,Arda Turan,53.770344,-1.4533616,3.0,High Pass,89.5,6.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fdc98c92-411a-4c6b-9efd-4135f3520b5f,384,1,00:09:58.756,9,58,42,Ball Receipt*,25,217,Barcelona,3,From Free Kick,217,Barcelona,,,65de2c8d-d918-4f99-b286-156272815e80,11094,Arda Turan,15,Left Center Midfield,89.5,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd123b72-5a4c-4128-85ee-cfdf9882fada,385,1,00:09:58.756,9,58,43,Carry,25,217,Barcelona,3,From Free Kick,217,Barcelona,3.217821,,52d84f11-0816-4fb2-8326-cf2e75a2d934,11094,Arda Turan,15,Left Center Midfield,89.5,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fdc98c92-411a-4c6b-9efd-4135f3520b5f,87.2,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52d84f11-0816-4fb2-8326-cf2e75a2d934,386,1,00:10:01.974,10,1,30,Pass,25,217,Barcelona,3,From Free Kick,217,Barcelona,1.6,,e20ae210-10a7-4ec6-98b6-9b417d49b5f6,11094,Arda Turan,15,Left Center Midfield,87.2,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,6379.0,Sergi Roberto Carnicer,11.412712,1.9952483,1.0,Ground Pass,82.5,19.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edf3a7f0-e0f5-4a88-8653-60def3579bf3,387,1,00:10:03.303,10,3,17,Pressure,25,217,Barcelona,3,From Free Kick,1049,Granada,2.051646,,e003a885-9a0b-46d8-9d8c-ee03b16d463c,6680,Rubén Rochina Naixes,10,Center Defensive Midfield,34.3,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e20ae210-10a7-4ec6-98b6-9b417d49b5f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e20ae210-10a7-4ec6-98b6-9b417d49b5f6,388,1,00:10:03.574,10,3,42,Ball Receipt*,25,217,Barcelona,3,From Free Kick,217,Barcelona,,,52d84f11-0816-4fb2-8326-cf2e75a2d934,6379,Sergi Roberto Carnicer,10,Center Defensive Midfield,82.5,19.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edf3a7f0-e0f5-4a88-8653-60def3579bf3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e003a885-9a0b-46d8-9d8c-ee03b16d463c,389,1,00:10:03.574,10,3,43,Carry,25,217,Barcelona,3,From Free Kick,217,Barcelona,5.0241,,1ff3d569-b1f9-4fc0-bd22-41a4d1eeab22,6379,Sergi Roberto Carnicer,10,Center Defensive Midfield,82.5,19.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e20ae210-10a7-4ec6-98b6-9b417d49b5f6,95.6,13.0,edf3a7f0-e0f5-4a88-8653-60def3579bf3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ff3d569-b1f9-4fc0-bd22-41a4d1eeab22,390,1,00:10:08.598,10,8,30,Pass,25,217,Barcelona,3,From Free Kick,217,Barcelona,1.1196,,f5390558-630f-457e-9a4b-b07289cb1808,6379,Sergi Roberto Carnicer,10,Center Defensive Midfield,95.6,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,9.300538,1.8653427,1.0,Ground Pass,92.9,21.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5390558-630f-457e-9a4b-b07289cb1808,391,1,00:10:09.718,10,9,42,Ball Receipt*,25,217,Barcelona,3,From Free Kick,217,Barcelona,,,1ff3d569-b1f9-4fc0-bd22-41a4d1eeab22,4320,Neymar da Silva Santos Junior,21,Left Wing,92.9,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637c406a-3226-4330-8cbd-8bda9c8f6623,392,1,00:10:09.718,10,9,43,Carry,25,217,Barcelona,3,From Free Kick,217,Barcelona,1.0162,,2f6bc109-fca2-47d4-8ff8-5c75b1f5798f,4320,Neymar da Silva Santos Junior,21,Left Wing,92.9,21.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5217e478-84e7-40fe-acd7-a646ee0638e1,90.5,17.8,f5390558-630f-457e-9a4b-b07289cb1808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5217e478-84e7-40fe-acd7-a646ee0638e1,393,1,00:10:09.952,10,9,17,Pressure,25,217,Barcelona,3,From Free Kick,1049,Granada,0.621899,,637c406a-3226-4330-8cbd-8bda9c8f6623,6680,Rubén Rochina Naixes,10,Center Defensive Midfield,26.4,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f6bc109-fca2-47d4-8ff8-5c75b1f5798f,394,1,00:10:10.734,10,10,30,Pass,25,217,Barcelona,3,From Free Kick,217,Barcelona,1.2283,,3606edc1-3576-4174-9959-c9aefc7bd7b5,4320,Neymar da Silva Santos Junior,21,Left Wing,90.5,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,6379.0,Sergi Roberto Carnicer,7.8409185,-2.4827867,1.0,Ground Pass,84.3,13.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3606edc1-3576-4174-9959-c9aefc7bd7b5,395,1,00:10:11.962,10,11,42,Ball Receipt*,25,217,Barcelona,3,From Free Kick,217,Barcelona,,,2f6bc109-fca2-47d4-8ff8-5c75b1f5798f,6379,Sergi Roberto Carnicer,10,Center Defensive Midfield,84.3,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
