id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,interception,counterpress,dribble,duel,clearance,foul_won,off_camera,out,foul_committed,ball_recovery,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,block,bad_behaviour,substitution,related_events,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events_2,related_events_3,foul_committed_card_id,foul_committed_card_name,foul_committed_advantage,foul_won_advantage,dribble_outcome_id,dribble_outcome_name,pass_switch,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_type_id,pass_type_name,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_head,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,location,bad_behaviour_card_id,bad_behaviour_card_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_technique_id,pass_technique_name,pass_through_ball,shot_open_goal
39c31895-46d1-4514-9210-dad501991e3a,2290,2,00:16:54.684,61,54,22,Foul Committed,122,217,Barcelona,1,Regular Play,214,Espanyol,0.0,,ae9df303-500a-445e-8b3b-7c71100a7b94,6791,Javier López Rodríguez,2,Right Back,67.4,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d8f1d23d-3175-4383-8ffa-5a8c9174a85f,,,,,,,,,,,,,,,7.0,Yellow Card,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d8f1d23d-3175-4383-8ffa-5a8c9174a85f,2291,2,00:16:54.684,61,54,21,Foul Won,122,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,39c31895-46d1-4514-9210-dad501991e3a,4320,Neymar da Silva Santos Junior,21,Left Wing,52.7,42.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,dc2a492f-b60f-462e-bd3d-4a4f732f10ad,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ae9df303-500a-445e-8b3b-7c71100a7b94,2292,2,00:16:54.684,61,54,43,Carry,122,217,Barcelona,1,Regular Play,217,Barcelona,0.16,,39c31895-46d1-4514-9210-dad501991e3a,4320,Neymar da Silva Santos Junior,21,Left Wing,52.7,42.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,707b9b61-7ef1-4f4e-8438-61c1bef3a878,53.2,44.3,,,,,,,,,,,d8f1d23d-3175-4383-8ffa-5a8c9174a85f,dc2a492f-b60f-462e-bd3d-4a4f732f10ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707b9b61-7ef1-4f4e-8438-61c1bef3a878,2293,2,00:16:54.844,61,54,30,Pass,122,217,Barcelona,1,Regular Play,217,Barcelona,1.269022,,00df20b6-8478-42f7-ac13-531291e4423c,4320,Neymar da Silva Santos Junior,21,Left Wing,53.2,44.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,dc2a492f-b60f-462e-bd3d-4a4f732f10ad,,,5246.0,Luis Alberto Suárez Díaz,11.211155,-0.044613235,1.0,Ground Pass,64.4,43.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00df20b6-8478-42f7-ac13-531291e4423c,2294,2,00:16:56.113,61,56,42,Ball Receipt*,122,217,Barcelona,1,Regular Play,217,Barcelona,,,707b9b61-7ef1-4f4e-8438-61c1bef3a878,5246,Luis Alberto Suárez Díaz,23,Center Forward,64.4,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97d7d0f1-4264-44b4-a4e6-52dac14cfb56,2295,2,00:16:56.113,61,56,43,Carry,122,217,Barcelona,1,Regular Play,217,Barcelona,5.162659,,00df20b6-8478-42f7-ac13-531291e4423c,5246,Luis Alberto Suárez Díaz,23,Center Forward,64.4,43.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,70b3f40d-f9e5-4a5a-8f35-6bec942702ba,90.8,22.8,,,,,,,,,,,f52b0d06-3119-4e82-a611-948e9c8ff5d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f52b0d06-3119-4e82-a611-948e9c8ff5d7,2296,2,00:16:59.197,61,59,17,Pressure,122,217,Barcelona,1,Regular Play,214,Espanyol,1.8354,,97d7d0f1-4264-44b4-a4e6-52dac14cfb56,16456,Enzo Pablo Roco Roco,3,Right Center Back,42.1,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c50bc1c-e3a5-445b-8d96-4b37f80a67cb,2297,2,00:17:01.275,62,1,39,Dribbled Past,122,217,Barcelona,1,Regular Play,214,Espanyol,0.0,,558a589b-3b8d-4ffa-891a-e1b8ea186249,16456,Enzo Pablo Roco Roco,3,Right Center Back,29.3,57.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70b3f40d-f9e5-4a5a-8f35-6bec942702ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70b3f40d-f9e5-4a5a-8f35-6bec942702ba,2298,2,00:17:01.275,62,1,14,Dribble,122,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,7c50bc1c-e3a5-445b-8d96-4b37f80a67cb,5246,Luis Alberto Suárez Díaz,23,Center Forward,90.8,22.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558a589b-3b8d-4ffa-891a-e1b8ea186249,2299,2,00:17:01.275,62,1,43,Carry,122,217,Barcelona,1,Regular Play,217,Barcelona,0.929319,,70b3f40d-f9e5-4a5a-8f35-6bec942702ba,5246,Luis Alberto Suárez Díaz,23,Center Forward,90.8,22.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,7c50bc1c-e3a5-445b-8d96-4b37f80a67cb,92.2,27.2,,,,,,,,,,,d9a449f3-3ac6-45df-89ab-5b0d676c3924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d9a449f3-3ac6-45df-89ab-5b0d676c3924,2300,2,00:17:02.205,62,2,30,Pass,122,217,Barcelona,1,Regular Play,217,Barcelona,2.631047,,788891a7-46b0-433e-8b37-638151b9fb5f,5246,Luis Alberto Suárez Díaz,23,Center Forward,92.2,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,40.786274,1.4330602,3.0,High Pass,97.8,67.6,40.0,Right Foot,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c880def4-7a14-4340-86e4-618a711a0368,2301,2,00:17:02.308,62,2,17,Pressure,122,217,Barcelona,1,Regular Play,214,Espanyol,0.3172,,,18407,José Alberto Cañas Ruiz Herrera,13,Right Center Midfield,27.2,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788891a7-46b0-433e-8b37-638151b9fb5f,2302,2,00:17:04.836,62,4,42,Ball Receipt*,122,217,Barcelona,1,Regular Play,217,Barcelona,,,d9a449f3-3ac6-45df-89ab-5b0d676c3924,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,97.8,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e114c47f-db70-40c9-818f-8b231203910b,2303,2,00:17:04.836,62,4,43,Carry,122,217,Barcelona,1,Regular Play,217,Barcelona,2.761753,,2c1bf9a0-8cfd-4f01-b0a2-e4a50e065713,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,97.8,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788891a7-46b0-433e-8b37-638151b9fb5f,100.6,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2c1bf9a0-8cfd-4f01-b0a2-e4a50e065713,2304,2,00:17:07.598,62,7,30,Pass,122,217,Barcelona,1,Regular Play,217,Barcelona,0.185299,,93c1e9ab-ab13-431b-a297-5ba46bfe5c34,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,100.6,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cec5e305-af4a-47d4-bc71-cbb4008fae22,,,5246.0,Luis Alberto Suárez Díaz,3.4014702,-1.1466019,1.0,Ground Pass,102.0,62.7,38.0,Left Foot,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93c1e9ab-ab13-431b-a297-5ba46bfe5c34,2305,2,00:17:07.783,62,7,42,Ball Receipt*,122,217,Barcelona,1,Regular Play,217,Barcelona,,,2c1bf9a0-8cfd-4f01-b0a2-e4a50e065713,5246,Luis Alberto Suárez Díaz,23,Center Forward,109.3,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cec5e305-af4a-47d4-bc71-cbb4008fae22,2306,2,00:17:07.783,62,7,6,Block,122,217,Barcelona,1,Regular Play,214,Espanyol,0.0,,2c1bf9a0-8cfd-4f01-b0a2-e4a50e065713,5719,Marco Asensio Willemsen,21,Left Wing,18.1,17.4,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bc1601dd-1960-492f-b02e-bd38beebff2c,2307,2,00:17:43.716,62,43,30,Pass,123,217,Barcelona,2,From Corner,217,Barcelona,0.769473,,d5819829-db5c-4c78-a2af-bf947f1e251e,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,120.0,80.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,7.077429,-2.7348456,1.0,Ground Pass,113.5,77.2,38.0,Left Foot,,,,,,,,,,,,,,61.0,Corner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
