id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,interception,counterpress,dribble,duel,clearance,foul_won,off_camera,out,foul_committed,ball_recovery,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,block,bad_behaviour,substitution,related_events,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events_2,related_events_3,foul_committed_card_id,foul_committed_card_name,foul_committed_advantage,foul_won_advantage,dribble_outcome_id,dribble_outcome_name,pass_switch,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_type_id,pass_type_name,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_head,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,location,bad_behaviour_card_id,bad_behaviour_card_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_technique_id,pass_technique_name,pass_through_ball,shot_open_goal
8f6e70b9-9efd-4f23-860e-0d2a8465d36b,2271,2,00:15:45.212,60,45,23,Goal Keeper,120,217,Barcelona,2,From Corner,214,Espanyol,0.0,,10210397-392a-421e-b204-6cb28107b063,6792,Pau López Sabata,1,Goalkeeper,0.8,40.0,,,,,,,,,,,,,,,,55.0,No Touch,45.0,Diving,44.0,Set,26.0,Goal Conceded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4c3742d-2352-461a-b0c4-1cba584a8278,2281,2,00:16:48.175,61,48,2,Ball Recovery,122,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,4324,Daniel Alves da Silva,2,Right Back,28.9,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ff4c493-381a-4b18-b502-06e99c947e51,2282,2,00:16:48.175,61,48,43,Carry,122,217,Barcelona,1,Regular Play,217,Barcelona,1.028994,,b4c3742d-2352-461a-b0c4-1cba584a8278,4324,Daniel Alves da Silva,2,Right Back,28.9,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fb380cc5-59b1-4cee-a68a-7a496eab5f17,28.9,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fb380cc5-59b1-4cee-a68a-7a496eab5f17,2283,2,00:16:49.204,61,49,30,Pass,122,217,Barcelona,1,Regular Play,217,Barcelona,1.6736,,1f36df79-5679-4811-9691-b4fb07099050,4324,Daniel Alves da Silva,2,Right Back,28.9,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,7.77946,-0.80357796,2.0,Low Pass,34.3,53.9,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1f36df79-5679-4811-9691-b4fb07099050,2284,2,00:16:50.877,61,50,42,Ball Receipt*,122,217,Barcelona,1,Regular Play,217,Barcelona,,,fb380cc5-59b1-4cee-a68a-7a496eab5f17,5216,Andrés Iniesta Luján,13,Right Center Midfield,34.3,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b387295e-18c8-47ec-a2b8-4968e0827ba8,2285,2,00:16:50.877,61,50,43,Carry,122,217,Barcelona,1,Regular Play,217,Barcelona,1.801,,00d5ddc0-da9e-43ed-a0a2-449fdbc34e73,5216,Andrés Iniesta Luján,13,Right Center Midfield,34.3,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1f36df79-5679-4811-9691-b4fb07099050,35.9,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00d5ddc0-da9e-43ed-a0a2-449fdbc34e73,2286,2,00:16:52.678,61,52,30,Pass,122,217,Barcelona,1,Regular Play,217,Barcelona,1.373148,,e0589701-b297-4130-a322-f37d67a157d4,5216,Andrés Iniesta Luján,13,Right Center Midfield,35.9,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,16.280663,-0.21667027,1.0,Ground Pass,51.8,40.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e0589701-b297-4130-a322-f37d67a157d4,2287,2,00:16:54.051,61,54,42,Ball Receipt*,122,217,Barcelona,1,Regular Play,217,Barcelona,,,00d5ddc0-da9e-43ed-a0a2-449fdbc34e73,4320,Neymar da Silva Santos Junior,21,Left Wing,51.8,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fa45fc8c-bfe0-4185-9180-ff4e76a7a412,2288,2,00:16:54.051,61,54,43,Carry,122,217,Barcelona,1,Regular Play,217,Barcelona,0.632452,,d8f1d23d-3175-4383-8ffa-5a8c9174a85f,4320,Neymar da Silva Santos Junior,21,Left Wing,51.8,40.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,dc2a492f-b60f-462e-bd3d-4a4f732f10ad,52.7,42.4,,,,,,,,,,,e0589701-b297-4130-a322-f37d67a157d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc2a492f-b60f-462e-bd3d-4a4f732f10ad,2289,2,00:16:54.398,61,54,17,Pressure,122,217,Barcelona,1,Regular Play,214,Espanyol,0.4777,,707b9b61-7ef1-4f4e-8438-61c1bef3a878,6791,Javier López Rodríguez,2,Right Back,64.8,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ae9df303-500a-445e-8b3b-7c71100a7b94,,,,,,,,,,,,,d8f1d23d-3175-4383-8ffa-5a8c9174a85f,fa45fc8c-bfe0-4185-9180-ff4e76a7a412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
