id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,ball_recovery,interception,duel,dribble,shot,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,off_camera,out,clearance,foul_committed,foul_won,block,substitution,miscontrol,injury_stoppage,related_events_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_aerial_won,pass_type_id,pass_type_name,goalkeeper,pass_body_part_id,pass_body_part_name,related_events_2,carry_end_location_0,carry_end_location_1,related_events,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_inswinging,pass_technique_id,pass_technique_name,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_cross,duel_type_id,duel_type_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,block_offensive,duel_outcome_id,duel_outcome_name,pass_through_ball,shot_one_on_one,shot_end_location_2,goalkeeper_body_part_id,goalkeeper_body_part_name,foul_committed_penalty,foul_won_penalty
ed1ad1cd-011a-4564-9b76-49f36fd56946,1027,1,00:24:16.946,24,16,17,Pressure,57,217,Barcelona,3,From Free Kick,360,Rayo Vallecano,2.272118,,0132aa6a-f839-4940-b157-533889a20e14,10727,Răzvan Dincă Raț,6,Left Back,35.3,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,de6bd57d-63e3-4fdd-a42a-858911decc4b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de6bd57d-63e3-4fdd-a42a-858911decc4b,1028,1,00:24:18.224,24,18,42,Ball Receipt*,57,217,Barcelona,3,From Free Kick,217,Barcelona,,,8adf6f4b-9023-44d5-8e46-a65904756432,3508,Sandro Ramírez Castillo,17,Right Wing,94.4,54.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,ed1ad1cd-011a-4564-9b76-49f36fd56946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0132aa6a-f839-4940-b157-533889a20e14,1029,1,00:24:18.224,24,18,43,Carry,57,217,Barcelona,3,From Free Kick,217,Barcelona,1.566938,,02df1bfd-f8e1-4852-9050-01484c055cc2,3508,Sandro Ramírez Castillo,17,Right Wing,94.4,54.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,de6bd57d-63e3-4fdd-a42a-858911decc4b,,,,,,,,,,,,,,,ed1ad1cd-011a-4564-9b76-49f36fd56946,104.9,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02df1bfd-f8e1-4852-9050-01484c055cc2,1030,1,00:24:19.790,24,19,16,Shot,57,217,Barcelona,3,From Free Kick,217,Barcelona,0.932227,,5671af1f-f558-4544-9101-e0e505749740,3508,Sandro Ramírez Castillo,17,Right Wing,104.9,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44749916,120.0,30.4,8adf6f4b-9023-44d5-8e46-a65904756432,98.0,Off T,87.0,Open Play,93.0,Normal,38.0,Left Foot,103.2,39.8,6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,False,103.1,46.4,26222.0,José Eduardo Rosa Vale de Castro,5.0,Left Center Back,False,104.4,48.3,10727.0,Răzvan Dincă Raț,6.0,Left Back,False,112.2,42.5,26070.0,Antonio Rodríguez Martínez,1.0,Goalkeeper,False,104.6,35.5,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,4.6,,,,
5671af1f-f558-4544-9101-e0e505749740,1031,1,00:24:20.723,24,20,23,Goal Keeper,57,217,Barcelona,3,From Free Kick,360,Rayo Vallecano,0.0,,02df1bfd-f8e1-4852-9050-01484c055cc2,26070,Antonio Rodríguez Martínez,1,Goalkeeper,7.9,37.6,,,,,,,,,,,44.0,Set,32.0,Shot Faced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,37.6,,,,,,,,,,
b1b0d136-d11b-4ed2-88cf-b6e398bef1f2,1102,1,00:25:34.990,25,34,30,Pass,59,217,Barcelona,1,Regular Play,217,Barcelona,0.623836,,261fe632-755a-46ca-a8d3-642889087ced,6379,Sergi Roberto Carnicer,15,Left Center Midfield,34.1,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,6.551336,2.5959375,1.0,Ground Pass,28.5,16.4,,66.0,Recovery,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261fe632-755a-46ca-a8d3-642889087ced,1103,1,00:25:35.614,25,35,42,Ball Receipt*,59,217,Barcelona,1,Regular Play,217,Barcelona,,,b1b0d136-d11b-4ed2-88cf-b6e398bef1f2,5211,Jordi Alba Ramos,6,Left Back,28.5,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d4c5c7d-138c-4215-910b-659b196c0e89,1104,1,00:25:35.614,25,35,30,Pass,59,217,Barcelona,1,Regular Play,217,Barcelona,0.588499,,ad26ff4f-4186-40a4-aa30-84833d05acc5,5211,Jordi Alba Ramos,6,Left Back,28.5,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10609.0,Jérémy Mathieu,9.297312,0.32855317,2.0,Low Pass,37.3,19.4,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad26ff4f-4186-40a4-aa30-84833d05acc5,1105,1,00:25:36.202,25,36,42,Ball Receipt*,59,217,Barcelona,1,Regular Play,217,Barcelona,,,4d4c5c7d-138c-4215-910b-659b196c0e89,10609,Jérémy Mathieu,5,Left Center Back,37.3,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0de39d3f-0a5a-4646-b3c2-deda85d0d8dd,1106,1,00:25:36.202,25,36,43,Carry,59,217,Barcelona,1,Regular Play,217,Barcelona,0.040000003,,62bded58-98a5-4a04-9b3d-a2b960c78437,10609,Jérémy Mathieu,5,Left Center Back,37.3,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad26ff4f-4186-40a4-aa30-84833d05acc5,,,,,,,,,,,,,,,,37.3,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62bded58-98a5-4a04-9b3d-a2b960c78437,1107,1,00:25:36.242,25,36,38,Miscontrol,59,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,10609,Jérémy Mathieu,5,Left Center Back,37.3,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9857588d-9daf-4ace-a982-5beccf93be53,1132,1,00:26:20.018,26,20,30,Pass,61,217,Barcelona,3,From Free Kick,217,Barcelona,2.680101,,06660ab2-ec0c-4e9b-8158-bebc7231e642,5213,Gerard Piqué Bernabéu,3,Right Center Back,9.7,67.7,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,77.78445,-0.48262176,3.0,High Pass,78.6,31.6,,62.0,Free Kick,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06660ab2-ec0c-4e9b-8158-bebc7231e642,1133,1,00:26:22.698,26,22,42,Ball Receipt*,61,217,Barcelona,3,From Free Kick,217,Barcelona,,,9857588d-9daf-4ace-a982-5beccf93be53,5246,Luis Alberto Suárez Díaz,23,Center Forward,78.6,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98444b07-2755-4462-a2a1-9a33456ce557,1134,1,00:26:24.673,26,24,38,Miscontrol,61,217,Barcelona,3,From Free Kick,217,Barcelona,0.0,,,5246,Luis Alberto Suárez Díaz,23,Center Forward,73.2,31.2,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8a344c89-5ef7-4778-9af7-f78af32a8b0a,1135,1,00:26:25.329,26,25,17,Pressure,61,217,Barcelona,3,From Free Kick,217,Barcelona,0.479284,,a1f64198-bfb3-4225-ae32-b376d607433c,5246,Luis Alberto Suárez Díaz,23,Center Forward,71.7,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8af5faa1-0294-49b7-95a7-ea9aa7d92b24,1150,1,00:26:32.906,26,32,2,Ball Recovery,63,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,5213,Gerard Piqué Bernabéu,3,Right Center Back,35.4,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf5957c8-9ebe-48e8-a959-03e86aab77a6,1151,1,00:26:32.906,26,32,43,Carry,63,217,Barcelona,1,Regular Play,217,Barcelona,1.207085,,61678a6e-91b5-44b5-96aa-c2e879f06263,5213,Gerard Piqué Bernabéu,3,Right Center Back,35.4,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,8af5faa1-0294-49b7-95a7-ea9aa7d92b24,,,,,,,,,,,,,,,,33.2,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61678a6e-91b5-44b5-96aa-c2e879f06263,1152,1,00:26:34.113,26,34,30,Pass,63,217,Barcelona,1,Regular Play,217,Barcelona,1.100493,,27da58da-bbfe-4f7b-8287-cbe3887a0cd1,5213,Gerard Piqué Bernabéu,3,Right Center Back,33.2,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,8.786353,0.20632389,1.0,Ground Pass,41.8,43.4,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27da58da-bbfe-4f7b-8287-cbe3887a0cd1,1153,1,00:26:35.214,26,35,42,Ball Receipt*,63,217,Barcelona,1,Regular Play,217,Barcelona,,,61678a6e-91b5-44b5-96aa-c2e879f06263,5470,Ivan Rakitić,13,Right Center Midfield,41.8,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c56e6a91-6386-4fbb-8d9e-38942f585955,1154,1,00:26:35.214,26,35,30,Pass,63,217,Barcelona,1,Regular Play,217,Barcelona,0.839835,,1c38020f-0742-4070-821e-071c662aca84,5470,Ivan Rakitić,13,Right Center Midfield,41.8,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,13.159027,2.3239477,1.0,Ground Pass,32.8,53.0,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1c38020f-0742-4070-821e-071c662aca84,1155,1,00:26:36.054,26,36,42,Ball Receipt*,63,217,Barcelona,1,Regular Play,217,Barcelona,,,c56e6a91-6386-4fbb-8d9e-38942f585955,4324,Daniel Alves da Silva,2,Right Back,32.8,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2e379b3-c1d4-403f-876b-aaa8e029f645,1156,1,00:26:36.054,26,36,43,Carry,63,217,Barcelona,1,Regular Play,217,Barcelona,1.618479,,10579544-b580-4071-ba1e-26180297e18a,4324,Daniel Alves da Silva,2,Right Back,32.8,53.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,1c38020f-0742-4070-821e-071c662aca84,,,,,,,,,,,,,,,40f2ff14-6693-41c1-bf12-4d6177e7f943,34.3,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40f2ff14-6693-41c1-bf12-4d6177e7f943,1157,1,00:26:36.224,26,36,17,Pressure,63,217,Barcelona,1,Regular Play,360,Rayo Vallecano,1.407945,,c2e379b3-c1d4-403f-876b-aaa8e029f645,9246,Patrick Ebert,19,Center Attacking Midfield,85.8,32.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10579544-b580-4071-ba1e-26180297e18a,1158,1,00:26:37.672,26,37,30,Pass,63,217,Barcelona,1,Regular Play,217,Barcelona,2.501868,,038aa891-61b8-48da-937a-46b5d392c8fd,4324,Daniel Alves da Silva,2,Right Back,34.3,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,24.7879,1.3179901,1.0,Ground Pass,40.5,76.1,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
038aa891-61b8-48da-937a-46b5d392c8fd,1159,1,00:26:40.174,26,40,42,Ball Receipt*,63,217,Barcelona,1,Regular Play,217,Barcelona,,,10579544-b580-4071-ba1e-26180297e18a,5470,Ivan Rakitić,13,Right Center Midfield,40.5,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc8b3e3c-cd56-46ea-bc3f-77842d3de9c1,1160,1,00:26:40.174,26,40,43,Carry,63,217,Barcelona,1,Regular Play,217,Barcelona,2.282428,,038aa891-61b8-48da-937a-46b5d392c8fd,5470,Ivan Rakitić,13,Right Center Midfield,40.5,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,39a32c05-9c82-44d2-982d-8d9635b4e057,,,,,,,,,,,,,,,,24.4,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39a32c05-9c82-44d2-982d-8d9635b4e057,1161,1,00:26:42.457,26,42,30,Pass,63,217,Barcelona,1,Regular Play,217,Barcelona,1.391622,,7e99bb55-d1ed-4e87-84ec-9f40452320e5,5470,Ivan Rakitić,13,Right Center Midfield,24.4,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,23.055586,-2.3745973,1.0,Ground Pass,7.8,53.0,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7e99bb55-d1ed-4e87-84ec-9f40452320e5,1162,1,00:26:43.848,26,43,42,Ball Receipt*,63,217,Barcelona,1,Regular Play,217,Barcelona,,,39a32c05-9c82-44d2-982d-8d9635b4e057,5213,Gerard Piqué Bernabéu,3,Right Center Back,7.8,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1d077c8a-ad86-45d4-b4f5-f532e19b12f2,1163,1,00:26:43.848,26,43,43,Carry,63,217,Barcelona,1,Regular Play,217,Barcelona,0.501632,,7e99bb55-d1ed-4e87-84ec-9f40452320e5,5213,Gerard Piqué Bernabéu,3,Right Center Back,7.8,53.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,8a5df42f-0eb0-470e-877d-80ed56bce97b,,,,,,,,,,,,,,,f72ed3ba-fa2d-4b6b-a7f3-d25ff20f199e,7.1,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f72ed3ba-fa2d-4b6b-a7f3-d25ff20f199e,1164,1,00:26:44.110,26,44,17,Pressure,63,217,Barcelona,1,Regular Play,360,Rayo Vallecano,0.334694,,1d077c8a-ad86-45d4-b4f5-f532e19b12f2,9246,Patrick Ebert,19,Center Attacking Midfield,108.9,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,8a5df42f-0eb0-470e-877d-80ed56bce97b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8a5df42f-0eb0-470e-877d-80ed56bce97b,1165,1,00:26:44.350,26,44,30,Pass,63,217,Barcelona,1,Regular Play,217,Barcelona,1.655104,,f72ed3ba-fa2d-4b6b-a7f3-d25ff20f199e,5213,Gerard Piqué Bernabéu,3,Right Center Back,7.1,53.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,fe2e3cbb-c487-4d83-a62f-a3ddf3c588af,4691.0,Claudio Andrés Bravo Muñoz,18.945185,-1.7619808,1.0,Ground Pass,3.5,34.8,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe2e3cbb-c487-4d83-a62f-a3ddf3c588af,1166,1,00:26:46.005,26,46,42,Ball Receipt*,63,217,Barcelona,1,Regular Play,217,Barcelona,,,8a5df42f-0eb0-470e-877d-80ed56bce97b,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,3.5,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
