id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,under_pressure,counterpress,duel,foul_won,interception,clearance,dribble,foul_committed,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,out,miscontrol,ball_recovery,block,bad_behaviour,injury_stoppage,substitution,related_events,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events_2,foul_committed_card_id,foul_committed_card_name,pass_switch,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_technique_id,pass_technique_name,pass_through_ball,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,pass_cross,clearance_head,interception_outcome_id,interception_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,goalkeeper_body_part_id,goalkeeper_body_part_name,foul_won_defensive,related_events_3,foul_committed_advantage,foul_won_advantage,goalkeeper_end_location_0,goalkeeper_end_location_1,miscontrol_aerial_won,shot_first_time,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_goal_assist
7fdf1f0a-fb8c-454b-9130-7ec48accc99c,2677,2,00:26:16.796,71,16,30,Pass,156,217,Barcelona,1,Regular Play,217,Barcelona,0.917137,,6164fca7-c1c9-4f29-8027-29aa4ded683c,,5213,Gerard Piqué Bernabéu,3,Right Center Back,3.7,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,8.64523,-0.5205808,1.0,Ground Pass,11.2,66.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6164fca7-c1c9-4f29-8027-29aa4ded683c,2678,2,00:26:17.713,71,17,42,Ball Receipt*,156,217,Barcelona,1,Regular Play,217,Barcelona,,,7fdf1f0a-fb8c-454b-9130-7ec48accc99c,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,11.2,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a0d70b2-885d-4de9-9d14-f228295597b2,2679,2,00:26:17.713,71,17,43,Carry,156,217,Barcelona,1,Regular Play,217,Barcelona,0.86676,,52a6e2f3-7716-4941-9c1b-56ee2afc4296,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,11.2,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6164fca7-c1c9-4f29-8027-29aa4ded683c,13.3,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52a6e2f3-7716-4941-9c1b-56ee2afc4296,2680,2,00:26:18.580,71,18,30,Pass,156,217,Barcelona,1,Regular Play,217,Barcelona,1.093331,,82919d02-8fed-4f13-a452-ee71a28d9b11,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,13.3,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6616.0,Munir El Haddadi Mohamed,21.633308,0.5880026,1.0,Ground Pass,31.3,78.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82919d02-8fed-4f13-a452-ee71a28d9b11,2681,2,00:26:19.673,71,19,42,Ball Receipt*,156,217,Barcelona,1,Regular Play,217,Barcelona,,,52a6e2f3-7716-4941-9c1b-56ee2afc4296,,6616,Munir El Haddadi Mohamed,17,Right Wing,31.3,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1069433-94f9-4542-b848-5b292fb0104f,2682,2,00:26:19.673,71,19,43,Carry,156,217,Barcelona,1,Regular Play,217,Barcelona,4.194013,,82919d02-8fed-4f13-a452-ee71a28d9b11,,6616,Munir El Haddadi Mohamed,17,Right Wing,31.3,78.5,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,93e4ee8c-180b-4e7e-921b-6384f0eca85e,37.7,66.3,,,,,,,,,,,c2acd155-9376-4f7d-b28c-6b695aa5129c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93e4ee8c-180b-4e7e-921b-6384f0eca85e,2683,2,00:26:23.029,71,23,17,Pressure,156,217,Barcelona,1,Regular Play,222,Villarreal,0.648062,,f1069433-94f9-4542-b848-5b292fb0104f,,6862,Cédric Bakambu,13,Right Center Midfield,82.4,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2acd155-9376-4f7d-b28c-6b695aa5129c,2684,2,00:26:23.867,71,23,30,Pass,156,217,Barcelona,1,Regular Play,217,Barcelona,1.219417,,ab1802f9-346f-4630-946c-bd08fb2381a0,,6616,Munir El Haddadi Mohamed,17,Right Wing,37.7,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,17.10263,-2.8753407,1.0,Ground Pass,21.2,61.8,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ab1802f9-346f-4630-946c-bd08fb2381a0,2685,2,00:26:25.087,71,25,42,Ball Receipt*,156,217,Barcelona,1,Regular Play,217,Barcelona,,,c2acd155-9376-4f7d-b28c-6b695aa5129c,,5213,Gerard Piqué Bernabéu,3,Right Center Back,21.2,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dacc8753-81dc-4ec3-8ea2-8c8bd741a6d7,2686,2,00:26:25.087,71,25,43,Carry,156,217,Barcelona,1,Regular Play,217,Barcelona,3.758459,,a2940276-784f-4ae0-a68f-af97bbdf727a,,5213,Gerard Piqué Bernabéu,3,Right Center Back,21.2,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab1802f9-346f-4630-946c-bd08fb2381a0,23.4,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2940276-784f-4ae0-a68f-af97bbdf727a,2687,2,00:26:28.845,71,28,30,Pass,156,217,Barcelona,1,Regular Play,217,Barcelona,1.704438,,6b51605b-eae3-438b-a000-c75078bfcb67,,5213,Gerard Piqué Bernabéu,3,Right Center Back,23.4,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10609.0,Jérémy Mathieu,34.917187,-1.8463422,1.0,Ground Pass,13.9,27.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b51605b-eae3-438b-a000-c75078bfcb67,2688,2,00:26:30.550,71,30,42,Ball Receipt*,156,217,Barcelona,1,Regular Play,217,Barcelona,,,a2940276-784f-4ae0-a68f-af97bbdf727a,,10609,Jérémy Mathieu,5,Left Center Back,13.9,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca69588a-4e32-40f2-8070-53cc857ee741,2689,2,00:26:30.550,71,30,43,Carry,156,217,Barcelona,1,Regular Play,217,Barcelona,1.423112,,6b51605b-eae3-438b-a000-c75078bfcb67,,10609,Jérémy Mathieu,5,Left Center Back,13.9,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b5adc71-0cbb-47f0-b3b5-4b4679d37969,20.6,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b5adc71-0cbb-47f0-b3b5-4b4679d37969,2690,2,00:26:31.973,71,31,30,Pass,156,217,Barcelona,1,Regular Play,217,Barcelona,1.1685,,212e78ad-35ba-42b3-b3ba-f97fbeb302a0,,10609,Jérémy Mathieu,5,Left Center Back,20.6,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,19.962465,-1.3124527,1.0,Ground Pass,25.7,7.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212e78ad-35ba-42b3-b3ba-f97fbeb302a0,2691,2,00:26:33.141,71,33,42,Ball Receipt*,156,217,Barcelona,1,Regular Play,217,Barcelona,,,9b5adc71-0cbb-47f0-b3b5-4b4679d37969,,5211,Jordi Alba Ramos,6,Left Back,25.7,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
