id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,off_camera,duel,ball_receipt,clearance,interception,counterpress,dribble,foul_committed,shot,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,out,block,miscontrol,foul_won,50_50,ball_recovery,substitution,related_events,location,goalkeeper,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,player,position,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_type_id,pass_type_name,interception_outcome_id,interception_outcome_name,pass_cross,pass_switch,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,dribble_outcome_id,dribble_outcome_name,pass_cut_back,pass_aerial_won,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate
ad4897f8-1698-468e-b159-b2a08ebb9556,3615,2,00:40:38.693,85,38,42,Ball Receipt*,184,217,Barcelona,1,Regular Play,217,Barcelona,,,b57054ca-2d58-44ee-b828-654ccb7e87e3,6379.0,Sergi Roberto Carnicer,15.0,Left Center Midfield,48.9,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a53d1ef5-dcc1-4d87-a05e-db37e5bfb99d,3616,2,00:40:38.693,85,38,30,Pass,184,217,Barcelona,1,Regular Play,217,Barcelona,2.3179,,8c10dd9a-dc0e-43b9-8c77-d7ed4b278f5f,6379.0,Sergi Roberto Carnicer,15.0,Left Center Midfield,48.9,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7068.0,Marc Bartra Aregall,40.334724,2.1388566,3.0,High Pass,27.2,56.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fcdd0893-1f2f-472c-81bc-29d1b109a0c6,3617,2,00:40:40.349,85,40,17,Pressure,184,217,Barcelona,1,Regular Play,322,Eibar,1.393373,,28e1b3fe-f942-48f4-a8ef-5505382aee2e,9403.0,Izet Hajrović,21.0,Left Wing,82.6,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8c10dd9a-dc0e-43b9-8c77-d7ed4b278f5f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8c10dd9a-dc0e-43b9-8c77-d7ed4b278f5f,3618,2,00:40:41.011,85,41,42,Ball Receipt*,184,217,Barcelona,1,Regular Play,217,Barcelona,,,a53d1ef5-dcc1-4d87-a05e-db37e5bfb99d,7068.0,Marc Bartra Aregall,3.0,Right Center Back,27.2,56.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fcdd0893-1f2f-472c-81bc-29d1b109a0c6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28e1b3fe-f942-48f4-a8ef-5505382aee2e,3619,2,00:40:41.011,85,41,30,Pass,184,217,Barcelona,1,Regular Play,217,Barcelona,1.7383,,bd5bedfa-b4d8-4b53-8655-71defcea6f15,7068.0,Marc Bartra Aregall,3.0,Right Center Back,26.2,56.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fcdd0893-1f2f-472c-81bc-29d1b109a0c6,,,4691.0,Claudio Andrés Bravo Muñoz,20.917217,-2.7335622,2.0,Low Pass,7.0,48.6,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd5bedfa-b4d8-4b53-8655-71defcea6f15,3620,2,00:40:42.750,85,42,42,Ball Receipt*,184,217,Barcelona,1,Regular Play,217,Barcelona,,,28e1b3fe-f942-48f4-a8ef-5505382aee2e,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,7.0,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b9157aa1-6e27-4b10-9dba-88b21487770f,3621,2,00:40:42.750,85,42,43,Carry,184,217,Barcelona,1,Regular Play,217,Barcelona,3.1703,,a6b46059-0aa1-4b9c-8fbe-832100dfd697,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,7.0,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bd5bedfa-b4d8-4b53-8655-71defcea6f15,10.2,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6b46059-0aa1-4b9c-8fbe-832100dfd697,3622,2,00:40:45.920,85,45,30,Pass,184,217,Barcelona,1,Regular Play,217,Barcelona,1.348783,,82421e2c-d2bb-42c2-8fb1-3e71e9603143,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,10.2,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7068.0,Marc Bartra Aregall,10.20833,1.0589405,1.0,Ground Pass,15.2,56.8,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82421e2c-d2bb-42c2-8fb1-3e71e9603143,3623,2,00:40:47.269,85,47,42,Ball Receipt*,184,217,Barcelona,1,Regular Play,217,Barcelona,,,a6b46059-0aa1-4b9c-8fbe-832100dfd697,7068.0,Marc Bartra Aregall,3.0,Right Center Back,15.2,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a3ea62e-9c36-4a76-a503-ca0c98c8e954,3624,2,00:40:47.269,85,47,43,Carry,184,217,Barcelona,1,Regular Play,217,Barcelona,4.454917,,82421e2c-d2bb-42c2-8fb1-3e71e9603143,7068.0,Marc Bartra Aregall,3.0,Right Center Back,15.2,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d84361e7-028f-4593-a28f-e5fae15d884b,27.2,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d84361e7-028f-4593-a28f-e5fae15d884b,3625,2,00:40:51.724,85,51,30,Pass,184,217,Barcelona,1,Regular Play,217,Barcelona,3.6902,,923588b4-662f-4015-9aa0-7e21462c7291,7068.0,Marc Bartra Aregall,3.0,Right Center Back,27.2,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95371a3a-d61c-41a3-bdb6-1a9af625d3ef,,,5246.0,Luis Alberto Suárez Díaz,53.889236,-0.057557173,3.0,High Pass,81.0,56.9,40.0,Right Foot,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923588b4-662f-4015-9aa0-7e21462c7291,3626,2,00:40:55.414,85,55,42,Ball Receipt*,184,217,Barcelona,1,Regular Play,217,Barcelona,,,d84361e7-028f-4593-a28f-e5fae15d884b,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,80.2,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95371a3a-d61c-41a3-bdb6-1a9af625d3ef,3627,2,00:40:55.414,85,55,9,Clearance,184,217,Barcelona,1,Regular Play,322,Eibar,0.0,,d84361e7-028f-4593-a28f-e5fae15d884b,6778.0,Iván Ramis Barrios,5.0,Left Center Back,39.1,23.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Head,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc58d76d-2dd7-4c6b-8852-bcfb6d3c142e,3628,2,00:40:57.891,85,57,30,Pass,184,217,Barcelona,1,Regular Play,322,Eibar,1.1,,66fb3b02-e097-4846-9edc-fd3af3a4a3cd,6776.0,David Juncà Reñé,6.0,Left Back,47.3,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f214cb7-c69f-47c9-a6f5-90370d714b31,,,6775.0,Daniel García Carrillo,7.602631,1.1071488,3.0,High Pass,50.7,25.5,37.0,Head,,9.0,Incomplete,,,,,,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8f214cb7-c69f-47c9-a6f5-90370d714b31,3629,2,00:40:58.991,85,58,42,Ball Receipt*,184,217,Barcelona,1,Regular Play,322,Eibar,,,fc58d76d-2dd7-4c6b-8852-bcfb6d3c142e,6775.0,Daniel García Carrillo,11.0,Left Defensive Midfield,48.8,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66fb3b02-e097-4846-9edc-fd3af3a4a3cd,3630,2,00:40:58.991,85,58,30,Pass,184,217,Barcelona,1,Regular Play,217,Barcelona,1.0584,,48eb1371-ad91-4e78-8139-ba80d6c5d038,6379.0,Sergi Roberto Carnicer,15.0,Left Center Midfield,69.4,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e7e4dd8-a877-4758-a6fb-35c0a53f7f10,,,5246.0,Luis Alberto Suárez Díaz,8.6977005,0.30357075,3.0,High Pass,77.7,57.2,37.0,Head,fc58d76d-2dd7-4c6b-8852-bcfb6d3c142e,9.0,Incomplete,,,,,,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48eb1371-ad91-4e78-8139-ba80d6c5d038,3631,2,00:41:00.050,86,0,42,Ball Receipt*,184,217,Barcelona,1,Regular Play,217,Barcelona,,,66fb3b02-e097-4846-9edc-fd3af3a4a3cd,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,78.6,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7e4dd8-a877-4758-a6fb-35c0a53f7f10,3632,2,00:41:00.050,86,0,10,Interception,184,217,Barcelona,1,Regular Play,322,Eibar,0.0,,66fb3b02-e097-4846-9edc-fd3af3a4a3cd,27239.0,Aleksandar Pantić,3.0,Right Center Back,42.4,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa21b8f5-c6bc-4049-b9d2-3f089502bb84,3652,2,00:41:38.337,86,38,30,Pass,187,217,Barcelona,1,Regular Play,217,Barcelona,0.9826,,895be6fc-5d0b-46b8-805d-49cbd36faeba,5211.0,Jordi Alba Ramos,6.0,Left Back,17.0,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6616.0,Munir El Haddadi Mohamed,10.728001,-1.7773324,1.0,Ground Pass,14.8,27.2,38.0,Left Foot,,,,,,,,,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895be6fc-5d0b-46b8-805d-49cbd36faeba,3653,2,00:41:39.320,86,39,42,Ball Receipt*,187,217,Barcelona,1,Regular Play,217,Barcelona,,,aa21b8f5-c6bc-4049-b9d2-3f089502bb84,6616.0,Munir El Haddadi Mohamed,21.0,Left Wing,14.8,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40f139a0-ac00-45cd-98d9-1430a1b8f1a6,3654,2,00:41:39.320,86,39,43,Carry,187,217,Barcelona,1,Regular Play,217,Barcelona,0.04,,5279db90-a61c-4af9-acf1-82f1852b919a,6616.0,Munir El Haddadi Mohamed,21.0,Left Wing,14.8,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895be6fc-5d0b-46b8-805d-49cbd36faeba,14.8,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5279db90-a61c-4af9-acf1-82f1852b919a,3655,2,00:41:39.360,86,39,30,Pass,187,217,Barcelona,1,Regular Play,217,Barcelona,1.9033,,39504e07-265b-481c-8fcc-3119641d6734,6616.0,Munir El Haddadi Mohamed,21.0,Left Wing,14.8,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3bc25ae3-5e39-4679-a2ed-0def7a2cb298,,,5503.0,Lionel Andrés Messi Cuccittini,34.03792,0.4465665,3.0,High Pass,45.5,41.9,38.0,Left Foot,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3bc25ae3-5e39-4679-a2ed-0def7a2cb298,3656,2,00:41:41.263,86,41,42,Ball Receipt*,187,217,Barcelona,1,Regular Play,217,Barcelona,,,5279db90-a61c-4af9-acf1-82f1852b919a,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,48.0,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39504e07-265b-481c-8fcc-3119641d6734,3657,2,00:41:41.263,86,41,30,Pass,187,217,Barcelona,1,Regular Play,322,Eibar,4.335624,,5279db90-a61c-4af9-acf1-82f1852b919a,6776.0,David Juncà Reñé,6.0,Left Back,74.6,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.12427,-0.119957,3.0,High Pass,119.4,32.8,38.0,Left Foot,,75.0,Out,,,,,,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f92f4a9-e40f-4409-a281-8ef78da405a5,3658,2,00:42:05.710,87,5,30,Pass,188,217,Barcelona,7,From Goal Kick,217,Barcelona,2.216241,,fa1e4847-e2fa-4570-b5ad-be07326a1ecc,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,7.0,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,55.404423,0.6561358,3.0,High Pass,50.9,77.9,40.0,Right Foot,,,,,,,,,63.0,Goal Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
