id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,dribble,duel,clearance,counterpress,out,ball_recovery,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,off_camera,foul_committed,foul_won,substitution,interception,block,miscontrol,bad_behaviour,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,foul_won_defensive,related_events,pass_switch,related_events_2,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_type_id,pass_type_name,dribble_outcome_id,dribble_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,pass_assisted_shot_id,pass_shot_assist,pass_no_touch,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,clearance_aerial_won,clearance_head,shot_first_time,related_events_3,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,shot_freeze_frame_17_location_0,shot_freeze_frame_17_location_1,shot_freeze_frame_17_player_id,shot_freeze_frame_17_player_name,shot_freeze_frame_17_position_id,shot_freeze_frame_17_position_name,shot_freeze_frame_17_teammate,pass_aerial_won,pass_technique_id,pass_technique_name,pass_through_ball,pass_cross,pass_cut_back,interception_outcome_id,interception_outcome_name,pass_goal_assist
dbf4513d-6039-407c-8a40-fb288db12640,1381,1,00:36:02.967,36,2,2,Ball Recovery,54,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,31ac0172-39b2-4976-8dd1-f25b937d601d,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,13.4,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892a0ac-2f20-4de7-a1fc-84cc302391f9,1382,1,00:36:02.967,36,2,43,Carry,54,217,Barcelona,1,Regular Play,217,Barcelona,0.481054,,dbf4513d-6039-407c-8a40-fb288db12640,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,13.4,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e3103685-01b0-4ac4-be7a-49ba06fca07e,13.9,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3103685-01b0-4ac4-be7a-49ba06fca07e,1383,1,00:36:03.448,36,3,30,Pass,54,217,Barcelona,1,Regular Play,217,Barcelona,1.633977,,a7063ed8-7de8-4fbc-8bd7-ef9884f10780,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,13.9,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,28.938555,-0.8636693,1.0,Ground Pass,32.7,34.7,69.0,Keeper Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7063ed8-7de8-4fbc-8bd7-ef9884f10780,1384,1,00:36:05.082,36,5,42,Ball Receipt*,54,217,Barcelona,1,Regular Play,217,Barcelona,,,e3103685-01b0-4ac4-be7a-49ba06fca07e,5506,Javier Alejandro Mascherano,5,Left Center Back,32.7,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1fec2f94-9258-4c92-965c-fab95e16eb74,1385,1,00:36:05.082,36,5,43,Carry,54,217,Barcelona,1,Regular Play,217,Barcelona,1.871823,,874801c8-8590-4343-b12a-4560e6b76d75,5506,Javier Alejandro Mascherano,5,Left Center Back,32.7,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a7063ed8-7de8-4fbc-8bd7-ef9884f10780,32.5,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874801c8-8590-4343-b12a-4560e6b76d75,1386,1,00:36:06.954,36,6,30,Pass,54,217,Barcelona,1,Regular Play,217,Barcelona,1.622537,,c42983b9-f958-459c-a8c9-08328183452d,5506,Javier Alejandro Mascherano,5,Left Center Back,32.5,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,27.572632,-0.9998947,1.0,Ground Pass,47.4,13.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c42983b9-f958-459c-a8c9-08328183452d,1387,1,00:36:08.576,36,8,42,Ball Receipt*,54,217,Barcelona,1,Regular Play,217,Barcelona,,,874801c8-8590-4343-b12a-4560e6b76d75,5211,Jordi Alba Ramos,6,Left Back,47.4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5b7b0fd-5426-431c-ad70-7ff3d1e5bf9b,1388,1,00:36:08.576,36,8,43,Carry,54,217,Barcelona,1,Regular Play,217,Barcelona,0.986563,,c42983b9-f958-459c-a8c9-08328183452d,5211,Jordi Alba Ramos,6,Left Back,47.4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca2d46eb-7c4c-4b53-b699-78e3ccb7f3db,46.2,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca2d46eb-7c4c-4b53-b699-78e3ccb7f3db,1389,1,00:36:09.563,36,9,30,Pass,54,217,Barcelona,1,Regular Play,217,Barcelona,1.533365,,a7e8a831-d0ff-4af7-a5bf-cd6daf3f8ad9,5211,Jordi Alba Ramos,6,Left Back,46.2,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,25.440126,-0.28693876,1.0,Ground Pass,70.6,4.8,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7e8a831-d0ff-4af7-a5bf-cd6daf3f8ad9,1390,1,00:36:11.096,36,11,42,Ball Receipt*,54,217,Barcelona,1,Regular Play,217,Barcelona,,,ca2d46eb-7c4c-4b53-b699-78e3ccb7f3db,4320,Neymar da Silva Santos Junior,21,Left Wing,70.6,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25307a0d-b65a-4ebb-87e0-cca57837e9a2,1391,1,00:36:11.096,36,11,43,Carry,54,217,Barcelona,1,Regular Play,217,Barcelona,0.194635,,a7e8a831-d0ff-4af7-a5bf-cd6daf3f8ad9,4320,Neymar da Silva Santos Junior,21,Left Wing,70.6,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adc487dc-52f9-4fb9-ad43-c5f7a515dc35,69.6,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adc487dc-52f9-4fb9-ad43-c5f7a515dc35,1392,1,00:36:11.291,36,11,30,Pass,54,217,Barcelona,1,Regular Play,217,Barcelona,1.21746,,f059e919-42de-4d3e-b7bc-a360226495d7,4320,Neymar da Silva Santos Junior,21,Left Wing,69.6,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,14.618482,2.785224,1.0,Ground Pass,55.9,10.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f059e919-42de-4d3e-b7bc-a360226495d7,1393,1,00:36:12.508,36,12,42,Ball Receipt*,54,217,Barcelona,1,Regular Play,217,Barcelona,,,adc487dc-52f9-4fb9-ad43-c5f7a515dc35,5211,Jordi Alba Ramos,6,Left Back,55.9,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f13f303-bff1-4856-aba8-caff740198e3,1394,1,00:36:12.508,36,12,43,Carry,54,217,Barcelona,1,Regular Play,217,Barcelona,3.357605,,ae6632ca-1ebb-4de7-bfc0-9d13e82e6973,5211,Jordi Alba Ramos,6,Left Back,55.9,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f059e919-42de-4d3e-b7bc-a360226495d7,55.4,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ae6632ca-1ebb-4de7-bfc0-9d13e82e6973,1395,1,00:36:15.866,36,15,30,Pass,54,217,Barcelona,1,Regular Play,217,Barcelona,1.091779,,11f4dfd4-793d-4e71-806e-efbb0fe58dfa,5211,Jordi Alba Ramos,6,Left Back,55.4,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,11.957006,-0.51603407,1.0,Ground Pass,65.8,4.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11f4dfd4-793d-4e71-806e-efbb0fe58dfa,1396,1,00:36:16.958,36,16,42,Ball Receipt*,54,217,Barcelona,1,Regular Play,217,Barcelona,,,ae6632ca-1ebb-4de7-bfc0-9d13e82e6973,4320,Neymar da Silva Santos Junior,21,Left Wing,65.8,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feae26e3-cad4-448d-a950-ba4b1bf639a8,1397,1,00:36:16.958,36,16,43,Carry,54,217,Barcelona,1,Regular Play,217,Barcelona,4.646456,,11f4dfd4-793d-4e71-806e-efbb0fe58dfa,4320,Neymar da Silva Santos Junior,21,Left Wing,65.8,4.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,26b774ac-4403-4e5b-8a62-04e3db274ca3,63.1,14.0,,,,,,,,,,,,,,,,,,a55a94f4-3226-4341-9c60-5793fd69d4d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a55a94f4-3226-4341-9c60-5793fd69d4d7,1398,1,00:36:19.402,36,19,17,Pressure,54,217,Barcelona,1,Regular Play,215,Athletic Club,2.278326,,26b774ac-4403-4e5b-8a62-04e3db274ca3,6649,Óscar de Marcos Arana,12,Right Midfield,53.6,71.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feae26e3-cad4-448d-a950-ba4b1bf639a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26b774ac-4403-4e5b-8a62-04e3db274ca3,1399,1,00:36:21.604,36,21,30,Pass,54,217,Barcelona,1,Regular Play,217,Barcelona,3.57079,,a55a94f4-3226-4341-9c60-5793fd69d4d7,4320,Neymar da Silva Santos Junior,21,Left Wing,63.1,14.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,d7aa1301-90a4-4ea5-9d68-58ee7147fe3b,,,5503.0,Lionel Andrés Messi Cuccittini,66.34915,1.1664983,3.0,High Pass,89.2,75.0,40.0,Right Foot,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d7aa1301-90a4-4ea5-9d68-58ee7147fe3b,1400,1,00:36:25.175,36,25,42,Ball Receipt*,54,217,Barcelona,1,Regular Play,217,Barcelona,,,26b774ac-4403-4e5b-8a62-04e3db274ca3,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,89.2,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a98fd3e-05de-4bec-815a-12532cacd612,1401,1,00:36:25.175,36,25,43,Carry,54,217,Barcelona,1,Regular Play,217,Barcelona,2.518024,,d7aa1301-90a4-4ea5-9d68-58ee7147fe3b,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,89.2,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f3b08a1f-2256-4f7c-81ef-936a92cfe40c,95.9,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3b08a1f-2256-4f7c-81ef-936a92cfe40c,1402,1,00:36:27.693,36,27,30,Pass,54,217,Barcelona,1,Regular Play,217,Barcelona,1.229914,,0d4a14e7-59cb-470a-b892-0526fc563c11,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,95.9,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,13.075168,-1.6780752,1.0,Ground Pass,94.5,55.7,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d4a14e7-59cb-470a-b892-0526fc563c11,1403,1,00:36:28.923,36,28,42,Ball Receipt*,54,217,Barcelona,1,Regular Play,217,Barcelona,,,f3b08a1f-2256-4f7c-81ef-936a92cfe40c,5246,Luis Alberto Suárez Díaz,23,Center Forward,94.5,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974aa6b-0fa2-4ec4-8d82-48028e4872f2,1404,1,00:36:28.923,36,28,43,Carry,54,217,Barcelona,1,Regular Play,217,Barcelona,0.079972,,0d4a14e7-59cb-470a-b892-0526fc563c11,5246,Luis Alberto Suárez Díaz,23,Center Forward,94.5,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163c4585-277f-4cb7-b9c1-bfc52471a312,94.5,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163c4585-277f-4cb7-b9c1-bfc52471a312,1405,1,00:36:29.003,36,29,30,Pass,54,217,Barcelona,1,Regular Play,217,Barcelona,0.952923,,6b416f5a-0fd7-425e-ad72-d0333b032f18,5246,Luis Alberto Suárez Díaz,23,Center Forward,94.5,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,10.625442,2.1822934,1.0,Ground Pass,88.4,64.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b416f5a-0fd7-425e-ad72-d0333b032f18,1406,1,00:36:29.956,36,29,42,Ball Receipt*,54,217,Barcelona,1,Regular Play,217,Barcelona,,,163c4585-277f-4cb7-b9c1-bfc52471a312,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,88.4,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c3fd628-e21d-4aaf-bbcd-d58ae2169b37,1407,1,00:36:29.956,36,29,43,Carry,54,217,Barcelona,1,Regular Play,217,Barcelona,1.327477,,1e165d6c-b53e-4f97-88aa-592da19c1da9,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,88.4,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6b416f5a-0fd7-425e-ad72-d0333b032f18,86.8,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1e165d6c-b53e-4f97-88aa-592da19c1da9,1408,1,00:36:31.283,36,31,30,Pass,54,217,Barcelona,1,Regular Play,217,Barcelona,0.658668,,c02b4a5a-c3eb-49f1-836e-12e87ebe8d55,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,86.8,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,12.461942,-2.1966429,1.0,Ground Pass,79.5,54.3,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
