id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,under_pressure,duel,carry,ball_receipt,interception,counterpress,goalkeeper,dribble,clearance,out,miscontrol,foul_committed,foul_won,shot,ball_recovery,block,substitution,pass,related_events_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,carry_end_location_0,carry_end_location_1,related_events_2,related_events,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_cross,pass_switch,related_events_3,related_events_4,foul_committed_advantage,foul_won_advantage,pass_through_ball,pass_technique_id,pass_technique_name,ball_recovery_recovery_failure,foul_committed_penalty,foul_won_penalty,foul_won_defensive,shot_one_on_one,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,goalkeeper_position_id,goalkeeper_position_name,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,clearance_left_foot,dribble_nutmeg,pass_assisted_shot_id,pass_goal_assist,shot_key_pass_id
f318d5e5-f779-488d-94d2-6a03d883aa2f,2964,2,00:25:46.843,70,46,42,Ball Receipt*,153,217,Barcelona,7,From Goal Kick,217,Barcelona,,,a0a7b4bf-1384-470e-87db-a1753c045876,,5506,Javier Alejandro Mascherano,5,Left Center Back,10.7,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaaad1b1-7790-4a2e-8ffd-47a07651da74,2965,2,00:25:49.601,70,49,30,Pass,153,217,Barcelona,7,From Goal Kick,217,Barcelona,2.02139,,ec2272c8-ed3f-4543-9a8e-314e6f7b2c77,,5506,Javier Alejandro Mascherano,5,Left Center Back,8.2,20.8,7068.0,Marc Bartra Aregall,40.817886,1.494776,2.0,Low Pass,11.3,61.5,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ec2272c8-ed3f-4543-9a8e-314e6f7b2c77,2966,2,00:25:51.623,70,51,42,Ball Receipt*,153,217,Barcelona,7,From Goal Kick,217,Barcelona,,,aaaad1b1-7790-4a2e-8ffd-47a07651da74,,7068,Marc Bartra Aregall,3,Right Center Back,11.3,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
097b4db4-ad4c-4385-ae4d-3b978a053035,2967,2,00:25:51.623,70,51,43,Carry,153,217,Barcelona,7,From Goal Kick,217,Barcelona,2.32051,,7625c255-0335-471c-8d93-6caab0dbbae3,,7068,Marc Bartra Aregall,3,Right Center Back,11.3,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec2272c8-ed3f-4543-9a8e-314e6f7b2c77,,,,,,,12.8,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7625c255-0335-471c-8d93-6caab0dbbae3,2968,2,00:25:53.943,70,53,30,Pass,153,217,Barcelona,7,From Goal Kick,217,Barcelona,1.806071,,88e1286a-b1c9-4c0b-a549-9f8f634799f1,,7068,Marc Bartra Aregall,3,Right Center Back,12.8,65.6,20055.0,Marc-André ter Stegen,19.739553,-1.9550656,1.0,Ground Pass,5.4,47.3,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88e1286a-b1c9-4c0b-a549-9f8f634799f1,2969,2,00:25:55.749,70,55,42,Ball Receipt*,153,217,Barcelona,7,From Goal Kick,217,Barcelona,,,7625c255-0335-471c-8d93-6caab0dbbae3,,20055,Marc-André ter Stegen,1,Goalkeeper,5.4,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dbc24f09-4079-4e64-b1e7-c53555d6595e,2970,2,00:25:55.749,70,55,43,Carry,153,217,Barcelona,7,From Goal Kick,217,Barcelona,7.179629,,0fdbb030-0623-49af-ad76-5e4751d84c6c,,20055,Marc-André ter Stegen,1,Goalkeeper,5.4,47.3,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,81eb2c66-9fbb-4978-ad28-45af5e69ffbe,,,,,,,9.5,43.5,88e1286a-b1c9-4c0b-a549-9f8f634799f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0fdbb030-0623-49af-ad76-5e4751d84c6c,2971,2,00:26:02.649,71,2,17,Pressure,153,217,Barcelona,7,From Goal Kick,221,Levante UD,6.5224,,2798ef74-4c1d-4a2d-8c35-4d4d0ebfa91c,,6647,Zouhair Feddal,4,Center Back,107.5,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81eb2c66-9fbb-4978-ad28-45af5e69ffbe,,,,,,,,,b5a149ff-e95a-4d02-bc53-2e9b039ea220,,,,,,,,,,,,,,,,,cd527b20-e13c-4647-8f00-5e82b4aa9fa7,dbc24f09-4079-4e64-b1e7-c53555d6595e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81eb2c66-9fbb-4978-ad28-45af5e69ffbe,2972,2,00:26:02.929,71,2,30,Pass,153,217,Barcelona,7,From Goal Kick,217,Barcelona,1.427514,,0fdbb030-0623-49af-ad76-5e4751d84c6c,,20055,Marc-André ter Stegen,1,Goalkeeper,9.5,43.5,4320.0,Neymar da Silva Santos Junior,27.060118,-0.2808377,1.0,Ground Pass,35.5,36.0,,,40.0,Right Foot,True,,,,,,,,,,,,,,,,,,cd527b20-e13c-4647-8f00-5e82b4aa9fa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd527b20-e13c-4647-8f00-5e82b4aa9fa7,2973,2,00:26:04.357,71,4,42,Ball Receipt*,153,217,Barcelona,7,From Goal Kick,217,Barcelona,,,0fdbb030-0623-49af-ad76-5e4751d84c6c,,4320,Neymar da Silva Santos Junior,21,Left Wing,35.5,36.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,81eb2c66-9fbb-4978-ad28-45af5e69ffbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798ef74-4c1d-4a2d-8c35-4d4d0ebfa91c,2974,2,00:26:04.357,71,4,43,Carry,153,217,Barcelona,7,From Goal Kick,217,Barcelona,4.314586,,0fdbb030-0623-49af-ad76-5e4751d84c6c,,4320,Neymar da Silva Santos Junior,21,Left Wing,35.5,36.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,b5a149ff-e95a-4d02-bc53-2e9b039ea220,,,,,,,9.7,41.0,cd527b20-e13c-4647-8f00-5e82b4aa9fa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5a149ff-e95a-4d02-bc53-2e9b039ea220,2975,2,00:26:08.671,71,8,30,Pass,153,217,Barcelona,7,From Goal Kick,217,Barcelona,1.223695,,0fdbb030-0623-49af-ad76-5e4751d84c6c,,4320,Neymar da Silva Santos Junior,21,Left Wing,9.7,41.0,7068.0,Marc Bartra Aregall,18.601076,1.5815486,1.0,Ground Pass,9.5,59.6,,,40.0,Right Foot,True,,,,,,,,,,,,,,,,,,e4a95766-aa05-4bb7-81d4-fea742ec4bef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d09d967-e03e-4190-a3a6-85d0733df9d9,2976,2,00:26:09.839,71,9,17,Pressure,153,217,Barcelona,7,From Goal Kick,221,Levante UD,0.674574,,6efc1eb3-6b35-47c8-9b35-dd9f0191b005,,25134,Deyverson Brum Silva Acosta,24,Left Center Forward,105.6,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e4a95766-aa05-4bb7-81d4-fea742ec4bef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4a95766-aa05-4bb7-81d4-fea742ec4bef,2977,2,00:26:09.895,71,9,42,Ball Receipt*,153,217,Barcelona,7,From Goal Kick,217,Barcelona,,,4d09d967-e03e-4190-a3a6-85d0733df9d9,,7068,Marc Bartra Aregall,3,Right Center Back,9.5,59.6,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,b5a149ff-e95a-4d02-bc53-2e9b039ea220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6efc1eb3-6b35-47c8-9b35-dd9f0191b005,2978,2,00:26:09.895,71,9,43,Carry,153,217,Barcelona,7,From Goal Kick,217,Barcelona,1.376905,,4d09d967-e03e-4190-a3a6-85d0733df9d9,,7068,Marc Bartra Aregall,3,Right Center Back,9.5,59.6,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,c2b3c0a2-2b66-4a75-b915-4a3958ce51f8,,,,,,,11.3,64.0,e4a95766-aa05-4bb7-81d4-fea742ec4bef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2b3c0a2-2b66-4a75-b915-4a3958ce51f8,2979,2,00:26:11.272,71,11,30,Pass,153,217,Barcelona,7,From Goal Kick,217,Barcelona,2.260301,,8282c230-4055-4303-898d-9c62bbf3291f,,7068,Marc Bartra Aregall,3,Right Center Back,11.3,64.0,3508.0,Sandro Ramírez Castillo,46.488815,0.12942432,3.0,High Pass,57.4,70.0,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,eb1fb439-fdcc-4a79-9120-2bcfb92cbfbe,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8282c230-4055-4303-898d-9c62bbf3291f,2980,2,00:26:13.532,71,13,42,Ball Receipt*,153,217,Barcelona,7,From Goal Kick,217,Barcelona,,,c2b3c0a2-2b66-4a75-b915-4a3958ce51f8,,3508,Sandro Ramírez Castillo,23,Center Forward,60.1,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927ccd75-c7c4-4b3e-ba5b-2186021320ae,2989,2,00:26:42.823,71,42,30,Pass,155,217,Barcelona,7,From Goal Kick,217,Barcelona,2.981857,,e0bb30e5-558c-4ce4-8a41-7bb0792addbf,,20055,Marc-André ter Stegen,1,Goalkeeper,7.0,36.1,6616.0,Munir El Haddadi Mohamed,65.04183,0.7223012,3.0,High Pass,55.8,79.1,63.0,Goal Kick,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e0bb30e5-558c-4ce4-8a41-7bb0792addbf,2990,2,00:26:45.805,71,45,42,Ball Receipt*,155,217,Barcelona,7,From Goal Kick,217,Barcelona,,,927ccd75-c7c4-4b3e-ba5b-2186021320ae,,6616,Munir El Haddadi Mohamed,17,Right Wing,52.6,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85f88e3b-140c-4780-99d1-2381d9947374,2998,2,00:27:16.448,72,16,30,Pass,157,217,Barcelona,4,From Throw In,217,Barcelona,1.104421,,7a560fcd-38ea-40f5-8de4-5755eb2728d5,True,4324,Daniel Alves da Silva,2,Right Back,38.4,80.0,5470.0,Ivan Rakitić,5.2924476,-1.9583201,2.0,Low Pass,36.4,75.1,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a560fcd-38ea-40f5-8de4-5755eb2728d5,2999,2,00:27:17.552,72,17,42,Ball Receipt*,157,217,Barcelona,4,From Throw In,217,Barcelona,,,85f88e3b-140c-4780-99d1-2381d9947374,,5470,Ivan Rakitić,9,Right Defensive Midfield,36.4,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c027fe8-d4ab-4a9b-89d6-d7b2d3e5f0db,3000,2,00:27:17.592,72,17,30,Pass,157,217,Barcelona,4,From Throw In,217,Barcelona,0.551536,,51a5e64d-76a0-4e76-b27d-4b6a9b4f7f4b,True,5470,Ivan Rakitić,9,Right Defensive Midfield,36.4,75.1,4324.0,Daniel Alves da Silva,4.9819674,0.6716062,1.0,Ground Pass,40.3,78.2,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51a5e64d-76a0-4e76-b27d-4b6a9b4f7f4b,3001,2,00:27:18.143,72,18,42,Ball Receipt*,157,217,Barcelona,4,From Throw In,217,Barcelona,,,3c027fe8-d4ab-4a9b-89d6-d7b2d3e5f0db,,4324,Daniel Alves da Silva,2,Right Back,40.3,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2bd5e107-9dbc-436f-9a90-0daf855578bd,3002,2,00:27:18.183,72,18,30,Pass,157,217,Barcelona,4,From Throw In,217,Barcelona,1.990211,,d546c56b-ac8a-4e58-9a69-f497f435c1ab,,4324,Daniel Alves da Silva,2,Right Back,42.0,77.0,5506.0,Javier Alejandro Mascherano,41.519394,-2.1608028,2.0,Low Pass,18.9,42.5,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d546c56b-ac8a-4e58-9a69-f497f435c1ab,3003,2,00:27:20.174,72,20,42,Ball Receipt*,157,217,Barcelona,4,From Throw In,217,Barcelona,,,2bd5e107-9dbc-436f-9a90-0daf855578bd,,5506,Javier Alejandro Mascherano,5,Left Center Back,18.9,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1de065cf-020b-48fa-b1c4-3aac3c46a074,3004,2,00:27:20.174,72,20,43,Carry,157,217,Barcelona,4,From Throw In,217,Barcelona,1.228489,,287726e2-44f3-44f5-917a-74c127ba4595,,5506,Javier Alejandro Mascherano,5,Left Center Back,18.9,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d546c56b-ac8a-4e58-9a69-f497f435c1ab,,,,,,,21.7,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287726e2-44f3-44f5-917a-74c127ba4595,3005,2,00:27:21.402,72,21,30,Pass,157,217,Barcelona,4,From Throw In,217,Barcelona,1.773672,,49fadb8f-ac91-4565-92df-b942572ef03d,,5506,Javier Alejandro Mascherano,5,Left Center Back,21.7,40.1,22102.0,Adriano Correia Claro,38.50195,-1.0606706,1.0,Ground Pass,40.5,6.5,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49fadb8f-ac91-4565-92df-b942572ef03d,3006,2,00:27:23.176,72,23,42,Ball Receipt*,157,217,Barcelona,4,From Throw In,217,Barcelona,,,287726e2-44f3-44f5-917a-74c127ba4595,,22102,Adriano Correia Claro,6,Left Back,40.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8bf0e6d2-2c44-4cfa-9e51-fc3215ab13f0,3007,2,00:27:23.176,72,23,43,Carry,157,217,Barcelona,4,From Throw In,217,Barcelona,2.449228,,49fadb8f-ac91-4565-92df-b942572ef03d,,22102,Adriano Correia Claro,6,Left Back,40.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921fa492-6ace-4b27-9a54-e0bb3026e8f9,,,,,,,47.3,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921fa492-6ace-4b27-9a54-e0bb3026e8f9,3008,2,00:27:25.625,72,25,30,Pass,157,217,Barcelona,4,From Throw In,217,Barcelona,1.391207,,04350e94-83ef-404d-b2c5-27f4d5431133,,22102,Adriano Correia Claro,6,Left Back,47.3,5.1,3508.0,Sandro Ramírez Castillo,15.70796,-0.031836372,1.0,Ground Pass,63.0,4.6,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705925ab-f08e-4e23-a475-352b7dfd4bab,3009,2,00:27:26.076,72,26,17,Pressure,157,217,Barcelona,4,From Throw In,221,Levante UD,0.572684,,,,8801,Iván López Mendoza,7,Right Wing Back,54.4,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
