id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,counterpress,duel,ball_receipt,dribble,out,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,foul_committed,foul_won,off_camera,clearance,interception,ball_recovery,bad_behaviour,miscontrol,substitution,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_type_id,pass_type_name,dribble_outcome_id,dribble_outcome_name,pass_through_ball,pass_technique_id,pass_technique_name,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,related_events,pass_switch,interception_outcome_id,interception_outcome_name,clearance_left_foot,clearance_body_part_id,clearance_body_part_name,clearance_aerial_won,clearance_head,pass_inswinging,shot_end_location_2,shot_first_time,clearance_right_foot,location,pass_miscommunication,related_events_3,pass_no_touch,foul_committed_advantage,foul_won_advantage,foul_committed_card_id,foul_committed_card_name,pass_cut_back,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_outswinging,pass_aerial_won,goalkeeper_body_part_id,goalkeeper_body_part_name,miscontrol_aerial_won,related_events_4,pass_goal_assist
45d2f0b9-01c9-4a1a-b283-2febff950b34,1912,2,00:05:35.578,50,35,42,Ball Receipt*,85,217,Barcelona,1,Regular Play,217,Barcelona,,,02614dc3-a87f-44f4-9471-30edcc0a8303,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,55.2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76a277dc-7cf9-4bc1-8520-566e219dd69b,1913,2,00:05:35.578,50,35,43,Carry,85,217,Barcelona,1,Regular Play,217,Barcelona,1.810526,,0b044f09-0b26-4f74-a768-d9a56abb2e30,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,55.2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45d2f0b9-01c9-4a1a-b283-2febff950b34,56.2,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b044f09-0b26-4f74-a768-d9a56abb2e30,1914,2,00:05:37.388,50,37,30,Pass,85,217,Barcelona,1,Regular Play,217,Barcelona,1.31681,,76fc82f1-fd63-407c-b4d7-b0b1db546c22,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,56.2,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,17.353962,0.4791103,2.0,Low Pass,71.6,48.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76fc82f1-fd63-407c-b4d7-b0b1db546c22,1915,2,00:05:38.705,50,38,42,Ball Receipt*,85,217,Barcelona,1,Regular Play,217,Barcelona,,,0b044f09-0b26-4f74-a768-d9a56abb2e30,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,71.6,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17265ca1-9cac-482d-b065-87c90b2cd092,1916,2,00:05:38.705,50,38,43,Carry,85,217,Barcelona,1,Regular Play,217,Barcelona,3.8648,,628fbdb2-17cd-42a8-aec5-8be3af27dfef,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,71.6,48.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76fc82f1-fd63-407c-b4d7-b0b1db546c22,57.3,42.8,,,,,,,,,,,e745fd89-10fd-4908-88cb-167bd1f4a533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e745fd89-10fd-4908-88cb-167bd1f4a533,1917,2,00:05:39.009,50,39,17,Pressure,85,217,Barcelona,1,Regular Play,218,Real Betis,0.809905,,17265ca1-9cac-482d-b065-87c90b2cd092,6872,Bruno González Cabrera,5,Left Center Back,47.7,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d149c164-4e75-4528-96d0-d7d291632cdf,1918,2,00:05:42.180,50,42,17,Pressure,85,217,Barcelona,1,Regular Play,218,Real Betis,0.928148,,628fbdb2-17cd-42a8-aec5-8be3af27dfef,6832,Rubén Castro Martín,24,Left Center Forward,57.8,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628fbdb2-17cd-42a8-aec5-8be3af27dfef,1919,2,00:05:42.570,50,42,30,Pass,85,217,Barcelona,1,Regular Play,217,Barcelona,0.90188,,795be105-8601-4f81-b5ec-7a8bfdef58d8,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,57.3,42.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d149c164-4e75-4528-96d0-d7d291632cdf,,,5506.0,Javier Alejandro Mascherano,7.942921,-1.7607846,1.0,Ground Pass,55.8,35.0,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795be105-8601-4f81-b5ec-7a8bfdef58d8,1920,2,00:05:43.472,50,43,42,Ball Receipt*,85,217,Barcelona,1,Regular Play,217,Barcelona,,,628fbdb2-17cd-42a8-aec5-8be3af27dfef,5506,Javier Alejandro Mascherano,5,Left Center Back,55.8,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c0a416b4-e445-4c28-92a5-e27aafffb0cb,1921,2,00:05:43.472,50,43,43,Carry,85,217,Barcelona,1,Regular Play,217,Barcelona,0.84522,,795be105-8601-4f81-b5ec-7a8bfdef58d8,5506,Javier Alejandro Mascherano,5,Left Center Back,55.8,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edffcd0a-6caf-420c-a110-8f86a5401163,55.8,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edffcd0a-6caf-420c-a110-8f86a5401163,1922,2,00:05:44.317,50,44,30,Pass,85,217,Barcelona,1,Regular Play,217,Barcelona,0.8578,,650d5ea4-8465-421f-ab8f-41b5db4c4d92,5506,Javier Alejandro Mascherano,5,Left Center Back,55.8,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,16.904734,-1.1045033,1.0,Ground Pass,63.4,19.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650d5ea4-8465-421f-ab8f-41b5db4c4d92,1923,2,00:05:45.175,50,45,42,Ball Receipt*,85,217,Barcelona,1,Regular Play,217,Barcelona,,,edffcd0a-6caf-420c-a110-8f86a5401163,5216,Andrés Iniesta Luján,15,Left Center Midfield,63.4,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4d1024e-7886-4690-99ca-205008b1c94c,1924,2,00:05:45.175,50,45,43,Carry,85,217,Barcelona,1,Regular Play,217,Barcelona,1.415482,,5b825a3d-fe68-41e3-ba7b-aa0019c3919a,5216,Andrés Iniesta Luján,15,Left Center Midfield,63.4,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650d5ea4-8465-421f-ab8f-41b5db4c4d92,63.4,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b825a3d-fe68-41e3-ba7b-aa0019c3919a,1925,2,00:05:46.590,50,46,30,Pass,85,217,Barcelona,1,Regular Play,217,Barcelona,1.394218,,ee9ffa4b-609f-45a7-832c-6116edeb1c79,5216,Andrés Iniesta Luján,15,Left Center Midfield,63.4,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,12.850292,1.0584068,1.0,Ground Pass,69.7,32.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
