id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,under_pressure,carry,ball_receipt,interception,dribble,duel,counterpress,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,clearance,miscontrol,out,foul_committed,foul_won,ball_recovery,block,substitution,bad_behaviour,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,goalkeeper,pass_body_part_id,pass_body_part_name,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,pass_switch,related_events_3,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_head,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,foul_committed_card_id,foul_committed_card_name,pass_technique_id,pass_technique_name,pass_inswinging,shot_aerial_won,pass_aerial_won,foul_committed_penalty,foul_committed_type_id,foul_committed_type_name
87f2f193-aabb-426a-8102-6b3413d2345a,2647,2,00:19:23.980,64,23,30,Pass,115,217,Barcelona,4,From Throw In,217,Barcelona,0.871006,,6948a991-6952-40a5-ad66-4c7ef98c7a33,,4324,Daniel Alves da Silva,2,Right Back,53.9,72.4,,True,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,13.727709,-0.67701626,1.0,Ground Pass,64.6,63.8,,,,40.0,Right Foot,c73460af-853c-4d9e-966b-f074758e3538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6948a991-6952-40a5-ad66-4c7ef98c7a33,2648,2,00:19:24.851,64,24,42,Ball Receipt*,115,217,Barcelona,4,From Throw In,217,Barcelona,,,87f2f193-aabb-426a-8102-6b3413d2345a,,5470,Ivan Rakitić,13,Right Center Midfield,64.6,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8923628-5640-48e7-b7ad-b98cb77e016e,2649,2,00:19:24.851,64,24,43,Carry,115,217,Barcelona,4,From Throw In,217,Barcelona,0.735804,,19f68aad-2afa-43a9-856a-7e0a658f050a,,5470,Ivan Rakitić,13,Right Center Midfield,64.6,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6948a991-6952-40a5-ad66-4c7ef98c7a33,,70.5,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19f68aad-2afa-43a9-856a-7e0a658f050a,2650,2,00:19:25.587,64,25,30,Pass,115,217,Barcelona,4,From Throw In,217,Barcelona,1.096401,,38d7f4ca-c110-4bc3-b1ef-ed202c0d9612,,5470,Ivan Rakitić,13,Right Center Midfield,70.5,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,12.780063,0.9241653,1.0,Ground Pass,78.2,75.4,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38d7f4ca-c110-4bc3-b1ef-ed202c0d9612,2651,2,00:19:26.683,64,26,42,Ball Receipt*,115,217,Barcelona,4,From Throw In,217,Barcelona,,,19f68aad-2afa-43a9-856a-7e0a658f050a,,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,78.2,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d179fc9a-d1df-40cb-a60d-bd13ba938fa0,2652,2,00:19:26.683,64,26,43,Carry,115,217,Barcelona,4,From Throw In,217,Barcelona,1.178689,,08d0e52f-9b20-4e4c-adc4-32385bb749ed,,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,78.2,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38d7f4ca-c110-4bc3-b1ef-ed202c0d9612,,79.1,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08d0e52f-9b20-4e4c-adc4-32385bb749ed,2653,2,00:19:27.862,64,27,30,Pass,115,217,Barcelona,4,From Throw In,217,Barcelona,1.6554,,0f176f37-054f-4b37-8d80-dd2c62fcfcc7,,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,79.1,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,30.724745,-0.62592477,3.0,High Pass,104.0,57.1,,,,38.0,Left Foot,2cb53a6b-640a-4448-95c6-6f7cdb6d745e,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2cb53a6b-640a-4448-95c6-6f7cdb6d745e,2654,2,00:19:29.517,64,29,42,Ball Receipt*,115,217,Barcelona,4,From Throw In,217,Barcelona,,,08d0e52f-9b20-4e4c-adc4-32385bb749ed,,5246,Luis Alberto Suárez Díaz,23,Center Forward,104.8,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0f176f37-054f-4b37-8d80-dd2c62fcfcc7,2655,2,00:19:29.517,64,29,30,Pass,115,217,Barcelona,4,From Throw In,1041,Sporting Gijón,0.9448,,08d0e52f-9b20-4e4c-adc4-32385bb749ed,,26256,Igor Lichnovsky Osorio,5,Left Center Back,16.1,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24263.0,Ismael López Blanco,8.570297,-0.843185,2.0,Low Pass,21.8,16.6,66.0,Recovery,,37.0,Head,785987d3-ea8b-40f1-af10-3c2657614d50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785987d3-ea8b-40f1-af10-3c2657614d50,2656,2,00:19:30.462,64,30,42,Ball Receipt*,115,217,Barcelona,4,From Throw In,1041,Sporting Gijón,,,0f176f37-054f-4b37-8d80-dd2c62fcfcc7,,24263,Ismael López Blanco,6,Left Back,21.8,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47c7d139-0290-4451-9f05-9ddfcbc6976a,2657,2,00:19:30.462,64,30,43,Carry,115,217,Barcelona,4,From Throw In,1041,Sporting Gijón,2.6541,,785987d3-ea8b-40f1-af10-3c2657614d50,,24263,Ismael López Blanco,6,Left Back,21.8,16.6,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93472271-d272-417e-b0ae-d6428d1d9408,a3834eb0-93c0-4d77-9b4b-94419f404a3c,18.3,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93472271-d272-417e-b0ae-d6428d1d9408,2658,2,00:19:32.513,64,32,17,Pressure,115,217,Barcelona,4,From Throw In,217,Barcelona,0.619293,,47c7d139-0290-4451-9f05-9ddfcbc6976a,,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,98.1,73.7,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a3834eb0-93c0-4d77-9b4b-94419f404a3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3834eb0-93c0-4d77-9b4b-94419f404a3c,2659,2,00:19:33.116,64,33,30,Pass,115,217,Barcelona,4,From Throw In,1041,Sporting Gijón,1.4977,,93472271-d272-417e-b0ae-d6428d1d9408,,24263,Ismael López Blanco,6,Left Back,18.3,2.4,,True,,,,,,,,,,,,,,,,,,,,,,,,,23994.0,Alejandro Menéndez Díez,25.287348,-0.08314123,2.0,Low Pass,43.5,0.3,,,,38.0,Left Foot,aa6e35b4-77cd-47ca-911d-4552f49998b1,,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa6e35b4-77cd-47ca-911d-4552f49998b1,2660,2,00:19:34.614,64,34,42,Ball Receipt*,115,217,Barcelona,4,From Throw In,1041,Sporting Gijón,,,a3834eb0-93c0-4d77-9b4b-94419f404a3c,,23994,Alejandro Menéndez Díez,21,Left Wing,44.6,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
