id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,dribble,out,clearance,duel,ball_receipt,counterpress,miscontrol,off_camera,interception,ball_recovery,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,foul_committed,foul_won,substitution,block,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events_2,pass_deflected,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,dribble_outcome_id,dribble_outcome_name,related_events_3,related_events,pass_type_id,pass_type_name,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,interception_outcome_id,interception_outcome_name,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,foul_committed_advantage,foul_won_advantage,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,foul_committed_card_id,foul_committed_card_name,pass_cross,clearance_head,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,player,position,location,clearance_left_foot,miscontrol_aerial_won,related_events_4,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,shot_first_time,dribble_overrun,pass_aerial_won,foul_won_defensive
61b97025-24ec-4e8a-a55d-b697ea4f66f5,3401,2,00:33:14.951,78,14,43,Carry,170,217,Barcelona,1,Regular Play,217,Barcelona,1.8544,,13b10872-52bc-4cd6-8777-aec47bd0a761,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,42.0,47.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,176808f1-8694-483d-974f-70df83581427,41.3,36.6,,,,,,,,,,,8e77d163-e1e6-420d-b4db-6f95130549df,,,,,,,,dbea9745-9ed3-4a14-844f-59747c17374e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dbea9745-9ed3-4a14-844f-59747c17374e,3402,2,00:33:16.806,78,16,30,Pass,170,217,Barcelona,1,Regular Play,217,Barcelona,2.5565,,84d89028-f804-40fe-b333-d502b0bc7d81,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,41.3,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,45.457783,-0.70910347,3.0,High Pass,75.8,7.0,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84d89028-f804-40fe-b333-d502b0bc7d81,3403,2,00:33:19.362,78,19,42,Ball Receipt*,170,217,Barcelona,1,Regular Play,217,Barcelona,,,dbea9745-9ed3-4a14-844f-59747c17374e,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,75.8,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361955b9-14e4-4b03-8b80-e3cb3633a324,3404,2,00:33:19.362,78,19,43,Carry,170,217,Barcelona,1,Regular Play,217,Barcelona,5.9408,,39ce4105-267c-430e-8a8b-d05881aec38c,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,75.8,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,84d89028-f804-40fe-b333-d502b0bc7d81,104.0,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39ce4105-267c-430e-8a8b-d05881aec38c,3405,2,00:33:25.303,78,25,30,Pass,170,217,Barcelona,1,Regular Play,217,Barcelona,1.0035,,0793a2f6-561d-495e-923c-adb8a66dd5bd,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,104.0,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,8.575546,2.5891738,1.0,Ground Pass,96.7,26.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0793a2f6-561d-495e-923c-adb8a66dd5bd,3406,2,00:33:26.306,78,26,42,Ball Receipt*,170,217,Barcelona,1,Regular Play,217,Barcelona,,,39ce4105-267c-430e-8a8b-d05881aec38c,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,96.7,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b93bdab9-2f5e-410d-a6fa-24756d5c22a3,3407,2,00:33:26.306,78,26,43,Carry,170,217,Barcelona,1,Regular Play,217,Barcelona,1.0042,,0793a2f6-561d-495e-923c-adb8a66dd5bd,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,96.7,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,e753f5f7-d723-4634-a4a1-85935e3a7413,96.7,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e753f5f7-d723-4634-a4a1-85935e3a7413,3408,2,00:33:27.311,78,27,30,Pass,170,217,Barcelona,1,Regular Play,217,Barcelona,0.742825,,33ede40a-2f2e-457c-939f-509d6e04183c,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,96.7,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,11.423222,1.2130502,1.0,Ground Pass,100.7,34.6,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33ede40a-2f2e-457c-939f-509d6e04183c,3409,2,00:33:28.053,78,28,42,Ball Receipt*,170,217,Barcelona,1,Regular Play,217,Barcelona,,,e753f5f7-d723-4634-a4a1-85935e3a7413,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,100.7,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642eb575-d6c2-4e79-9265-bf7ad65e3397,3410,2,00:33:28.053,78,28,43,Carry,170,217,Barcelona,1,Regular Play,217,Barcelona,0.659875,,33ede40a-2f2e-457c-939f-509d6e04183c,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,100.7,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,c224652d-3eba-4bf8-8fe7-859bbe5cf29f,100.7,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c224652d-3eba-4bf8-8fe7-859bbe5cf29f,3411,2,00:33:28.713,78,28,30,Pass,170,217,Barcelona,1,Regular Play,217,Barcelona,0.8112,,356ce697-8ed8-4f85-97a6-ab99364d8d98,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,100.7,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf14f85a-7162-4923-a708-34474900498b,,,5503.0,Lionel Andrés Messi Cuccittini,9.542537,0.09445494,1.0,Ground Pass,110.2,35.5,40.0,Right Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356ce697-8ed8-4f85-97a6-ab99364d8d98,3412,2,00:33:29.525,78,29,42,Ball Receipt*,170,217,Barcelona,1,Regular Play,217,Barcelona,,,c224652d-3eba-4bf8-8fe7-859bbe5cf29f,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,110.9,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c3a8251-1d91-4fa4-bb59-f838a02412cf,3435,2,00:34:33.073,79,33,30,Pass,173,217,Barcelona,3,From Free Kick,217,Barcelona,2.321401,,,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,6.9,48.1,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,83.34633,0.39276066,3.0,High Pass,83.9,80.0,40.0,Right Foot,,,75.0,Out,,,,,,,62.0,Free Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54ce648d-f64b-4a4f-b161-9404516f386c,3480,2,00:35:27.410,80,27,2,Ball Recovery,175,217,Barcelona,6,From Counter,217,Barcelona,0.0,,,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,56.3,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de3c5c3-c744-4a56-b52b-53e058097738,3481,2,00:35:27.410,80,27,43,Carry,175,217,Barcelona,6,From Counter,217,Barcelona,1.679,,12e099f0-c5b4-4a12-816a-5c6362e0f68f,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,56.3,76.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,,54ce648d-f64b-4a4f-b161-9404516f386c,66.7,76.3,,,,,,,,,,,e0cd71c1-1194-42d2-84a9-1ca06e929966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e0cd71c1-1194-42d2-84a9-1ca06e929966,3482,2,00:35:29.089,80,29,39,Dribbled Past,175,217,Barcelona,6,From Counter,220,Real Madrid,0.0,,12e099f0-c5b4-4a12-816a-5c6362e0f68f,3063.0,Danilo Luiz da Silva,6.0,Left Back,53.4,3.8,,,,,,,,,True,,,,,,,,,,,,,,,,,,,5de3c5c3-c744-4a56-b52b-53e058097738,,,,,,,,,,,,,81482ada-0129-47cd-8ce7-8eaa3adb3142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12e099f0-c5b4-4a12-816a-5c6362e0f68f,3483,2,00:35:29.089,80,29,14,Dribble,175,217,Barcelona,6,From Counter,217,Barcelona,0.0,,e0cd71c1-1194-42d2-84a9-1ca06e929966,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,66.7,76.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81482ada-0129-47cd-8ce7-8eaa3adb3142,3484,2,00:35:29.089,80,29,43,Carry,175,217,Barcelona,6,From Counter,217,Barcelona,1.0681,,12e099f0-c5b4-4a12-816a-5c6362e0f68f,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,66.7,76.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,8818f0ef-38fc-42df-86ce-9ff32fc143b5,77.9,72.0,,,,,,,,,,,e0cd71c1-1194-42d2-84a9-1ca06e929966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8818f0ef-38fc-42df-86ce-9ff32fc143b5,3485,2,00:35:30.157,80,30,14,Dribble,175,217,Barcelona,6,From Counter,217,Barcelona,0.0,,14b82a32-20c6-4b30-a052-55880fa0152a,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,77.9,72.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14b82a32-20c6-4b30-a052-55880fa0152a,3486,2,00:35:30.157,80,30,4,Duel,175,217,Barcelona,1,Regular Play,220,Real Madrid,0.0,,8818f0ef-38fc-42df-86ce-9ff32fc143b5,5201.0,Sergio Ramos García,5.0,Left Center Back,42.2,8.1,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,Lost Out,11.0,Tackle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9cc062a7-450b-4ca0-8cda-54bed0587405,3487,2,00:35:55.078,80,55,30,Pass,176,217,Barcelona,4,From Throw In,217,Barcelona,0.7324,,31e599f8-4646-4ad7-b90b-a7402346e4b4,4324.0,Daniel Alves da Silva,2.0,Right Back,90.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6379.0,Sergi Roberto Carnicer,8.927485,-2.2927876,2.0,Low Pass,84.1,73.3,,,,,,,,,,,,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31e599f8-4646-4ad7-b90b-a7402346e4b4,3488,2,00:35:55.810,80,55,42,Ball Receipt*,176,217,Barcelona,4,From Throw In,217,Barcelona,,,9cc062a7-450b-4ca0-8cda-54bed0587405,6379.0,Sergi Roberto Carnicer,15.0,Left Center Midfield,84.1,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289a41b3-a474-4ae0-a597-611ff5ea753f,3489,2,00:35:56.097,80,56,30,Pass,176,217,Barcelona,4,From Throw In,217,Barcelona,0.3568,,aa1a21e9-563a-4877-9a53-b51091d2d240,6379.0,Sergi Roberto Carnicer,15.0,Left Center Midfield,84.1,73.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,8.920202,0.06731387,2.0,Low Pass,93.0,73.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa1a21e9-563a-4877-9a53-b51091d2d240,3490,2,00:35:56.454,80,56,42,Ball Receipt*,176,217,Barcelona,4,From Throw In,217,Barcelona,,,289a41b3-a474-4ae0-a597-611ff5ea753f,4324.0,Daniel Alves da Silva,2.0,Right Back,93.0,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
