id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,out,off_camera,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,clearance,dribble,duel,50_50,interception,ball_recovery,foul_committed,foul_won,substitution,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,goalkeeper,related_events_1,pass_body_part_id,pass_body_part_name,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events,related_events_2,pass_through_ball,pass_technique_id,pass_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,interception_outcome_id,interception_outcome_name,pass_cross,pass_switch,dribble_outcome_id,dribble_outcome_name,related_events_3,clearance_left_foot,clearance_body_part_id,clearance_body_part_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,clearance_right_foot,clearance_head,pass_outswinging,clearance_aerial_won,ball_recovery_recovery_failure,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,foul_committed_card_id,foul_committed_card_name,location,pass_cut_back,shot_first_time,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,pass_aerial_won,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,foul_won_defensive,player,position,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_deflected,dribble_overrun,pass_no_touch,shot_one_on_one,shot_saved_to_post,goalkeeper_shot_saved_to_post
18a30796-b208-4e8d-832b-3197f1b60c49,1001,1,00:23:28.401,23,28,43,Carry,55,217,Barcelona,2,From Corner,217,Barcelona,1.52,,001ba5a8-8d9f-42af-b8ee-34121a1e9f67,6379.0,Sergi Roberto Carnicer,10.0,Center Defensive Midfield,84.3,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6b21528f-822c-4058-b257-0f78df152458,,,88.5,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001ba5a8-8d9f-42af-b8ee-34121a1e9f67,1002,1,00:23:29.921,23,29,30,Pass,55,217,Barcelona,2,From Corner,217,Barcelona,2.989668,,210f1f4d-a1a9-4f99-a188-051fadc7fb86,6379.0,Sergi Roberto Carnicer,10.0,Center Defensive Midfield,88.5,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,11094.0,Arda Turan,38.09383,-1.0636978,1.0,Ground Pass,107.0,4.8,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210f1f4d-a1a9-4f99-a188-051fadc7fb86,1003,1,00:23:32.910,23,32,42,Ball Receipt*,55,217,Barcelona,2,From Corner,217,Barcelona,,,001ba5a8-8d9f-42af-b8ee-34121a1e9f67,11094.0,Arda Turan,15.0,Left Center Midfield,107.0,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
014e8943-5927-4316-845c-c3d70ab70f48,1004,1,00:23:32.910,23,32,43,Carry,55,217,Barcelona,2,From Corner,217,Barcelona,3.100632,,210f1f4d-a1a9-4f99-a188-051fadc7fb86,11094.0,Arda Turan,15.0,Left Center Midfield,107.0,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252cf30f-29cd-47d6-b401-938eabee68bb,,,106.8,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252cf30f-29cd-47d6-b401-938eabee68bb,1005,1,00:23:36.011,23,36,30,Pass,55,217,Barcelona,2,From Corner,217,Barcelona,1.6,,9d2afe0d-9bc0-4267-a3d9-b376ac8d92ab,11094.0,Arda Turan,15.0,Left Center Midfield,106.8,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,6379.0,Sergi Roberto Carnicer,10.756393,2.8492453,1.0,Ground Pass,96.5,8.0,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9d2afe0d-9bc0-4267-a3d9-b376ac8d92ab,1006,1,00:23:37.611,23,37,42,Ball Receipt*,55,217,Barcelona,2,From Corner,217,Barcelona,,,252cf30f-29cd-47d6-b401-938eabee68bb,6379.0,Sergi Roberto Carnicer,10.0,Center Defensive Midfield,96.5,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385f57d2-b242-4b40-a5bc-a83b55de388e,1007,1,00:23:37.611,23,37,43,Carry,55,217,Barcelona,2,From Corner,217,Barcelona,1.3718,,3b6ff99a-66f5-4d6d-bc8f-47607c70a727,6379.0,Sergi Roberto Carnicer,10.0,Center Defensive Midfield,96.5,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9d2afe0d-9bc0-4267-a3d9-b376ac8d92ab,,,95.3,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b6ff99a-66f5-4d6d-bc8f-47607c70a727,1008,1,00:23:38.983,23,38,30,Pass,55,217,Barcelona,2,From Corner,217,Barcelona,1.2,,6a941ba6-422b-4887-8630-f88d39436553,6379.0,Sergi Roberto Carnicer,10.0,Center Defensive Midfield,95.3,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,12.525175,1.9127462,1.0,Ground Pass,91.1,21.5,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b997c89-bd24-4f4c-aece-d5a1b8e7c8f6,1009,1,00:23:39.861,23,39,17,Pressure,55,217,Barcelona,2,From Corner,1049,Granada,0.708764,,6a941ba6-422b-4887-8630-f88d39436553,6599.0,Rubén Salvador Pérez Del Mármol,15.0,Left Center Midfield,26.4,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca63ea74-1070-4f7e-aa7b-c4fafd1c3996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6a941ba6-422b-4887-8630-f88d39436553,1010,1,00:23:40.183,23,40,42,Ball Receipt*,55,217,Barcelona,2,From Corner,217,Barcelona,,,0b997c89-bd24-4f4c-aece-d5a1b8e7c8f6,5211.0,Jordi Alba Ramos,6.0,Left Back,91.1,21.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b6ff99a-66f5-4d6d-bc8f-47607c70a727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca63ea74-1070-4f7e-aa7b-c4fafd1c3996,1011,1,00:23:40.183,23,40,43,Carry,55,217,Barcelona,2,From Corner,217,Barcelona,0.638939,,0b997c89-bd24-4f4c-aece-d5a1b8e7c8f6,5211.0,Jordi Alba Ramos,6.0,Left Back,91.1,21.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53f016eb-5591-475b-b5bc-a83cc94d7435,,,92.9,23.9,,,,,,6a941ba6-422b-4887-8630-f88d39436553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53f016eb-5591-475b-b5bc-a83cc94d7435,1012,1,00:23:40.822,23,40,30,Pass,55,217,Barcelona,2,From Corner,217,Barcelona,1.450961,,bb359f0c-1aa1-4349-9b31-016b9a7c4f11,5211.0,Jordi Alba Ramos,6.0,Left Back,92.9,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,17.6,1.5707964,1.0,Ground Pass,92.9,41.5,,,,d82cdbe9-01ec-49ad-a5b1-ea9bb5d98571,38.0,Left Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d82cdbe9-01ec-49ad-a5b1-ea9bb5d98571,1013,1,00:23:42.273,23,42,42,Ball Receipt*,55,217,Barcelona,2,From Corner,217,Barcelona,,,53f016eb-5591-475b-b5bc-a83cc94d7435,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,92.9,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb359f0c-1aa1-4349-9b31-016b9a7c4f11,1014,1,00:23:42.273,23,42,10,Interception,55,217,Barcelona,2,From Corner,1049,Granada,0.0,,53f016eb-5591-475b-b5bc-a83cc94d7435,6918.0,Isaac Ajayi Success,22.0,Right Center Forward,27.2,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18bbf4c9-7a22-4eb4-990c-ffb1fa4beb3f,1015,1,00:23:42.273,23,42,43,Carry,55,217,Barcelona,2,From Corner,1049,Granada,1.6523,,8f03efd7-236e-44da-81cb-52b6d41b0f90,6918.0,Isaac Ajayi Success,22.0,Right Center Forward,27.2,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bb359f0c-1aa1-4349-9b31-016b9a7c4f11,,,27.8,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8f03efd7-236e-44da-81cb-52b6d41b0f90,1016,1,00:23:43.925,23,43,30,Pass,55,217,Barcelona,2,From Corner,1049,Granada,3.9114,,2f992d13-4151-4f4b-aea3-ae1a3ad88f2f,6918.0,Isaac Ajayi Success,22.0,Right Center Forward,27.8,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,6847.0,Adalberto Peñaranda Maestre,62.54766,0.18328549,3.0,High Pass,89.3,63.0,,,,e4129d9c-8614-4c26-83ee-47dd6c4961b3,40.0,Right Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4129d9c-8614-4c26-83ee-47dd6c4961b3,1017,1,00:23:47.837,23,47,42,Ball Receipt*,55,217,Barcelona,2,From Corner,1049,Granada,,,8f03efd7-236e-44da-81cb-52b6d41b0f90,6847.0,Adalberto Peñaranda Maestre,24.0,Left Center Forward,83.9,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f992d13-4151-4f4b-aea3-ae1a3ad88f2f,1018,1,00:23:47.837,23,47,30,Pass,55,217,Barcelona,2,From Corner,217,Barcelona,2.2539,,53ab7307-ccb6-480d-ba03-e874845d8aa3,5211.0,Jordi Alba Ramos,6.0,Left Back,30.8,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,4691.0,Claudio Andrés Bravo Muñoz,31.872873,2.413908,1.0,Ground Pass,7.0,38.3,66.0,Recovery,,8f03efd7-236e-44da-81cb-52b6d41b0f90,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53ab7307-ccb6-480d-ba03-e874845d8aa3,1019,1,00:23:50.090,23,50,42,Ball Receipt*,55,217,Barcelona,2,From Corner,217,Barcelona,,,2f992d13-4151-4f4b-aea3-ae1a3ad88f2f,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,7.0,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6c5574fe-46ac-4a32-83f9-ad4bf48eef17,1020,1,00:23:50.090,23,50,43,Carry,55,217,Barcelona,2,From Corner,217,Barcelona,2.0975,,1dc9f148-9a27-434d-a3a7-bc8d9ac1792b,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,7.0,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53ab7307-ccb6-480d-ba03-e874845d8aa3,,,9.0,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1dc9f148-9a27-434d-a3a7-bc8d9ac1792b,1021,1,00:23:52.188,23,52,30,Pass,55,217,Barcelona,2,From Corner,217,Barcelona,2.1978,,0d67455b-86b9-4ad9-a145-55e72d2475f1,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,9.0,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,39.485188,-0.6597104,1.0,Ground Pass,40.2,13.0,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d67455b-86b9-4ad9-a145-55e72d2475f1,1022,1,00:23:54.386,23,54,42,Ball Receipt*,55,217,Barcelona,2,From Corner,217,Barcelona,,,1dc9f148-9a27-434d-a3a7-bc8d9ac1792b,5211.0,Jordi Alba Ramos,6.0,Left Back,40.2,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e0acdc9e-c400-456f-b4c8-6876ae8d56a3,1023,1,00:23:54.386,23,54,43,Carry,55,217,Barcelona,2,From Corner,217,Barcelona,1.2423,,0d67455b-86b9-4ad9-a145-55e72d2475f1,5211.0,Jordi Alba Ramos,6.0,Left Back,40.2,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2953281-7f75-42a0-b735-5789161badbe,,,42.7,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2953281-7f75-42a0-b735-5789161badbe,1024,1,00:23:55.628,23,55,30,Pass,55,217,Barcelona,2,From Corner,217,Barcelona,1.6,,a769fab7-c88a-4c30-940d-2c8fdbfd092e,5211.0,Jordi Alba Ramos,6.0,Left Back,42.7,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,11094.0,Arda Turan,16.530275,-0.58296907,1.0,Ground Pass,56.5,2.6,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a769fab7-c88a-4c30-940d-2c8fdbfd092e,1025,1,00:23:57.228,23,57,42,Ball Receipt*,55,217,Barcelona,2,From Corner,217,Barcelona,,,b2953281-7f75-42a0-b735-5789161badbe,11094.0,Arda Turan,15.0,Left Center Midfield,56.5,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56c45d3a-87ef-47ae-8a05-b91a6a3f9fda,1026,1,00:23:57.228,23,57,43,Carry,55,217,Barcelona,2,From Corner,217,Barcelona,0.040000003,,99be0595-ff7a-41ce-9109-aa904db5e9ae,11094.0,Arda Turan,15.0,Left Center Midfield,56.5,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a769fab7-c88a-4c30-940d-2c8fdbfd092e,,,56.5,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99be0595-ff7a-41ce-9109-aa904db5e9ae,1027,1,00:23:57.268,23,57,30,Pass,55,217,Barcelona,2,From Corner,217,Barcelona,2.1967,,e673d631-5b59-4e3b-94a7-8b07c35dc492,11094.0,Arda Turan,15.0,Left Center Midfield,56.5,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,11.887809,1.79129,1.0,Ground Pass,53.9,14.2,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e673d631-5b59-4e3b-94a7-8b07c35dc492,1028,1,00:23:59.465,23,59,42,Ball Receipt*,55,217,Barcelona,2,From Corner,217,Barcelona,,,99be0595-ff7a-41ce-9109-aa904db5e9ae,5211.0,Jordi Alba Ramos,6.0,Left Back,53.9,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c25876d7-24bd-41e2-8eee-dbcbf245e7ca,1029,1,00:23:59.465,23,59,43,Carry,55,217,Barcelona,2,From Corner,217,Barcelona,0.040000003,,c5b257ad-1b52-4303-be72-f0eee9f4b2df,5211.0,Jordi Alba Ramos,6.0,Left Back,53.9,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e673d631-5b59-4e3b-94a7-8b07c35dc492,,,55.5,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
