id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,counterpress,shot,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,ball_receipt,foul_won,off_camera,duel,dribble,clearance,out,interception,foul_committed,ball_recovery,block,miscontrol,substitution,50_50,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_switch,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events_2,interception_outcome_id,interception_outcome_name,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,pass_cross,duel_type_id,duel_type_name,clearance_aerial_won,clearance_head,related_events,pass_aerial_won,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,duel_outcome_id,duel_outcome_name
b9f79b1f-aa16-4ccc-9eb4-0b2c60ccf0c5,2856,2,00:41:39.897,86,39,17,Pressure,209,39,Manchester United,7,From Goal Kick,39,Manchester United,0.575875,,a669d6e2-a08e-410f-877d-1c2055098503,15666,Paul Scholes,13,Right Center Midfield,82.1,16.2,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a931f2c1-db38-49ac-babc-bc489371ddec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a931f2c1-db38-49ac-babc-bc489371ddec,2857,2,00:41:40.231,86,40,38,Miscontrol,209,39,Manchester United,7,From Goal Kick,1,Arsenal,0.0,,b9f79b1f-aa16-4ccc-9eb4-0b2c60ccf0c5,15515,Patrick Vieira,9,Right Defensive Midfield,40.8,68.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17a6a232-9814-472c-bafb-ba5d34f251e8,2858,2,00:41:40.585,86,40,17,Pressure,209,39,Manchester United,7,From Goal Kick,1,Arsenal,0.840838,,f5abfd72-2129-44b2-a0ea-16f60c1b4ef0,15515,Patrick Vieira,9,Right Defensive Midfield,41.3,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5abfd72-2129-44b2-a0ea-16f60c1b4ef0,2859,2,00:41:41.363,86,41,30,Pass,209,39,Manchester United,7,From Goal Kick,39,Manchester United,0.325004,,17a6a232-9814-472c-bafb-ba5d34f251e8,16890,John O''Shea,6,Left Back,70.5,5.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,20505.0,Louis Saha,5.263079,0.89308804,1.0,Ground Pass,73.8,9.6,38.0,Left Foot,66.0,Recovery,,c12bd83b-016d-4380-84ae-7836e2ffe5b9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c12bd83b-016d-4380-84ae-7836e2ffe5b9,2860,2,00:41:41.688,86,41,42,Ball Receipt*,209,39,Manchester United,7,From Goal Kick,39,Manchester United,,,f5abfd72-2129-44b2-a0ea-16f60c1b4ef0,20505,Louis Saha,19,Center Attacking Midfield,73.8,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ed86f6f-2a41-4dac-a3d1-18d860784869,2861,2,00:41:41.688,86,41,43,Carry,209,39,Manchester United,7,From Goal Kick,39,Manchester United,2.518201,,c12bd83b-016d-4380-84ae-7836e2ffe5b9,20505,Louis Saha,19,Center Attacking Midfield,73.8,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e10fe6b8-f5aa-4c01-95b6-6de825ca33b3,73.8,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e10fe6b8-f5aa-4c01-95b6-6de825ca33b3,2862,2,00:41:44.206,86,44,30,Pass,209,39,Manchester United,7,From Goal Kick,39,Manchester United,0.72965,,4f967e53-00e3-4fed-a408-b23d210fbd2c,20505,Louis Saha,19,Center Attacking Midfield,73.8,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,20175.0,Ryan Giggs,13.947401,0.30587888,2.0,Low Pass,87.1,15.4,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f967e53-00e3-4fed-a408-b23d210fbd2c,2863,2,00:41:44.935,86,44,42,Ball Receipt*,209,39,Manchester United,7,From Goal Kick,39,Manchester United,,,e10fe6b8-f5aa-4c01-95b6-6de825ca33b3,20175,Ryan Giggs,16,Left Midfield,87.1,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8bbd5930-850d-440b-894c-f2d3788573e5,2864,2,00:41:44.935,86,44,43,Carry,209,39,Manchester United,7,From Goal Kick,39,Manchester United,0.903711,,4f967e53-00e3-4fed-a408-b23d210fbd2c,20175,Ryan Giggs,16,Left Midfield,87.1,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576dbc0a-ef80-489b-92b4-3a9e1f6609f2,87.1,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576dbc0a-ef80-489b-92b4-3a9e1f6609f2,2865,2,00:41:45.839,86,45,30,Pass,209,39,Manchester United,7,From Goal Kick,39,Manchester United,0.842083,,b7d1d775-bee2-4658-bd4c-a2bc4017c04e,20175,Ryan Giggs,16,Left Midfield,87.1,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,20505.0,Louis Saha,10.111875,1.7196863,1.0,Ground Pass,85.6,25.4,38.0,Left Foot,,,,beb1af6e-647b-494b-9393-4dddb3466113,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b7d1d775-bee2-4658-bd4c-a2bc4017c04e,2866,2,00:41:46.681,86,46,42,Ball Receipt*,209,39,Manchester United,7,From Goal Kick,39,Manchester United,,,576dbc0a-ef80-489b-92b4-3a9e1f6609f2,20505,Louis Saha,19,Center Attacking Midfield,86.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beb1af6e-647b-494b-9393-4dddb3466113,2867,2,00:41:46.681,86,46,10,Interception,209,39,Manchester United,7,From Goal Kick,1,Arsenal,0.0,,576dbc0a-ef80-489b-92b4-3a9e1f6609f2,26014,Eduardo César Daude Gaspar,11,Left Defensive Midfield,34.5,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78d815a4-350a-4fbb-bf6e-ce67589a8393,2868,2,00:41:48.868,86,48,30,Pass,209,39,Manchester United,7,From Goal Kick,39,Manchester United,1.188731,,542725db-7eb6-43fc-a4f3-a7a934bffb0a,20175,Ryan Giggs,16,Left Midfield,84.8,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.18463,0.395994,3.0,High Pass,102.5,34.9,38.0,Left Foot,66.0,Recovery,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542725db-7eb6-43fc-a4f3-a7a934bffb0a,2869,2,00:41:50.057,86,50,9,Clearance,209,39,Manchester United,7,From Goal Kick,1,Arsenal,0.0,,78d815a4-350a-4fbb-bf6e-ce67589a8393,15637,Sulzeer Jeremiah ''Sol' Campbell,5,Left Center Back,17.6,45.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115ef8b9-d9a3-453b-994d-c9a4996a14ac,2904,2,00:42:47.786,87,47,30,Pass,212,39,Manchester United,7,From Goal Kick,39,Manchester United,4.137115,,d876be1d-9bb0-42d7-a373-a73b6ac1d78a,40364,Roy Carroll,1,Goalkeeper,6.0,36.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,19729.0,Ruud van Nistelrooy,95.74492,0.37759715,3.0,High Pass,95.0,71.3,40.0,Right Foot,63.0,Goal Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d876be1d-9bb0-42d7-a373-a73b6ac1d78a,2905,2,00:42:51.923,87,51,42,Ball Receipt*,212,39,Manchester United,7,From Goal Kick,39,Manchester United,,,115ef8b9-d9a3-453b-994d-c9a4996a14ac,19729,Ruud van Nistelrooy,23,Center Forward,95.0,71.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95a58516-9a95-4382-acfb-42ae8758e3fb,2906,2,00:42:56.206,87,56,22,Foul Committed,212,39,Manchester United,7,From Goal Kick,1,Arsenal,0.0,,5a844154-bb15-4597-8fd7-17b8bbfcd3ac,15637,Sulzeer Jeremiah ''Sol' Campbell,5,Left Center Back,19.3,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a844154-bb15-4597-8fd7-17b8bbfcd3ac,2907,2,00:42:56.206,87,56,21,Foul Won,212,39,Manchester United,7,From Goal Kick,39,Manchester United,0.0,,95a58516-9a95-4382-acfb-42ae8758e3fb,19729,Ruud van Nistelrooy,23,Center Forward,100.8,71.3,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4ebd405-8a1b-4b0c-bf1e-cbfc2878357f,2908,2,00:43:24.744,88,24,30,Pass,213,39,Manchester United,3,From Free Kick,39,Manchester United,1.24419,,04fe7b99-3d50-477f-9635-9ee63c3cb2e1,20175,Ryan Giggs,16,Left Midfield,98.6,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.993816,-1.1849136,3.0,High Pass,112.9,38.1,38.0,Left Foot,62.0,Free Kick,,,,,,9.0,Incomplete,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46fdbb16-afbb-4941-acf9-04ae90762dec,2909,2,00:43:25.988,88,25,4,Duel,213,39,Manchester United,3,From Free Kick,39,Manchester United,0.0,,04fe7b99-3d50-477f-9635-9ee63c3cb2e1,19729,Ruud van Nistelrooy,23,Center Forward,112.9,38.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04fe7b99-3d50-477f-9635-9ee63c3cb2e1,2910,2,00:43:25.988,88,25,9,Clearance,213,39,Manchester United,3,From Free Kick,1,Arsenal,0.0,,46fdbb16-afbb-4941-acf9-04ae90762dec,38412,Kolo Habib Touré,3,Right Center Back,7.2,42.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e4ebd405-8a1b-4b0c-bf1e-cbfc2878357f,,,,,,,,,,,,37.0,Head,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5fbfa1c-7692-4377-9249-ea373f8d249b,2924,2,00:43:48.814,88,48,30,Pass,216,39,Manchester United,1,Regular Play,39,Manchester United,0.769459,,a9511d14-8beb-47fd-a1fe-77788eccba71,24805,Roy Keane,15,Left Center Midfield,47.8,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,20175.0,Ryan Giggs,16.542068,1.8275046,1.0,Ground Pass,43.6,55.6,40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9511d14-8beb-47fd-a1fe-77788eccba71,2925,2,00:43:49.583,88,49,42,Ball Receipt*,216,39,Manchester United,1,Regular Play,39,Manchester United,,,d5fbfa1c-7692-4377-9249-ea373f8d249b,20175,Ryan Giggs,16,Left Midfield,43.6,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0a9541bb-2932-4403-8f7d-983cd5f15bd1,2926,2,00:43:49.583,88,49,30,Pass,216,39,Manchester United,1,Regular Play,39,Manchester United,1.543928,,6fffaa08-fa1d-46d9-96d3-f50e6d914730,20175,Ryan Giggs,16,Left Midfield,43.6,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,40366.0,Wes Brown,13.865786,-2.3255918,1.0,Ground Pass,34.1,45.5,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6fffaa08-fa1d-46d9-96d3-f50e6d914730,2927,2,00:43:51.127,88,51,42,Ball Receipt*,216,39,Manchester United,1,Regular Play,39,Manchester United,,,0a9541bb-2932-4403-8f7d-983cd5f15bd1,40366,Wes Brown,3,Right Center Back,34.1,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
