id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,counterpress,shot,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,ball_receipt,foul_won,off_camera,duel,dribble,clearance,out,interception,foul_committed,ball_recovery,block,miscontrol,substitution,50_50,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_switch,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events_2,interception_outcome_id,interception_outcome_name,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,pass_cross,duel_type_id,duel_type_name,clearance_aerial_won,clearance_head,related_events,pass_aerial_won,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,duel_outcome_id,duel_outcome_name
f7feae97-d2c7-499e-a53f-d46bd4d19591,2839,2,00:40:29.926,85,29,23,Goal Keeper,207,39,Manchester United,4,From Throw In,1,Arsenal,0.0,,d1157746-a05d-4d68-8505-96d63171f935,20015,Jens Lehmann,1,Goalkeeper,1.2,38.1,,,,,,26.0,Goal Conceded,55.0,No Touch,46.0,Standing,43.0,Prone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8cc651-db17-4a29-935f-6b0ce4b4b63a,2846,2,00:41:26.070,86,26,30,Pass,209,39,Manchester United,7,From Goal Kick,39,Manchester United,3.15559,,0f0c2ce3-5794-4ad3-aa72-9b195e936aba,40364,Roy Carroll,1,Goalkeeper,6.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15402.0,Gary Neville,32.705505,0.90894866,1.0,Ground Pass,26.1,69.8,40.0,Right Foot,63.0,Goal Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0f0c2ce3-5794-4ad3-aa72-9b195e936aba,2847,2,00:41:29.226,86,29,42,Ball Receipt*,209,39,Manchester United,7,From Goal Kick,39,Manchester United,,,3f8cc651-db17-4a29-935f-6b0ce4b4b63a,15402,Gary Neville,2,Right Back,26.1,69.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a941f68-8bae-49c3-9ef9-e91e4b3b5173,2848,2,00:41:29.226,86,29,43,Carry,209,39,Manchester United,7,From Goal Kick,39,Manchester United,3.452022,,0f0c2ce3-5794-4ad3-aa72-9b195e936aba,15402,Gary Neville,2,Right Back,26.1,69.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e1ffb380-7557-40a6-b230-2cd0d75a266a,44.2,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1ffb380-7557-40a6-b230-2cd0d75a266a,2849,2,00:41:32.678,86,32,30,Pass,209,39,Manchester United,7,From Goal Kick,39,Manchester United,3.372694,,e2568d40-7d1d-4f1b-b22a-9d5207d9d3a5,15402,Gary Neville,2,Right Back,44.2,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,20505.0,Louis Saha,67.463326,-0.77282023,3.0,High Pass,92.5,25.4,40.0,Right Foot,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2568d40-7d1d-4f1b-b22a-9d5207d9d3a5,2850,2,00:41:36.050,86,36,42,Ball Receipt*,209,39,Manchester United,7,From Goal Kick,39,Manchester United,,,e1ffb380-7557-40a6-b230-2cd0d75a266a,20505,Louis Saha,19,Center Attacking Midfield,92.5,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d31c13f7-ae83-4b59-827f-dc6d680b26ea,2851,2,00:41:36.050,86,36,30,Pass,209,39,Manchester United,7,From Goal Kick,39,Manchester United,2.145187,,528c97f6-297a-4868-a055-54bfbdb09f27,20505,Louis Saha,19,Center Attacking Midfield,92.5,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,20175.0,Ryan Giggs,9.291394,-1.7111713,2.0,Low Pass,91.2,16.2,70.0,Other,,,,add91a7f-25f8-44cc-b3ae-db73565c8bbc,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528c97f6-297a-4868-a055-54bfbdb09f27,2852,2,00:41:38.196,86,38,42,Ball Receipt*,209,39,Manchester United,7,From Goal Kick,39,Manchester United,,,d31c13f7-ae83-4b59-827f-dc6d680b26ea,20175,Ryan Giggs,16,Left Midfield,92.5,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
add91a7f-25f8-44cc-b3ae-db73565c8bbc,2853,2,00:41:38.196,86,38,30,Pass,209,39,Manchester United,7,From Goal Kick,1,Arsenal,1.032161,,68efd441-b80a-41f0-83a3-1c777377460d,40221,Gilberto Aparecido da Silva,22,Right Center Forward,28.9,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,15515.0,Patrick Vieira,3.2280025,-0.28255495,1.0,Ground Pass,32.0,63.0,40.0,Right Foot,66.0,Recovery,,d31c13f7-ae83-4b59-827f-dc6d680b26ea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68efd441-b80a-41f0-83a3-1c777377460d,2854,2,00:41:39.228,86,39,42,Ball Receipt*,209,39,Manchester United,7,From Goal Kick,1,Arsenal,,,add91a7f-25f8-44cc-b3ae-db73565c8bbc,15515,Patrick Vieira,9,Right Defensive Midfield,32.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a669d6e2-a08e-410f-877d-1c2055098503,2855,2,00:41:39.228,86,39,43,Carry,209,39,Manchester United,7,From Goal Kick,1,Arsenal,1.003128,,68efd441-b80a-41f0-83a3-1c777377460d,15515,Patrick Vieira,9,Right Defensive Midfield,32.0,63.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a931f2c1-db38-49ac-babc-bc489371ddec,40.8,68.6,,,,,,b9f79b1f-aa16-4ccc-9eb4-0b2c60ccf0c5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
