id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,counterpress,under_pressure,dribble,interception,off_camera,duel,shot,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,out,ball_recovery,clearance,foul_committed,foul_won,substitution,bad_behaviour,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,goalkeeper,related_events_1,pass_recipient_id,pass_recipient_name,carry_end_location_0,carry_end_location_1,related_events,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events_2,pass_aerial_won,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_cross,pass_switch,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,clearance_left_foot
9f3bb822-2c21-41c2-84ea-5364fa1685b5,1914,2,00:14:49.583,59,49,9,Clearance,140,360,Rayo Vallecano,1,Regular Play,210,Real Sociedad,0.0,,550fdbef-e534-4680-96a9-3b9d8c64230a,8724,Carlos Martínez Díez,2,Right Back,9.5,44.2,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,Left Foot,True
b4b25224-fda6-4a82-9621-3dcb50e0c4fb,1915,2,00:14:51.285,59,51,2,Ball Recovery,140,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,,26848,Roberto Trashorras Gayoso,15,Left Center Midfield,85.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a002b89d-ffe2-4e32-b251-0faa792aeaf5,1916,2,00:14:51.285,59,51,43,Carry,140,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.6303,,3a2a2a52-5c2b-4400-bd79-e2fd0c84da01,26848,Roberto Trashorras Gayoso,15,Left Center Midfield,85.0,32.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3de4abd5-149f-43fc-80fa-0d34c4ce5b6a,,,84.3,41.9,,,,b4b25224-fda6-4a82-9621-3dcb50e0c4fb,,,,,,,,,,,,
3de4abd5-149f-43fc-80fa-0d34c4ce5b6a,1917,2,00:14:52.775,59,52,17,Pressure,140,360,Rayo Vallecano,1,Regular Play,210,Real Sociedad,0.358878,,3a2a2a52-5c2b-4400-bd79-e2fd0c84da01,8584,Jonathas Cristian de Jesus,23,Center Forward,36.6,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a002b89d-ffe2-4e32-b251-0faa792aeaf5,,,,,,,,,,,,,,,,,,,,
3a2a2a52-5c2b-4400-bd79-e2fd0c84da01,1918,2,00:14:52.916,59,52,30,Pass,140,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.871573,,3de4abd5-149f-43fc-80fa-0d34c4ce5b6a,26848,Roberto Trashorras Gayoso,15,Left Center Midfield,84.3,41.9,,,,,True,,,,,,,,,,,,,,,,,,,,,30.545212,1.1130052,2.0,Low Pass,97.8,69.3,40.0,Right Foot,,,,,,ceff7675-7021-4aab-9e0f-9696f5370305,23761.0,Alhassane Bangoura,,,,,,,,,,,,,,,,,,
ceff7675-7021-4aab-9e0f-9696f5370305,1919,2,00:14:54.787,59,54,42,Ball Receipt*,140,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,3a2a2a52-5c2b-4400-bd79-e2fd0c84da01,23761,Alhassane Bangoura,17,Right Wing,97.8,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1967289-14e3-4820-980e-0b68e9407af7,1920,2,00:14:54.787,59,54,43,Carry,140,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.43681,,5d80dce0-4cf0-4c7d-a2d4-27b63279fea3,23761,Alhassane Bangoura,17,Right Wing,97.8,69.3,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963a3ad6-d343-4f11-bb39-a3100a062a86,,,91.2,68.6,,,,ceff7675-7021-4aab-9e0f-9696f5370305,,,,,,,,,,,,
5d80dce0-4cf0-4c7d-a2d4-27b63279fea3,1921,2,00:14:56.109,59,56,17,Pressure,140,360,Rayo Vallecano,1,Regular Play,210,Real Sociedad,0.446406,,963a3ad6-d343-4f11-bb39-a3100a062a86,5560,Carlos Alberto Vela Garrido,17,Right Wing,28.3,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1967289-14e3-4820-980e-0b68e9407af7,,,,,,,,,,,,,,,,,,,,
963a3ad6-d343-4f11-bb39-a3100a062a86,1922,2,00:14:56.224,59,56,30,Pass,140,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.753175,,5d80dce0-4cf0-4c7d-a2d4-27b63279fea3,23761,Alhassane Bangoura,17,Right Wing,91.2,68.6,,,,,True,,,,,,,,,,,,,,,,,,,,,6.529931,2.0481417,1.0,Ground Pass,88.2,74.4,40.0,Right Foot,,,,,,f8b4f6a7-78f3-4e27-9c45-91e9e7b98dc8,24138.0,Joaquín José Marín Ruiz,,,,,,,,,,,,,,,,,,
f8b4f6a7-78f3-4e27-9c45-91e9e7b98dc8,1923,2,00:14:56.977,59,56,42,Ball Receipt*,140,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,963a3ad6-d343-4f11-bb39-a3100a062a86,24138,Joaquín José Marín Ruiz,2,Right Back,88.2,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5bf1a7fa-ae11-4792-88e7-6bba6891f558,1924,2,00:14:56.977,59,56,43,Carry,140,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.97068,,80d5be24-af52-402a-9ef9-fe4982dd8933,24138,Joaquín José Marín Ruiz,2,Right Back,88.2,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f8b4f6a7-78f3-4e27-9c45-91e9e7b98dc8,,,108.3,72.9,,,,,,,,,,,,,,,,
80d5be24-af52-402a-9ef9-fe4982dd8933,1925,2,00:14:58.948,59,58,30,Pass,140,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.012218,,534e6ece-8797-41a0-ad46-765338b4b3f5,24138,Joaquín José Marín Ruiz,2,Right Back,108.3,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,25.556604,-1.5042281,2.0,Low Pass,110.0,47.4,40.0,Right Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,True,,,,,,
