id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,related_events,off_camera,player,position,location,pass,carry,under_pressure,ball_receipt,foul_won,dribble,duel,counterpress,out,clearance,interception,shot,goalkeeper,block,substitution,foul_committed,ball_recovery,miscontrol,bad_behaviour,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,foul_won_defensive,pass_switch,dribble_outcome_id,dribble_outcome_name,related_events_3,pass_cross,pass_aerial_won,duel_type_id,duel_type_name,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,duel_outcome_id,duel_outcome_name,interception_outcome_id,interception_outcome_name,dribble_overrun,clearance_right_foot,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_aerial_won,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,pass_technique_id,pass_technique_name,pass_inswinging,pass_outswinging,clearance_left_foot,block_deflection,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,ball_recovery_recovery_failure,miscontrol_aerial_won,foul_committed_type_id,foul_committed_type_name,shot_end_location_2,shot_first_time,foul_committed_card_id,foul_committed_card_name,foul_committed_advantage,foul_won_advantage,pass_cut_back,foul_committed_penalty
63030cc1-d97e-4ba7-92d1-a0f8f534f8a4,172,1,00:03:20.545,3,20,16,Shot,10,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.018382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,00753e26-3363-4d35-81cd-152ef5656268,7900.0,Tiago Manuel Dias Correia,17.0,Right Wing,110.4,41.8,,,,,,,,,,,,,3919f037-52b4-4cbd-9d89-1a72d3d1e032,,,c72c6169-caa6-4e5f-9a60-3a2a1fa2829c,,,,,,,,,,,,,,,,,,,,,,,,,,0.058574382,111.3,41.7,d3528573-756a-4f90-a87f-fcc277aef7f0,37.0,Head,True,87.0,Open Play,96.0,Blocked,93.0,Normal,119.9,40.3,11537.0,Alberto García Cabrera,1.0,Goalkeeper,False,116.7,6.0,26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,True,95.8,10.5,10727.0,Răzvan Dincă Raț,6.0,Left Back,True,88.5,43.2,26607.0,José Raúl Baena Urdiales,9.0,Right Defensive Midfield,True,111.0,35.6,11542.0,Javier Guerra Rodríguez,23.0,Center Forward,True,83.6,25.0,27144.0,Antonio Amaya Carazo,3.0,Right Center Back,True,101.5,20.0,4711.0,Pablo Hernández Domínguez,21.0,Left Wing,True,106.6,20.8,6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,True,111.2,41.8,24686.0,Roberto Canella Suárez,6.0,Left Back,False,83.4,22.1,6880.0,Arnaldo Antonio Sanabria Ayala,24.0,Left Center Forward,False,100.1,41.3,6581.0,Jonathan Rodríguez Menéndez,16.0,Left Midfield,False,111.6,39.0,6573.0,Bernardo José Espinosa Zúñiga,5.0,Left Center Back,False,111.5,34.3,8818.0,Jorge Meré Pérez,3.0,Right Center Back,False,107.1,27.1,18398.0,Omar Mascarell González,9.0,Right Defensive Midfield,False,108.8,19.9,6561.0,Luis Hernández Rodríguez,2.0,Right Back,False,95.2,10.7,6926.0,Alen Halilović,12.0,Right Midfield,False,116.1,14.7,27526.0,Rachid Aït-Atmane,11.0,Left Defensive Midfield,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00753e26-3363-4d35-81cd-152ef5656268,173,1,00:03:20.563,3,20,6,Block,10,360,Rayo Vallecano,4,From Throw In,1041,Sporting Gijón,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,63030cc1-d97e-4ba7-92d1-a0f8f534f8a4,24686.0,Roberto Canella Suárez,6.0,Left Back,8.8,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3919f037-52b4-4cbd-9d89-1a72d3d1e032,174,1,00:03:21.368,3,21,23,Goal Keeper,10,360,Rayo Vallecano,4,From Throw In,1041,Sporting Gijón,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63030cc1-d97e-4ba7-92d1-a0f8f534f8a4,11537.0,Alberto García Cabrera,1.0,Goalkeeper,0.2,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,39.8,32.0,Shot Faced,44.0,Set,,,,,,,,,,,,,,,,,,,,,,
c90fbf05-7292-4598-b73a-a84dd964c54c,175,1,00:04:03.166,4,3,30,Pass,11,360,Rayo Vallecano,2,From Corner,360,Rayo Vallecano,1.276544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a4d689e2-c78d-41dc-ad6d-bcc9b14bb1c4,26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,120.0,0.1,,,33.01833,1.6041173,3.0,High Pass,118.9,33.1,40.0,Right Foot,61.0,Corner,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,Inswinging,True,,,,,,,,,,,,,,,,,,,
a4d689e2-c78d-41dc-ad6d-bcc9b14bb1c4,176,1,00:04:04.443,4,4,9,Clearance,11,360,Rayo Vallecano,2,From Corner,1041,Sporting Gijón,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,c90fbf05-7292-4598-b73a-a84dd964c54c,27526.0,Rachid Aït-Atmane,11.0,Left Defensive Midfield,1.2,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Head,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe3dcb16-eab8-40e4-826a-37f143fce623,177,1,00:04:05.588,4,5,2,Ball Recovery,11,360,Rayo Vallecano,2,From Corner,1041,Sporting Gijón,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27526.0,Rachid Aït-Atmane,11.0,Left Defensive Midfield,20.5,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d2eca88-48c7-4573-8b07-39b4ab5a0200,178,1,00:04:05.588,4,5,43,Carry,11,360,Rayo Vallecano,2,From Corner,1041,Sporting Gijón,1.721081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,a9255ea5-6d5c-4dd4-b2c0-41fa11bf7d89,27526.0,Rachid Aït-Atmane,11.0,Left Defensive Midfield,20.5,53.5,,,,,,,,,,,,,f3cc7a7f-3f20-4191-85ee-3f85dd96a0a6,24.1,64.3,fe3dcb16-eab8-40e4-826a-37f143fce623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9255ea5-6d5c-4dd4-b2c0-41fa11bf7d89,179,1,00:04:06.172,4,6,17,Pressure,11,360,Rayo Vallecano,2,From Corner,360,Rayo Vallecano,1.123025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,2d2eca88-48c7-4573-8b07-39b4ab5a0200,26607.0,José Raúl Baena Urdiales,9.0,Right Defensive Midfield,99.0,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3cc7a7f-3f20-4191-85ee-3f85dd96a0a6,180,1,00:04:07.309,4,7,30,Pass,11,360,Rayo Vallecano,2,From Corner,1041,Sporting Gijón,1.461017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519d45eb-2d0f-47d2-9e17-269529e562c8,27526.0,Rachid Aït-Atmane,11.0,Left Defensive Midfield,24.1,64.3,6926.0,Alen Halilović,21.106634,0.5932588,1.0,Ground Pass,41.6,76.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519d45eb-2d0f-47d2-9e17-269529e562c8,181,1,00:04:08.770,4,8,42,Ball Receipt*,11,360,Rayo Vallecano,2,From Corner,1041,Sporting Gijón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f3cc7a7f-3f20-4191-85ee-3f85dd96a0a6,6926.0,Alen Halilović,12.0,Right Midfield,41.6,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8b294b5-c0cf-4a71-bef9-e141025bd180,182,1,00:04:08.770,4,8,43,Carry,11,360,Rayo Vallecano,2,From Corner,1041,Sporting Gijón,0.177134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33765f51-df0c-498d-90af-f6e2ee91e55f,6926.0,Alen Halilović,12.0,Right Midfield,41.6,76.1,,,,,,,,,,,,,519d45eb-2d0f-47d2-9e17-269529e562c8,41.6,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33765f51-df0c-498d-90af-f6e2ee91e55f,183,1,00:04:08.947,4,8,30,Pass,11,360,Rayo Vallecano,2,From Corner,1041,Sporting Gijón,1.638572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce92e6b4-888f-4101-8584-467755763bd4,6926.0,Alen Halilović,12.0,Right Midfield,41.6,76.1,,,15.966528,-2.0456479,1.0,Ground Pass,34.3,61.9,38.0,Left Foot,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4eb17598-2ca0-427c-ad8a-59eab43bd18e,184,1,00:04:09.919,4,9,17,Pressure,11,360,Rayo Vallecano,2,From Corner,1041,Sporting Gijón,0.573879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27526.0,Rachid Aït-Atmane,11.0,Left Defensive Midfield,34.0,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce92e6b4-888f-4101-8584-467755763bd4,185,1,00:04:10.586,4,10,30,Pass,11,360,Rayo Vallecano,2,From Corner,360,Rayo Vallecano,1.279169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,33765f51-df0c-498d-90af-f6e2ee91e55f,6713.0,Diego Javier Llorente Ríos,5.0,Left Center Back,85.8,18.2,26848.0,Roberto Trashorras Gayoso,8.805112,-1.5367186,1.0,Ground Pass,86.1,9.4,40.0,Right Foot,64.0,Interception,d187905b-7e56-443c-ae20-e4026bb8259e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d187905b-7e56-443c-ae20-e4026bb8259e,186,1,00:04:11.865,4,11,42,Ball Receipt*,11,360,Rayo Vallecano,2,From Corner,360,Rayo Vallecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce92e6b4-888f-4101-8584-467755763bd4,26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,86.1,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1a24fca7-3cbf-4659-8dd9-83f3478c0116,187,1,00:04:11.865,4,11,30,Pass,11,360,Rayo Vallecano,2,From Corner,360,Rayo Vallecano,1.545867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17560a9e-20a9-45d7-86c5-29b8b146ae44,26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,86.1,9.4,4711.0,Pablo Hernández Domínguez,9.219544,1.7894653,1.0,Ground Pass,84.1,18.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17560a9e-20a9-45d7-86c5-29b8b146ae44,188,1,00:04:13.411,4,13,42,Ball Receipt*,11,360,Rayo Vallecano,2,From Corner,360,Rayo Vallecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a24fca7-3cbf-4659-8dd9-83f3478c0116,4711.0,Pablo Hernández Domínguez,21.0,Left Wing,84.1,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d67cade0-ff6d-4a55-88a3-bcd34782e272,189,1,00:04:13.411,4,13,43,Carry,11,360,Rayo Vallecano,2,From Corner,360,Rayo Vallecano,0.800455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17560a9e-20a9-45d7-86c5-29b8b146ae44,4711.0,Pablo Hernández Domínguez,21.0,Left Wing,84.1,18.4,,,,,,,,,,,,,72441464-8335-4495-a090-dec2ba5db849,87.2,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72441464-8335-4495-a090-dec2ba5db849,190,1,00:04:14.211,4,14,30,Pass,11,360,Rayo Vallecano,2,From Corner,360,Rayo Vallecano,1.922513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9a0e1a57-702d-4175-8778-9353bde8ec68,4711.0,Pablo Hernández Domínguez,21.0,Left Wing,87.2,21.0,10727.0,Răzvan Dincă Raț,23.982702,-0.4953534,1.0,Ground Pass,108.3,9.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a0e1a57-702d-4175-8778-9353bde8ec68,191,1,00:04:16.134,4,16,42,Ball Receipt*,11,360,Rayo Vallecano,2,From Corner,360,Rayo Vallecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72441464-8335-4495-a090-dec2ba5db849,10727.0,Răzvan Dincă Raț,6.0,Left Back,108.3,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11a12081-2a33-4c2f-8a66-eb19a9dea8a7,192,1,00:04:16.134,4,16,43,Carry,11,360,Rayo Vallecano,2,From Corner,360,Rayo Vallecano,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839853c4-da7c-432a-a291-b57060829392,10727.0,Răzvan Dincă Raț,6.0,Left Back,108.3,9.6,,,,,,,,,,,,,9a0e1a57-702d-4175-8778-9353bde8ec68,108.3,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
