id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,ball_receipt,duel,off_camera,interception,out,clearance,shot,goalkeeper,counterpress,dribble,ball_recovery,foul_committed,foul_won,bad_behaviour,substitution,injury_stoppage,block,pass,related_events_1,pass_cross,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,related_events_2,carry_end_location_0,carry_end_location_1,interception_outcome_id,interception_outcome_name,related_events,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_assisted_shot_id,pass_goal_assist,pass_technique_id,pass_technique_name,pass_outswinging,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_aerial_won,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate
1a5d13d2-5914-4482-86f9-e7580e9ef077,349,1,00:08:57.378,8,57,30,Pass,25,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.578543,,0f1e2e09-48d8-403c-b428-f12720ec1c65,23761,Alhassane Bangoura,17,Right Wing,103.7,68.7,11542.0,Javier Guerra Rodríguez,22.853664,-1.3502289,3.0,High Pass,108.7,46.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,fb039623-35b1-4b83-a197-f3c3408eecec,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fb039623-35b1-4b83-a197-f3c3408eecec,350,1,00:08:58.957,8,58,42,Ball Receipt*,25,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,1a5d13d2-5914-4482-86f9-e7580e9ef077,11542,Javier Guerra Rodríguez,23,Center Forward,108.5,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0f1e2e09-48d8-403c-b428-f12720ec1c65,351,1,00:08:58.957,8,58,9,Clearance,25,360,Rayo Vallecano,4,From Throw In,220,Real Madrid,0.0,,1a5d13d2-5914-4482-86f9-e7580e9ef077,3063,Danilo Luiz da Silva,2,Right Back,11.4,33.7,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Head,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a55cc916-d5bc-4f7b-ac35-1090bd4d074b,352,1,00:09:00.440,9,0,30,Pass,25,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.021861,,714986d3-f556-452a-98ff-0abf0b4d3a42,23761,Alhassane Bangoura,17,Right Wing,101.0,65.5,4711.0,Pablo Hernández Domínguez,9.803061,-1.2490457,2.0,Low Pass,104.1,56.2,70.0,Other,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714986d3-f556-452a-98ff-0abf0b4d3a42,353,1,00:09:01.462,9,1,42,Ball Receipt*,25,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,a55cc916-d5bc-4f7b-ac35-1090bd4d074b,4711,Pablo Hernández Domínguez,21,Left Wing,104.1,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2a7d730-11c8-4bec-a701-a986bcbaa072,354,1,00:09:01.462,9,1,43,Carry,25,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,2.277256,,714986d3-f556-452a-98ff-0abf0b4d3a42,4711,Pablo Hernández Domínguez,21,Left Wing,104.1,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9cc23093-b38c-4fbc-9572-d5b3e6551923,,,,,,,,,,,106.1,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9cc23093-b38c-4fbc-9572-d5b3e6551923,355,1,00:09:03.739,9,3,30,Pass,25,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.597372,,8b2f6814-262c-4c7a-ae8b-f1ac449d4194,4711,Pablo Hernández Domínguez,21,Left Wing,106.1,61.1,23761.0,Alhassane Bangoura,6.449806,-1.4464413,1.0,Ground Pass,106.9,54.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8b2f6814-262c-4c7a-ae8b-f1ac449d4194,356,1,00:09:04.337,9,4,42,Ball Receipt*,25,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,9cc23093-b38c-4fbc-9572-d5b3e6551923,23761,Alhassane Bangoura,17,Right Wing,106.9,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e87d83c8-3e0b-4917-9143-e458e561935c,357,1,00:09:04.337,9,4,30,Pass,25,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.942118,,3959fcd5-8dd8-409a-a1fd-40fafec4717d,23761,Alhassane Bangoura,17,Right Wing,106.9,54.7,4711.0,Pablo Hernández Domínguez,7.569016,0.26741078,1.0,Ground Pass,114.2,56.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,a05e5150-a9b7-43f4-9c3f-fec72d4c9233,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a05e5150-a9b7-43f4-9c3f-fec72d4c9233,358,1,00:09:05.279,9,5,42,Ball Receipt*,25,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,e87d83c8-3e0b-4917-9143-e458e561935c,4711,Pablo Hernández Domínguez,21,Left Wing,112.9,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3959fcd5-8dd8-409a-a1fd-40fafec4717d,359,1,00:09:05.279,9,5,10,Interception,25,360,Rayo Vallecano,4,From Throw In,220,Real Madrid,0.0,,e87d83c8-3e0b-4917-9143-e458e561935c,5201,Sergio Ramos García,5,Left Center Back,5.9,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,Lost Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65f07f4a-dfde-4b85-b441-4a40e3d09632,360,1,00:09:28.972,9,28,30,Pass,26,360,Rayo Vallecano,2,From Corner,360,Rayo Vallecano,1.847246,,5a6fcb57-8eda-4a52-befd-6645a60593ea,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,120.0,80.0,27144.0,Antonio Amaya Carazo,37.638412,-1.7822608,3.0,High Pass,112.1,43.2,40.0,Right Foot,61.0,Corner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279ba394-7b5b-42fe-9eff-06ad927cb21a,True,105.0,Outswinging,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a6fcb57-8eda-4a52-befd-6645a60593ea,361,1,00:09:30.819,9,30,42,Ball Receipt*,26,360,Rayo Vallecano,2,From Corner,360,Rayo Vallecano,,,65f07f4a-dfde-4b85-b441-4a40e3d09632,27144,Antonio Amaya Carazo,3,Right Center Back,112.1,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0706d20e-adb0-4d70-86f9-91110d881470,362,1,00:09:30.819,9,30,4,Duel,26,360,Rayo Vallecano,2,From Corner,220,Real Madrid,0.0,,279ba394-7b5b-42fe-9eff-06ad927cb21a,20016,Kléper Laveran Lima Ferreira,3,Right Center Back,7.4,36.3,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279ba394-7b5b-42fe-9eff-06ad927cb21a,363,1,00:09:30.819,9,30,16,Shot,26,360,Rayo Vallecano,2,From Corner,360,Rayo Vallecano,1.162497,,0706d20e-adb0-4d70-86f9-91110d881470,27144,Antonio Amaya Carazo,3,Right Center Back,112.7,43.8,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,b64ec63c-90ea-48c6-ba75-d41d95a0bcba,,,,,,,,,,,,,,,,,,,,,,,,0.12718162,120.0,43.7,0.5,65f07f4a-dfde-4b85-b441-4a40e3d09632,97.0,Goal,93.0,Normal,True,37.0,Head,87.0,Open Play,119.9,41.7,5597.0,Keylor Navas Gamboa,1.0,Goalkeeper,False,96.6,30.5,4711.0,Pablo Hernández Domínguez,21.0,Left Wing,True,103.3,32.4,5574.0,Toni Kroos,10.0,Center Defensive Midfield,False,111.5,37.4,6399.0,Gareth Frank Bale,17.0,Right Wing,False,113.2,40.7,3063.0,Danilo Luiz da Silva,2.0,Right Back,False,110.1,37.4,26607.0,José Raúl Baena Urdiales,9.0,Right Defensive Midfield,True,115.4,37.6,11542.0,Javier Guerra Rodríguez,23.0,Center Forward,True,112.7,44.4,20016.0,Kléper Laveran Lima Ferreira,3.0,Right Center Back,False,113.1,45.9,5207.0,Cristiano Ronaldo dos Santos Aveiro,21.0,Left Wing,False,112.6,46.9,5201.0,Sergio Ramos García,5.0,Left Center Back,False,113.4,52.1,5552.0,Marcelo Vieira da Silva Júnior,6.0,Left Back,False,106.3,47.7,5463.0,Luka Modrić,15.0,Left Center Midfield,False,111.5,50.1,19677.0,Karim Benzema,23.0,Center Forward,False,112.7,53.9,6914.0,Roberto Román Triguero,2.0,Right Back,True,112.5,48.5,26222.0,José Eduardo Rosa Vale de Castro,5.0,Left Center Back,True,115.9,78.7,6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,True
