id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,ball_receipt,counterpress,dribble,duel,interception,out,miscontrol,foul_won,clearance,foul_committed,substitution,shot,goalkeeper,ball_recovery,block,pass,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,dribble_outcome_id,dribble_outcome_name,related_events_3,interception_outcome_id,interception_outcome_name,pass_outswinging,pass_technique_id,pass_technique_name,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_aerial_won,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,pass_switch,foul_committed_card_id,foul_committed_card_name,ball_recovery_recovery_failure,player,position,location,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,block_offensive,block_deflection
a57ec950-7d86-444f-8ca1-744d95d7f521,385,1,00:11:25.516,11,25,30,Pass,25,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.729159,,940985eb-5141-4737-9e05-a739c9c2feeb,,26690.0,Alberto Mateus Contreiras Gonçalves,23.0,Center Forward,61.0,40.1,26848.0,Roberto Trashorras Gayoso,2.6305892,1.7234457,1.0,Ground Pass,60.6,42.7,38.0,Left Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940985eb-5141-4737-9e05-a739c9c2feeb,386,1,00:11:26.245,11,26,42,Ball Receipt*,25,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,a57ec950-7d86-444f-8ca1-744d95d7f521,,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,60.6,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01009366-fbd6-4dd0-b7fd-c144ece636c7,387,1,00:11:26.245,11,26,43,Carry,25,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,2.286256,,5d60c97e-1913-48ca-a098-a509b3b95304,,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,60.6,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940985eb-5141-4737-9e05-a739c9c2feeb,60.1,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5d60c97e-1913-48ca-a098-a509b3b95304,388,1,00:11:28.532,11,28,30,Pass,25,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.480134,,4332d896-6863-4abc-8216-1a3b0825051a,,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,60.1,51.5,24138.0,Joaquín José Marín Ruiz,22.361797,2.0444436,1.0,Ground Pass,49.9,71.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4332d896-6863-4abc-8216-1a3b0825051a,389,1,00:11:30.012,11,30,42,Ball Receipt*,25,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,5d60c97e-1913-48ca-a098-a509b3b95304,,24138.0,Joaquín José Marín Ruiz,2.0,Right Back,49.9,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8fde086e-3ba2-4394-8cb4-ab3c15711883,390,1,00:11:30.012,11,30,43,Carry,25,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.274956,,2f51348d-5b45-451b-b54e-c4847f734ba0,,24138.0,Joaquín José Marín Ruiz,2.0,Right Back,49.9,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4332d896-6863-4abc-8216-1a3b0825051a,49.9,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f51348d-5b45-451b-b54e-c4847f734ba0,391,1,00:11:31.287,11,31,30,Pass,25,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.059108,,d1dc4279-c300-4934-b72c-a86e657411f8,,24138.0,Joaquín José Marín Ruiz,2.0,Right Back,49.9,71.4,6713.0,Diego Javier Llorente Ríos,17.44133,-2.429235,1.0,Ground Pass,36.7,60.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1dc4279-c300-4934-b72c-a86e657411f8,392,1,00:11:32.346,11,32,42,Ball Receipt*,25,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,2f51348d-5b45-451b-b54e-c4847f734ba0,,6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,36.7,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6aca41c-4615-4f08-8cd5-ad8054172540,393,1,00:11:32.346,11,32,43,Carry,25,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.537313,,7cc2cb0f-d908-494c-8521-0c189c39e7a2,,6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,36.7,60.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,ac100cec-c8f6-4f45-bf25-d711b05b16f3,36.7,59.4,d1dc4279-c300-4934-b72c-a86e657411f8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac100cec-c8f6-4f45-bf25-d711b05b16f3,394,1,00:11:32.446,11,32,17,Pressure,25,360,Rayo Vallecano,9,From Kick Off,209,Celta Vigo,0.446896,,7cc2cb0f-d908-494c-8521-0c189c39e7a2,,5217.0,Iago Aspas Juncal,23.0,Center Forward,81.8,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6aca41c-4615-4f08-8cd5-ad8054172540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7cc2cb0f-d908-494c-8521-0c189c39e7a2,395,1,00:11:32.883,11,32,30,Pass,25,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.88041,,7a379a99-3680-4d36-baa4-25300dcb00b1,,6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,36.7,59.4,24255.0,Juan Carlos Martín Corral,29.00431,-2.5153313,1.0,Ground Pass,13.2,42.4,40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,ac100cec-c8f6-4f45-bf25-d711b05b16f3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a379a99-3680-4d36-baa4-25300dcb00b1,396,1,00:11:34.764,11,34,42,Ball Receipt*,25,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,7cc2cb0f-d908-494c-8521-0c189c39e7a2,,24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,13.2,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5568804d-1598-4537-a24e-e242f5b37c85,397,1,00:11:34.764,11,34,30,Pass,25,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.487993,,b5372bd4-0f81-4e9e-ac5a-544280c9fcc5,,24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,13.2,42.4,26222.0,José Eduardo Rosa Vale de Castro,16.36704,-0.89796376,1.0,Ground Pass,23.4,29.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5372bd4-0f81-4e9e-ac5a-544280c9fcc5,398,1,00:11:36.252,11,36,42,Ball Receipt*,25,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,5568804d-1598-4537-a24e-e242f5b37c85,,26222.0,José Eduardo Rosa Vale de Castro,5.0,Left Center Back,23.4,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e367edd8-d9b3-48ed-b0af-eb464060a0b7,399,1,00:11:36.252,11,36,43,Carry,25,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.843527,,051f8f24-f410-4dbd-8ec2-d5083ae10626,,26222.0,José Eduardo Rosa Vale de Castro,5.0,Left Center Back,23.4,29.6,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,28e8e613-e900-4960-a051-a2ef7f40d45a,17.9,31.5,b5372bd4-0f81-4e9e-ac5a-544280c9fcc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28e8e613-e900-4960-a051-a2ef7f40d45a,400,1,00:11:37.450,11,37,17,Pressure,25,360,Rayo Vallecano,9,From Kick Off,209,Celta Vigo,0.344067,,e367edd8-d9b3-48ed-b0af-eb464060a0b7,,7105.0,Fabián Ariel Orellana Valenzuela,17.0,Right Wing,98.3,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
051f8f24-f410-4dbd-8ec2-d5083ae10626,401,1,00:11:38.095,11,38,30,Pass,25,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,2.892626,,2b9e4029-3c08-49b9-bc43-30ab1dc22a9b,,26222.0,José Eduardo Rosa Vale de Castro,5.0,Left Center Back,17.9,31.5,26690.0,Alberto Mateus Contreiras Gonçalves,49.846165,-0.16119091,3.0,High Pass,67.1,23.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,51fa88a0-8a08-4b82-b030-24b461b35e0f,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51fa88a0-8a08-4b82-b030-24b461b35e0f,402,1,00:11:40.988,11,40,42,Ball Receipt*,25,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,051f8f24-f410-4dbd-8ec2-d5083ae10626,,26690.0,Alberto Mateus Contreiras Gonçalves,23.0,Center Forward,65.5,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7042da8-0542-4c43-9900-a8c0b496266d,412,1,00:11:49.943,11,49,2,Ball Recovery,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,da7667aa-58db-41b8-829c-26359aeebb81,,24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,15.5,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3a4c3210-fcc2-48a9-9d3b-226088b4b169,413,1,00:11:50.522,11,50,30,Pass,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.521213,,edd4e798-349a-4c54-88b1-34c0978daeb9,True,24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,14.8,25.5,26222.0,José Eduardo Rosa Vale de Castro,15.616017,-0.12197216,1.0,Ground Pass,30.3,23.6,69.0,Keeper Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edd4e798-349a-4c54-88b1-34c0978daeb9,414,1,00:11:52.043,11,52,42,Ball Receipt*,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,3a4c3210-fcc2-48a9-9d3b-226088b4b169,,26222.0,José Eduardo Rosa Vale de Castro,5.0,Left Center Back,30.3,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356d0c62-a425-4afb-b454-65235d139c94,415,1,00:11:54.151,11,54,30,Pass,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.505111,,c90b64e2-9f6d-4c80-b943-6ff6925b9eb2,,26222.0,José Eduardo Rosa Vale de Castro,5.0,Left Center Back,23.4,23.2,6713.0,Diego Javier Llorente Ríos,33.3636,1.6698685,1.0,Ground Pass,20.1,56.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c90b64e2-9f6d-4c80-b943-6ff6925b9eb2,416,1,00:11:55.657,11,55,42,Ball Receipt*,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,356d0c62-a425-4afb-b454-65235d139c94,,6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,20.1,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84025ccf-04db-461e-b958-c7ad7342a77b,417,1,00:11:55.657,11,55,43,Carry,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.91189,,a99f7b7e-aecd-4e71-a61f-72412b7c5190,,6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,20.1,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c90b64e2-9f6d-4c80-b943-6ff6925b9eb2,18.8,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a99f7b7e-aecd-4e71-a61f-72412b7c5190,418,1,00:11:56.568,11,56,30,Pass,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.640223,,0349009c-962e-427b-b3f5-5e57cb9d5c6e,,6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,18.8,56.6,24138.0,Joaquín José Marín Ruiz,21.265936,1.027151,1.0,Ground Pass,29.8,74.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0349009c-962e-427b-b3f5-5e57cb9d5c6e,419,1,00:11:58.209,11,58,42,Ball Receipt*,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,a99f7b7e-aecd-4e71-a61f-72412b7c5190,,24138.0,Joaquín José Marín Ruiz,2.0,Right Back,29.8,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9db6d41-e0b2-4908-952b-8c6cc90d6229,420,1,00:11:58.209,11,58,43,Carry,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.189569,,0349009c-962e-427b-b3f5-5e57cb9d5c6e,,24138.0,Joaquín José Marín Ruiz,2.0,Right Back,29.8,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7a613861-8c37-4335-97fc-3daab0956094,33.3,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a613861-8c37-4335-97fc-3daab0956094,421,1,00:11:58.398,11,58,30,Pass,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.843781,,357da8e9-f07a-412e-afd6-feb1ea307f9e,,24138.0,Joaquín José Marín Ruiz,2.0,Right Back,33.3,74.1,26690.0,Alberto Mateus Contreiras Gonçalves,23.647833,0.25215802,1.0,Ground Pass,56.2,80.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8e6ecf72-2145-40c5-b932-7712066806fd,422,1,00:12:00.373,12,0,17,Pressure,27,360,Rayo Vallecano,1,Regular Play,209,Celta Vigo,0.57043,,,,6890.0,Andreu Fontàs Prat,5.0,Left Center Back,63.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357da8e9-f07a-412e-afd6-feb1ea307f9e,423,1,00:12:01.242,12,1,42,Ball Receipt*,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,7a613861-8c37-4335-97fc-3daab0956094,,26690.0,Alberto Mateus Contreiras Gonçalves,23.0,Center Forward,55.6,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b07d9d13-eb60-4c18-a9bf-7871f8ac5be0,520,1,00:13:27.460,13,27,4,Duel,29,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,d25f2a09-5fc6-4d1a-9738-7f4823b84542,,11298.0,José Ignacio Martínez García,6.0,Left Back,40.0,24.7,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9231c3f8-a440-4ef8-a00a-82c1948b4893,521,1,00:13:28.965,13,28,2,Ball Recovery,29,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,,,26607.0,José Raúl Baena Urdiales,11.0,Left Defensive Midfield,40.7,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8240beb2-07fc-42b6-9b35-25b0e6afa342,522,1,00:13:28.965,13,28,43,Carry,29,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.9117,,9231c3f8-a440-4ef8-a00a-82c1948b4893,,26607.0,José Raúl Baena Urdiales,11.0,Left Defensive Midfield,40.7,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dd6fae56-087f-452d-993a-561f56fdf1c5,41.3,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd6fae56-087f-452d-993a-561f56fdf1c5,523,1,00:13:29.877,13,29,30,Pass,29,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.973473,,b8fa4db3-b01b-4bdc-97b6-fb50c0af9d5b,,26607.0,José Raúl Baena Urdiales,11.0,Left Defensive Midfield,41.3,36.4,23761.0,Alhassane Bangoura,22.5322,1.3333524,1.0,Ground Pass,46.6,58.3,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b8fa4db3-b01b-4bdc-97b6-fb50c0af9d5b,524,1,00:13:30.851,13,30,42,Ball Receipt*,29,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,dd6fae56-087f-452d-993a-561f56fdf1c5,,23761.0,Alhassane Bangoura,17.0,Right Wing,46.6,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217c98db-f410-49cc-a966-87e95939676a,525,1,00:13:30.851,13,30,43,Carry,29,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.809855,,a0e74083-2f77-44a4-a10d-43d67023e469,,23761.0,Alhassane Bangoura,17.0,Right Wing,46.6,58.3,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,b8fa4db3-b01b-4bdc-97b6-fb50c0af9d5b,47.0,57.7,cdb3133a-0bce-4ff7-83e0-5d8b347fe122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a0e74083-2f77-44a4-a10d-43d67023e469,526,1,00:13:32.435,13,32,17,Pressure,29,360,Rayo Vallecano,1,Regular Play,209,Celta Vigo,0.375839,,217c98db-f410-49cc-a966-87e95939676a,,6802.0,Jonathan Castro Otto,6.0,Left Back,71.5,21.4,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,ade9f0ea-7d9b-4edd-80b0-3f49ced6ec76,,,cdb3133a-0bce-4ff7-83e0-5d8b347fe122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170f62d3-293d-4726-8b2f-191e3154b392,527,1,00:13:32.660,13,32,39,Dribbled Past,29,360,Rayo Vallecano,1,Regular Play,209,Celta Vigo,0.0,,ade9f0ea-7d9b-4edd-80b0-3f49ced6ec76,,6802.0,Jonathan Castro Otto,6.0,Left Back,73.1,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cdb3133a-0bce-4ff7-83e0-5d8b347fe122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdb3133a-0bce-4ff7-83e0-5d8b347fe122,528,1,00:13:32.660,13,32,14,Dribble,29,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,170f62d3-293d-4726-8b2f-191e3154b392,,23761.0,Alhassane Bangoura,17.0,Right Wing,47.0,57.7,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,a0e74083-2f77-44a4-a10d-43d67023e469,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
