id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,out,ball_receipt,off_camera,duel,clearance,counterpress,dribble,foul_committed,foul_won,interception,shot,goalkeeper,block,ball_recovery,substitution,pass,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,duel_type_id,duel_type_name,pass_aerial_won,pass_cross,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,interception_outcome_id,interception_outcome_name,pass_assisted_shot_id,pass_goal_assist,shot_open_goal,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate
63f66819-43d9-4a92-bd75-ca01515e66c3,2104,2,00:10:58.576,55,58,43,Carry,124,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.023506,,a746a88e-6b89-489f-8ec5-8f1ea64f5381,26848,Roberto Trashorras Gayoso,15,Left Center Midfield,95.6,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d9350969-5603-4d8c-945f-77d520bb7a04,,95.4,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a746a88e-6b89-489f-8ec5-8f1ea64f5381,2105,2,00:10:59.600,55,59,30,Pass,124,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.71241,,67a3abe3-fc09-490b-b41f-6c4ff4be3378,26848,Roberto Trashorras Gayoso,15,Left Center Midfield,95.4,48.2,26690.0,Alberto Mateus Contreiras Gonçalves,12.149486,1.4137665,1.0,Ground Pass,97.3,60.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67a3abe3-fc09-490b-b41f-6c4ff4be3378,2106,2,00:11:00.312,56,0,42,Ball Receipt*,124,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,a746a88e-6b89-489f-8ec5-8f1ea64f5381,26690,Alberto Mateus Contreiras Gonçalves,23,Center Forward,97.3,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7e762fee-f0c8-479b-b35a-9bda88c72920,2107,2,00:11:00.312,56,0,43,Carry,124,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.05249,,0d4ff458-177b-4b5e-b2f5-6df3eae870d7,26690,Alberto Mateus Contreiras Gonçalves,23,Center Forward,97.3,60.2,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,17d11741-dd0f-4182-8f3e-36614f00432d,67a3abe3-fc09-490b-b41f-6c4ff4be3378,100.7,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d4ff458-177b-4b5e-b2f5-6df3eae870d7,2108,2,00:11:01.137,56,1,17,Pressure,124,360,Rayo Vallecano,1,Regular Play,217,Barcelona,1.575917,,17d11741-dd0f-4182-8f3e-36614f00432d,5506,Javier Alejandro Mascherano,5,Left Center Back,18.2,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e762fee-f0c8-479b-b35a-9bda88c72920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17d11741-dd0f-4182-8f3e-36614f00432d,2109,2,00:11:02.365,56,2,30,Pass,124,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.989074,,0d4ff458-177b-4b5e-b2f5-6df3eae870d7,26690,Alberto Mateus Contreiras Gonçalves,23,Center Forward,100.7,59.6,26848.0,Roberto Trashorras Gayoso,14.042791,-2.5180318,1.0,Ground Pass,89.3,51.4,38.0,Left Foot,,,,True,,,,,,,,,,,,,,,,,a2981dff-c066-4e76-9e56-48871db154e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2981dff-c066-4e76-9e56-48871db154e4,2110,2,00:11:03.354,56,3,42,Ball Receipt*,124,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,17d11741-dd0f-4182-8f3e-36614f00432d,26848,Roberto Trashorras Gayoso,15,Left Center Midfield,89.3,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41b85a7b-a902-4a25-9bbc-ae9e88a76058,2111,2,00:11:03.354,56,3,43,Carry,124,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,3.336126,,a2981dff-c066-4e76-9e56-48871db154e4,26848,Roberto Trashorras Gayoso,15,Left Center Midfield,89.3,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a551ce9a-3924-4104-8a3d-db0cb396b8a2,,84.9,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a551ce9a-3924-4104-8a3d-db0cb396b8a2,2112,2,00:11:06.690,56,6,30,Pass,124,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.411288,,b85a353a-22a6-4d9e-8413-a9ebad7141f5,26848,Roberto Trashorras Gayoso,15,Left Center Midfield,84.9,52.8,26690.0,Alberto Mateus Contreiras Gonçalves,22.938177,0.73605555,1.0,Ground Pass,101.9,68.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b85a353a-22a6-4d9e-8413-a9ebad7141f5,2113,2,00:11:08.101,56,8,42,Ball Receipt*,124,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,a551ce9a-3924-4104-8a3d-db0cb396b8a2,26690,Alberto Mateus Contreiras Gonçalves,23,Center Forward,101.9,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e0dae24-26b3-47a4-a343-e8671dd18926,2114,2,00:11:08.101,56,8,43,Carry,124,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,3.332712,,b85a353a-22a6-4d9e-8413-a9ebad7141f5,26690,Alberto Mateus Contreiras Gonçalves,23,Center Forward,101.9,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fad59579-4b15-4194-95be-9327a84971f5,,107.6,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fad59579-4b15-4194-95be-9327a84971f5,2115,2,00:11:11.434,56,11,30,Pass,124,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.5038,,86c023bd-266f-43fc-a9d7-545f81081cd1,26690,Alberto Mateus Contreiras Gonçalves,23,Center Forward,107.6,62.9,7900.0,Tiago Manuel Dias Correia,32.31099,-1.19029,3.0,High Pass,119.6,32.9,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
