id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,duel,counterpress,ball_receipt,foul_won,shot,block,goalkeeper,off_camera,out,clearance,interception,foul_committed,dribble,ball_recovery,substitution,miscontrol,pass,related_events_1,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events_2,related_events_3,pass_aerial_won,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,dribble_outcome_id,dribble_outcome_name,interception_outcome_id,interception_outcome_name,related_events,miscontrol_aerial_won,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,player,position,location
0cafdabc-de50-4057-9c29-da795d96e101,3071,2,00:41:31.459,86,31,4,Duel,204,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.0,,0c0dac19-ca8c-4cbb-ac12-6eefac7b75ea,26685.0,Nicolás Ladislao Fedor Flores,19.0,Center Attacking Midfield,86.7,14.1,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2956d903-c7e5-46cb-b4f0-b28f672bc2f2,3072,2,00:41:33.964,86,33,42,Ball Receipt*,204,360,Rayo Vallecano,9,From Kick Off,222,Villarreal,,,0c0dac19-ca8c-4cbb-ac12-6eefac7b75ea,26009.0,Roberto Soldado Rillo,22.0,Right Center Forward,59.5,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1bf187d-4e8d-4f12-938e-6bcbe43b05a8,3073,2,00:41:33.964,86,33,30,Pass,204,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,2.495542,,0c0dac19-ca8c-4cbb-ac12-6eefac7b75ea,26222.0,José Eduardo Rosa Vale de Castro,5.0,Left Center Back,56.5,7.1,11542.0,Javier Guerra Rodríguez,44.548626,0.2890917,3.0,High Pass,99.2,19.8,38.0,Left Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,828a43f5-7e2a-44ca-90f7-bee3224c20dd,,,9.0,Incomplete,,,af87b42a-a6b4-4d24-960e-71de33849f04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828a43f5-7e2a-44ca-90f7-bee3224c20dd,3074,2,00:41:36.460,86,36,42,Ball Receipt*,204,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,e1bf187d-4e8d-4f12-938e-6bcbe43b05a8,11542.0,Javier Guerra Rodríguez,23.0,Center Forward,97.6,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94be0fc6-60ea-4542-9f30-2d3fd66abfcb,3075,2,00:41:36.460,86,36,4,Duel,204,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.0,,af87b42a-a6b4-4d24-960e-71de33849f04,11542.0,Javier Guerra Rodríguez,23.0,Center Forward,99.2,19.8,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af87b42a-a6b4-4d24-960e-71de33849f04,3076,2,00:41:36.460,86,36,30,Pass,204,360,Rayo Vallecano,9,From Kick Off,222,Villarreal,1.911898,,066199ff-b0a6-465b-acc6-2c4a462fa3e9,7034.0,Mateo Pablo Musacchio,3.0,Right Center Back,20.9,60.3,6609.0,Denis Suárez Fernández,18.283325,0.52728707,2.0,Low Pass,36.7,69.5,,,66.0,Recovery,,True,,,,,,,,,,,,,,,,,,94be0fc6-60ea-4542-9f30-2d3fd66abfcb,,,,,,,e1bf187d-4e8d-4f12-938e-6bcbe43b05a8,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574a7cd9-f3a6-4da1-98bb-43609ffcc390,3077,2,00:41:38.197,86,38,17,Pressure,204,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.486317,,066199ff-b0a6-465b-acc6-2c4a462fa3e9,6914.0,Roberto Román Triguero,6.0,Left Back,83.4,10.6,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,b61d91a8-709e-4fe1-8c6f-b374973bb568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
066199ff-b0a6-465b-acc6-2c4a462fa3e9,3078,2,00:41:38.372,86,38,42,Ball Receipt*,204,360,Rayo Vallecano,9,From Kick Off,222,Villarreal,,,574a7cd9-f3a6-4da1-98bb-43609ffcc390,6609.0,Denis Suárez Fernández,12.0,Right Midfield,36.7,69.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,af87b42a-a6b4-4d24-960e-71de33849f04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b61d91a8-709e-4fe1-8c6f-b374973bb568,3079,2,00:41:38.372,86,38,43,Carry,204,360,Rayo Vallecano,9,From Kick Off,222,Villarreal,1.365047,,066199ff-b0a6-465b-acc6-2c4a462fa3e9,6609.0,Denis Suárez Fernández,12.0,Right Midfield,36.7,69.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,574a7cd9-f3a6-4da1-98bb-43609ffcc390,31.7,72.2,,,,,a19a06cc-7174-4956-a26f-0efcc378974d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a19a06cc-7174-4956-a26f-0efcc378974d,3080,2,00:41:39.737,86,39,3,Dispossessed,204,360,Rayo Vallecano,9,From Kick Off,222,Villarreal,0.0,,b2900290-e39b-4f1c-a98f-0dbde71d5c2e,6609.0,Denis Suárez Fernández,12.0,Right Midfield,31.7,72.2,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2900290-e39b-4f1c-a98f-0dbde71d5c2e,3081,2,00:41:39.737,86,39,4,Duel,204,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.0,,a19a06cc-7174-4956-a26f-0efcc378974d,6914.0,Roberto Román Triguero,6.0,Left Back,88.4,7.9,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86cb6b53-3c86-4cfd-83b4-3a6b26b1c396,3082,2,00:41:39.737,86,39,43,Carry,204,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.785377,,773b503f-90d4-40b6-b450-cbd84b3529fd,6914.0,Roberto Román Triguero,6.0,Left Back,88.4,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2900290-e39b-4f1c-a98f-0dbde71d5c2e,86.1,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773b503f-90d4-40b6-b450-cbd84b3529fd,3083,2,00:41:40.522,86,40,3,Dispossessed,204,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.0,,922e5f67-3b50-457c-a9b3-bb38658aaa43,6914.0,Roberto Román Triguero,6.0,Left Back,86.1,3.8,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922e5f67-3b50-457c-a9b3-bb38658aaa43,3084,2,00:41:40.522,86,40,4,Duel,204,360,Rayo Vallecano,9,From Kick Off,222,Villarreal,0.0,,773b503f-90d4-40b6-b450-cbd84b3529fd,6609.0,Denis Suárez Fernández,12.0,Right Midfield,34.0,76.3,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61499750-e09a-4570-a250-d821ec8c3542,3085,2,00:41:40.522,86,40,43,Carry,204,360,Rayo Vallecano,9,From Kick Off,222,Villarreal,1.218605,,5e1efdb3-a76b-42d1-90f0-841ee67a1706,6609.0,Denis Suárez Fernández,12.0,Right Midfield,34.0,76.3,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,922e5f67-3b50-457c-a9b3-bb38658aaa43,30.9,72.4,,,,,d96552c3-e84f-4b59-bd64-e4527e1c02a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d96552c3-e84f-4b59-bd64-e4527e1c02a7,3086,2,00:41:41.181,86,41,17,Pressure,204,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.559997,,61499750-e09a-4570-a250-d821ec8c3542,11542.0,Javier Guerra Rodríguez,23.0,Center Forward,90.1,12.3,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e1efdb3-a76b-42d1-90f0-841ee67a1706,3087,2,00:41:41.741,86,41,14,Dribble,204,360,Rayo Vallecano,9,From Kick Off,222,Villarreal,0.0,,3b3ea0dd-3967-485e-b7be-0cb71097e8f2,6609.0,Denis Suárez Fernández,12.0,Right Midfield,30.9,72.4,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b3ea0dd-3967-485e-b7be-0cb71097e8f2,3088,2,00:41:41.741,86,41,4,Duel,204,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.0,,5e1efdb3-a76b-42d1-90f0-841ee67a1706,11542.0,Javier Guerra Rodríguez,23.0,Center Forward,89.2,7.7,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6c030957-987c-4ae1-9e91-e2008cd2f6b4,3089,2,00:41:42.597,86,42,17,Pressure,204,360,Rayo Vallecano,9,From Kick Off,222,Villarreal,0.337842,,6672ec62-042b-4db2-a1e6-e0fed31a1354,3324.0,Eric Bertrand Bailly,2.0,Right Back,27.2,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6fcdd881-7341-4f72-b8e1-af92f5a570d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6672ec62-042b-4db2-a1e6-e0fed31a1354,3090,2,00:41:42.724,86,42,2,Ball Recovery,204,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.0,,6c030957-987c-4ae1-9e91-e2008cd2f6b4,6914.0,Roberto Román Triguero,6.0,Left Back,94.0,3.7,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6fcdd881-7341-4f72-b8e1-af92f5a570d0,3091,2,00:41:42.724,86,42,43,Carry,204,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.486778,,6672ec62-042b-4db2-a1e6-e0fed31a1354,6914.0,Roberto Román Triguero,6.0,Left Back,94.0,3.7,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,6c030957-987c-4ae1-9e91-e2008cd2f6b4,99.5,6.0,,,,,7eda97f6-a72b-4a2f-acf0-e5914f4bef03,f6052275-8643-41af-808b-2ff547072542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f6052275-8643-41af-808b-2ff547072542,3092,2,00:41:43.210,86,43,39,Dribbled Past,204,360,Rayo Vallecano,9,From Kick Off,222,Villarreal,0.0,,15de2909-bc26-4bba-ab61-5cd610e366af,3324.0,Eric Bertrand Bailly,2.0,Right Back,20.6,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6fcdd881-7341-4f72-b8e1-af92f5a570d0,,,,,,,7eda97f6-a72b-4a2f-acf0-e5914f4bef03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7eda97f6-a72b-4a2f-acf0-e5914f4bef03,3093,2,00:41:43.210,86,43,14,Dribble,204,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.0,,f6052275-8643-41af-808b-2ff547072542,6914.0,Roberto Román Triguero,6.0,Left Back,99.5,6.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15de2909-bc26-4bba-ab61-5cd610e366af,3094,2,00:41:43.210,86,43,43,Carry,204,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.546868,,7eda97f6-a72b-4a2f-acf0-e5914f4bef03,6914.0,Roberto Román Triguero,6.0,Left Back,99.5,6.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,e052a63c-8827-4001-81d6-da2cc375cc85,99.7,8.5,,,,,f6052275-8643-41af-808b-2ff547072542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e052a63c-8827-4001-81d6-da2cc375cc85,3095,2,00:41:43.757,86,43,30,Pass,204,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.308309,,d9273002-ee81-4fde-9cf6-e4d333535d79,6914.0,Roberto Román Triguero,6.0,Left Back,99.7,8.5,,,5.3,1.5707964,1.0,Ground Pass,99.7,13.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d9273002-ee81-4fde-9cf6-e4d333535d79,3096,2,00:41:44.066,86,44,10,Interception,204,360,Rayo Vallecano,9,From Kick Off,222,Villarreal,0.0,,e052a63c-8827-4001-81d6-da2cc375cc85,7034.0,Mateo Pablo Musacchio,3.0,Right Center Back,20.4,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28fdb00f-99e9-4793-9c28-26adaee015dd,3097,2,00:41:44.306,86,44,2,Ball Recovery,204,360,Rayo Vallecano,9,From Kick Off,222,Villarreal,0.0,,,6609.0,Denis Suárez Fernández,12.0,Right Midfield,13.9,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750ac2bb-44b5-4b33-af2e-ef8f6dccf45d,3098,2,00:41:44.306,86,44,43,Carry,204,360,Rayo Vallecano,9,From Kick Off,222,Villarreal,2.282137,,28fdb00f-99e9-4793-9c28-26adaee015dd,6609.0,Denis Suárez Fernández,12.0,Right Midfield,13.9,67.8,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,2d2f9b1e-47cf-4a55-aa99-69583e10f462,11.2,71.7,,,,,cd9dc75a-7861-4715-85fc-290a7396351a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d2f9b1e-47cf-4a55-aa99-69583e10f462,3099,2,00:41:46.015,86,46,17,Pressure,204,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.529031,,750ac2bb-44b5-4b33-af2e-ef8f6dccf45d,26685.0,Nicolás Ladislao Fedor Flores,19.0,Center Attacking Midfield,106.7,11.2,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd9dc75a-7861-4715-85fc-290a7396351a,3100,2,00:41:46.589,86,46,30,Pass,204,360,Rayo Vallecano,9,From Kick Off,222,Villarreal,2.165189,,a4a1bfb8-3c4f-4c53-b8b9-3f16f1d73d0d,6609.0,Denis Suárez Fernández,12.0,Right Midfield,11.2,71.7,26009.0,Roberto Soldado Rillo,40.32096,0.032246884,3.0,High Pass,51.5,73.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4a1bfb8-3c4f-4c53-b8b9-3f16f1d73d0d,3101,2,00:41:48.754,86,48,42,Ball Receipt*,204,360,Rayo Vallecano,9,From Kick Off,222,Villarreal,,,cd9dc75a-7861-4715-85fc-290a7396351a,26009.0,Roberto Soldado Rillo,22.0,Right Center Forward,51.5,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
