id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry,under_pressure,ball_receipt,interception,duel,counterpress,goalkeeper,shot,clearance,out,foul_committed,foul_won,dribble,ball_recovery,block,substitution,bad_behaviour,pass,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,pass_switch,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_aerial_won,interception_outcome_id,interception_outcome_name,pass_cross,related_events_3,related_events,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,ball_recovery_recovery_failure,clearance_aerial_won,clearance_head,foul_won_defensive,pass_inswinging,pass_technique_id,pass_technique_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_outswinging,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_position_id,goalkeeper_position_name,pass_goal_assist,shot_one_on_one
9503acb0-df7c-4bd9-812c-fc8648f4fea7,396,1,00:10:30.574,10,30,30,Pass,23,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,2.009924,,e18239d2-f5fa-473d-8dcc-6004161ff608,,6713,Diego Javier Llorente Ríos,5,Left Center Back,51.3,28.4,11539.0,Adrián Embarba Blázquez,29.076622,-0.8170178,1.0,Ground Pass,71.2,7.2,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e18239d2-f5fa-473d-8dcc-6004161ff608,397,1,00:10:32.584,10,32,42,Ball Receipt*,23,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,9503acb0-df7c-4bd9-812c-fc8648f4fea7,,11539,Adrián Embarba Blázquez,21,Left Wing,71.2,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5888de38-71e8-4b1a-99ff-74362a7cd869,398,1,00:10:32.584,10,32,43,Carry,23,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,4.276424,,2bccfb9b-5696-4cd8-b79c-dce9e2adc53f,,11539,Adrián Embarba Blázquez,21,Left Wing,71.2,7.2,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,61ac81e0-7afe-46a8-b7ae-e518e836378e,103.9,11.5,e18239d2-f5fa-473d-8dcc-6004161ff608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2bccfb9b-5696-4cd8-b79c-dce9e2adc53f,399,1,00:10:35.470,10,35,17,Pressure,23,360,Rayo Vallecano,3,From Free Kick,219,RC Deportivo La Coruña,1.325817,,5888de38-71e8-4b1a-99ff-74362a7cd869,,6738,Juan Francisco Moreno Fuertes,12,Right Midfield,27.1,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61ac81e0-7afe-46a8-b7ae-e518e836378e,400,1,00:10:36.860,10,36,30,Pass,23,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.506805,,566255a0-caef-4c2c-a80a-f21c722b5192,,11539,Adrián Embarba Blázquez,21,Left Wing,103.9,11.5,11298.0,José Ignacio Martínez García,11.887809,1.3503026,1.0,Ground Pass,106.5,23.1,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566255a0-caef-4c2c-a80a-f21c722b5192,401,1,00:10:37.367,10,37,42,Ball Receipt*,23,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,61ac81e0-7afe-46a8-b7ae-e518e836378e,,11298,José Ignacio Martínez García,6,Left Back,106.5,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ee05f4ee-dc43-4436-bac3-2f2579bcfa95,402,1,00:10:37.367,10,37,38,Miscontrol,23,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.0,,,,11298,José Ignacio Martínez García,6,Left Back,107.7,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2d435d0-f85c-4402-a714-0e8cbba4449c,403,1,00:10:38.129,10,38,9,Clearance,23,360,Rayo Vallecano,3,From Free Kick,219,RC Deportivo La Coruña,0.0,,,,6869,Alejandro Arribas Garrido,3,Right Center Back,11.9,54.9,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1b73ec9a-2975-4582-9a65-5603bb2f6c38,404,1,00:10:42.475,10,42,2,Ball Recovery,23,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.0,,,,26607,José Raúl Baena Urdiales,11,Left Defensive Midfield,74.9,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd59ba72-c0c1-468f-922a-395a4c41a6de,405,1,00:10:42.475,10,42,43,Carry,23,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.699314,,1b73ec9a-2975-4582-9a65-5603bb2f6c38,,26607,José Raúl Baena Urdiales,11,Left Defensive Midfield,74.9,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31d214f5-72ce-43dc-b7af-f10c8ae4173e,68.0,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31d214f5-72ce-43dc-b7af-f10c8ae4173e,406,1,00:10:44.174,10,44,30,Pass,23,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.633135,,78b7f48b-1074-4aaa-8b69-66aafa49bb07,,26607,José Raúl Baena Urdiales,11,Left Defensive Midfield,68.0,8.2,6713.0,Diego Javier Llorente Ríos,12.060266,2.8644319,1.0,Ground Pass,56.4,11.5,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78b7f48b-1074-4aaa-8b69-66aafa49bb07,407,1,00:10:45.808,10,45,42,Ball Receipt*,23,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,31d214f5-72ce-43dc-b7af-f10c8ae4173e,,6713,Diego Javier Llorente Ríos,5,Left Center Back,56.4,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e45ce94-6642-43a7-aeca-055b571a033d,408,1,00:10:45.808,10,45,43,Carry,23,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.068779,,0511362d-ff4c-420f-954d-a545970dcb1e,,6713,Diego Javier Llorente Ríos,5,Left Center Back,56.4,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78b7f48b-1074-4aaa-8b69-66aafa49bb07,54.9,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0511362d-ff4c-420f-954d-a545970dcb1e,409,1,00:10:45.876,10,45,30,Pass,23,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.418408,,38cbed85-d81f-424c-95e7-49dbf236bb45,,6713,Diego Javier Llorente Ríos,5,Left Center Back,54.9,13.6,27144.0,Antonio Amaya Carazo,21.510231,1.710721,1.0,Ground Pass,51.9,34.9,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38cbed85-d81f-424c-95e7-49dbf236bb45,410,1,00:10:47.295,10,47,42,Ball Receipt*,23,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,0511362d-ff4c-420f-954d-a545970dcb1e,,27144,Antonio Amaya Carazo,3,Right Center Back,51.9,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08c0fafd-73ed-476f-b6ad-d386105e7e12,411,1,00:10:47.295,10,47,43,Carry,23,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.841171,,38cbed85-d81f-424c-95e7-49dbf236bb45,,27144,Antonio Amaya Carazo,3,Right Center Back,51.9,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898d28bb-bdde-411f-8f01-52a52f79503b,51.7,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898d28bb-bdde-411f-8f01-52a52f79503b,412,1,00:10:48.136,10,48,30,Pass,23,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.159373,,20008b79-6bbf-4f36-a218-06baafbd9ec5,,27144,Antonio Amaya Carazo,3,Right Center Back,51.7,37.1,4711.0,Pablo Hernández Domínguez,20.16953,0.46808216,1.0,Ground Pass,69.7,46.2,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20008b79-6bbf-4f36-a218-06baafbd9ec5,413,1,00:10:49.295,10,49,42,Ball Receipt*,23,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,898d28bb-bdde-411f-8f01-52a52f79503b,,4711,Pablo Hernández Domínguez,19,Center Attacking Midfield,69.7,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2b26c1e6-10d0-4a4a-9270-95c6e261f2f6,414,1,00:10:49.295,10,49,43,Carry,23,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.965179,,20008b79-6bbf-4f36-a218-06baafbd9ec5,,4711,Pablo Hernández Domínguez,19,Center Attacking Midfield,69.7,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c573e045-a1e1-441d-a35c-3121dfd3f1ce,70.6,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c573e045-a1e1-441d-a35c-3121dfd3f1ce,415,1,00:10:51.261,10,51,30,Pass,23,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.660341,,38b49f62-c6fd-4fba-9842-3c8192ef8a4c,,4711,Pablo Hernández Domínguez,19,Center Attacking Midfield,70.6,50.7,24138.0,Joaquín José Marín Ruiz,24.555244,1.212979,1.0,Ground Pass,79.2,73.7,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38b49f62-c6fd-4fba-9842-3c8192ef8a4c,416,1,00:10:52.921,10,52,42,Ball Receipt*,23,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,c573e045-a1e1-441d-a35c-3121dfd3f1ce,,24138,Joaquín José Marín Ruiz,2,Right Back,79.2,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a68ae08-432c-4aae-8a28-0f22e148585b,417,1,00:10:52.921,10,52,43,Carry,23,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.814422,,38b49f62-c6fd-4fba-9842-3c8192ef8a4c,,24138,Joaquín José Marín Ruiz,2,Right Back,79.2,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7548c548-d262-4137-83bf-907c7c63ad91,84.1,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7548c548-d262-4137-83bf-907c7c63ad91,418,1,00:10:54.735,10,54,30,Pass,23,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.613635,,c13d3294-7e9f-4550-8b7e-f39247dda6d1,,24138,Joaquín José Marín Ruiz,2,Right Back,84.1,74.0,11542.0,Javier Guerra Rodríguez,34.62268,-0.8364784,3.0,High Pass,107.3,48.3,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,76.0,Pass Offside,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c13d3294-7e9f-4550-8b7e-f39247dda6d1,419,1,00:10:56.349,10,56,42,Ball Receipt*,23,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,7548c548-d262-4137-83bf-907c7c63ad91,,11542,Javier Guerra Rodríguez,23,Center Forward,107.3,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76278c49-571e-4c0c-a4ee-39fbe2d13055,437,1,00:11:52.742,11,52,30,Pass,25,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,2.729024,,86bc1518-fb4a-4641-89ee-8743b54db897,True,26607,José Raúl Baena Urdiales,11,Left Defensive Midfield,39.1,28.4,9246.0,Patrick Ebert,56.9123,0.58654064,1.0,Ground Pass,86.5,59.9,62.0,Free Kick,40.0,Right Foot,,,,,,,,,,,,,,,,,,,c0a60f98-c2e2-45e8-bb22-1f2b17517970,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f459cf92-f55a-44fe-8d3d-35fea77f6ef6,438,1,00:11:55.195,11,55,17,Pressure,25,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.458596,,86bc1518-fb4a-4641-89ee-8743b54db897,,9246,Patrick Ebert,17,Right Wing,83.4,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c0a60f98-c2e2-45e8-bb22-1f2b17517970,439,1,00:11:55.471,11,55,42,Ball Receipt*,25,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,76278c49-571e-4c0c-a4ee-39fbe2d13055,,9246,Patrick Ebert,17,Right Wing,83.9,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3a4da795-a0c2-41d2-8a09-fabed5876801,467,1,00:12:22.950,12,22,30,Pass,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.733884,,5108ae1b-4021-4ef5-87b3-a9ceae99b386,,6713,Diego Javier Llorente Ríos,5,Left Center Back,21.9,15.7,26848.0,Roberto Trashorras Gayoso,14.808105,-0.28757584,1.0,Ground Pass,36.1,11.5,66.0,Recovery,38.0,Left Foot,,,,,,,,,,,,,,,,,,,c30cc314-b710-4049-9c83-5d060c630d64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4c98418-ae9c-4dd2-81b6-2ede005ea0d6,468,1,00:12:23.517,12,23,17,Pressure,27,360,Rayo Vallecano,1,Regular Play,219,RC Deportivo La Coruña,0.41902,,a986bbce-a1fb-4692-9fbe-b980ef1ae1dd,,5582,Celso Borges Mora,13,Right Center Midfield,84.0,70.3,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,c30cc314-b710-4049-9c83-5d060c630d64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c30cc314-b710-4049-9c83-5d060c630d64,469,1,00:12:23.684,12,23,42,Ball Receipt*,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,3a4da795-a0c2-41d2-8a09-fabed5876801,,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,36.1,11.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,c4c98418-ae9c-4dd2-81b6-2ede005ea0d6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a986bbce-a1fb-4692-9fbe-b980ef1ae1dd,470,1,00:12:23.684,12,23,30,Pass,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.738391,,c4c98418-ae9c-4dd2-81b6-2ede005ea0d6,,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,34.9,10.6,11539.0,Adrián Embarba Blázquez,5.5145264,-1.4981968,1.0,Ground Pass,35.3,5.1,,,40.0,Right Foot,,True,,,,,,,,,,,,,,,,,f6889665-10e9-41f4-931a-eabc3f362a1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
