id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,out,under_pressure,ball_receipt,counterpress,ball_recovery,interception,duel,dribble,shot,goalkeeper,off_camera,miscontrol,block,clearance,foul_won,50_50,foul_committed,substitution,bad_behaviour,pass,related_events_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,related_events_2,related_events_3,pass_aerial_won,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,related_events,carry_end_location_0,carry_end_location_1,pass_cross,pass_switch,pass_outswinging,pass_technique_id,pass_technique_name,ball_recovery_recovery_failure,foul_won_defensive,interception_outcome_id,interception_outcome_name,dribble_outcome_id,dribble_outcome_name,dribble_nutmeg,duel_outcome_id,duel_outcome_name,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,player,position,location,foul_committed_advantage,foul_won_advantage,pass_through_ball,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_first_time,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_one_on_one
cf28e5d5-1c9e-4473-88eb-f222e5b87e57,2269,2,00:15:23.730,60,23,42,Ball Receipt*,138,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,95b6d0b7-f6fc-4249-9a35-7223996f1cb9,24138.0,Joaquín José Marín Ruiz,2.0,Right Back,63.7,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8a13f378-979e-461e-bddb-9223891dec31,2270,2,00:15:23.730,60,23,43,Carry,138,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.659805,,2d3d0813-dea1-47bf-84fb-0a765951c6be,24138.0,Joaquín José Marín Ruiz,2.0,Right Back,63.7,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf28e5d5-1c9e-4473-88eb-f222e5b87e57,,,,,,,,,,,,,,,52.4,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d3d0813-dea1-47bf-84fb-0a765951c6be,2271,2,00:15:25.390,60,25,30,Pass,138,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.402755,,ff30d440-e522-4b4b-926b-ae7c68821c48,24138.0,Joaquín José Marín Ruiz,2.0,Right Back,52.4,74.5,27144.0,Antonio Amaya Carazo,14.567086,-2.365903,1.0,Ground Pass,42.0,64.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ff30d440-e522-4b4b-926b-ae7c68821c48,2272,2,00:15:26.793,60,26,42,Ball Receipt*,138,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,2d3d0813-dea1-47bf-84fb-0a765951c6be,27144.0,Antonio Amaya Carazo,3.0,Right Center Back,42.0,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9cd37ab-1b95-403a-bc4e-22ea58f7ecd1,2273,2,00:15:26.793,60,26,43,Carry,138,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,0.656035,,d2a27122-d247-4b5e-a936-fcf66c2b6720,27144.0,Antonio Amaya Carazo,3.0,Right Center Back,42.0,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff30d440-e522-4b4b-926b-ae7c68821c48,,,,,,,,,,,,,,,42.0,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2a27122-d247-4b5e-a936-fcf66c2b6720,2274,2,00:15:27.449,60,27,30,Pass,138,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,3.079459,,7b77986b-bfdb-4ea9-b9ea-b91b3fed84fa,27144.0,Antonio Amaya Carazo,3.0,Right Center Back,42.0,64.3,24255.0,Juan Carlos Martín Corral,39.896866,-2.3278334,1.0,Ground Pass,14.6,35.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b77986b-bfdb-4ea9-b9ea-b91b3fed84fa,2275,2,00:15:30.528,60,30,42,Ball Receipt*,138,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,d2a27122-d247-4b5e-a936-fcf66c2b6720,24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,14.6,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b56d8d59-b544-4391-a9d5-ca1fd86b290e,2276,2,00:15:30.528,60,30,43,Carry,138,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,0.827704,,5133a23f-a896-4493-8df5-c9cb5ee4c066,24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,14.6,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7b77986b-bfdb-4ea9-b9ea-b91b3fed84fa,,,,,,,,,,,,,,,14.6,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5133a23f-a896-4493-8df5-c9cb5ee4c066,2277,2,00:15:31.356,60,31,30,Pass,138,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.451522,,7018d959-e639-41eb-9dd8-73dc53621872,24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,14.6,35.3,18404.0,José Ángel Crespo Rincón,13.514807,-0.74876535,1.0,Ground Pass,24.5,26.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7018d959-e639-41eb-9dd8-73dc53621872,2278,2,00:15:32.808,60,32,42,Ball Receipt*,138,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,5133a23f-a896-4493-8df5-c9cb5ee4c066,18404.0,José Ángel Crespo Rincón,5.0,Left Center Back,24.5,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1816fc2-7894-416e-9fc4-6d5dc8f2b12e,2279,2,00:15:32.808,60,32,43,Carry,138,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,0.944223,,7018d959-e639-41eb-9dd8-73dc53621872,18404.0,José Ángel Crespo Rincón,5.0,Left Center Back,24.5,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3b5c770-602a-4cea-b9c5-6ef470d48034,,,,,,,,,,,,,,,25.1,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3b5c770-602a-4cea-b9c5-6ef470d48034,2280,2,00:15:33.752,60,33,30,Pass,138,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.177133,,05cd2ba0-dcea-4873-aca6-3e8b8eb58e57,18404.0,José Ángel Crespo Rincón,5.0,Left Center Back,25.1,26.1,6743.0,Manuel Rolando Iturra Urrutia,12.940248,0.79086256,1.0,Ground Pass,34.2,35.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05cd2ba0-dcea-4873-aca6-3e8b8eb58e57,2281,2,00:15:34.929,60,34,42,Ball Receipt*,138,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,b3b5c770-602a-4cea-b9c5-6ef470d48034,6743.0,Manuel Rolando Iturra Urrutia,9.0,Right Defensive Midfield,34.2,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e73cec4-1f44-4dd9-90c3-60b326de334d,2282,2,00:15:34.929,60,34,43,Carry,138,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.264753,,01e99be5-168c-401b-a549-4a57640b1a49,6743.0,Manuel Rolando Iturra Urrutia,9.0,Right Defensive Midfield,34.2,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05cd2ba0-dcea-4873-aca6-3e8b8eb58e57,,,,,,,,,,,,,,,34.2,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01e99be5-168c-401b-a549-4a57640b1a49,2283,2,00:15:36.194,60,36,30,Pass,138,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,0.974964,,5e1b3e76-e061-43f8-821d-a40a07cb8eb5,6743.0,Manuel Rolando Iturra Urrutia,9.0,Right Defensive Midfield,34.2,36.8,26848.0,Roberto Trashorras Gayoso,11.54123,1.4141945,1.0,Ground Pass,36.0,48.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e1b3e76-e061-43f8-821d-a40a07cb8eb5,2284,2,00:15:37.169,60,37,42,Ball Receipt*,138,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,01e99be5-168c-401b-a549-4a57640b1a49,26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,36.0,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57a5e8a5-e369-4e35-a83f-2b694c27ef0b,2285,2,00:15:37.169,60,37,30,Pass,138,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,2.157425,,0d5cac03-9833-4a02-a420-6d2ba08ec769,26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,36.0,48.2,18404.0,José Ángel Crespo Rincón,30.750772,-2.1028502,3.0,High Pass,20.4,21.7,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d5cac03-9833-4a02-a420-6d2ba08ec769,2286,2,00:15:39.326,60,39,42,Ball Receipt*,138,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,57a5e8a5-e369-4e35-a83f-2b694c27ef0b,18404.0,José Ángel Crespo Rincón,5.0,Left Center Back,20.4,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660dce9f-91ae-41f7-b334-251fbba0295e,2287,2,00:15:39.326,60,39,43,Carry,138,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.070512,,0d5cac03-9833-4a02-a420-6d2ba08ec769,18404.0,José Ángel Crespo Rincón,5.0,Left Center Back,20.4,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,df092217-e170-4c41-b8b8-fb600f85ead4,,,,,,,,,,,,,,,19.8,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
df092217-e170-4c41-b8b8-fb600f85ead4,2288,2,00:15:40.397,60,40,30,Pass,138,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,2.035406,,0873428c-1ae0-4c2a-a7c2-05c4453927a4,18404.0,José Ángel Crespo Rincón,5.0,Left Center Back,19.8,22.9,24255.0,Juan Carlos Martín Corral,17.538528,2.372322,1.0,Ground Pass,7.2,35.1,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0873428c-1ae0-4c2a-a7c2-05c4453927a4,2289,2,00:15:42.432,60,42,42,Ball Receipt*,138,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,df092217-e170-4c41-b8b8-fb600f85ead4,24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,7.2,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45eddbe3-b59d-434f-acf8-4e96922966bc,2290,2,00:15:42.432,60,42,43,Carry,138,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.451959,,0873428c-1ae0-4c2a-a7c2-05c4453927a4,24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,7.2,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314b89c6-f365-49a2-8773-ba39152ac210,,,,,,,,,,,,,,,8.9,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314b89c6-f365-49a2-8773-ba39152ac210,2291,2,00:15:43.884,60,43,30,Pass,138,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.292435,,39bc0806-ca04-4187-b1eb-43c4604945f7,24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,8.9,35.6,26848.0,Roberto Trashorras Gayoso,21.70023,-0.43272963,1.0,Ground Pass,28.6,26.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39bc0806-ca04-4187-b1eb-43c4604945f7,2292,2,00:15:45.177,60,45,42,Ball Receipt*,138,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,314b89c6-f365-49a2-8773-ba39152ac210,26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,28.6,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ff601031-c140-4bf4-b07a-f96a412a55c6,2293,2,00:15:45.177,60,45,43,Carry,138,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,0.770976,,39bc0806-ca04-4187-b1eb-43c4604945f7,26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,28.6,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b2b4df3-30f3-4af8-b47a-99dc2ffd94a4,,,,,,,,,,,,,,,28.0,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b2b4df3-30f3-4af8-b47a-99dc2ffd94a4,2294,2,00:15:45.947,60,45,30,Pass,138,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.068597,,19e076d0-71ac-438d-8dee-a9120338c1d2,26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,28.0,26.3,18404.0,José Ángel Crespo Rincón,16.954056,-1.8701626,1.0,Ground Pass,23.0,10.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19e076d0-71ac-438d-8dee-a9120338c1d2,2295,2,00:15:47.016,60,47,42,Ball Receipt*,138,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,5b2b4df3-30f3-4af8-b47a-99dc2ffd94a4,18404.0,José Ángel Crespo Rincón,5.0,Left Center Back,23.0,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b81119e3-335e-49e5-9490-4cc9931227a4,2296,2,00:15:47.016,60,47,43,Carry,138,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.073119,,19e076d0-71ac-438d-8dee-a9120338c1d2,18404.0,José Ángel Crespo Rincón,5.0,Left Center Back,23.0,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b52a8890-430c-4687-b52e-42ffb54e5cee,,,,,,,,,,,,,,,23.0,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52a8890-430c-4687-b52e-42ffb54e5cee,2297,2,00:15:48.089,60,48,30,Pass,138,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.63016,,10ff693d-1416-4ca5-a4da-4a74297520ac,18404.0,José Ángel Crespo Rincón,5.0,Left Center Back,23.0,10.1,6914.0,Roberto Román Triguero,19.924858,-0.30587888,1.0,Ground Pass,42.0,4.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
