id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,duel,off_camera,interception,out,clearance,shot,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,counterpress,dribble,ball_recovery,foul_committed,foul_won,bad_behaviour,substitution,injury_stoppage,block,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_type_id,pass_type_name,pass_cross,pass_cut_back,pass_assisted_shot_id,pass_goal_assist,pass_deflected,duel_type_id,duel_type_name,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_aerial_won,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate
3f1aec95-24cb-4d32-8694-d9cbef3977d8,388,1,00:10:37.921,10,37,42,Ball Receipt*,29,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,bdfda0f5-8cd3-4b46-8836-b25c04a0dcf8,11542,Javier Guerra Rodríguez,23,Center Forward,103.8,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22e5f339-e20b-4c3b-a975-d76890bcd25a,406,1,00:10:52.924,10,52,30,Pass,31,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.777923,,077c8543-35fb-4048-8d95-130587f516fb,27144,Antonio Amaya Carazo,3,Right Center Back,42.4,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a090381d-f23a-4d4e-b899-9c222c611d84,,,10612.0,Yoel Rodríguez Oterino,35.1,-2.7468016,1.0,Ground Pass,10.0,47.0,38.0,Left Foot,,,,,,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a090381d-f23a-4d4e-b899-9c222c611d84,407,1,00:10:55.702,10,55,42,Ball Receipt*,31,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,22e5f339-e20b-4c3b-a975-d76890bcd25a,10612,Yoel Rodríguez Oterino,1,Goalkeeper,10.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c64c443-f94c-4cf1-8fde-f0c60e519401,408,1,00:10:55.702,10,55,30,Pass,31,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.545202,,6a409dcc-4d4e-475f-a31e-8d860d802f65,10612,Yoel Rodríguez Oterino,1,Goalkeeper,10.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26222.0,José Eduardo Rosa Vale de Castro,20.36664,-0.7992862,1.0,Ground Pass,24.2,32.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6a409dcc-4d4e-475f-a31e-8d860d802f65,409,1,00:10:58.247,10,58,42,Ball Receipt*,31,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,9c64c443-f94c-4cf1-8fde-f0c60e519401,26222,José Eduardo Rosa Vale de Castro,5,Left Center Back,24.2,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b2fddbb-594b-41d8-bd52-7b545571bb98,410,1,00:10:58.247,10,58,43,Carry,31,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.62706,,6a409dcc-4d4e-475f-a31e-8d860d802f65,26222,José Eduardo Rosa Vale de Castro,5,Left Center Back,24.2,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f56efa18-55e9-4e6b-8ad3-ed111bf27ea6,27.6,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f56efa18-55e9-4e6b-8ad3-ed111bf27ea6,411,1,00:11:00.874,11,0,30,Pass,31,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.844391,,f304c2df-f598-480b-bccf-34a4b0126ca0,26222,José Eduardo Rosa Vale de Castro,5,Left Center Back,27.6,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4711.0,Pablo Hernández Domínguez,16.381086,-0.32947242,1.0,Ground Pass,43.1,25.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f304c2df-f598-480b-bccf-34a4b0126ca0,412,1,00:11:01.718,11,1,42,Ball Receipt*,31,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,f56efa18-55e9-4e6b-8ad3-ed111bf27ea6,4711,Pablo Hernández Domínguez,21,Left Wing,43.1,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4979c24f-74e6-4ed3-aa24-9d4e641375a8,413,1,00:11:01.718,11,1,43,Carry,31,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.493777,,4b88ee3e-fb12-4c4d-a7d0-331aea133144,4711,Pablo Hernández Domínguez,21,Left Wing,43.1,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f304c2df-f598-480b-bccf-34a4b0126ca0,41.5,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b88ee3e-fb12-4c4d-a7d0-331aea133144,414,1,00:11:03.212,11,3,30,Pass,31,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.262514,,e2acc21a-cf6e-4dc0-b70a-cdd2f7b0cbf0,4711,Pablo Hernández Domínguez,21,Left Wing,41.5,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23761.0,Alhassane Bangoura,26.184729,0.99762315,1.0,Ground Pass,55.7,52.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2acc21a-cf6e-4dc0-b70a-cdd2f7b0cbf0,415,1,00:11:04.474,11,4,42,Ball Receipt*,31,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,4b88ee3e-fb12-4c4d-a7d0-331aea133144,23761,Alhassane Bangoura,17,Right Wing,55.7,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d9e07c0b-d636-4d6d-b277-cbea63b2462e,416,1,00:11:04.474,11,4,43,Carry,31,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.735207,,211a59c6-b19f-492e-bf59-c4f3210bae40,23761,Alhassane Bangoura,17,Right Wing,55.7,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e2acc21a-cf6e-4dc0-b70a-cdd2f7b0cbf0,61.4,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211a59c6-b19f-492e-bf59-c4f3210bae40,417,1,00:11:06.210,11,6,30,Pass,31,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.033677,,42182a66-a540-4df8-9a8e-0e9b038b0a96,23761,Alhassane Bangoura,17,Right Wing,61.4,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6914.0,Roberto Román Triguero,27.628428,1.0309975,1.0,Ground Pass,75.6,76.6,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42182a66-a540-4df8-9a8e-0e9b038b0a96,418,1,00:11:08.243,11,8,42,Ball Receipt*,31,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,211a59c6-b19f-492e-bf59-c4f3210bae40,6914,Roberto Román Triguero,2,Right Back,75.6,76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
014cea90-4d72-4ef6-856a-25d3e2185306,419,1,00:11:08.243,11,8,43,Carry,31,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,3.901926,,15f21703-a07d-460d-a92e-19bfebc724c3,6914,Roberto Román Triguero,2,Right Back,75.6,76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42182a66-a540-4df8-9a8e-0e9b038b0a96,92.9,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15f21703-a07d-460d-a92e-19bfebc724c3,420,1,00:11:12.145,11,12,30,Pass,31,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.721071,,4cc69875-520b-4276-bcf8-7fae293e6cc6,6914,Roberto Román Triguero,2,Right Back,92.9,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23761.0,Alhassane Bangoura,9.693812,0.8218783,1.0,Ground Pass,99.5,74.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4cc69875-520b-4276-bcf8-7fae293e6cc6,421,1,00:11:12.866,11,12,42,Ball Receipt*,31,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,15f21703-a07d-460d-a92e-19bfebc724c3,23761,Alhassane Bangoura,17,Right Wing,99.5,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829bd73f-84fd-48b6-93ac-7d977bfd390e,422,1,00:11:12.866,11,12,43,Carry,31,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.986331,,25572307-0314-4b2c-9cec-e1638fa8902b,23761,Alhassane Bangoura,17,Right Wing,99.5,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4cc69875-520b-4276-bcf8-7fae293e6cc6,99.9,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25572307-0314-4b2c-9cec-e1638fa8902b,423,1,00:11:14.853,11,14,30,Pass,31,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.840361,,2fa28791-1fde-44b1-bf3f-ac78c24375d3,23761,Alhassane Bangoura,17,Right Wing,99.9,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26848.0,Roberto Trashorras Gayoso,14.085809,-2.3109992,1.0,Ground Pass,90.4,64.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2fa28791-1fde-44b1-bf3f-ac78c24375d3,424,1,00:11:15.693,11,15,42,Ball Receipt*,31,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,25572307-0314-4b2c-9cec-e1638fa8902b,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,90.4,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f56e67a7-ed48-41b4-a5fd-ba799dfcd6d7,425,1,00:11:15.693,11,15,43,Carry,31,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.815274,,2fa28791-1fde-44b1-bf3f-ac78c24375d3,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,90.4,64.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,40c39988-93d6-4c8f-8c5d-16831bdc5bdd,92.6,67.6,,,,,,,,,,,a7b0df47-05a3-44cb-8f2b-e2c2df2cc089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7b0df47-05a3-44cb-8f2b-e2c2df2cc089,426,1,00:11:16.201,11,16,17,Pressure,31,360,Rayo Vallecano,1,Regular Play,220,Real Madrid,0.39174,,40c39988-93d6-4c8f-8c5d-16831bdc5bdd,5574,Toni Kroos,10,Center Defensive Midfield,26.1,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f56e67a7-ed48-41b4-a5fd-ba799dfcd6d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40c39988-93d6-4c8f-8c5d-16831bdc5bdd,427,1,00:11:16.508,11,16,30,Pass,31,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.748612,,a7b0df47-05a3-44cb-8f2b-e2c2df2cc089,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,92.6,67.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2653f5a-4ca1-4d65-b6fc-54beda8f37f5,,,6914.0,Roberto Román Triguero,23.80273,-0.13060817,1.0,Ground Pass,116.2,64.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ff3bb379-6e9b-4ad3-b73c-00d123b95add,428,1,00:11:18.320,11,18,17,Pressure,31,360,Rayo Vallecano,1,Regular Play,220,Real Madrid,1.060743,,4cd9ff75-57da-4a5f-9806-0acfccc8fb0c,5463,Luka Modrić,15,Left Center Midfield,9.8,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94f51e39-126a-46a0-b736-37421fe98d6c,,,,,,,,,,,,,b2653f5a-4ca1-4d65-b6fc-54beda8f37f5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2653f5a-4ca1-4d65-b6fc-54beda8f37f5,429,1,00:11:19.257,11,19,42,Ball Receipt*,31,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,40c39988-93d6-4c8f-8c5d-16831bdc5bdd,6914,Roberto Román Triguero,2,Right Back,116.2,64.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff3bb379-6e9b-4ad3-b73c-00d123b95add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4cd9ff75-57da-4a5f-9806-0acfccc8fb0c,430,1,00:11:19.257,11,19,43,Carry,31,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.119999,,94f51e39-126a-46a0-b736-37421fe98d6c,6914,Roberto Román Triguero,2,Right Back,116.2,64.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2653f5a-4ca1-4d65-b6fc-54beda8f37f5,118.0,64.4,,,,,,,,,,,ff3bb379-6e9b-4ad3-b73c-00d123b95add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94f51e39-126a-46a0-b736-37421fe98d6c,431,1,00:11:19.377,11,19,30,Pass,31,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.892728,,c96dc599-82d1-408a-8d42-ab7f7f22865d,6914,Roberto Román Triguero,2,Right Back,118.0,64.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff3bb379-6e9b-4ad3-b73c-00d123b95add,,,6852.0,Jozabed Sánchez Ruiz,24.768126,-1.8363402,1.0,Ground Pass,111.5,40.5,40.0,Right Foot,,,,,,,,True,True,e14f7d58-4a03-4439-b8e9-917d0d3fa882,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c96dc599-82d1-408a-8d42-ab7f7f22865d,432,1,00:11:21.270,11,21,42,Ball Receipt*,31,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,94f51e39-126a-46a0-b736-37421fe98d6c,6852,Jozabed Sánchez Ruiz,19,Center Attacking Midfield,111.5,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735ddd4b-f03e-44bf-8d1a-55604922d214,433,1,00:11:21.276,11,21,4,Duel,31,360,Rayo Vallecano,1,Regular Play,220,Real Madrid,0.0,,e14f7d58-4a03-4439-b8e9-917d0d3fa882,3063,Danilo Luiz da Silva,2,Right Back,5.1,37.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e14f7d58-4a03-4439-b8e9-917d0d3fa882,434,1,00:11:21.276,11,21,16,Shot,31,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.672484,,735ddd4b-f03e-44bf-8d1a-55604922d214,6852,Jozabed Sánchez Ruiz,19,Center Attacking Midfield,115.0,42.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,bc911883-8902-4d2f-a5a2-7f331ec03b8c,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20529905,120.0,43.7,0.2,94f51e39-126a-46a0-b736-37421fe98d6c,37.0,Head,87.0,Open Play,97.0,Goal,93.0,Normal,True,105.6,32.8,4711.0,Pablo Hernández Domínguez,21.0,Left Wing,True,120.0,59.7,5463.0,Luka Modrić,15.0,Left Center Midfield,False,118.3,66.4,6914.0,Roberto Román Triguero,2.0,Right Back,True,119.6,40.8,5597.0,Keylor Navas Gamboa,1.0,Goalkeeper,False,115.9,44.2,20016.0,Kléper Laveran Lima Ferreira,3.0,Right Center Back,False,116.9,45.1,5201.0,Sergio Ramos García,5.0,Left Center Back,False,114.6,41.4,3063.0,Danilo Luiz da Silva,2.0,Right Back,False,114.7,45.1,11542.0,Javier Guerra Rodríguez,23.0,Center Forward,True
