id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,ball_receipt,counterpress,under_pressure,dribble,interception,off_camera,duel,shot,goalkeeper,out,ball_recovery,clearance,foul_committed,foul_won,substitution,bad_behaviour,pass,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,related_events,pass_aerial_won,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,dribble_outcome_id,dribble_outcome_name,related_events_3,pass_outcome_id,pass_outcome_name,pass_switch,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_cross,ball_recovery_recovery_failure,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,related_events_4,foul_committed_advantage,foul_committed_type_id,foul_committed_type_name,foul_committed_card_id,foul_committed_card_name,foul_won_advantage,pass_through_ball,pass_technique_id,pass_technique_name,interception_outcome_id,interception_outcome_name,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,pass_goal_assist,shot_one_on_one
ba4b8add-49e0-461e-9651-f17de3859ca5,932,1,00:27:36.201,27,36,30,Pass,65,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.256577,,7703b348-3339-4ff7-ba26-90bd21558869,11542,Javier Guerra Rodríguez,23,Center Forward,60.0,40.0,26222.0,José Eduardo Rosa Vale de Castro,28.68118,-2.5071568,1.0,Ground Pass,36.9,23.0,40.0,Right Foot,65.0,Kick Off,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7703b348-3339-4ff7-ba26-90bd21558869,933,1,00:27:37.458,27,37,42,Ball Receipt*,65,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,ba4b8add-49e0-461e-9651-f17de3859ca5,26222,José Eduardo Rosa Vale de Castro,5,Left Center Back,36.9,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a86deacc-8dfa-42ee-9e13-ea1c120134f7,934,1,00:27:38.447,27,38,30,Pass,65,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.810264,,c2bc6a2b-67ac-4e79-9b02-4c1101f3d6be,26222,José Eduardo Rosa Vale de Castro,5,Left Center Back,33.6,16.9,10612.0,Yoel Rodríguez Oterino,25.849758,2.5460794,1.0,Ground Pass,12.2,31.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2bc6a2b-67ac-4e79-9b02-4c1101f3d6be,935,1,00:27:40.257,27,40,42,Ball Receipt*,65,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,a86deacc-8dfa-42ee-9e13-ea1c120134f7,10612,Yoel Rodríguez Oterino,1,Goalkeeper,12.2,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8727b35-ea59-45b1-9ccf-086b0604a5b2,936,1,00:27:40.257,27,40,43,Carry,65,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.098818,,c2322d4f-0c06-4441-9cae-0485610d4674,10612,Yoel Rodríguez Oterino,1,Goalkeeper,12.2,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c2bc6a2b-67ac-4e79-9b02-4c1101f3d6be,12.7,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2322d4f-0c06-4441-9cae-0485610d4674,937,1,00:27:41.356,27,41,30,Pass,65,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.525256,,9fce4b62-1ce7-467d-8255-e3c3eb726bca,10612,Yoel Rodríguez Oterino,1,Goalkeeper,12.7,33.0,6713.0,Diego Javier Llorente Ríos,20.144478,1.1515639,1.0,Ground Pass,20.9,51.4,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fecb747f-c5dc-4568-907f-169597b67721,938,1,00:27:42.743,27,42,17,Pressure,65,360,Rayo Vallecano,9,From Kick Off,210,Real Sociedad,0.348007,,9fce4b62-1ce7-467d-8255-e3c3eb726bca,8522,Armindo Tué Na Bangna,21,Left Wing,96.2,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad22474f-b3d5-44e9-ac6e-58eac42a633b,,,b7631a5b-d721-4257-90b3-2b7c3442cfa1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9fce4b62-1ce7-467d-8255-e3c3eb726bca,939,1,00:27:42.881,27,42,42,Ball Receipt*,65,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,c2322d4f-0c06-4441-9cae-0485610d4674,6713,Diego Javier Llorente Ríos,3,Right Center Back,20.9,51.4,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,fecb747f-c5dc-4568-907f-169597b67721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad22474f-b3d5-44e9-ac6e-58eac42a633b,940,1,00:27:42.881,27,42,43,Carry,65,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.028102001,,9fce4b62-1ce7-467d-8255-e3c3eb726bca,6713,Diego Javier Llorente Ríos,3,Right Center Back,20.9,51.4,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,b7631a5b-d721-4257-90b3-2b7c3442cfa1,20.9,52.3,fecb747f-c5dc-4568-907f-169597b67721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b7631a5b-d721-4257-90b3-2b7c3442cfa1,941,1,00:27:42.909,27,42,30,Pass,65,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.457404,,90663dae-ded1-4920-a758-8057c35bff74,6713,Diego Javier Llorente Ríos,3,Right Center Back,20.9,52.3,11539.0,Adrián Embarba Blázquez,22.252415,-0.11710875,2.0,Low Pass,43.0,49.7,40.0,Right Foot,,,,,,True,,,,,,,,,,,,,,,fecb747f-c5dc-4568-907f-169597b67721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
